,Ozarch,Sequoia Chieftain,Think Im Ready,Tiger For Life,Baguio,Bantamweight,Baby Run,Princess Pollyanna,Calathiel,Carlie Eksplodes,Reg N Kath,Social Dame
12-01-2023 12:26:34.158573,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:35.567243,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:36.939980,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:38.360486,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:39.728070,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:41.078564,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:42.485181,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 166.25)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:43.836754,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 126.66666666666667)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:45.189061,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:46.582668,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:48.048727,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.875)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:49.467516,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8533333333333335)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:50.877558,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8533333333333335)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:52.276976,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.8)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:53.734781,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 164.28571428571428)","(51.0, 95.0, 72.14285714285714)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:55.080457,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 95.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:56.470869,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:57.774215,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:26:59.069887,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:00.347863,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:01.695561,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:03.041353,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:04.401219,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.830769230769231)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:05.747929,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:07.036387,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:08.381722,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:09.827743,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:11.218726,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:12.564437,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 81.25)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:13.945078,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 90.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:15.337332,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:16.754277,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:18.184451,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:19.586930,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:20.899577,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 14.3125)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:22.235770,"(6.5, 8.4, 8.065116279069768)","(6.5, 9.2, 8.5)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7111111111111112)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:23.702845,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.2, 3.7249999999999996)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:25.147140,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.7249999999999996)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:26.417619,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.7624999999999997)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:27.698986,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.7624999999999997)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:28.979928,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.7624999999999997)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:30.357972,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.714285714285714)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:31.674860,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.714285714285714)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:32.944010,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.714285714285714)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:34.262165,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.714285714285714)","(8.5, 11.5, 10.15)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:35.591116,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:36.881940,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:38.398004,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:39.757223,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:41.111303,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:42.515572,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:43.852214,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:45.190751,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.59)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:46.627948,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.414285714285714)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:47.989152,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.414285714285714)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:49.309042,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.414285714285714)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:50.639838,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.414285714285714)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
12-01-2023 12:27:51.917835,"(6.5, 8.4, 8.215384615384615)","(6.5, 9.2, 8.6)","(11.0, 19.5, 16.666666666666664)","(2.8, 4.1, 3.414285714285714)","(8.5, 11.5, 9.475000000000001)","(9.0, 19.0, 16.0)","(5.5, 10.5, 9.012500000000001)","(81.0, 190.0, 158.57142857142856)","(51.0, 85.0, 77.5)","(14.0, 23.0, 16.75)","(31.0, 60.0, 40.0)","(91.0, 190.0, 164.28571428571428)"
