,Ozarch,Sequoia Chieftain,Think Im Ready,Tiger For Life,Baguio,Bantamweight,Baby Run,Princess Pollyanna,Calathiel,Carlie Eksplodes,Reg N Kath,Social Dame
12-01-2023 12:52:46.102575,"(6.5, 8.6, 8.31578947368421)","(6.0, 7.6, 7.224347826086957)","(10.0, 11.5, 11.071428571428571)","(3.0, 4.0, 3.919642857142857)","(8.0, 10.0, 9.873684210526315)","(10.0, 21.0, 20.533333333333335)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:47.598383,"(6.5, 8.6, 8.31578947368421)","(6.0, 7.6, 7.224347826086957)","(10.0, 11.5, 11.038461538461538)","(3.0, 4.0, 3.919642857142857)","(8.0, 10.0, 9.873684210526315)","(10.0, 21.0, 20.533333333333335)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:49.064958,"(6.5, 8.6, 8.31578947368421)","(6.0, 7.6, 7.224347826086957)","(10.0, 11.5, 11.038461538461538)","(3.0, 4.0, 3.919642857142857)","(8.0, 10.0, 9.873684210526315)","(10.0, 21.0, 20.666666666666668)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:50.505313,"(6.5, 8.6, 8.31578947368421)","(6.0, 7.6, 7.224347826086957)","(10.0, 11.5, 11.038461538461538)","(3.0, 4.0, 3.9224137931034484)","(8.0, 10.0, 9.858823529411765)","(10.0, 21.0, 20.666666666666668)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:51.975568,"(6.5, 8.6, 8.2625)","(6.0, 7.6, 7.2140350877192985)","(10.0, 11.5, 10.931034482758621)","(3.0, 4.0, 3.9224137931034484)","(8.0, 10.0, 9.858823529411765)","(10.0, 21.0, 20.733333333333334)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:53.376864,"(6.5, 8.6, 8.2625)","(6.0, 7.6, 7.2140350877192985)","(10.0, 11.0, 10.931034482758621)","(3.0, 4.0, 3.9224137931034484)","(8.0, 10.0, 9.858823529411765)","(10.0, 21.0, 20.733333333333334)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:54.714818,"(6.5, 8.6, 8.2625)","(6.0, 7.6, 7.2140350877192985)","(10.0, 11.0, 10.75)","(3.0, 4.0, 3.9224137931034484)","(8.0, 10.0, 9.858823529411765)","(10.0, 21.0, 20.733333333333334)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.652173913043477)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:56.041222,"(6.5, 8.6, 8.2625)","(6.0, 7.6, 7.2140350877192985)","(10.0, 11.5, 10.861702127659575)","(3.0, 4.0, 3.919642857142857)","(8.0, 10.0, 9.858823529411765)","(10.0, 21.0, 22.764705882352942)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.23076923076923)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:57.417896,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.5, 10.861702127659575)","(3.0, 4.0, 3.919642857142857)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.764705882352942)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 29.6)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:52:58.756133,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.5, 10.861702127659575)","(3.0, 4.0, 3.971875)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 30.153846153846153)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:00.148007,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.5, 10.861702127659575)","(3.0, 4.0, 3.971875)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 30.153846153846153)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:01.567807,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.5, 10.84375)","(3.0, 4.0, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 29.82608695652174)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:03.099477,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.84375)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.2)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:04.542363,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 29.2)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:05.992983,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:07.369740,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:08.732323,"(6.5, 8.6, 8.175)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.833333333333332)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:10.032114,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.5)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:11.407589,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.5)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:12.770435,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.5)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:14.174267,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.858823529411765)","(10.0, 24.0, 22.894736842105264)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:15.647483,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.904054054054054)","(8.0, 10.0, 9.895652173913044)","(10.0, 24.0, 22.6875)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:17.106612,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.904054054054054)","(8.0, 10.0, 9.895652173913044)","(10.0, 24.0, 22.6875)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 28.782608695652172)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:18.554515,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.5)","(3.0, 4.1, 3.904054054054054)","(8.0, 10.0, 9.895652173913044)","(10.0, 24.0, 22.6875)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 34.0, 30.4)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:19.987780,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.25)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.895652173913044)","(10.0, 24.0, 22.6875)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 28.857142857142858)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:21.458576,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.25)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.895652173913044)","(10.0, 24.0, 22.6875)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 28.857142857142858)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:22.922604,"(6.5, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.25)","(3.0, 4.1, 3.914102564102564)","(8.0, 10.0, 9.895652173913044)","(10.0, 24.0, 22.6875)","(5.5, 6.6, 6.445283018867924)","(81.0, 130.0, 106.66666666666667)","(31.0, 32.0, 28.857142857142858)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:24.414176,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.25)","(3.2, 4.1, 3.9166666666666665)","(8.5, 10.0, 9.895652173913044)","(12.0, 24.0, 21.5)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 110.71428571428572)","(26.0, 32.0, 28.333333333333332)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:25.803266,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.25)","(3.2, 4.1, 3.9166666666666665)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 32.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:27.218197,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.470588235294118)","(3.2, 4.1, 3.9166666666666665)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:28.563310,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.1, 3.9166666666666665)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:29.945926,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.1, 3.9166666666666665)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:31.336630,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.1, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:32.680671,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:34.111049,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:35.538654,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:37.068493,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:38.568088,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:40.060228,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:41.462289,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.4)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:42.899029,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.470588235294118)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:44.265869,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.470588235294118)","(3.2, 4.0, 3.975)","(8.5, 10.0, 9.895652173913044)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.481159420289855)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:45.639730,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.64)","(3.2, 4.0, 3.9857142857142858)","(8.5, 10.0, 9.877777777777778)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.480291970802919)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:47.170600,"(7.0, 8.6, 8.155555555555555)","(6.0, 7.6, 7.239344262295082)","(10.0, 11.0, 10.28125)","(3.2, 4.0, 4.00125)","(8.5, 10.5, 10.3)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.443809523809524)","(81.0, 130.0, 107.5)","(26.0, 30.0, 29.5)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:48.687732,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.239344262295082)","(10.0, 10.5, 10.392307692307693)","(3.2, 4.1, 3.9857142857142858)","(8.5, 10.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.450909090909091)","(81.0, 130.0, 107.5)","(26.0, 30.0, 28.57142857142857)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:50.200898,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.239344262295082)","(10.0, 10.5, 10.392307692307693)","(3.2, 4.0, 3.9857142857142858)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 25.09090909090909)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:51.771883,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.239344262295082)","(10.0, 10.5, 10.36)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:53.416506,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.067741935483871)","(10.0, 10.5, 10.309090909090909)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:55.120725,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.088372093023255)","(10.0, 10.5, 10.309090909090909)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:56.759270,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.088372093023255)","(10.0, 10.5, 10.309090909090909)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:58.462876,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.088372093023255)","(10.0, 10.5, 10.309090909090909)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:53:59.969335,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.088372093023255)","(10.0, 10.5, 10.309090909090909)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:54:01.533486,"(7.0, 8.6, 8.221052631578948)","(6.0, 7.6, 7.088372093023255)","(10.0, 10.5, 10.309090909090909)","(3.2, 4.0, 3.9944444444444445)","(8.5, 11.5, 11.40909090909091)","(12.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(26.0, 30.0, 26.727272727272727)","(15.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(101.0, 230.0, 221.42857142857142)"
12-01-2023 12:54:03.147324,"(6.5, 8.6, 8.221052631578948)","(6.0, 7.6, 7.088372093023255)","(10.0, 10.5, 10.309090909090909)","(3.0, 4.0, 3.9944444444444445)","(8.0, 11.5, 11.40909090909091)","(10.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(31.0, 30.0, 26.727272727272727)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:54:04.749279,"(6.5, 8.6, 8.221052631578948)","(6.0, 7.6, 7.217391304347826)","(10.0, 10.5, 10.309090909090909)","(3.0, 4.0, 3.9944444444444445)","(8.0, 11.5, 11.40909090909091)","(10.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(31.0, 30.0, 28.0)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:54:06.287101,"(6.5, 8.6, 8.221052631578948)","(6.0, 7.6, 7.217391304347826)","(10.0, 10.5, 10.309090909090909)","(3.0, 4.0, 3.9944444444444445)","(8.0, 11.5, 11.40909090909091)","(10.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(31.0, 29.0, 28.0)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
12-01-2023 12:54:08.063517,"(6.5, 8.6, 8.221052631578948)","(6.0, 7.6, 7.217391304347826)","(10.0, 10.5, 10.309090909090909)","(3.0, 4.0, 3.9944444444444445)","(8.0, 11.5, 11.40909090909091)","(10.0, 22.0, 21.307692307692307)","(5.5, 6.6, 6.4845070422535205)","(81.0, 130.0, 107.5)","(31.0, 29.0, 27.666666666666668)","(14.0, 22.0, 21.75)","(41.0, 85.0, 81.0)","(91.0, 230.0, 221.42857142857142)"
