,Coco Cuber,Fudging,Nebaraz,Vaporizing,Inner Spirit,Perfect Quality,Smarty Lee,Strathcona,Ten Schilling,Lightheadedness,Serenata
07-01-2023 15:33:49.999030,"(21.0, 40.0, 34.0)","(10.0, 14.5, 14.0)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.2, 9.138461538461538)","(4.2, 5.9, 5.7250000000000005)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.545454545454547)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:51.452670,"(21.0, 40.0, 34.0)","(10.0, 14.5, 14.0)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.2, 9.138461538461538)","(4.2, 5.9, 5.7250000000000005)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:52.741516,"(21.0, 40.0, 34.0)","(10.0, 14.5, 14.0)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.2, 8.571428571428571)","(4.2, 5.9, 5.7250000000000005)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:53.978402,"(21.0, 40.0, 34.0)","(10.0, 14.5, 14.0)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.6, 9.276923076923076)","(4.2, 5.9, 5.7250000000000005)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:55.251473,"(21.0, 40.0, 34.0)","(10.0, 14.5, 15.23076923076923)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.6, 9.186206896551724)","(4.2, 5.9, 5.56)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:56.505139,"(21.0, 40.0, 34.0)","(10.0, 15.5, 14.333333333333334)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.6, 9.186206896551724)","(4.2, 5.8, 5.56)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:57.744434,"(21.0, 40.0, 34.0)","(10.0, 15.5, 14.0)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.6, 9.186206896551724)","(4.2, 5.8, 5.56)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:33:58.971162,"(21.0, 40.0, 34.0)","(10.0, 15.0, 14.142857142857142)","(8.5, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.0, 9.6, 9.186206896551724)","(4.2, 5.8, 5.56)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:00.208265,"(21.0, 40.0, 34.0)","(10.0, 14.5, 14.142857142857142)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.5, 9.6, 9.276923076923076)","(4.4, 5.8, 5.56)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:01.471394,"(21.0, 40.0, 34.0)","(10.0, 15.5, 14.25)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.5, 9.6, 9.276923076923076)","(4.4, 5.8, 5.56)","(26.0, 38.0, 32.0)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:03.010209,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.8)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6252747252747253)","(6.5, 9.6, 8.822222222222221)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:04.816743,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.8)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6248648648648647)","(6.5, 9.6, 9.23157894736842)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:06.193023,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.8)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6248648648648647)","(6.5, 9.6, 9.23157894736842)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:07.554817,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.8)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6248648648648647)","(6.5, 9.6, 9.23157894736842)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:09.150628,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.565217391304348)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6248648648648647)","(6.5, 9.6, 9.23157894736842)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:10.628704,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.565217391304348)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6248648648648647)","(6.5, 9.6, 9.23157894736842)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:12.105846,"(21.0, 40.0, 34.0)","(10.0, 15.0, 13.565217391304348)","(9.0, 14.5, 13.166666666666666)","(3.4, 3.8, 3.6248648648648647)","(6.5, 9.6, 9.23157894736842)","(4.4, 5.8, 5.56)","(26.0, 38.0, 33.15384615384615)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:13.516424,"(21.0, 44.0, 38.0)","(10.0, 14.5, 13.578947368421053)","(9.0, 14.5, 13.125)","(3.4, 3.8, 3.6194871794871797)","(6.5, 9.6, 9.41081081081081)","(4.4, 5.8, 5.56)","(26.0, 38.0, 33.15384615384615)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:14.960241,"(21.0, 44.0, 36.8)","(10.0, 14.5, 13.578947368421053)","(9.0, 14.5, 13.125)","(3.4, 3.8, 3.6194871794871797)","(6.5, 9.6, 9.41081081081081)","(4.4, 5.8, 5.56)","(26.0, 38.0, 33.15384615384615)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:16.353634,"(21.0, 46.0, 39.0)","(10.0, 14.5, 13.578947368421053)","(9.0, 14.5, 13.125)","(3.4, 3.8, 3.6194871794871797)","(6.5, 9.6, 9.330769230769231)","(4.4, 5.8, 5.716666666666667)","(26.0, 38.0, 33.15384615384615)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:17.726754,"(21.0, 46.0, 39.0)","(10.0, 14.5, 13.578947368421053)","(9.0, 14.5, 13.125)","(3.4, 3.8, 3.6194871794871797)","(6.5, 9.6, 9.330769230769231)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.666666666666666)","(26.0, 38.0, 35.333333333333336)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:19.103117,"(21.0, 46.0, 43.142857142857146)","(10.0, 14.5, 13.578947368421053)","(9.0, 14.5, 13.125)","(3.4, 3.8, 3.6194871794871797)","(6.5, 9.6, 9.34074074074074)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.8)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:20.486678,"(21.0, 46.0, 44.0)","(10.0, 14.5, 13.625)","(9.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.6194871794871797)","(6.5, 9.6, 9.34074074074074)","(4.4, 5.8, 5.56)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.0, 8.81111111111111)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:21.821361,"(21.0, 46.0, 44.0)","(10.0, 14.5, 13.625)","(9.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.625742574257426)","(6.5, 9.6, 9.34074074074074)","(4.4, 5.8, 5.457142857142857)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.2, 8.786666666666667)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:23.167104,"(21.0, 46.0, 44.0)","(10.0, 14.5, 13.625)","(9.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.625742574257426)","(6.5, 9.6, 9.266666666666667)","(4.4, 5.8, 5.414285714285715)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.0, 8.786666666666667)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:24.464548,"(21.0, 46.0, 42.5)","(10.0, 14.5, 13.625)","(9.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.625742574257426)","(6.5, 9.4, 9.215384615384615)","(4.4, 5.7, 5.414285714285715)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.0, 8.493333333333332)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:25.819963,"(21.0, 44.0, 42.8)","(10.0, 14.5, 13.625)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.625742574257426)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.414285714285715)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.0, 8.493333333333332)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:27.225557,"(21.0, 42.0, 40.666666666666664)","(10.0, 14.5, 13.625)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.625742574257426)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.414285714285715)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.0, 8.493333333333332)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:28.681311,"(21.0, 40.0, 34.54545454545455)","(10.0, 14.5, 13.911764705882353)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.8, 3.725806451612903)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.414285714285715)","(26.0, 38.0, 31.77777777777778)","(6.5, 9.0, 8.493333333333332)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:30.156710,"(21.0, 40.0, 32.0)","(10.0, 14.5, 13.911764705882353)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.414285714285715)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.239999999999998)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:31.578591,"(21.0, 38.0, 34.0)","(10.0, 14.5, 13.911764705882353)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.576923076923077)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.36)","(26.0, 38.0, 35.6)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:33.106585,"(21.0, 38.0, 33.0)","(10.0, 14.5, 12.955882352941176)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.576923076923077)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.299999999999999)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:34.501183,"(21.0, 36.0, 30.285714285714285)","(10.0, 14.5, 12.955882352941176)","(10.0, 14.5, 13.23076923076923)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.27027027027027)","(4.4, 5.7, 5.576923076923077)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.299999999999999)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:35.966147,"(21.0, 36.0, 31.2)","(10.0, 14.0, 13.733333333333334)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.215384615384615)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.043478260869565)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:37.371252,"(21.0, 34.0, 29.714285714285715)","(10.0, 14.0, 13.733333333333334)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.215384615384615)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.043478260869565)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:38.721321,"(21.0, 34.0, 30.4)","(10.0, 14.0, 13.733333333333334)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.215384615384615)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.043478260869565)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 85.0)"
07-01-2023 15:34:40.077323,"(21.0, 34.0, 30.4)","(10.0, 14.0, 13.733333333333334)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.215384615384615)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.043478260869565)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:41.497371,"(21.0, 34.0, 30.4)","(10.0, 14.0, 13.733333333333334)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.215384615384615)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 33.2)","(6.5, 9.0, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(14.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:42.927588,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.327272727272728)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 35.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:44.317981,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.327272727272728)","(4.4, 5.7, 5.623809523809524)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:45.706952,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:47.060669,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:48.486503,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:49.848390,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.857142857142858)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:51.254691,"(21.0, 34.0, 31.428571428571427)","(10.0, 14.0, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:52.629575,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:54.227203,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:55.530572,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:56.868950,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.323809523809524)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 34.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:58.207917,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 33.63636363636364)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:34:59.602666,"(21.0, 34.0, 30.4)","(10.0, 13.5, 13.3)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 33.63636363636364)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:01.072793,"(21.0, 34.0, 30.4)","(10.0, 13.5, 13.147058823529411)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:02.537827,"(21.0, 34.0, 30.4)","(10.0, 13.5, 13.147058823529411)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:03.931181,"(21.0, 34.0, 32.0)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:05.291963,"(21.0, 34.0, 32.0)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:06.637855,"(21.0, 34.0, 32.0)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.266666666666667)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:07.970373,"(21.0, 34.0, 32.0)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.16)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:09.307988,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 32.0)","(6.5, 8.8, 8.02608695652174)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:10.553337,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 32.0)","(6.5, 8.6, 8.02608695652174)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:11.841514,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 32.0)","(6.5, 8.6, 8.02608695652174)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:13.199081,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 32.0)","(6.5, 8.6, 8.02608695652174)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:14.579714,"(21.0, 34.0, 31.428571428571427)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 32.0)","(6.5, 8.6, 8.02608695652174)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
07-01-2023 15:35:16.016319,"(21.0, 42.0, 36.666666666666664)","(10.0, 13.5, 13.0)","(10.0, 14.5, 13.3)","(3.4, 3.75, 3.7291666666666665)","(6.5, 9.4, 9.254545454545454)","(4.4, 5.7, 5.663636363636364)","(26.0, 38.0, 30.285714285714285)","(6.5, 8.6, 8.02608695652174)","(26.0, 38.0, 36.285714285714285)","(15.0, 18.5, 17.75)","(41.0, 110.0, 72.5)"
