,Get Carter,Divas Boy,Deemed A Liar,Shanti,Top Shelf Toby,Side Tracked
10-01-2023 16:34:28.812058,"(4.6, 7.4, 6.741176470588235)","(21.0, 65.0, 58.0)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.0)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:29.998162,"(4.6, 7.4, 6.741176470588235)","(21.0, 65.0, 58.0)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.0)","(101.0, 830.0, 643.3333333333334)"
10-01-2023 16:34:31.183286,"(4.6, 7.4, 6.741176470588235)","(21.0, 65.0, 58.0)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.0)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:32.394466,"(4.6, 7.4, 6.741176470588235)","(21.0, 65.0, 58.0)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.0)","(101.0, 730.0, 626.0)"
10-01-2023 16:34:33.529663,"(4.6, 7.4, 6.741176470588235)","(21.0, 65.0, 58.0)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.0)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:34.561260,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 57.125)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:35.535412,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 57.125)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:36.537889,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 56.78260869565217)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:37.585265,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 55.05263157894737)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:38.654650,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 55.05263157894737)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:39.801557,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 55.05263157894737)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:40.918721,"(4.4, 7.4, 6.741176470588235)","(21.0, 65.0, 55.05263157894737)","(1.45, 1.58, 1.5333333333333334)","(3.7, 6.0, 5.825)","(26.0, 75.0, 70.83333333333334)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:42.005524,"(4.4, 7.2, 6.75)","(21.0, 65.0, 55.05263157894737)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.550000000000001)","(26.0, 75.0, 71.0)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:43.084223,"(4.4, 7.4, 6.643243243243243)","(21.0, 65.0, 55.05263157894737)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 71.0)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:44.191291,"(4.4, 7.2, 6.8500000000000005)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5625)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:45.297244,"(4.4, 7.2, 6.760000000000001)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 730.0, 726.6666666666666)"
10-01-2023 16:34:46.428252,"(4.4, 7.2, 6.611764705882353)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:47.456779,"(4.4, 7.2, 6.361290322580645)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:48.502446,"(4.4, 7.2, 6.35625)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:49.608351,"(4.4, 7.2, 6.35625)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:50.739389,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 830.0, 706.0)"
10-01-2023 16:34:51.796277,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 70.23809523809524)","(101.0, 830.0, 706.0)"
10-01-2023 16:34:53.127053,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:54.370273,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 726.6666666666666)"
10-01-2023 16:34:55.700658,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.545)","(3.7, 6.0, 5.742857142857143)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 643.3333333333334)"
10-01-2023 16:34:56.828537,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:57.926026,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:34:59.003262,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:00.174380,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:01.247944,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:02.383047,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:03.538631,"(4.4, 7.2, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.0)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:04.555569,"(4.4, 7.2, 6.3388888888888895)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.0)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:05.585693,"(4.4, 7.2, 6.3388888888888895)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.53)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:06.690313,"(4.4, 7.0, 6.644444444444445)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:07.824981,"(4.4, 7.0, 6.507692307692308)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:08.911173,"(4.4, 7.0, 6.507692307692308)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.54)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:10.007929,"(4.4, 7.0, 6.342857142857143)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:11.142233,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 643.3333333333334)"
10-01-2023 16:35:12.262588,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 485.0)"
10-01-2023 16:35:13.331929,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 485.0)"
10-01-2023 16:35:14.236764,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 485.0)"
10-01-2023 16:35:15.247759,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 485.0)"
10-01-2023 16:35:16.533312,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 485.0)"
10-01-2023 16:35:17.593126,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 830.0, 435.0)"
10-01-2023 16:35:18.720696,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5706666666666667)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:19.856733,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.568)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.0)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:20.976511,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.568)","(3.7, 6.0, 5.861538461538462)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:22.128963,"(4.4, 7.0, 6.366666666666667)","(21.0, 65.0, 54.5)","(1.45, 1.58, 1.5306722689075631)","(3.7, 6.0, 5.955555555555556)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:23.235873,"(4.4, 7.0, 6.481818181818182)","(21.0, 65.0, 54.5)","(1.45, 1.54, 1.5131451612903226)","(3.7, 6.0, 5.955555555555556)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 692.5)"
10-01-2023 16:35:24.331357,"(4.4, 7.0, 6.481818181818182)","(21.0, 65.0, 54.5)","(1.45, 1.54, 1.5131451612903226)","(3.7, 6.0, 5.955555555555556)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:25.413434,"(4.4, 7.0, 6.481818181818182)","(21.0, 65.0, 47.9)","(1.45, 1.54, 1.5131451612903226)","(3.7, 6.0, 5.955555555555556)","(26.0, 75.0, 65.9090909090909)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:26.439832,"(4.4, 7.0, 6.481818181818182)","(21.0, 65.0, 47.9)","(1.45, 1.54, 1.5165)","(3.7, 6.0, 6.1571428571428575)","(26.0, 75.0, 67.5)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:27.482017,"(4.4, 7.0, 6.475862068965517)","(21.0, 65.0, 49.166666666666664)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.2, 6.12)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:28.578013,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 49.166666666666664)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 6.12)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:29.612584,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 52.333333333333336)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 6.12)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 435.0)"
10-01-2023 16:35:30.784371,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 58.214285714285715)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 6.12)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:31.810844,"(4.4, 7.0, 6.3090909090909095)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:32.782921,"(4.4, 7.0, 6.3090909090909095)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:33.825752,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 706.0)"
10-01-2023 16:35:34.705665,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:35:35.734291,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 706.0)"
10-01-2023 16:35:37.065645,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 706.0)"
10-01-2023 16:35:38.188078,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 706.0)"
10-01-2023 16:35:39.245004,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 706.0)"
10-01-2023 16:35:40.766613,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.508135593220339)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:35:42.088598,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5101587301587303)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:43.335336,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:44.419761,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 626.0)"
10-01-2023 16:35:45.457360,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 600.0)"
10-01-2023 16:35:46.537373,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.946666666666666)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:47.570885,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.935483870967742)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:48.593281,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.935483870967742)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:49.599223,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.935483870967742)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:50.635774,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.935483870967742)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:51.692215,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.510625)","(3.7, 6.4, 5.935483870967742)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:52.818633,"(4.4, 7.0, 6.292307692307692)","(21.0, 65.0, 59.72222222222222)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:53.915159,"(4.4, 7.0, 6.296)","(21.0, 65.0, 63.64285714285714)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:54.984781,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.64285714285714)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:56.054566,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 665.0)"
10-01-2023 16:35:57.144448,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 706.0)"
10-01-2023 16:35:58.211758,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:35:59.200291,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:00.236523,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:01.279561,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:02.342341,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:03.324554,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:04.267885,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:05.281560,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:06.344986,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:07.437773,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5161904761904763)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:08.568279,"(4.4, 7.0, 6.392)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 752.5)"
10-01-2023 16:36:09.603293,"(4.4, 7.0, 6.493333333333333)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 830.0, 665.0)"
10-01-2023 16:36:10.612257,"(4.4, 7.0, 6.493333333333333)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:11.698526,"(4.4, 7.0, 6.539393939393939)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:12.723787,"(4.4, 7.0, 6.437037037037038)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:13.688239,"(4.4, 7.0, 6.432258064516129)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 667.5)"
10-01-2023 16:36:14.687439,"(4.4, 7.0, 6.432258064516129)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:15.652488,"(4.4, 7.0, 6.432258064516129)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5203921568627452)","(3.7, 6.4, 5.8)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:16.750666,"(4.4, 7.0, 6.432258064516129)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5281818181818183)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:18.011224,"(4.4, 7.0, 6.323076923076923)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5284444444444445)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:19.108325,"(4.4, 7.0, 6.323076923076923)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5284444444444445)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:20.396793,"(4.4, 7.0, 6.323076923076923)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5284444444444445)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:21.547443,"(4.4, 7.0, 6.323076923076923)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5284444444444445)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:22.591047,"(4.4, 7.0, 6.323076923076923)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5284444444444445)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 630.0)"
10-01-2023 16:36:23.734088,"(4.4, 7.0, 6.323076923076923)","(21.0, 65.0, 63.733333333333334)","(1.45, 1.54, 1.5284444444444445)","(3.7, 6.4, 5.714285714285714)","(26.0, 75.0, 69.23076923076923)","(101.0, 730.0, 667.5)"
