,Berdibek,Bonny Ezra,Aleas,Chalk Stream,First In Line,Shes The Gift,Military Mission,Criminal Code,Global Ausbred,Mission Phoenix,Lady Redwood
07-01-2023 14:59:35.168446,"(14.0, 17.0, 16.516483516483518)","(8.5, 9.4, 9.30632911392405)","(4.8, 5.6, 5.596569468267581)","(13.0, 14.5, 14.431372549019608)","(61.0, 75.0, 73.28947368421052)","(9.0, 12.5, 12.395833333333334)","(6.5, 7.4, 7.344186046511628)","(31.0, 38.0, 37.61797752808989)","(5.5, 6.2, 6.031319910514542)","(6.0, 7.0, 6.79876390605686)","(101.0, 240.0, 225.0)"
07-01-2023 14:59:36.531273,"(14.0, 17.0, 16.45679012345679)","(8.5, 9.4, 9.281818181818181)","(4.8, 5.6, 5.596533795493934)","(13.0, 14.5, 14.28)","(61.0, 75.0, 73.28947368421052)","(9.0, 12.5, 12.395833333333334)","(6.5, 7.4, 7.341444866920153)","(31.0, 38.0, 37.61797752808989)","(5.5, 6.2, 5.975438596491228)","(6.0, 6.8, 6.872519754170325)","(101.0, 240.0, 232.0)"
07-01-2023 14:59:37.868418,"(14.0, 17.0, 16.896551724137932)","(8.5, 9.4, 9.281818181818181)","(4.8, 5.6, 5.56885043263288)","(12.0, 14.5, 14.434426229508198)","(61.0, 75.0, 73.28947368421052)","(10.0, 12.5, 11.884393063583815)","(6.5, 7.4, 7.124486571879937)","(31.0, 38.0, 39.416666666666664)","(5.5, 6.2, 6.128888888888889)","(6.0, 7.0, 6.761613832853025)","(101.0, 240.0, 266.25)"
07-01-2023 14:59:39.529038,"(14.0, 17.0, 17.005494505494507)","(8.5, 9.4, 9.357735849056604)","(4.8, 5.7, 5.660392156862745)","(12.0, 14.5, 14.434659090909092)","(61.0, 75.0, 73.28947368421052)","(10.0, 12.0, 11.615384615384615)","(6.5, 7.2, 7.125079365079365)","(31.0, 40.0, 39.15151515151515)","(5.5, 6.2, 6.127312775330396)","(6.0, 6.8, 6.768795180722892)","(101.0, 280.0, 266.6666666666667)"
07-01-2023 14:59:41.091450,"(14.0, 17.5, 16.99438202247191)","(8.5, 9.4, 9.35)","(4.8, 5.7, 5.660990099009901)","(12.0, 14.5, 13.706093189964157)","(61.0, 75.0, 73.54430379746836)","(10.0, 12.0, 11.552631578947368)","(6.5, 7.2, 6.882284040995607)","(31.0, 40.0, 38.96551724137931)","(5.5, 6.2, 6.1588932806324115)","(6.0, 6.8, 6.767895362663496)","(101.0, 280.0, 266.6666666666667)"
07-01-2023 14:59:42.581488,"(14.0, 17.5, 16.99438202247191)","(8.5, 9.4, 9.110294117647058)","(4.8, 5.7, 5.675946275946276)","(12.0, 14.0, 13.667701863354036)","(61.0, 75.0, 73.25757575757575)","(10.0, 12.0, 11.782051282051283)","(6.5, 7.0, 6.873913043478261)","(31.0, 40.0, 38.872727272727275)","(5.5, 6.2, 6.169974554707379)","(6.0, 6.8, 6.8466793168880455)","(101.0, 280.0, 266.6666666666667)"
07-01-2023 14:59:44.031239,"(15.0, 17.5, 17.401315789473685)","(8.5, 9.2, 9.200892857142858)","(5.0, 5.7, 5.675497512437811)","(13.0, 14.0, 13.707589285714286)","(61.0, 75.0, 73.25757575757575)","(9.0, 12.0, 11.836538461538462)","(6.5, 7.0, 6.871022727272727)","(31.0, 40.0, 39.04615384615385)","(5.5, 6.2, 6.1955056179775285)","(6.0, 7.0, 6.855197132616487)","(101.0, 280.0, 355.0)"
07-01-2023 14:59:45.397049,"(15.0, 17.0, 16.634285714285713)","(8.5, 9.6, 9.075862068965517)","(5.0, 5.7, 5.673280423280423)","(13.0, 14.0, 13.639221556886227)","(61.0, 75.0, 73.11475409836065)","(9.0, 12.0, 11.840625)","(6.5, 7.0, 6.861242603550296)","(31.0, 40.0, 38.94444444444444)","(5.5, 6.2, 6.194082840236686)","(6.0, 7.0, 6.85703564727955)","(101.0, 370.0, 367.77777777777777)"
07-01-2023 14:59:46.728987,"(15.0, 17.0, 16.634285714285713)","(8.5, 9.6, 9.072727272727272)","(4.8, 5.7, 5.669805680119581)","(12.0, 14.0, 13.6234375)","(61.0, 75.0, 73.14516129032258)","(10.0, 12.0, 11.846385542168674)","(6.5, 7.0, 6.8565149136577705)","(31.0, 40.0, 38.771929824561404)","(5.5, 6.2, 6.245608108108108)","(6.0, 7.0, 6.874257425742574)","(101.0, 380.0, 343.8461538461538)"
07-01-2023 14:59:48.056292,"(15.0, 17.0, 16.62130177514793)","(8.5, 9.2, 9.072727272727272)","(4.8, 5.7, 5.674244833068363)","(12.0, 14.0, 13.6234375)","(61.0, 75.0, 72.7)","(10.0, 12.0, 11.846385542168674)","(6.5, 7.0, 6.858227848101266)","(31.0, 40.0, 38.92063492063492)","(5.5, 6.4, 6.242857142857143)","(6.0, 7.0, 6.86908462867012)","(101.0, 390.0, 350.0)"
07-01-2023 14:59:49.380367,"(15.0, 17.0, 16.62130177514793)","(8.5, 9.2, 9.123178807947019)","(4.8, 5.7, 5.678196500672947)","(12.0, 14.0, 13.641233766233766)","(61.0, 75.0, 72.44444444444444)","(10.0, 12.0, 11.653314917127071)","(6.5, 7.0, 6.842570281124498)","(31.0, 40.0, 39.01960784313725)","(5.5, 6.4, 6.23421052631579)","(6.0, 7.0, 6.871525423728813)","(101.0, 380.0, 350.0)"
07-01-2023 14:59:50.669722,"(14.0, 17.0, 16.604938271604937)","(8.5, 9.0, 9.173684210526314)","(5.0, 5.7, 5.678618857901727)","(12.0, 14.0, 13.56280193236715)","(61.0, 75.0, 72.05128205128204)","(10.0, 12.0, 11.605345911949685)","(6.5, 7.0, 6.882237762237762)","(31.0, 40.0, 38.68421052631579)","(5.5, 6.4, 6.233967789165447)","(6.0, 7.0, 6.8689285714285715)","(101.0, 380.0, 342.72727272727275)"
07-01-2023 14:59:51.921282,"(14.0, 17.0, 16.604938271604937)","(8.5, 9.2, 9.173684210526314)","(5.0, 5.7, 5.660416666666666)","(12.0, 14.0, 13.447136563876652)","(61.0, 75.0, 72.0)","(10.0, 12.0, 11.62379421221865)","(6.5, 7.0, 6.878627145085804)","(31.0, 40.0, 39.1219512195122)","(5.5, 6.4, 6.230957854406131)","(6.0, 7.0, 6.8656514382402705)","(101.0, 370.0, 342.72727272727275)"
07-01-2023 14:59:53.167109,"(14.0, 17.0, 16.053811659192824)","(8.5, 9.2, 9.047933884297521)","(5.0, 5.7, 5.660416666666666)","(12.0, 13.5, 13.387404580152673)","(61.0, 75.0, 72.0)","(10.0, 12.0, 11.62135922330097)","(6.5, 7.0, 6.87328990228013)","(31.0, 40.0, 39.2)","(5.5, 6.4, 6.233131618759455)","(6.0, 7.0, 6.8656514382402705)","(101.0, 370.0, 339.2307692307692)"
07-01-2023 14:59:54.466486,"(14.0, 17.0, 16.004608294930875)","(8.5, 9.2, 9.03859649122807)","(5.0, 5.7, 5.670769230769231)","(12.0, 13.5, 13.363425925925926)","(61.0, 75.0, 70.2)","(10.0, 12.0, 11.62987012987013)","(6.5, 7.0, 6.845634920634921)","(31.0, 40.0, 36.94202898550725)","(5.5, 6.4, 6.21888341543514)","(6.0, 7.0, 6.876446280991735)","(101.0, 370.0, 347.5)"
07-01-2023 14:59:55.794549,"(14.0, 16.0, 15.94158878504673)","(8.5, 9.2, 9.17222222222222)","(5.0, 5.7, 5.724289405684755)","(12.0, 13.5, 13.686274509803921)","(61.0, 75.0, 72.73584905660377)","(10.0, 12.0, 11.727848101265822)","(6.5, 7.0, 6.893375394321766)","(31.0, 38.0, 37.16959064327485)","(5.5, 6.4, 6.251327433628319)","(6.0, 7.0, 6.922649006622517)","(101.0, 360.0, 364.0)"
07-01-2023 14:59:57.113707,"(15.0, 16.5, 16.41176470588235)","(8.0, 9.2, 9.162643678160919)","(4.8, 5.8, 5.710461538461539)","(13.0, 14.0, 13.794701986754967)","(61.0, 75.0, 68.7)","(10.0, 12.0, 11.732456140350877)","(6.0, 7.0, 6.887344028520499)","(31.0, 38.0, 37.204819277108435)","(5.5, 6.4, 6.252204338698391)","(6.0, 7.0, 6.737401756819232)","(101.0, 370.0, 365.0)"
07-01-2023 14:59:58.395644,"(15.0, 16.5, 16.4234693877551)","(8.0, 9.2, 9.163585434173669)","(4.8, 5.8, 5.722131147540984)","(13.0, 14.0, 13.85589519650655)","(61.0, 70.0, 68.7)","(10.0, 12.0, 11.749464668094218)","(6.0, 7.0, 6.883116883116883)","(31.0, 38.0, 37.204819277108435)","(5.5, 6.4, 6.190712074303406)","(6.0, 6.8, 6.741104828186168)","(101.0, 370.0, 365.0)"
07-01-2023 14:59:59.699912,"(14.0, 17.0, 16.267123287671232)","(8.0, 9.2, 9.157922077922077)","(5.0, 5.8, 5.740376569037657)","(13.0, 14.0, 13.816666666666666)","(61.0, 70.0, 68.75)","(10.0, 12.0, 11.727906976744187)","(6.0, 7.0, 6.887298747763864)","(31.0, 38.0, 37.073170731707314)","(5.5, 6.2, 6.188352745424293)","(6.0, 6.8, 6.7394560855996435)","(101.0, 370.0, 365.0)"
07-01-2023 15:00:01.111284,"(14.0, 17.0, 16.186311787072242)","(8.0, 9.2, 9.166172106824925)","(5.0, 5.8, 5.744243792325056)","(13.0, 14.0, 13.823232323232324)","(61.0, 70.0, 68.82352941176471)","(10.0, 12.0, 11.75)","(6.0, 7.0, 6.8884773662551435)","(31.0, 38.0, 39.16)","(5.5, 6.2, 6.180714285714286)","(6.0, 6.8, 6.743075539568345)","(101.0, 370.0, 366.6666666666667)"
07-01-2023 15:00:02.563962,"(14.0, 17.0, 16.218637992831543)","(8.0, 9.2, 9.174732334047109)","(5.0, 5.8, 5.7156666666666665)","(13.0, 14.0, 14.009615384615385)","(61.0, 70.0, 68.86792452830188)","(10.0, 12.0, 11.744471744471744)","(6.0, 7.0, 6.886610878661088)","(31.0, 40.0, 39.19230769230769)","(5.5, 6.2, 6.178048780487805)","(6.0, 6.8, 6.736701030927835)","(101.0, 370.0, 366.6666666666667)"
07-01-2023 15:00:04.027957,"(14.0, 16.0, 15.767220902612827)","(8.0, 9.2, 9.176954732510287)","(5.0, 5.8, 5.764315937940761)","(13.0, 14.5, 14.078212290502794)","(61.0, 70.0, 71.92307692307692)","(10.0, 12.0, 11.831168831168831)","(6.0, 7.0, 6.943371943371943)","(31.0, 40.0, 40.59340659340659)","(5.5, 6.2, 6.224956970740103)","(6.0, 6.8, 6.75982092893117)","(101.0, 370.0, 385.0)"
07-01-2023 15:00:05.482227,"(14.0, 16.0, 15.789827255278311)","(8.0, 9.2, 9.290169491525424)","(5.0, 5.8, 5.706513409961686)","(13.0, 14.5, 14.059701492537313)","(61.0, 75.0, 72.20930232558139)","(10.0, 12.0, 11.758878504672897)","(6.0, 7.0, 6.935103244837758)","(31.0, 42.0, 40.659574468085104)","(5.5, 6.4, 6.161567164179105)","(6.0, 6.8, 6.759080459770114)","(101.0, 400.0, 380.0)"
07-01-2023 15:00:06.890537,"(14.0, 16.0, 15.789827255278311)","(8.0, 9.4, 9.142857142857142)","(5.0, 5.8, 5.689700374531835)","(13.0, 14.5, 14.099184782608695)","(61.0, 75.0, 73.06122448979592)","(10.0, 12.0, 11.799377916018663)","(6.0, 7.0, 6.942028985507246)","(31.0, 42.0, 40.03174603174603)","(5.5, 6.2, 6.157721139430285)","(6.0, 6.8, 6.760679079956188)","(101.0, 400.0, 382.85714285714283)"
07-01-2023 15:00:08.381716,"(14.0, 16.0, 15.82421875)","(8.0, 9.4, 9.08235294117647)","(5.0, 5.7, 5.729275362318841)","(13.0, 14.5, 14.110942249240122)","(61.0, 75.0, 72.79069767441861)","(10.0, 12.0, 11.233333333333333)","(6.0, 7.0, 6.953260869565217)","(31.0, 42.0, 40.0625)","(5.5, 6.2, 6.153129548762736)","(6.0, 6.8, 6.7603971318257035)","(101.0, 400.0, 382.85714285714283)"
07-01-2023 15:00:09.832427,"(15.0, 16.0, 15.949612403100776)","(8.0, 9.4, 9.154545454545454)","(5.0, 5.8, 5.7410764872521245)","(13.0, 14.5, 14.16081081081081)","(61.0, 75.0, 72.93478260869566)","(10.0, 12.0, 11.394366197183098)","(6.0, 7.0, 6.960266666666667)","(31.0, 42.0, 39.74683544303797)","(5.5, 6.2, 6.155829903978052)","(6.0, 6.8, 6.760111420612813)","(101.0, 400.0, 385.0)"
07-01-2023 15:00:11.272674,"(15.0, 16.0, 15.705128205128204)","(8.0, 9.2, 9.238235294117647)","(5.0, 5.8, 5.7383886255924175)","(13.0, 14.5, 14.172364672364672)","(61.0, 75.0, 72.93478260869566)","(10.0, 11.5, 11.285714285714286)","(6.0, 7.0, 6.9801626016260165)","(31.0, 40.0, 39.23456790123457)","(5.5, 6.2, 6.155524861878453)","(6.0, 6.8, 6.758142414860681)","(101.0, 400.0, 385.0)"
07-01-2023 15:00:12.669905,"(15.0, 16.5, 16.076923076923077)","(8.0, 9.4, 9.156862745098039)","(5.0, 5.8, 5.738125)","(13.0, 14.5, 14.143518518518519)","(61.0, 75.0, 73.51063829787233)","(10.0, 11.5, 11.076923076923077)","(6.0, 7.0, 6.978856152512998)","(31.0, 40.0, 39.121212121212125)","(5.5, 6.2, 6.165932452276064)","(6.0, 6.8, 6.757347204161248)","(101.0, 400.0, 378.57142857142856)"
07-01-2023 15:00:14.084363,"(15.0, 16.5, 16.33882783882784)","(8.0, 9.6, 9.156862745098039)","(5.0, 5.8, 5.729756097560975)","(13.0, 14.5, 14.173640167364017)","(61.0, 75.0, 73.98550724637681)","(10.0, 11.5, 10.901574803149606)","(6.0, 7.0, 6.972953736654804)","(31.0, 40.0, 39.121212121212125)","(5.5, 6.2, 6.159154929577465)","(6.0, 6.8, 6.761649214659686)","(101.0, 400.0, 378.57142857142856)"
07-01-2023 15:00:15.688949,"(15.0, 16.5, 16.33882783882784)","(8.0, 9.6, 9.327710843373493)","(5.0, 5.8, 5.6851216022889846)","(13.0, 14.5, 14.130331753554502)","(61.0, 75.0, 73.97058823529412)","(10.0, 11.0, 10.892307692307693)","(6.0, 7.0, 6.959466666666667)","(31.0, 40.0, 39.09375)","(5.5, 6.2, 6.1579710144927535)","(6.0, 6.8, 6.771309771309771)","(101.0, 400.0, 378.57142857142856)"
07-01-2023 15:00:17.313462,"(15.0, 16.5, 16.349282296650717)","(8.0, 9.6, 9.294594594594594)","(5.0, 5.7, 5.67911714770798)","(13.0, 14.5, 13.98792270531401)","(61.0, 75.0, 73.97058823529412)","(10.0, 11.0, 10.852409638554217)","(6.0, 7.0, 6.980348652931855)","(31.0, 40.0, 39.09375)","(5.5, 6.2, 6.155178268251274)","(6.0, 6.8, 6.772264808362369)","(101.0, 400.0, 378.57142857142856)"
07-01-2023 15:00:18.896809,"(15.0, 16.5, 16.40513833992095)","(8.0, 9.6, 9.44927536231884)","(5.0, 5.7, 5.6513333333333335)","(13.0, 14.0, 14.03225806451613)","(61.0, 75.0, 74.3529411764706)","(10.0, 11.0, 10.90625)","(6.0, 7.0, 6.971304347826087)","(31.0, 40.0, 39.483870967741936)","(5.5, 6.2, 6.190440251572327)","(6.0, 6.8, 6.78320987654321)","(101.0, 400.0, 373.3333333333333)"
07-01-2023 15:00:20.526443,"(15.0, 16.5, 16.413306451612904)","(8.0, 9.6, 9.455555555555556)","(5.0, 5.7, 5.624247226624406)","(13.0, 14.5, 13.985477178423237)","(61.0, 75.0, 74.36046511627907)","(10.0, 11.0, 10.89922480620155)","(6.0, 7.0, 6.92235294117647)","(31.0, 40.0, 39.49473684210526)","(5.5, 6.4, 6.203532875368008)","(6.0, 6.8, 6.782918739635157)","(101.0, 400.0, 390.0)"
07-01-2023 15:00:22.173765,"(15.0, 16.5, 16.413306451612904)","(8.0, 9.6, 9.478571428571428)","(5.0, 5.7, 5.621514629948365)","(13.0, 14.0, 13.845360824742269)","(61.0, 75.0, 73.80434782608695)","(10.0, 11.0, 10.96676737160121)","(6.0, 7.0, 6.92235294117647)","(31.0, 40.0, 39.529411764705884)","(5.5, 6.4, 6.1860529986053)","(6.0, 6.8, 6.78041825095057)","(101.0, 400.0, 365.7142857142857)"
07-01-2023 15:00:23.605798,"(15.0, 16.5, 16.473557692307693)","(8.0, 9.6, 9.478571428571428)","(5.0, 5.7, 5.621186440677966)","(13.0, 14.0, 13.771573604060913)","(61.0, 75.0, 73.85416666666667)","(10.0, 11.0, 11.034722222222221)","(6.0, 7.0, 6.944067796610169)","(31.0, 40.0, 39.529411764705884)","(5.5, 6.2, 6.184615384615385)","(6.0, 6.8, 6.7852132701421795)","(101.0, 400.0, 355.0)"
07-01-2023 15:00:25.058403,"(15.0, 16.5, 16.473557692307693)","(8.0, 9.6, 9.478571428571428)","(5.0, 5.7, 5.609324758842443)","(13.0, 14.0, 14.054140127388536)","(61.0, 75.0, 73.75)","(10.0, 11.5, 11.133879781420765)","(6.0, 7.0, 6.9328125)","(31.0, 40.0, 39.529411764705884)","(5.5, 6.2, 6.184615384615385)","(6.0, 6.8, 6.617518248175182)","(101.0, 400.0, 346.6666666666667)"
07-01-2023 15:00:26.553157,"(15.0, 16.5, 16.482843137254903)","(8.0, 9.6, 9.478571428571428)","(5.0, 5.7, 5.609324758842443)","(13.0, 14.5, 14.054140127388536)","(61.0, 75.0, 72.75)","(10.0, 11.5, 11.183333333333334)","(6.0, 7.0, 6.975221238938053)","(31.0, 40.0, 39.48672566371681)","(5.5, 6.2, 6.183425414364641)","(6.0, 6.8, 6.647232472324723)","(101.0, 400.0, 312.0)"
07-01-2023 15:00:28.068986,"(15.0, 16.5, 16.48341232227488)","(8.0, 9.6, 9.43265306122449)","(5.0, 5.7, 5.651653439153439)","(13.0, 14.5, 13.97191011235955)","(61.0, 75.0, 73.09859154929578)","(10.0, 11.5, 11.269759450171822)","(6.0, 7.0, 6.9714285714285715)","(31.0, 40.0, 39.472972972972975)","(5.5, 6.2, 6.225913043478261)","(6.0, 6.8, 6.692344497607655)","(101.0, 400.0, 312.0)"
07-01-2023 15:00:29.545144,"(15.0, 16.5, 16.48168498168498)","(8.0, 9.6, 9.440776699029126)","(5.0, 5.7, 5.656519138755981)","(13.0, 14.0, 13.98407643312102)","(61.0, 75.0, 72.8225806451613)","(10.0, 11.5, 11.026119402985074)","(6.0, 7.0, 6.9818181818181815)","(31.0, 40.0, 39.4468085106383)","(5.5, 6.4, 6.201996007984032)","(6.0, 6.8, 6.705078125)","(101.0, 400.0, 312.0)"
07-01-2023 15:00:31.068976,"(14.0, 16.5, 16.48046875)","(8.0, 9.6, 9.488372093023255)","(5.0, 5.7, 5.62060737527115)","(13.0, 14.0, 13.958677685950413)","(61.0, 75.0, 73.52272727272727)","(10.0, 11.5, 11.153005464480874)","(6.0, 7.0, 6.9818181818181815)","(31.0, 40.0, 39.4468085106383)","(5.5, 6.4, 6.198108108108109)","(6.0, 6.8, 6.6751479289940825)","(101.0, 400.0, 312.0)"
07-01-2023 15:00:32.572301,"(14.0, 16.5, 16.657608695652176)","(8.0, 9.6, 9.48235294117647)","(5.0, 5.7, 5.6395870736086176)","(13.0, 14.0, 14.14627659574468)","(61.0, 75.0, 73.6734693877551)","(10.0, 11.5, 11.177536231884059)","(6.0, 7.0, 7.046153846153846)","(31.0, 40.0, 39.528571428571425)","(5.5, 6.2, 6.175193798449612)","(6.0, 6.8, 6.707860262008733)","(101.0, 400.0, 328.0)"
07-01-2023 15:00:34.054303,"(14.0, 17.0, 16.771367521367523)","(8.0, 9.6, 9.378151260504202)","(5.0, 5.7, 5.635721107927411)","(13.0, 14.5, 14.0920245398773)","(61.0, 75.0, 73.83720930232558)","(10.0, 11.5, 11.177536231884059)","(6.0, 7.2, 7.033333333333333)","(31.0, 40.0, 39.528571428571425)","(5.5, 6.2, 6.153146853146853)","(6.0, 6.8, 6.716186693147964)","(101.0, 400.0, 328.0)"
07-01-2023 15:00:35.564539,"(14.0, 17.0, 16.787330316742082)","(8.0, 9.4, 9.566129032258065)","(5.0, 5.7, 5.59853228962818)","(13.0, 14.5, 13.875451263537906)","(61.0, 75.0, 74.12280701754386)","(10.0, 11.5, 11.275818639798489)","(6.0, 7.2, 6.985945945945946)","(31.0, 40.0, 39.604790419161674)","(5.5, 6.2, 6.102483069977427)","(6.0, 6.8, 6.730534979423868)","(101.0, 400.0, 272.5)"
07-01-2023 15:00:37.125935,"(14.0, 17.0, 16.654411764705884)","(8.0, 9.6, 9.567692307692308)","(5.0, 5.6, 5.564659166115155)","(13.0, 14.0, 13.856164383561644)","(61.0, 75.0, 74.03846153846153)","(10.0, 11.5, 11.268831168831168)","(6.0, 7.0, 6.941832669322709)","(31.0, 40.0, 39.62337662337662)","(5.5, 6.2, 6.063291139240507)","(6.0, 6.8, 6.723963963963964)","(101.0, 280.0, 272.5)"
07-01-2023 15:00:38.536823,"(14.0, 17.0, 16.654411764705884)","(8.0, 9.6, 9.640336134453781)","(5.0, 5.6, 5.544531933508312)","(13.0, 14.0, 13.848118279569892)","(61.0, 75.0, 74.19354838709677)","(10.0, 11.5, 11.305676855895197)","(6.0, 7.0, 6.963157894736842)","(31.0, 40.0, 39.66081871345029)","(5.5, 6.2, 6.125077399380805)","(6.0, 6.8, 6.7280733944954125)","(101.0, 280.0, 275.7142857142857)"
07-01-2023 15:00:40.018452,"(14.0, 17.0, 16.731428571428573)","(8.0, 9.8, 9.637606837606837)","(5.0, 5.6, 5.54128664495114)","(13.0, 14.0, 13.887724550898204)","(61.0, 75.0, 74.03846153846153)","(10.0, 11.5, 11.386574074074074)","(6.0, 7.0, 6.908552631578948)","(31.0, 40.0, 39.66081871345029)","(5.5, 6.2, 6.123270440251573)","(6.0, 6.8, 6.719714964370546)","(101.0, 280.0, 293.3333333333333)"
07-01-2023 15:00:41.468361,"(14.0, 17.0, 16.731428571428573)","(8.0, 9.8, 9.633628318584071)","(5.0, 5.6, 5.54980694980695)","(13.0, 14.0, 14.273972602739725)","(61.0, 75.0, 74.03846153846153)","(10.0, 11.5, 11.399049881235154)","(6.0, 7.0, 6.853364269141531)","(31.0, 40.0, 39.63291139240506)","(5.5, 6.2, 6.095)","(6.0, 6.8, 6.6724528301886785)","(101.0, 360.0, 310.0)"
07-01-2023 15:00:43.029763,"(14.0, 17.0, 16.702185792349727)","(8.0, 9.8, 9.69837837837838)","(5.0, 5.6, 5.531652289316523)","(12.0, 14.5, 14.321621621621622)","(61.0, 75.0, 74.8913043478261)","(10.0, 11.5, 11.431034482758621)","(6.0, 7.0, 6.874274661508704)","(31.0, 40.0, 38.94117647058823)","(5.5, 6.2, 6.147741935483871)","(6.0, 6.8, 6.745084745762711)","(101.0, 360.0, 353.75)"
07-01-2023 15:00:44.474660,"(14.0, 17.0, 16.754504504504503)","(8.0, 9.8, 9.788235294117648)","(5.0, 5.6, 5.531547619047619)","(12.0, 14.5, 14.311258278145695)","(61.0, 75.0, 74.8913043478261)","(10.0, 11.5, 11.412408759124087)","(6.0, 7.0, 6.879406307977736)","(31.0, 40.0, 38.857142857142854)","(5.5, 6.2, 6.147058823529412)","(6.0, 6.8, 6.7390625)","(101.0, 360.0, 353.75)"
07-01-2023 15:00:45.904135,"(14.0, 17.0, 16.754504504504503)","(8.0, 9.8, 9.736296296296297)","(5.0, 5.6, 5.543696275071633)","(12.0, 14.5, 14.293478260869565)","(61.0, 75.0, 74.89583333333333)","(10.0, 11.5, 11.387043189368772)","(6.0, 7.0, 6.86815415821501)","(31.0, 40.0, 38.434782608695656)","(5.5, 6.2, 6.1573426573426575)","(6.0, 6.8, 6.732765957446809)","(101.0, 360.0, 285.0)"
07-01-2023 15:00:47.324554,"(14.0, 17.0, 16.76808510638298)","(8.0, 9.8, 9.677142857142858)","(5.0, 5.6, 5.53383208645054)","(12.0, 14.5, 14.338362068965518)","(61.0, 75.0, 74.89583333333333)","(10.0, 11.5, 11.387043189368772)","(6.0, 7.0, 6.850343249427917)","(31.0, 40.0, 38.588235294117645)","(5.5, 6.2, 6.155474452554745)","(6.0, 6.8, 6.714767932489451)","(101.0, 360.0, 282.85714285714283)"
07-01-2023 15:00:48.750412,"(14.0, 17.0, 16.75)","(8.0, 9.8, 9.696045197740114)","(5.0, 5.6, 5.544529085872576)","(12.0, 14.5, 14.366071428571429)","(61.0, 75.0, 74.90196078431373)","(10.0, 11.5, 11.392063492063492)","(6.0, 7.0, 6.869141531322506)","(31.0, 40.0, 37.5)","(5.5, 6.2, 6.16711590296496)","(6.0, 7.0, 6.792982456140351)","(101.0, 360.0, 292.5)"
07-01-2023 15:00:50.161889,"(14.0, 17.0, 16.77777777777778)","(8.0, 9.8, 9.837931034482759)","(5.0, 5.6, 5.502427184466019)","(12.0, 14.5, 14.352941176470589)","(61.0, 75.0, 74.93589743589743)","(10.0, 11.5, 11.392063492063492)","(6.0, 7.0, 6.892625368731563)","(31.0, 38.0, 37.5)","(5.5, 6.2, 6.16711590296496)","(6.0, 6.8, 6.691954022988505)","(101.0, 360.0, 323.3333333333333)"
07-01-2023 15:00:51.548976,"(14.0, 17.0, 16.779735682819382)","(8.0, 10.0, 9.837931034482759)","(5.0, 5.6, 5.501951219512195)","(12.0, 14.5, 14.387387387387387)","(61.0, 75.0, 74.93589743589743)","(10.0, 11.5, 11.392063492063492)","(6.0, 7.0, 6.894797687861272)","(31.0, 38.0, 37.80952380952381)","(5.5, 6.2, 6.1669376693766935)","(6.0, 6.8, 6.713333333333333)","(101.0, 350.0, 310.0)"
07-01-2023 15:00:52.831049,"(15.0, 17.0, 16.779735682819382)","(8.0, 10.0, 9.837931034482759)","(5.0, 5.6, 5.501951219512195)","(13.0, 14.5, 14.369337979094077)","(61.0, 75.0, 74.9342105263158)","(10.0, 11.5, 11.418402777777779)","(6.0, 7.0, 6.894797687861272)","(31.0, 42.0, 37.6)","(5.5, 6.2, 6.1697841726618705)","(6.0, 6.8, 6.721551724137931)","(101.0, 360.0, 336.6666666666667)"
07-01-2023 15:00:54.169003,"(15.0, 17.0, 16.68867924528302)","(8.0, 10.0, 9.635714285714286)","(5.0, 5.5, 5.468509615384615)","(13.0, 14.5, 14.452569169960475)","(61.0, 75.0, 74.9375)","(10.0, 11.5, 11.425867507886435)","(6.0, 7.0, 6.902412868632708)","(31.0, 42.0, 35.95238095238095)","(5.5, 6.2, 6.176404494382022)","(6.0, 6.8, 6.721212121212121)","(101.0, 350.0, 336.6666666666667)"
07-01-2023 15:00:55.536241,"(15.0, 17.0, 16.68867924528302)","(8.0, 10.0, 9.635714285714286)","(5.0, 5.5, 5.468509615384615)","(12.0, 14.5, 14.452569169960475)","(61.0, 75.0, 74.9375)","(10.0, 11.5, 11.425867507886435)","(6.0, 7.0, 6.902412868632708)","(31.0, 36.0, 35.95238095238095)","(5.5, 6.2, 6.176404494382022)","(6.0, 6.8, 6.721212121212121)","(101.0, 350.0, 337.6923076923077)"
07-01-2023 15:00:56.954515,"(15.0, 17.0, 16.698170731707318)","(8.0, 10.0, 9.65695067264574)","(5.0, 5.5, 5.4694411414982165)","(12.0, 14.5, 14.461290322580645)","(61.0, 80.0, 77.21739130434783)","(10.0, 11.5, 11.169642857142858)","(6.0, 7.0, 6.92969696969697)","(31.0, 36.0, 35.774193548387096)","(5.5, 6.2, 6.240239043824701)","(6.0, 6.8, 6.733707865168539)","(101.0, 350.0, 333.52941176470586)"
07-01-2023 15:00:58.333273,"(15.0, 17.0, 16.770833333333332)","(8.0, 10.0, 9.911532385466035)","(4.8, 5.4, 5.218131868131868)","(13.0, 15.0, 14.82994923857868)","(61.0, 80.0, 82.8409090909091)","(10.0, 11.5, 11.321901323706378)","(6.0, 7.0, 7.112745098039216)","(31.0, 36.0, 39.40594059405941)","(5.5, 6.4, 6.305757931844889)","(6.0, 6.8, 6.746401985111662)","(101.0, 360.0, 356.15384615384613)"
