,Feel The Reign,Wilshire Boulevard,Overpowering,Cemetery Bay,Thomas Heights,Ultimate Force,Dennis,Sahara Tiger,Van Mara Nz
144,"[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 27, 865927), 4.6, 99999]"
145,"[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 29, 74747), 4.6, 99999]"
146,"[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 30, 285089), 4.6, 99999]"
147,"[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 31, 490241), 4.6, 99999]"
148,"[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 32, 731142), 4.6, 99999]"
149,"[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 33, 951107), 4.6, 99999]"
150,"[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 35, 168913), 4.6, 99999]"
151,"[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 36, 402871), 4.6, 99999]"
152,"[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 37, 653771), 4.6, 99999]"
153,"[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 38, 862082), 4.6, 99999]"
154,"[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 40, 93007), 4.6, 99999]"
155,"[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 41, 314612), 4.6, 99999]"
156,"[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 42, 528283), 4.6, 99999]"
157,"[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 43, 751073), 4.6, 99999]"
158,"[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 44, 970755), 4.6, 99999]"
159,"[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 46, 184246), 4.6, 99999]"
160,"[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 47, 407849), 4.6, 99999]"
161,"[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 48, 630923), 4.6, 99999]"
162,"[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 49, 858996), 4.6, 99999]"
163,"[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 51, 70543), 4.6, 99999]"
164,"[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 52, 292484), 4.6, 99999]"
165,"[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 53, 536632), 4.6, 99999]"
166,"[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 54, 765276), 4.6, 99999]"
167,"[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 55, 997344), 4.6, 99999]"
168,"[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 57, 228563), 4.6, 99999]"
169,"[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 58, 449674), 4.6, 99999]"
170,"[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 6, 59, 657472), 4.6, 99999]"
171,"[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 0, 867923), 4.6, 99999]"
172,"[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 2, 75298), 4.6, 99999]"
173,"[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 3, 290674), 4.6, 99999]"
174,"[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 4, 490364), 4.6, 99999]"
175,"[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 5, 701901), 4.6, 99999]"
176,"[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 6, 912209), 4.6, 99999]"
177,"[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 8, 131060), 4.6, 99999]"
178,"[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 9, 343716), 4.6, 99999]"
179,"[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 7, 10, 555115), 4.6, 99999]"
