,Masie Jane,Zipping Cutie,Flyaway Becky,Lenny Boy,Chip Rock,Tralee Beth,Jasper Kimetto,Light Duties
05-01-2023 14:12:07.038322,"(2.5, 4.6, 2.7866666666666666)","(41.0, 230.0, 57.27272727272727)","(10.0, 22.0, 12.916666666666666)","(21.0, 85.0, 51.18181818181819)","(6.0, 11.0, 7.083333333333334)","(3.0, 5.0, 3.816)","(5.0, 8.2, 7.092857142857142)","(13.0, 34.0, 23.0)"
05-01-2023 14:12:08.067037,"(2.5, 4.5, 2.862)","(41.0, 230.0, 57.27272727272727)","(10.0, 20.0, 12.916666666666666)","(21.0, 85.0, 51.18181818181819)","(6.0, 10.5, 7.083333333333334)","(3.0, 5.0, 3.747826086956522)","(5.0, 8.2, 7.092857142857142)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:09.121737,"(2.5, 4.5, 2.862)","(41.0, 230.0, 57.27272727272727)","(10.0, 20.0, 12.916666666666666)","(21.0, 85.0, 51.18181818181819)","(6.0, 10.5, 7.083333333333334)","(3.0, 5.0, 3.8000000000000003)","(5.0, 8.2, 5.7)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:10.307384,"(2.5, 4.5, 2.8454545454545457)","(41.0, 230.0, 57.27272727272727)","(10.0, 20.0, 12.916666666666666)","(21.0, 85.0, 51.18181818181819)","(6.0, 10.5, 7.083333333333334)","(3.0, 5.0, 3.848)","(5.0, 8.2, 5.7)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:11.426092,"(2.5, 4.5, 2.8454545454545457)","(41.0, 230.0, 57.27272727272727)","(10.0, 20.0, 12.916666666666666)","(21.0, 85.0, 51.18181818181819)","(6.0, 10.5, 7.083333333333334)","(3.0, 5.0, 3.848)","(5.0, 8.2, 5.7)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:12.608668,"(2.5, 4.5, 2.8454545454545457)","(41.0, 230.0, 57.27272727272727)","(10.0, 20.0, 12.916666666666666)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 7.083333333333334)","(3.0, 5.0, 3.3058823529411767)","(5.0, 8.2, 5.7)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:13.862975,"(2.5, 4.5, 2.8454545454545457)","(41.0, 230.0, 57.27272727272727)","(10.0, 20.0, 13.083333333333334)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 6.86)","(3.0, 5.0, 3.742857142857143)","(5.0, 8.2, 6.75)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:15.136057,"(2.5, 4.4, 3.826666666666667)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.083333333333334)","(21.0, 85.0, 49.95652173913044)","(6.0, 11.0, 6.630000000000001)","(3.0, 5.0, 3.8363636363636364)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:16.383313,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.083333333333334)","(21.0, 85.0, 49.95652173913044)","(6.0, 11.0, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:17.440358,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 12.666666666666666)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:18.410540,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.857142857142858)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:19.496954,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.857142857142858)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:20.636086,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.857142857142858)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:21.736909,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.857142857142858)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:22.874220,"(2.5, 4.4, 2.87)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 13.857142857142858)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.5, 8.45)","(3.0, 5.0, 3.933333333333333)","(5.0, 8.2, 5.866666666666667)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:24.229063,"(2.5, 4.3, 2.8600000000000003)","(41.0, 230.0, 57.27272727272727)","(10.0, 21.0, 16.0)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.0, 7.0)","(3.0, 5.0, 3.9565217391304346)","(5.0, 8.2, 6.033333333333333)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:25.309686,"(2.5, 4.3, 2.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 21.0, 16.0)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.04)","(5.0, 8.2, 6.033333333333333)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:26.466757,"(2.5, 4.3, 2.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 21.0, 16.0)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.04)","(5.0, 8.2, 6.033333333333333)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:27.549538,"(2.5, 4.3, 2.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 21.0, 16.0)","(21.0, 85.0, 49.95652173913044)","(6.0, 10.0, 7.083333333333334)","(3.0, 5.0, 4.04)","(5.0, 8.2, 6.033333333333333)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:28.745176,"(2.5, 4.4, 2.9833333333333334)","(41.0, 230.0, 55.833333333333336)","(9.0, 21.0, 15.5)","(21.0, 85.0, 42.578947368421055)","(6.0, 10.5, 7.0)","(3.0, 5.0, 4.072)","(5.0, 8.2, 7.238461538461538)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:29.863629,"(2.5, 4.3, 2.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 15.5)","(21.0, 85.0, 42.578947368421055)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.072)","(5.0, 8.2, 7.238461538461538)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:30.974694,"(2.5, 4.3, 2.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 15.5)","(21.0, 85.0, 42.578947368421055)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.138461538461539)","(5.0, 8.2, 6.199999999999999)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:32.133203,"(2.5, 4.3, 2.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 15.5)","(21.0, 85.0, 42.578947368421055)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.138461538461539)","(5.0, 8.2, 6.199999999999999)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:33.273158,"(2.5, 4.3, 3.966666666666667)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 15.5)","(21.0, 85.0, 42.578947368421055)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.138461538461539)","(5.0, 8.2, 6.199999999999999)","(13.0, 32.0, 23.0)"
05-01-2023 14:12:34.496763,"(2.5, 4.3, 3.6416666666666666)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 15.5)","(21.0, 85.0, 49.30769230769231)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.138461538461539)","(5.0, 8.2, 6.199999999999999)","(13.0, 32.0, 18.0)"
05-01-2023 14:12:35.808615,"(2.5, 4.3, 3.0)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 14.461538461538462)","(21.0, 80.0, 47.42857142857143)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.133333333333334)","(5.0, 8.2, 7.315384615384615)","(13.0, 30.0, 18.0)"
05-01-2023 14:12:37.094512,"(2.5, 4.3, 3.0)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 14.461538461538462)","(21.0, 80.0, 47.42857142857143)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.133333333333334)","(5.0, 8.2, 6.366666666666666)","(13.0, 30.0, 18.0)"
05-01-2023 14:12:38.467540,"(2.5, 4.3, 3.0166666666666666)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 14.461538461538462)","(21.0, 80.0, 47.42857142857143)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.133333333333334)","(5.0, 8.2, 6.366666666666666)","(13.0, 30.0, 18.0)"
05-01-2023 14:12:39.816579,"(2.5, 4.3, 3.0166666666666666)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 14.461538461538462)","(21.0, 80.0, 47.42857142857143)","(6.0, 10.0, 7.0)","(3.0, 5.0, 4.133333333333334)","(5.0, 8.2, 6.366666666666666)","(13.0, 30.0, 18.0)"
05-01-2023 14:12:41.094498,"(2.5, 4.3, 3.0166666666666666)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 16.22222222222222)","(21.0, 80.0, 47.42857142857143)","(6.0, 10.0, 8.875)","(3.0, 5.0, 4.133333333333334)","(5.0, 8.2, 6.366666666666666)","(13.0, 30.0, 24.142857142857142)"
05-01-2023 14:12:42.210787,"(2.5, 4.3, 3.0166666666666666)","(41.0, 230.0, 55.833333333333336)","(9.0, 20.0, 16.22222222222222)","(21.0, 80.0, 47.42857142857143)","(6.0, 10.0, 8.8)","(3.0, 5.0, 4.2)","(5.0, 8.2, 7.199999999999999)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:43.370782,"(2.5, 4.2, 2.904)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.5, 13.25)","(21.0, 80.0, 47.42857142857143)","(6.0, 9.8, 8.7375)","(3.0, 5.0, 4.127272727272727)","(5.0, 8.2, 6.7)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:44.461325,"(2.5, 4.2, 2.8909090909090907)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.5, 15.75)","(21.0, 80.0, 47.42857142857143)","(6.0, 9.8, 8.7375)","(3.0, 5.0, 4.127272727272727)","(5.0, 8.2, 6.7)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:45.579670,"(2.5, 4.2, 2.8909090909090907)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.5, 17.0)","(21.0, 80.0, 57.599999999999994)","(6.0, 9.8, 8.646153846153847)","(3.0, 5.0, 4.4)","(5.0, 8.2, 6.7)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:46.745682,"(2.5, 4.2, 2.8909090909090907)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.5, 17.0)","(21.0, 80.0, 57.599999999999994)","(6.0, 9.8, 9.085714285714285)","(3.0, 5.0, 4.4)","(5.0, 8.2, 6.550000000000001)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:47.848260,"(2.5, 4.2, 2.8909090909090907)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.5, 17.0)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.8, 9.085714285714285)","(3.0, 5.0, 4.4)","(5.0, 8.2, 6.550000000000001)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:48.959475,"(2.5, 4.2, 2.8909090909090907)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.5, 17.0)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.8, 8.933333333333334)","(3.0, 5.0, 4.425)","(5.0, 8.2, 7.377777777777777)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:50.009276,"(2.5, 4.1, 2.8939999999999997)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.0, 16.666666666666668)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.6, 8.933333333333334)","(3.0, 5.0, 4.425)","(5.0, 8.0, 7.377777777777777)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:51.089357,"(2.5, 4.1, 2.8818181818181814)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.0, 16.666666666666668)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.6, 8.933333333333334)","(3.0, 5.0, 4.425)","(5.0, 8.0, 7.377777777777777)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:52.125552,"(2.5, 4.1, 2.8818181818181814)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.0, 16.666666666666668)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.6, 8.933333333333334)","(3.0, 5.0, 4.425)","(5.0, 8.0, 7.377777777777777)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:53.306085,"(2.5, 4.1, 2.8818181818181814)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.0, 16.666666666666668)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.6, 8.933333333333334)","(3.0, 5.0, 4.425)","(5.0, 8.0, 7.327272727272726)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:54.498464,"(2.5, 4.0, 2.897777777777778)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.0, 16.666666666666668)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.6, 8.933333333333334)","(3.0, 5.0, 4.425)","(5.0, 8.2, 7.327272727272726)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:55.641221,"(2.5, 4.0, 2.897777777777778)","(41.0, 230.0, 55.833333333333336)","(9.0, 19.0, 16.333333333333336)","(21.0, 80.0, 31.11111111111111)","(6.0, 9.6, 9.238095238095237)","(3.0, 5.0, 4.175)","(5.0, 8.2, 7.327272727272726)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:56.805551,"(2.5, 3.95, 2.958333333333333)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.5, 16.333333333333336)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.0, 9.238095238095237)","(3.0, 5.0, 4.41764705882353)","(5.0, 8.2, 7.327272727272726)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:57.952375,"(2.5, 3.95, 2.879)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.5, 16.333333333333336)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.0, 9.238095238095237)","(3.0, 5.0, 4.41764705882353)","(5.0, 8.2, 7.327272727272726)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:12:59.034515,"(2.5, 3.95, 2.879)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.5, 16.333333333333336)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.0, 9.238095238095237)","(3.0, 5.0, 4.45)","(5.0, 8.2, 7.327272727272726)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:13:00.067512,"(2.5, 3.95, 2.879)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.5, 16.333333333333336)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.0, 9.272727272727273)","(3.0, 5.0, 4.45)","(5.0, 8.2, 7.933333333333333)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:13:01.327169,"(2.5, 3.95, 2.8866666666666663)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.5, 16.333333333333336)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.0, 9.272727272727273)","(3.0, 5.0, 4.45)","(5.0, 8.2, 8.1)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:13:02.654127,"(2.5, 3.9, 2.8866666666666663)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.5, 16.0)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.0, 10.294444444444444)","(3.0, 5.0, 4.2384615384615385)","(5.0, 8.4, 7.418181818181818)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:13:03.932163,"(2.5, 3.9, 3.1984615384615385)","(41.0, 230.0, 55.833333333333336)","(9.0, 18.0, 16.0)","(21.0, 80.0, 31.11111111111111)","(6.0, 10.5, 9.272727272727273)","(3.0, 5.0, 4.325)","(5.0, 8.4, 6.890322580645161)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 14:13:05.216096,"(2.5, 3.85, 3.1959999999999997)","(41.0, 230.0, 208.75)","(9.0, 18.0, 14.944444444444445)","(21.0, 80.0, 32.142857142857146)","(6.0, 10.0, 8.830769230769231)","(3.0, 5.0, 4.475)","(5.0, 8.4, 7.933333333333333)","(13.0, 28.0, 19.5)"
05-01-2023 14:13:06.472811,"(2.5, 3.85, 3.1759999999999997)","(41.0, 220.0, 193.0)","(9.0, 18.0, 14.875)","(21.0, 75.0, 32.142857142857146)","(6.0, 10.0, 8.866666666666667)","(3.0, 5.0, 4.502631578947368)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.8)"
05-01-2023 14:13:07.618272,"(2.5, 3.8, 3.1759999999999997)","(41.0, 220.0, 193.0)","(9.0, 18.0, 14.875)","(21.0, 75.0, 31.42857142857143)","(6.0, 9.8, 9.475000000000001)","(3.0, 5.0, 4.140909090909091)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:08.725019,"(2.5, 3.8, 3.15)","(41.0, 220.0, 160.66666666666669)","(9.0, 18.0, 17.0)","(21.0, 70.0, 31.42857142857143)","(6.0, 9.8, 9.475000000000001)","(3.0, 5.0, 4.140909090909091)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:09.854891,"(2.5, 3.8, 3.057142857142857)","(41.0, 220.0, 160.66666666666669)","(9.0, 18.0, 16.6)","(21.0, 70.0, 31.42857142857143)","(6.0, 9.8, 8.6)","(3.0, 5.0, 4.2368421052631575)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:11.037016,"(2.5, 3.75, 3.1999999999999997)","(41.0, 220.0, 160.66666666666669)","(9.0, 17.5, 16.6)","(21.0, 70.0, 31.42857142857143)","(6.0, 9.6, 9.257142857142856)","(3.0, 4.9, 4.2368421052631575)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:12.305487,"(2.5, 3.75, 3.0646153846153843)","(41.0, 210.0, 186.0)","(9.0, 17.5, 16.696428571428573)","(21.0, 65.0, 30.714285714285715)","(6.0, 9.6, 9.257142857142856)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:13.455977,"(2.5, 3.75, 3.0428571428571427)","(41.0, 210.0, 191.33333333333334)","(9.0, 17.5, 16.696428571428573)","(21.0, 65.0, 30.0)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:14.670008,"(2.5, 3.75, 3.0428571428571427)","(41.0, 210.0, 191.33333333333334)","(9.0, 17.5, 16.696428571428573)","(21.0, 65.0, 30.0)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:15.862143,"(2.5, 3.75, 3.0428571428571427)","(41.0, 210.0, 191.33333333333334)","(9.0, 17.5, 16.696428571428573)","(21.0, 65.0, 30.0)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:17.103510,"(2.5, 3.75, 3.0428571428571427)","(41.0, 210.0, 191.33333333333334)","(9.0, 17.5, 16.696428571428573)","(21.0, 65.0, 30.0)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:18.353047,"(2.5, 3.65, 3.0338461538461536)","(41.0, 210.0, 191.33333333333334)","(9.0, 18.0, 15.1875)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:19.571203,"(2.5, 3.65, 3.0338461538461536)","(41.0, 210.0, 191.33333333333334)","(9.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:20.711742,"(2.5, 3.65, 3.0338461538461536)","(41.0, 210.0, 191.33333333333334)","(9.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:21.863551,"(2.5, 3.6, 3.04)","(41.0, 210.0, 191.33333333333334)","(9.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:23.051630,"(2.5, 3.6, 3.04)","(41.0, 210.0, 191.33333333333334)","(9.0, 18.0, 19.22)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.409090909090909)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:24.213015,"(2.5, 3.6, 3.04)","(41.0, 210.0, 191.33333333333334)","(9.0, 20.0, 18.796296296296298)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.085714285714285)","(3.0, 4.9, 4.381818181818182)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:25.302442,"(2.5, 3.55, 3.003076923076923)","(41.0, 210.0, 191.33333333333334)","(9.0, 18.5, 17.574074074074073)","(21.0, 60.0, 27.5)","(6.0, 9.8, 8.085714285714285)","(3.0, 4.9, 4.381818181818182)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:26.473997,"(2.5, 3.55, 3.003076923076923)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.5, 17.574074074074073)","(21.0, 60.0, 27.5)","(6.0, 9.8, 7.682352941176471)","(3.0, 4.9, 4.381818181818182)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:27.648611,"(2.5, 3.55, 2.9857142857142853)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.5, 17.574074074074073)","(21.0, 60.0, 27.5)","(6.0, 9.8, 7.682352941176471)","(3.0, 4.9, 4.381818181818182)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:28.854898,"(2.5, 3.55, 2.9857142857142853)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.5, 17.574074074074073)","(21.0, 60.0, 27.5)","(6.0, 9.8, 7.682352941176471)","(3.0, 4.9, 4.381818181818182)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:30.192730,"(2.5, 3.55, 2.9857142857142853)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.5, 19.717391304347824)","(21.0, 60.0, 27.5)","(6.0, 9.8, 7.682352941176471)","(3.0, 4.9, 4.381818181818182)","(5.0, 8.2, 7.933333333333333)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:31.462357,"(2.5, 3.55, 2.9857142857142853)","(41.0, 210.0, 191.33333333333334)","(10.0, 20.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.8, 8.028571428571428)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.2, 7.1)","(13.0, 27.0, 19.0)"
05-01-2023 14:13:32.644916,"(2.5, 3.5, 2.9876923076923076)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.2, 7.1)","(13.0, 27.0, 25.153846153846153)"
05-01-2023 14:13:33.673563,"(2.5, 3.5, 2.9876923076923076)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.2, 7.1)","(13.0, 26.0, 21.94736842105263)"
05-01-2023 14:13:34.810775,"(2.5, 3.5, 2.9876923076923076)","(41.0, 210.0, 191.33333333333334)","(10.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.2, 7.1)","(13.0, 26.0, 23.272727272727273)"
05-01-2023 14:13:35.946202,"(2.5, 3.5, 2.9876923076923076)","(41.0, 210.0, 182.33333333333334)","(10.0, 18.0, 17.166666666666668)","(21.0, 60.0, 27.5)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.2, 7.1)","(13.0, 25.0, 23.272727272727273)"
05-01-2023 14:13:37.124509,"(2.5, 3.5, 2.9876923076923076)","(41.0, 210.0, 182.33333333333334)","(10.0, 18.0, 17.574074074074073)","(21.0, 60.0, 41.28)","(6.0, 9.6, 8.028571428571428)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.2, 7.1)","(13.0, 25.0, 19.864864864864863)"
05-01-2023 14:13:38.243284,"(2.5, 3.5, 2.9876923076923076)","(41.0, 210.0, 186.28571428571428)","(10.0, 18.5, 17.574074074074073)","(21.0, 60.0, 41.28)","(6.0, 9.6, 7.800000000000001)","(3.0, 4.9, 4.48)","(5.0, 8.2, 7.1)","(13.0, 25.0, 19.864864864864863)"
05-01-2023 14:13:39.362763,"(2.5, 3.45, 2.9723076923076923)","(41.0, 210.0, 128.0)","(10.0, 18.5, 15.6875)","(21.0, 60.0, 41.28)","(6.0, 9.4, 7.800000000000001)","(3.0, 4.9, 4.48)","(5.0, 8.2, 7.1)","(13.0, 25.0, 19.864864864864863)"
05-01-2023 14:13:40.458841,"(2.5, 3.45, 2.9723076923076923)","(41.0, 210.0, 128.0)","(10.0, 18.5, 15.6875)","(21.0, 60.0, 41.28)","(6.0, 9.4, 7.800000000000001)","(3.0, 4.9, 4.48)","(5.0, 8.2, 7.1)","(13.0, 25.0, 19.864864864864863)"
05-01-2023 14:13:41.572168,"(2.5, 3.45, 2.957142857142857)","(41.0, 210.0, 128.0)","(10.0, 18.5, 16.5)","(21.0, 60.0, 39.285714285714285)","(6.0, 9.4, 7.945454545454545)","(3.0, 4.9, 4.48)","(5.0, 8.2, 7.1)","(13.0, 25.0, 21.53846153846154)"
