,Kanji Length,Smiling Sapphire,Wild Harmony,Dolly Jay,Twisted Bliss,Senna Forever,Lektra Rodney,Orson Delight
09-01-2023 11:26:47.445906,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:48.678070,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:50.051712,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:51.294050,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:52.588186,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:53.911757,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:55.080441,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 478.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:56.313995,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:57.485528,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:26:58.790969,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:00.058427,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:01.322808,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:02.548457,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:03.621635,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:04.838117,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 495.83333333333337)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:06.207846,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:07.586778,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:08.832543,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:10.151679,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:11.413072,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:12.671447,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:13.927664,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:15.177134,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:16.454358,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:17.747718,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:19.059791,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:20.326790,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:21.618991,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:22.878927,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:24.181109,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:25.451103,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:26.669953,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:27.894231,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:29.193061,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:30.515982,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:31.798319,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:33.079272,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:34.330532,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:35.558520,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:36.834982,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:38.040040,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:39.269098,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:40.445831,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:41.670244,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:42.873916,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:44.077286,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:45.290147,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:46.523625,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:47.718511,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:48.941942,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:50.154538,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:51.269721,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:52.292868,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:53.280201,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:54.387623,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:55.508455,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:56.671143,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:57.836802,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:27:59.062062,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:00.277363,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:01.533419,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:02.765468,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:04.013886,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:05.281413,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:06.461695,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:07.617359,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:08.795983,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:10.065522,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:11.297971,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:12.510909,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:13.736212,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:14.930137,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 494.16666666666663)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.6333333333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:16.252105,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 44.0, 29.0)","(2.45, 3.45, 3.470833333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:17.504390,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.470833333333333)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:18.729947,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.4299999999999997)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:19.941300,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.4299999999999997)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:21.098584,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.4299999999999997)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:22.280459,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.4299999999999997)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:23.647005,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.4299999999999997)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:24.980782,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.4299999999999997)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:26.179113,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 2.6075)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:27.276863,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 2.6075)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:28.447514,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.094)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:29.655800,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.094)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
09-01-2023 11:28:30.859578,"(3.4, 5.0, 4.057142857142857)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 16.944444444444443)","(71.0, 580.0, 322.5)","(15.0, 34.0, 30.0)","(2.45, 3.5, 3.094)","(6.5, 12.5, 7.775)","(6.5, 13.5, 7.11)"
