,Go Gigi Go,Obsession Agogo,Runnin Riot,Joey Mac,Wild Aces Agogo,Rebel May Road,Worry Less,My Names Nipper
04-01-2023 13:53:04.255741,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 5.18)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:05.403605,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:06.491088,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:07.533107,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:08.615828,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:09.934317,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:11.061164,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:12.198758,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 5.18)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:13.515402,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 5.18)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:14.878838,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:16.078807,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 5.357142857142858)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:17.261994,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.241666666666667)","(4.2, 5.9, 5.18)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:18.331507,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.114285714285714)","(4.2, 5.9, 5.18)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:19.426290,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.114285714285714)","(4.2, 5.9, 5.18)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:20.507238,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.114285714285714)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:21.686418,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.114285714285714)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:22.769152,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:23.897627,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 5.9, 4.633333333333334)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:25.076769,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 5.9, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:26.259001,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:27.342339,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:28.449901,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:29.512137,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:30.646006,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:31.964693,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:33.329284,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 8.7)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:34.679986,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 8.7)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:35.737665,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 8.7)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:36.803249,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 9.066666666666666)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:37.887339,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 8.7)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:38.977320,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 8.7)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:40.073133,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 8.7)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:41.113091,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 9.8, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:42.290284,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:43.453024,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:44.595997,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:45.686320,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:46.777199,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:47.920466,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:49.095503,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:50.277350,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.085714285714285)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:51.477724,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.083333333333334)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:52.618298,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 15.0)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.083333333333334)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:53.972267,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 13.64)","(7.5, 20.0, 13.75)","(21.0, 55.0, 31.0)","(5.5, 10.5, 10.083333333333334)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.827272727272727)"
04-01-2023 13:53:55.319018,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.05)","(4.2, 6.0, 4.166666666666667)","(4.4, 7.8, 5.0)"
04-01-2023 13:53:56.631307,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.666666666666664)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:53:57.912209,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 23.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:53:59.107873,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:00.347712,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:01.486901,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:02.606580,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:03.667124,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:04.708099,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:05.827868,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.15)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:07.027799,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.879999999999999)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:08.284911,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 10.114285714285714)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:09.435057,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:10.568560,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:11.881451,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.0)"
04-01-2023 13:54:13.175419,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 10.1625)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:54:14.562356,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.411764705882353)"
04-01-2023 13:54:16.036966,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.411764705882353)"
04-01-2023 13:54:17.483498,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.589473684210526)"
04-01-2023 13:54:18.708252,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 19.555555555555557)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.544444444444444)"
04-01-2023 13:54:19.925395,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.622222222222222)"
04-01-2023 13:54:21.157434,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.622222222222222)"
04-01-2023 13:54:22.438385,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.699999999999999)"
04-01-2023 13:54:23.627871,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:24.803553,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:25.957470,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:27.119235,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:28.333131,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 9.25)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:29.577458,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 21.6)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 10.5, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:30.791476,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 28.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:31.951092,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 28.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:33.072638,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:34.189414,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:35.376119,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:36.499298,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:37.618027,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:38.690963,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:39.767321,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 22.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:40.897465,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 20.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:42.017381,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 20.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
04-01-2023 13:54:43.145584,"(3.2, 4.1, 3.958333333333333)","(17.0, 40.0, 20.0)","(7.5, 15.0, 11.7)","(7.5, 20.0, 13.75)","(21.0, 55.0, 33.15384615384615)","(5.5, 9.8, 8.9)","(4.2, 6.0, 4.3076923076923075)","(4.4, 7.8, 5.777777777777778)"
