,Katdeel,Mataman,Lady Valentine,Satellite Spirit,Deal An Ace,Star Prince,Perfect Impact,Anatini,Modele,Queen Luwell,Zuri Zuri,Chance At Midnight,Sea Kissed,Destination Sydney
08-01-2023 15:14:49.127284,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 32.5)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 173.33333333333334)"
08-01-2023 15:14:50.690970,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:14:52.208354,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:14:53.688967,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:14:55.158261,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:14:56.650816,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:14:58.110493,"(3.8, 5.0, 4.946875)","(101.0, 230.0, 205.0)","(2.5, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:14:59.947795,"(3.8, 5.0, 4.975)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.322222222222222)","(6.0, 6.8, 6.68)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:15:01.551195,"(3.8, 5.0, 4.853846153846154)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.322222222222222)","(6.0, 6.8, 6.8533333333333335)","(5.5, 6.8, 6.586666666666667)","(31.0, 38.0, 31.48148148148148)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.533333333333333)","(71.0, 140.0, 90.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 35.0)","(101.0, 170.0, 122.94117647058823)","(101.0, 220.0, 190.0)","(101.0, 220.0, 180.0)"
08-01-2023 15:15:03.143955,"(3.8, 4.9, 4.839622641509434)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.3636363636363638)","(6.0, 7.0, 6.842105263157895)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 32.18181818181818)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.357142857142858)","(71.0, 140.0, 92.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 140.0)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:04.759794,"(3.8, 4.9, 4.839622641509434)","(101.0, 230.0, 205.0)","(2.6, 3.4, 3.3636363636363638)","(6.0, 7.0, 6.842105263157895)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 32.18181818181818)","(101.0, 220.0, 195.0)","(8.5, 10.5, 10.357142857142858)","(71.0, 120.0, 92.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 140.0)","(101.0, 220.0, 200.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:06.377247,"(3.8, 4.9, 4.839622641509434)","(101.0, 230.0, 205.0)","(2.6, 3.4, 3.3636363636363638)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 32.18181818181818)","(101.0, 220.0, 195.0)","(8.5, 10.5, 10.434782608695652)","(71.0, 120.0, 83.33333333333333)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 133.33333333333334)","(101.0, 220.0, 200.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:07.936243,"(3.8, 4.9, 4.839622641509434)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.4, 3.359375)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 32.18181818181818)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 120.0, 83.33333333333333)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 133.33333333333334)","(101.0, 220.0, 200.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:09.392548,"(3.8, 4.9, 4.839622641509434)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.4, 3.359375)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 32.18181818181818)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 120.0, 83.33333333333333)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 133.33333333333334)","(101.0, 220.0, 200.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:10.868143,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.4, 3.3535714285714286)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 32.18181818181818)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 120.0, 80.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 133.33333333333334)","(101.0, 220.0, 200.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:12.329395,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.4, 3.3535714285714286)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 38.0, 33.142857142857146)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 110.0, 80.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 135.0)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:13.809411,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.4, 3.3535714285714286)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 110.0, 82.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 135.0)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:15.216536,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.4, 3.315384615384615)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 82.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 140.0)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:16.691211,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.4, 3.315384615384615)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 76.25)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 140.0)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:18.144934,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.4, 3.315384615384615)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 110.0, 76.66666666666667)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 160.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:19.563034,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.4, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 73.75)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:20.974547,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 73.75)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:22.398157,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.703030303030303)","(31.0, 34.0, 32.76923076923077)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 73.75)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:23.801324,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.689655172413793)","(31.0, 34.0, 32.666666666666664)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 82.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:25.239265,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.689655172413793)","(31.0, 34.0, 33.0)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 82.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:26.726293,"(3.8, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.689655172413793)","(31.0, 34.0, 33.0)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(71.0, 100.0, 82.5)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:28.200455,"(3.9, 4.9, 4.873170731707317)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.689655172413793)","(26.0, 34.0, 33.0)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(61.0, 100.0, 80.0)","(101.0, 210.0, 176.66666666666666)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 190.0)"
08-01-2023 15:15:29.621069,"(3.9, 4.9, 4.865263157894737)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.689655172413793)","(26.0, 34.0, 33.0)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(61.0, 110.0, 80.0)","(101.0, 210.0, 150.0)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 183.33333333333334)"
08-01-2023 15:15:31.025778,"(3.9, 4.9, 4.865263157894737)","(101.0, 230.0, 205.0)","(2.6, 3.35, 3.311224489795918)","(6.0, 7.0, 6.8125)","(5.5, 6.8, 6.689655172413793)","(26.0, 34.0, 33.0)","(101.0, 220.0, 195.0)","(8.5, 11.0, 10.434782608695652)","(61.0, 110.0, 80.0)","(101.0, 210.0, 150.0)","(21.0, 36.0, 33.94117647058823)","(101.0, 170.0, 127.5)","(101.0, 220.0, 190.0)","(101.0, 210.0, 183.33333333333334)"
08-01-2023 15:15:32.476791,"(3.9, 4.9, 4.876086956521739)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.35, 3.3068181818181817)","(6.0, 7.0, 6.915384615384616)","(5.5, 6.8, 6.263013698630137)","(26.0, 34.0, 34.0)","(101.0, 220.0, 203.33333333333334)","(8.5, 11.0, 10.294117647058824)","(61.0, 110.0, 100.0)","(101.0, 210.0, 185.0)","(21.0, 36.0, 33.0)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:33.919731,"(3.9, 4.9, 4.876086956521739)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.35, 3.3068181818181817)","(6.0, 7.0, 6.915384615384616)","(5.5, 6.4, 6.263945578231293)","(26.0, 36.0, 34.22222222222222)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 110.0, 100.0)","(101.0, 210.0, 185.0)","(21.0, 36.0, 31.714285714285715)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:35.392080,"(3.8, 4.9, 4.876086956521739)","(101.0, 230.0, 213.33333333333334)","(2.6, 3.35, 3.3068181818181817)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 34.22222222222222)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 110.0, 92.5)","(101.0, 210.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:36.882830,"(3.8, 5.0, 4.912359550561798)","(101.0, 230.0, 210.0)","(2.6, 3.35, 3.286842105263158)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 34.857142857142854)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:38.308940,"(3.9, 5.0, 4.912359550561798)","(101.0, 230.0, 210.0)","(2.6, 3.3, 3.286842105263158)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 34.857142857142854)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:39.755190,"(3.9, 5.0, 4.912359550561798)","(101.0, 230.0, 210.0)","(2.6, 3.3, 3.286842105263158)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 34.857142857142854)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:41.295127,"(3.9, 5.0, 4.9117021276595745)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.2924242424242425)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 200.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:42.793853,"(3.9, 5.0, 4.896894409937888)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.2924242424242425)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.35135135135135)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:44.405673,"(3.9, 5.0, 4.857587548638132)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.2924242424242425)","(6.0, 7.0, 6.8374999999999995)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.30952380952381)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:45.902388,"(3.9, 5.0, 4.857587548638132)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.2924242424242425)","(6.0, 7.0, 6.833707865168539)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.30952380952381)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:47.393836,"(3.9, 5.0, 4.857587548638132)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.427564102564103)","(6.0, 7.0, 6.833707865168539)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.30952380952381)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:48.846721,"(3.9, 5.0, 4.8)","(101.0, 230.0, 215.0)","(2.6, 3.45, 3.3692307692307693)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.30952380952381)","(61.0, 95.0, 92.5)","(101.0, 190.0, 180.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 195.0)"
08-01-2023 15:15:50.279188,"(3.9, 4.8, 4.7704545454545455)","(101.0, 230.0, 215.0)","(2.6, 3.4, 3.3692307692307693)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.30952380952381)","(61.0, 95.0, 78.33333333333333)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:15:51.648544,"(3.9, 4.8, 4.710687022900763)","(101.0, 230.0, 215.0)","(2.6, 3.4, 3.3692307692307693)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.408163265306122)","(61.0, 95.0, 78.33333333333333)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 141.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 185.0)"
08-01-2023 15:15:53.074620,"(3.9, 4.8, 4.710687022900763)","(101.0, 230.0, 215.0)","(2.6, 3.4, 3.3551724137931034)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.637931034482758)","(61.0, 95.0, 87.5)","(101.0, 190.0, 170.0)","(21.0, 36.0, 32.4)","(101.0, 170.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:15:54.470012,"(3.9, 4.8, 4.774358974358974)","(101.0, 230.0, 215.0)","(2.6, 3.4, 3.33)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.637931034482758)","(61.0, 95.0, 87.5)","(101.0, 190.0, 170.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:15:55.902177,"(3.9, 5.0, 4.90530612244898)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.324074074074074)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.637931034482758)","(61.0, 95.0, 87.5)","(101.0, 190.0, 170.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:15:57.415829,"(3.9, 5.0, 4.9159375)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.324074074074074)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.637931034482758)","(61.0, 95.0, 87.5)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:15:58.827325,"(3.9, 5.0, 4.9159375)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.324074074074074)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.637931034482758)","(61.0, 95.0, 87.5)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:16:00.283048,"(3.9, 5.0, 4.9159375)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.324074074074074)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.478260869565217)","(61.0, 95.0, 87.5)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:16:01.629930,"(3.9, 5.0, 4.9159375)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.324074074074074)","(6.0, 7.0, 6.837362637362637)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 11.0, 10.407407407407407)","(61.0, 95.0, 87.5)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
08-01-2023 15:16:03.065757,"(3.9, 5.0, 4.910033444816054)","(101.0, 230.0, 215.0)","(2.6, 3.35, 3.324074074074074)","(6.0, 7.0, 6.90625)","(5.5, 6.4, 6.353846153846154)","(31.0, 36.0, 35.0)","(101.0, 220.0, 205.0)","(8.5, 10.5, 10.407407407407407)","(61.0, 95.0, 91.25)","(101.0, 190.0, 175.0)","(21.0, 36.0, 32.4)","(101.0, 160.0, 146.66666666666666)","(101.0, 220.0, 195.0)","(101.0, 210.0, 180.0)"
