,Nixon Bale,Zhenye Bale,Zipping Pip,Love A Collision,Mt View Bee,Under His Spell,Black Power
12-01-2023 15:58:22.132503,"(3.8, 7.6, 6.8)","(2.9, 3.05, 3.02)","(5.5, 9.4, 8.733333333333334)","(16.0, 48.0, 34.0)","(15.0, 23.0, 19.375)","(6.0, 11.0, 10.133333333333333)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:23.392150,"(3.8, 7.6, 6.8)","(2.9, 3.05, 3.02)","(5.5, 9.4, 8.733333333333334)","(16.0, 48.0, 41.63636363636364)","(15.0, 22.0, 20.25)","(6.0, 11.0, 10.133333333333333)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:24.339476,"(3.8, 7.6, 6.8)","(2.9, 3.05, 3.02)","(5.5, 9.4, 8.733333333333334)","(16.0, 48.0, 41.63636363636364)","(15.0, 22.0, 18.791666666666668)","(6.0, 11.0, 10.133333333333333)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:25.299136,"(3.8, 7.6, 6.8)","(2.9, 3.0, 2.953333333333333)","(5.5, 9.4, 8.733333333333334)","(16.0, 48.0, 41.63636363636364)","(15.0, 22.0, 19.75)","(6.0, 11.0, 9.142857142857142)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:26.233541,"(3.8, 7.4, 6.907692307692308)","(2.9, 3.0, 2.953333333333333)","(5.5, 9.4, 7.870588235294118)","(16.0, 48.0, 41.63636363636364)","(15.0, 21.0, 19.75)","(6.0, 11.0, 9.142857142857142)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:27.173660,"(3.8, 7.2, 6.7)","(2.9, 3.0, 2.953333333333333)","(5.5, 9.4, 7.666666666666667)","(16.0, 48.0, 41.63636363636364)","(15.0, 21.0, 18.857142857142858)","(6.0, 11.0, 8.705882352941178)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:28.149536,"(3.8, 7.2, 6.800000000000001)","(2.9, 3.05, 3.02)","(5.5, 9.4, 7.517647058823529)","(16.0, 48.0, 41.63636363636364)","(15.0, 21.0, 18.857142857142858)","(6.0, 11.0, 8.705882352941178)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:29.183225,"(3.8, 7.2, 6.800000000000001)","(2.9, 3.05, 3.03)","(5.5, 8.4, 8.066666666666666)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 19.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.7)"
12-01-2023 15:58:30.417022,"(3.8, 7.2, 6.533333333333333)","(2.9, 3.05, 3.0277777777777777)","(5.5, 8.4, 8.066666666666666)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:31.459624,"(3.8, 7.2, 6.533333333333333)","(2.9, 3.0, 2.9695652173913043)","(5.5, 8.4, 7.733333333333333)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:32.613847,"(3.8, 7.2, 7.0285714285714285)","(2.9, 3.0, 2.9466666666666668)","(5.5, 8.4, 7.733333333333333)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:33.762244,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.98, 2.9625)","(5.5, 8.4, 7.5600000000000005)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:34.690490,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.98, 2.9625)","(5.5, 8.2, 7.4)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:35.681458,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.98, 2.9625)","(5.5, 8.2, 7.4)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:36.719278,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.96, 2.936)","(5.5, 8.2, 7.4)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:37.684824,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.96, 2.928421052631579)","(5.5, 8.2, 7.271428571428571)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:38.771043,"(3.8, 7.4, 6.26)","(2.9, 2.96, 2.9483870967741934)","(5.5, 8.2, 7.271428571428571)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:39.796694,"(3.8, 7.2, 6.95)","(2.9, 2.96, 2.9483870967741934)","(5.5, 8.2, 7.271428571428571)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 18.25)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:40.862109,"(3.8, 7.2, 6.95)","(2.9, 2.96, 2.9483870967741934)","(5.5, 8.2, 7.271428571428571)","(16.0, 48.0, 41.63636363636364)","(15.0, 20.0, 19.75)","(6.0, 11.0, 8.68888888888889)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:41.906951,"(3.8, 7.2, 6.95)","(2.9, 2.96, 2.9483870967741934)","(5.5, 8.2, 7.584615384615384)","(16.0, 48.0, 31.375)","(15.0, 20.0, 18.25)","(6.0, 11.0, 10.2)","(4.2, 5.9, 5.328571428571428)"
12-01-2023 15:58:42.861010,"(3.8, 7.2, 7.033333333333333)","(2.9, 2.94, 2.914418604651163)","(5.5, 8.2, 7.584615384615384)","(16.0, 48.0, 31.375)","(15.0, 20.0, 18.25)","(6.0, 10.5, 9.45)","(4.2, 5.9, 5.333333333333333)"
12-01-2023 15:58:43.860547,"(3.8, 7.2, 7.033333333333333)","(2.9, 2.94, 2.911794871794872)","(5.5, 8.2, 7.533333333333333)","(16.0, 48.0, 31.375)","(15.0, 20.0, 18.25)","(6.0, 10.5, 9.844444444444445)","(4.2, 5.8, 5.34)"
12-01-2023 15:58:44.860240,"(3.8, 7.4, 6.613793103448276)","(2.9, 2.94, 2.911794871794872)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 40.17647058823529)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.7, 5.34)"
12-01-2023 15:58:45.867056,"(3.8, 7.4, 6.45)","(2.9, 2.94, 2.9274999999999998)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 41.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.7, 5.34)"
12-01-2023 15:58:46.820049,"(3.8, 7.4, 6.748148148148148)","(2.9, 2.94, 2.9274999999999998)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 41.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.7, 5.34)"
12-01-2023 15:58:47.750781,"(3.8, 7.4, 6.748148148148148)","(2.9, 2.94, 2.9274999999999998)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 43.33333333333333)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.7, 5.5)"
12-01-2023 15:58:48.694648,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.92, 2.902222222222222)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 43.33333333333333)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.7, 5.322222222222222)"
12-01-2023 15:58:49.687605,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.92, 2.8974358974358974)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 43.33333333333333)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.6, 5.253846153846154)"
12-01-2023 15:58:50.704533,"(3.8, 7.4, 6.766666666666667)","(2.9, 2.92, 2.8974358974358974)","(5.5, 8.2, 7.707692307692308)","(16.0, 48.0, 43.33333333333333)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.6, 5.253846153846154)"
12-01-2023 15:58:51.869720,"(3.8, 7.4, 6.76)","(2.9, 2.92, 2.91)","(5.5, 8.2, 7.618181818181818)","(16.0, 48.0, 43.33333333333333)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.6, 5.253846153846154)"
12-01-2023 15:58:52.861496,"(3.8, 7.4, 6.490909090909091)","(2.9, 2.92, 2.903157894736842)","(5.5, 8.2, 7.618181818181818)","(16.0, 48.0, 42.52173913043478)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.4)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:58:53.921367,"(3.8, 7.4, 6.536363636363637)","(2.9, 2.92, 2.886153846153846)","(5.5, 8.2, 7.584615384615384)","(16.0, 48.0, 43.714285714285715)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.280000000000001)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:58:55.002122,"(3.8, 7.4, 6.640000000000001)","(2.9, 2.9, 2.876)","(5.5, 8.2, 7.778947368421052)","(16.0, 48.0, 46.36363636363636)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.482926829268292)"
12-01-2023 15:58:56.255365,"(3.8, 7.4, 6.6692307692307695)","(2.9, 2.9, 2.8791304347826085)","(5.5, 8.2, 7.778947368421052)","(16.0, 48.0, 47.14285714285714)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:58:57.374204,"(3.8, 7.4, 6.6692307692307695)","(2.9, 2.9, 2.8791304347826085)","(5.5, 8.2, 7.778947368421052)","(16.0, 48.0, 47.14285714285714)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:58:58.338824,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.92, 2.915)","(5.5, 8.2, 7.778947368421052)","(16.0, 48.0, 47.14285714285714)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:58:59.344292,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.96, 2.915)","(5.5, 8.2, 7.699999999999999)","(16.0, 48.0, 47.14285714285714)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:00.315593,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.96, 2.9410526315789474)","(5.5, 8.2, 7.699999999999999)","(16.0, 48.0, 47.14285714285714)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.199999999999999)"
12-01-2023 15:59:01.280390,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.94, 2.9070588235294115)","(5.5, 8.2, 7.699999999999999)","(16.0, 48.0, 47.14285714285714)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.199999999999999)"
12-01-2023 15:59:02.253099,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.94, 2.9026666666666667)","(5.5, 8.2, 7.699999999999999)","(16.0, 48.0, 45.714285714285715)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:03.195877,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.94, 2.9026666666666667)","(5.5, 8.2, 7.699999999999999)","(16.0, 48.0, 46.93333333333334)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:04.497024,"(3.8, 7.4, 6.787096774193548)","(2.9, 2.98, 2.966666666666667)","(5.5, 8.2, 7.584615384615384)","(16.0, 48.0, 46.93333333333334)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:05.940476,"(3.8, 7.4, 6.680000000000001)","(2.9, 3.0, 2.94)","(5.5, 8.2, 7.6)","(16.0, 48.0, 46.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:07.134979,"(3.8, 7.4, 6.680000000000001)","(2.9, 3.0, 2.94)","(5.5, 8.0, 7.466666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:08.203742,"(3.8, 7.4, 6.680000000000001)","(2.9, 3.0, 2.9066666666666667)","(5.5, 8.0, 7.466666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:09.232805,"(3.8, 7.4, 6.680000000000001)","(2.9, 3.0, 2.9066666666666667)","(5.5, 8.0, 7.466666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:10.156705,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.05, 2.965)","(5.5, 8.0, 7.466666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:11.142846,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.0, 2.96)","(5.5, 8.0, 7.466666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:12.148878,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.0, 2.96)","(5.5, 8.0, 7.333333333333334)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.15294117647059)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:13.086891,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.0, 2.9066666666666667)","(5.5, 8.0, 7.333333333333334)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.155555555555555)"
12-01-2023 15:59:14.116102,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.0, 2.9)","(5.5, 8.0, 7.253333333333334)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.22857142857143)","(4.2, 5.6, 5.138461538461538)"
12-01-2023 15:59:15.225003,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.0, 2.9)","(5.5, 8.0, 7.266666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 10.0, 9.022222222222222)","(4.2, 5.6, 5.138461538461538)"
12-01-2023 15:59:16.359076,"(3.8, 7.4, 7.243478260869566)","(2.9, 3.0, 2.928)","(5.5, 8.0, 7.266666666666667)","(16.0, 50.0, 44.0)","(15.0, 20.0, 18.25)","(6.0, 9.8, 8.666666666666666)","(4.2, 5.6, 5.138461538461538)"
12-01-2023 15:59:17.406827,"(3.8, 7.4, 7.086956521739131)","(2.9, 3.15, 2.957142857142857)","(5.5, 8.0, 7.28)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.355555555555554)","(4.2, 5.6, 5.1499999999999995)"
12-01-2023 15:59:18.381495,"(3.8, 7.4, 7.086956521739131)","(2.9, 3.1, 3.026666666666667)","(5.5, 8.0, 7.28)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.355555555555554)","(4.2, 5.6, 5.1499999999999995)"
12-01-2023 15:59:19.435559,"(3.8, 7.4, 6.542857142857144)","(2.9, 3.1, 2.9114285714285715)","(5.5, 8.0, 7.2)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.725)","(4.2, 5.6, 5.1499999999999995)"
12-01-2023 15:59:20.525404,"(3.8, 7.2, 6.7)","(2.9, 3.1, 2.9114285714285715)","(5.5, 8.0, 7.25)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.218181818181819)","(4.2, 5.6, 5.433333333333333)"
12-01-2023 15:59:21.588226,"(3.8, 7.2, 6.533333333333333)","(2.9, 3.1, 2.9114285714285715)","(5.5, 8.0, 7.25)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.933333333333334)","(4.2, 5.6, 5.433333333333333)"
12-01-2023 15:59:22.781568,"(3.8, 7.2, 6.9818181818181815)","(2.9, 3.1, 2.9428571428571426)","(5.5, 8.0, 7.25)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.1)","(4.2, 5.6, 5.426923076923076)"
12-01-2023 15:59:24.000781,"(3.8, 7.2, 7.05)","(2.9, 3.1, 2.9428571428571426)","(5.5, 8.0, 7.25)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.266666666666666)","(4.2, 5.6, 5.5150943396226415)"
12-01-2023 15:59:25.004759,"(3.8, 7.2, 7.05)","(2.9, 3.1, 2.9428571428571426)","(5.5, 8.0, 7.2)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.2444444444444445)"
12-01-2023 15:59:26.087074,"(3.8, 7.2, 7.05)","(2.9, 3.0, 2.96)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.2444444444444445)"
12-01-2023 15:59:27.212876,"(3.8, 7.2, 7.05)","(2.9, 3.0, 2.972)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.2444444444444445)"
12-01-2023 15:59:28.205773,"(3.8, 7.2, 7.05)","(2.9, 3.0, 2.972)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:29.239668,"(3.8, 7.2, 6.45)","(2.9, 3.0, 2.972)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:30.431742,"(3.8, 7.2, 6.763636363636364)","(2.9, 3.05, 2.944444444444444)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:31.591623,"(3.8, 7.2, 6.763636363636364)","(2.9, 2.98, 2.9707692307692306)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:32.561463,"(3.8, 7.2, 6.666666666666667)","(2.9, 2.98, 2.96)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 8.766666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:33.624747,"(3.8, 7.2, 6.610526315789474)","(2.9, 2.98, 2.96)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.266666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:34.634754,"(3.8, 7.2, 6.610526315789474)","(2.9, 3.0, 2.936)","(5.5, 8.0, 7.28)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.266666666666666)","(4.2, 5.6, 5.266666666666667)"
12-01-2023 15:59:35.851025,"(3.8, 7.2, 6.266666666666667)","(2.9, 2.98, 2.96)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.266666666666666)","(4.2, 5.6, 5.314285714285714)"
12-01-2023 15:59:36.871677,"(3.8, 7.2, 6.91764705882353)","(2.9, 2.98, 2.960909090909091)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.266666666666666)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:37.953019,"(3.8, 7.2, 6.953846153846154)","(2.9, 2.94, 2.922608695652174)","(5.5, 8.0, 7.2615384615384615)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.266666666666666)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:39.496239,"(3.8, 7.2, 6.91764705882353)","(2.9, 2.94, 2.920952380952381)","(5.5, 8.0, 7.446153846153846)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.327272727272726)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:40.586796,"(3.8, 7.2, 6.91764705882353)","(2.9, 2.94, 2.920952380952381)","(5.5, 8.0, 7.446153846153846)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.327272727272726)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:41.717018,"(3.8, 7.2, 6.91764705882353)","(2.9, 2.94, 2.920952380952381)","(5.5, 8.0, 7.446153846153846)","(16.0, 50.0, 44.6)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.327272727272726)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:43.209521,"(3.8, 7.2, 6.905263157894737)","(2.9, 2.94, 2.893684210526316)","(5.5, 8.0, 7.446153846153846)","(16.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.327272727272726)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:44.446770,"(3.8, 7.2, 6.905263157894737)","(2.9, 2.9, 2.893684210526316)","(5.5, 8.0, 7.46)","(16.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.0, 9.6, 9.327272727272726)","(4.2, 5.6, 5.4)"
12-01-2023 15:59:45.477089,"(3.9, 7.2, 6.905263157894737)","(2.7, 2.9, 2.893684210526316)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.4)"
12-01-2023 15:59:46.510289,"(3.9, 7.2, 6.905263157894737)","(2.7, 2.9, 2.893684210526316)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.4)"
12-01-2023 15:59:47.665197,"(3.9, 7.2, 6.905263157894737)","(2.7, 2.92, 2.9152941176470586)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.4)"
12-01-2023 15:59:48.730163,"(3.9, 7.2, 6.905263157894737)","(2.7, 2.92, 2.9152941176470586)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.4)"
12-01-2023 15:59:49.761709,"(3.9, 7.2, 6.905263157894737)","(2.7, 2.9, 2.893333333333333)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.463636363636363)"
12-01-2023 15:59:50.884940,"(3.9, 7.2, 6.610526315789474)","(2.7, 2.9, 2.893333333333333)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.463636363636363)"
12-01-2023 15:59:52.134021,"(3.9, 7.2, 6.610526315789474)","(2.7, 2.9, 2.893333333333333)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.5)"
12-01-2023 15:59:53.282479,"(3.9, 7.2, 6.610526315789474)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(17.0, 50.0, 45.26315789473684)","(15.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.0, 5.6, 5.5)"
12-01-2023 15:59:54.539554,"(3.9, 7.2, 6.610526315789474)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.6, 5.559459459459459)"
12-01-2023 15:59:55.779013,"(3.9, 7.2, 6.610526315789474)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.6, 5.444444444444445)"
12-01-2023 15:59:56.909760,"(3.9, 7.2, 6.610526315789474)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.8, 5.5)"
12-01-2023 15:59:58.072436,"(3.9, 7.2, 6.266666666666667)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.8, 5.5)"
12-01-2023 15:59:59.187352,"(3.9, 7.2, 6.5)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.8, 5.5)"
12-01-2023 16:00:00.228004,"(3.9, 7.2, 6.5)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.8, 5.5)"
12-01-2023 16:00:01.156179,"(3.9, 7.2, 6.5)","(2.7, 2.9, 2.889090909090909)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.327272727272726)","(4.2, 5.8, 5.457142857142857)"
12-01-2023 16:00:02.190523,"(3.9, 7.2, 6.5)","(2.7, 2.98, 2.9793406593406595)","(5.5, 8.0, 7.46)","(18.0, 50.0, 45.26315789473684)","(16.0, 20.0, 18.25)","(6.5, 9.6, 9.17142857142857)","(4.2, 5.8, 5.5)"
