,Nixon Bale,Zhenye Bale,Zipping Pip,Love A Collision,Mt View Bee,Under His Spell,Black Power
12-01-2023 15:52:31.384491,"(3.8, 6.8, 4.314285714285714)","(2.9, 3.85, 3.157)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:32.538325,"(3.8, 6.8, 4.468181818181819)","(2.9, 3.75, 3.07)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:33.756403,"(3.8, 6.8, 4.4)","(2.9, 3.75, 3.07)","(5.5, 10.0, 6.773333333333333)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.111111111111111)"
12-01-2023 15:52:34.956969,"(3.8, 6.8, 4.4)","(2.9, 3.75, 3.07)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.111111111111111)"
12-01-2023 15:52:36.131336,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.75, 3.038)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.9375)"
12-01-2023 15:52:37.279914,"(3.8, 6.8, 4.427272727272727)","(2.9, 3.75, 3.038)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.357142857142857)"
12-01-2023 15:52:38.516678,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.75, 3.49)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.0)"
12-01-2023 15:52:39.728098,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.7, 3.49)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.0)"
12-01-2023 15:52:40.912233,"(3.8, 6.8, 4.314285714285714)","(2.9, 3.7, 3.49)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:42.148762,"(3.8, 6.8, 4.468181818181819)","(2.9, 3.7, 3.49)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:43.366947,"(3.8, 6.8, 4.4)","(2.9, 3.7, 3.49)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.15)"
12-01-2023 15:52:44.571883,"(3.8, 6.8, 4.4)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.15)"
12-01-2023 15:52:45.602224,"(3.8, 6.8, 4.4)","(2.9, 3.7, 3.089090909090909)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.0)"
12-01-2023 15:52:46.714869,"(3.8, 6.8, 4.4)","(2.9, 3.7, 3.008)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:47.936856,"(3.8, 6.8, 4.4)","(2.9, 3.6, 3.008)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:49.085119,"(3.8, 6.8, 4.4)","(2.9, 3.6, 3.008)","(5.5, 10.0, 6.773333333333333)","(16.0, 50.0, 26.727272727272727)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.357142857142857)"
12-01-2023 15:52:50.236232,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.6, 3.008)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.15)"
12-01-2023 15:52:51.402260,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.6, 3.008)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.0)"
12-01-2023 15:52:52.567425,"(3.8, 6.8, 4.856)","(2.9, 3.6, 3.008)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.0)"
12-01-2023 15:52:53.759129,"(3.8, 6.8, 4.571428571428571)","(2.9, 3.55, 3.5004651162790696)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:54.940705,"(3.8, 6.8, 4.571428571428571)","(2.9, 3.55, 3.5004651162790696)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:56.154750,"(3.8, 6.8, 4.571428571428571)","(2.9, 3.55, 3.5004651162790696)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:52:57.425792,"(3.8, 6.8, 4.754545454545454)","(2.9, 3.7, 3.5719148936170213)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.15)"
12-01-2023 15:52:58.582324,"(3.8, 6.8, 4.742857142857143)","(2.9, 3.7, 3.5719148936170213)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.0)"
12-01-2023 15:52:59.678532,"(3.8, 6.8, 4.742857142857143)","(2.9, 3.65, 3.593488372093023)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:53:00.836043,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.6, 3.4246153846153846)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.8125)"
12-01-2023 15:53:02.028754,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.6, 3.532682926829268)","(5.5, 10.0, 6.773333333333333)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.111111111111111)"
12-01-2023 15:53:03.202005,"(3.8, 6.8, 4.427272727272727)","(2.9, 3.55, 3.532682926829268)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.9375)"
12-01-2023 15:53:04.268709,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.55, 3.532682926829268)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 5.9375)"
12-01-2023 15:53:05.408621,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.55, 3.4854545454545454)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.15)"
12-01-2023 15:53:06.568765,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.55, 3.4854545454545454)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:07.730065,"(3.8, 6.8, 4.485714285714286)","(2.9, 3.55, 3.4854545454545454)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:08.938019,"(3.8, 6.8, 4.485714285714286)","(2.9, 3.55, 3.532682926829268)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:10.129800,"(3.8, 6.8, 4.871428571428571)","(2.9, 3.55, 3.532682926829268)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:11.328046,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.7, 3.5719148936170213)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:12.496650,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.6, 3.4246153846153846)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:13.654576,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.6, 3.4246153846153846)","(5.5, 10.0, 6.773333333333333)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:14.801498,"(3.8, 6.8, 4.485714285714286)","(2.9, 3.6, 3.4246153846153846)","(5.5, 10.0, 6.621428571428572)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:16.028783,"(3.8, 6.8, 4.485714285714286)","(2.9, 3.6, 3.4316666666666666)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:17.259942,"(3.8, 6.8, 4.485714285714286)","(2.9, 3.55, 3.3003773584905662)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:18.430547,"(3.8, 6.8, 4.657142857142857)","(2.9, 3.45, 3.386341463414634)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:19.688714,"(3.8, 6.8, 4.657142857142857)","(2.9, 3.4, 3.386341463414634)","(5.5, 10.0, 8.114285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:20.893062,"(3.8, 6.8, 4.485714285714286)","(2.9, 3.4, 3.386341463414634)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:22.164193,"(3.8, 6.8, 4.271428571428571)","(2.9, 3.4, 3.386341463414634)","(5.5, 10.0, 6.626666666666667)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:23.407818,"(3.8, 6.8, 4.427272727272727)","(2.9, 3.4, 3.386341463414634)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:24.740703,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.4, 3.33)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:25.991387,"(3.8, 6.8, 4.357142857142858)","(2.9, 3.4, 3.2755555555555556)","(5.5, 10.0, 6.307142857142857)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:27.135244,"(3.8, 6.8, 4.9)","(2.9, 3.55, 3.3922222222222222)","(5.5, 10.0, 6.464285714285714)","(16.0, 50.0, 30.0)","(15.0, 32.0, 28.25)","(6.0, 12.5, 9.885714285714286)","(4.2, 8.0, 6.766666666666667)"
12-01-2023 15:53:28.335468,"(3.8, 6.8, 4.861538461538461)","(2.9, 3.55, 3.3922222222222222)","(5.5, 10.0, 8.08)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 28.25)","(6.0, 12.5, 8.075)","(4.2, 8.0, 7.216666666666667)"
12-01-2023 15:53:29.550595,"(3.8, 6.6, 6.08)","(2.9, 3.55, 3.2565853658536588)","(5.5, 9.8, 8.0)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:30.719348,"(3.8, 6.6, 6.08)","(2.9, 3.45, 3.2565853658536588)","(5.5, 9.8, 8.0)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:31.888682,"(3.8, 6.6, 6.08)","(2.9, 3.45, 3.2565853658536588)","(5.5, 9.8, 8.333333333333334)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:33.118222,"(3.8, 6.6, 6.08)","(2.9, 3.45, 3.2565853658536588)","(5.5, 9.8, 8.08)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:34.324743,"(3.8, 6.6, 6.08)","(2.9, 3.45, 3.3806896551724135)","(5.5, 9.8, 8.0)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:35.484645,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3806896551724135)","(5.5, 9.8, 8.0)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:36.507861,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.33)","(5.5, 9.8, 8.0)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:37.675398,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.33)","(5.5, 9.8, 8.08)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:38.885670,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3806896551724135)","(5.5, 9.8, 8.08)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:40.127105,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3806896551724135)","(5.5, 9.8, 8.0)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:41.314293,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3806896551724135)","(5.5, 9.8, 8.3)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:42.488793,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3806896551724135)","(5.5, 9.8, 8.08)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 29.0)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:43.894533,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3806896551724135)","(5.5, 9.8, 7.7)","(16.0, 50.0, 32.22222222222222)","(15.0, 32.0, 24.75)","(6.0, 12.5, 8.075)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:45.103594,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.2637837837837838)","(5.5, 9.8, 8.16)","(16.0, 50.0, 30.3125)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.08)","(4.2, 7.8, 7.216666666666667)"
12-01-2023 15:53:46.549742,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.2755555555555556)","(5.5, 9.8, 8.0)","(16.0, 50.0, 30.3125)","(15.0, 32.0, 24.75)","(6.0, 12.5, 8.075)","(4.2, 7.8, 6.44)"
12-01-2023 15:53:47.800814,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.1466666666666665)","(5.5, 9.8, 8.333333333333334)","(16.0, 50.0, 30.3125)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.55)","(4.2, 7.8, 6.44)"
12-01-2023 15:53:48.984486,"(3.8, 6.6, 6.08)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.7)","(16.0, 50.0, 32.1875)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.55)","(4.2, 7.8, 6.44)"
12-01-2023 15:53:50.025641,"(3.8, 6.6, 6.08)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.7)","(16.0, 55.0, 35.0)","(15.0, 32.0, 24.75)","(6.0, 12.5, 10.057142857142857)","(4.2, 7.8, 6.699999999999999)"
12-01-2023 15:53:51.177199,"(3.8, 6.6, 6.08)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.7)","(16.0, 55.0, 35.0)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.2)","(4.2, 7.8, 7.0)"
12-01-2023 15:53:52.379317,"(3.8, 6.6, 6.08)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 8.866666666666667)","(16.0, 55.0, 35.0)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.2)","(4.2, 7.8, 7.0)"
12-01-2023 15:53:53.577402,"(3.8, 6.6, 6.08)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 8.16)","(16.0, 55.0, 35.0)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.2)","(4.2, 7.8, 7.0)"
12-01-2023 15:53:54.730669,"(3.8, 6.6, 6.08)","(2.9, 3.25, 3.2103225806451614)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 35.0)","(15.0, 32.0, 24.75)","(6.0, 12.5, 9.2)","(4.2, 7.8, 7.0)"
12-01-2023 15:53:56.058904,"(3.8, 6.6, 6.08)","(2.9, 3.25, 3.3004444444444445)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.1)","(6.0, 12.5, 8.6)","(4.2, 7.8, 5.720000000000001)"
12-01-2023 15:53:57.213629,"(3.8, 6.6, 6.08)","(2.9, 3.4, 3.3004444444444445)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.1)","(6.0, 11.0, 8.6)","(4.2, 6.4, 5.720000000000001)"
12-01-2023 15:53:58.512154,"(3.8, 6.6, 6.3)","(2.9, 3.4, 3.3004444444444445)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.1)","(6.0, 11.0, 8.6)","(4.2, 6.4, 5.333333333333333)"
12-01-2023 15:53:59.678131,"(3.8, 6.6, 5.76)","(2.9, 3.4, 3.3004444444444445)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.1)","(6.0, 11.0, 8.6)","(4.2, 6.4, 5.333333333333333)"
12-01-2023 15:54:00.836273,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.173725490196078)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 11.0, 8.166666666666666)","(4.2, 6.4, 5.4125)"
12-01-2023 15:54:02.030273,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 8.5)","(4.2, 6.6, 5.6)"
12-01-2023 15:54:03.237521,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.2358620689655173)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.0, 8.8)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:04.352943,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.2358620689655173)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 11.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:05.392803,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.19875)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:06.440524,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.19875)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:07.599077,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.19875)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:08.677006,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.19875)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:09.704300,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.2358620689655173)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:10.761824,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.4, 3.2755555555555556)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:11.794179,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.35, 3.3006451612903227)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:12.805973,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:13.881456,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:14.947527,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:16.059104,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:17.154267,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.3, 3.1466666666666665)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:18.192568,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.2103225806451614)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:19.229327,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.115)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:20.293544,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.115)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:21.318309,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.196)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
12-01-2023 15:54:22.263403,"(3.8, 6.6, 6.074999999999999)","(2.9, 3.25, 3.196)","(5.5, 9.8, 7.800000000000001)","(16.0, 55.0, 37.0)","(15.0, 32.0, 29.2)","(6.0, 10.5, 7.875)","(4.2, 6.4, 5.6)"
