,Chipping Campden,Darra Linen,Little Ms Dreamer,Queen Of Tayrona,Schiller Effect,Empress Of Sydney,Misty Gold,Savvy Bee,Shikishi,Ask,Epsom Magic
07-01-2023 12:22:26.804988,"(31.0, 42.0, 39.03703703703704)","(18.0, 20.0, 19.428571428571427)","(61.0, 90.0, 87.72727272727273)","(41.0, 120.0, 105.0)","(2.3, 2.56, 2.5533333333333332)","(12.0, 16.0, 15.025641025641026)","(7.5, 10.0, 9.885714285714286)","(4.0, 5.3, 5.143010752688172)","(7.5, 9.8, 9.454237288135594)","(21.0, 27.0, 26.555555555555557)","(101.0, 170.0, 146.66666666666666)"
07-01-2023 12:22:28.049544,"(31.0, 42.0, 40.94736842105263)","(18.0, 20.0, 19.428571428571427)","(61.0, 90.0, 89.0)","(41.0, 110.0, 105.0)","(2.3, 2.56, 2.5533333333333332)","(12.0, 16.0, 14.952380952380953)","(7.5, 10.0, 9.885714285714286)","(4.0, 5.3, 5.15609756097561)","(7.5, 9.8, 9.454237288135594)","(21.0, 27.0, 26.555555555555557)","(101.0, 200.0, 140.0)"
07-01-2023 12:22:29.304973,"(31.0, 42.0, 40.94736842105263)","(18.0, 20.0, 19.428571428571427)","(61.0, 90.0, 89.0)","(41.0, 110.0, 98.75)","(2.3, 2.56, 2.5533333333333332)","(12.0, 16.0, 14.952380952380953)","(7.5, 10.0, 9.885714285714286)","(4.0, 5.3, 5.15609756097561)","(7.5, 9.8, 9.454237288135594)","(21.0, 27.0, 26.333333333333332)","(101.0, 200.0, 168.0)"
07-01-2023 12:22:30.570216,"(31.0, 42.0, 40.94736842105263)","(18.0, 20.0, 19.428571428571427)","(61.0, 90.0, 89.0)","(41.0, 110.0, 98.75)","(2.3, 2.56, 2.5533333333333332)","(12.0, 16.0, 14.81081081081081)","(7.5, 10.0, 9.885714285714286)","(4.0, 5.3, 5.15609756097561)","(7.5, 9.8, 9.454237288135594)","(21.0, 27.0, 26.333333333333332)","(101.0, 200.0, 150.0)"
07-01-2023 12:22:31.862396,"(31.0, 42.0, 40.94736842105263)","(18.0, 20.0, 19.428571428571427)","(61.0, 90.0, 89.0)","(41.0, 110.0, 98.75)","(2.3, 2.56, 2.5533333333333332)","(12.0, 16.0, 14.81081081081081)","(7.5, 10.0, 9.885714285714286)","(4.0, 5.3, 5.15609756097561)","(7.5, 9.8, 9.454237288135594)","(21.0, 27.0, 26.333333333333332)","(101.0, 200.0, 172.5)"
07-01-2023 12:22:33.496406,"(31.0, 42.0, 40.94736842105263)","(18.0, 20.0, 18.934782608695652)","(61.0, 90.0, 89.0)","(41.0, 110.0, 98.75)","(2.3, 2.56, 2.5533333333333332)","(12.0, 16.0, 14.81081081081081)","(7.5, 10.0, 10.194444444444445)","(4.0, 5.3, 5.15609756097561)","(7.5, 9.8, 9.454237288135594)","(21.0, 27.0, 26.333333333333332)","(101.0, 190.0, 172.5)"
07-01-2023 12:22:34.939052,"(31.0, 42.0, 40.94736842105263)","(18.0, 19.0, 18.934782608695652)","(61.0, 90.0, 89.61538461538461)","(41.0, 110.0, 98.75)","(2.3, 2.56, 2.544489795918367)","(12.0, 16.0, 14.976744186046512)","(7.5, 10.5, 10.18421052631579)","(4.0, 5.3, 5.160645161290322)","(7.5, 9.8, 9.55609756097561)","(21.0, 27.0, 26.333333333333332)","(101.0, 190.0, 155.0)"
07-01-2023 12:22:36.249366,"(31.0, 42.0, 40.11764705882353)","(18.0, 19.0, 18.8)","(61.0, 90.0, 91.0)","(41.0, 110.0, 98.75)","(2.3, 2.6, 2.5533333333333332)","(12.0, 16.0, 14.984375)","(7.5, 10.5, 10.18421052631579)","(4.0, 5.3, 5.1807228915662655)","(7.5, 9.8, 9.55609756097561)","(21.0, 27.0, 26.666666666666668)","(101.0, 190.0, 155.0)"
07-01-2023 12:22:38.130329,"(31.0, 42.0, 39.714285714285715)","(18.0, 19.0, 18.8)","(61.0, 95.0, 91.0)","(41.0, 110.0, 100.0)","(2.3, 2.6, 2.564761904761905)","(12.0, 15.5, 14.7875)","(7.5, 10.5, 10.237704918032787)","(4.0, 5.5, 5.458823529411765)","(7.5, 9.8, 9.526027397260274)","(21.0, 27.0, 26.666666666666668)","(91.0, 190.0, 155.0)"
07-01-2023 12:22:39.558513,"(31.0, 42.0, 39.0)","(18.0, 19.0, 18.8)","(61.0, 95.0, 90.21739130434783)","(41.0, 110.0, 90.0)","(2.3, 2.58, 2.5491891891891894)","(12.0, 15.5, 14.583333333333334)","(7.5, 10.5, 10.237704918032787)","(4.0, 5.5, 5.41304347826087)","(7.5, 9.8, 9.522666666666668)","(21.0, 27.0, 26.666666666666668)","(91.0, 180.0, 150.0)"
07-01-2023 12:22:40.959154,"(31.0, 42.0, 39.0)","(18.0, 19.0, 19.23076923076923)","(61.0, 95.0, 90.21739130434783)","(41.0, 110.0, 84.28571428571429)","(2.3, 2.56, 2.5491891891891894)","(12.0, 15.5, 14.583333333333334)","(7.5, 10.5, 10.237704918032787)","(4.0, 5.5, 5.421428571428572)","(7.5, 9.8, 9.548387096774194)","(21.0, 27.0, 26.0)","(91.0, 180.0, 130.0)"
07-01-2023 12:22:42.390401,"(31.0, 42.0, 39.0)","(18.0, 20.0, 18.842105263157894)","(61.0, 95.0, 90.21739130434783)","(41.0, 110.0, 90.0)","(2.3, 2.56, 2.5475)","(12.0, 15.5, 14.583333333333334)","(7.5, 10.5, 10.237704918032787)","(4.0, 5.5, 5.45)","(7.5, 9.6, 9.533333333333333)","(21.0, 27.0, 25.071428571428573)","(91.0, 180.0, 130.0)"
07-01-2023 12:22:43.785490,"(31.0, 42.0, 39.0)","(18.0, 20.0, 18.842105263157894)","(61.0, 95.0, 90.21739130434783)","(41.0, 110.0, 103.33333333333334)","(2.3, 2.56, 2.5475)","(12.0, 15.5, 14.583333333333334)","(7.5, 10.5, 10.237704918032787)","(4.0, 5.5, 5.46)","(7.5, 9.6, 9.533333333333333)","(21.0, 27.0, 24.285714285714285)","(91.0, 180.0, 130.0)"
07-01-2023 12:22:45.221543,"(26.0, 42.0, 41.0)","(18.0, 20.0, 19.482142857142858)","(61.0, 95.0, 90.21739130434783)","(51.0, 110.0, 103.33333333333334)","(2.3, 2.56, 2.494864864864865)","(11.0, 15.5, 14.409090909090908)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.5, 5.571604938271605)","(7.5, 9.6, 9.482051282051282)","(21.0, 26.0, 25.363636363636363)","(91.0, 180.0, 130.0)"
07-01-2023 12:22:46.575826,"(26.0, 40.0, 39.8)","(18.0, 21.0, 19.583333333333332)","(61.0, 95.0, 90.21739130434783)","(51.0, 110.0, 103.33333333333334)","(2.3, 2.5, 2.4873333333333334)","(11.0, 15.5, 14.409090909090908)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.538888888888889)","(7.5, 9.8, 9.6375)","(21.0, 27.0, 25.285714285714285)","(91.0, 180.0, 130.0)"
07-01-2023 12:22:47.845898,"(26.0, 40.0, 39.8)","(18.0, 20.0, 19.196428571428573)","(61.0, 95.0, 90.21739130434783)","(51.0, 110.0, 103.33333333333334)","(2.3, 2.5, 2.4873333333333334)","(11.0, 15.5, 14.409090909090908)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.587012987012987)","(7.5, 9.8, 9.6375)","(21.0, 27.0, 25.6)","(91.0, 180.0, 156.0)"
07-01-2023 12:22:49.101409,"(26.0, 40.0, 39.8)","(18.0, 20.0, 19.196428571428573)","(61.0, 95.0, 92.24137931034483)","(51.0, 110.0, 96.0)","(2.3, 2.5, 2.4873333333333334)","(11.0, 15.5, 14.548780487804878)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.587012987012987)","(7.5, 9.8, 9.638709677419355)","(21.0, 26.0, 25.4)","(91.0, 180.0, 156.0)"
07-01-2023 12:22:50.395291,"(26.0, 40.0, 39.8)","(18.0, 20.0, 19.196428571428573)","(61.0, 95.0, 92.24137931034483)","(51.0, 140.0, 105.26315789473685)","(2.3, 2.5, 2.4873333333333334)","(11.0, 15.5, 14.548780487804878)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.6000000000000005)","(7.5, 9.8, 9.616129032258064)","(21.0, 26.0, 24.933333333333334)","(91.0, 180.0, 158.1818181818182)"
07-01-2023 12:22:51.667843,"(26.0, 40.0, 39.8)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 92.24137931034483)","(51.0, 140.0, 105.26315789473685)","(2.25, 2.5, 2.4873333333333334)","(11.0, 15.5, 14.416666666666666)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.6000000000000005)","(7.5, 9.8, 9.615151515151515)","(21.0, 26.0, 24.823529411764707)","(91.0, 180.0, 156.0)"
07-01-2023 12:22:53.013750,"(26.0, 42.0, 40.09090909090909)","(17.0, 19.5, 19.125)","(61.0, 95.0, 91.7741935483871)","(51.0, 140.0, 105.26315789473685)","(2.25, 2.5, 2.49)","(11.0, 15.5, 14.416666666666666)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.605434782608696)","(7.5, 9.8, 9.615151515151515)","(21.0, 26.0, 24.823529411764707)","(91.0, 180.0, 132.0)"
07-01-2023 12:22:54.354862,"(26.0, 40.0, 39.76470588235294)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(51.0, 140.0, 96.0)","(2.25, 2.5, 2.49)","(11.0, 15.5, 14.416666666666666)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.605434782608696)","(7.5, 9.8, 9.615151515151515)","(21.0, 26.0, 25.5)","(91.0, 180.0, 132.5)"
07-01-2023 12:22:55.626037,"(26.0, 40.0, 39.76470588235294)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(51.0, 140.0, 96.0)","(2.25, 2.5, 2.49)","(11.0, 15.5, 14.416666666666666)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.7, 5.5852941176470585)","(7.5, 9.8, 9.615151515151515)","(21.0, 26.0, 25.363636363636363)","(91.0, 170.0, 132.5)"
07-01-2023 12:22:56.929201,"(26.0, 40.0, 39.76470588235294)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(51.0, 140.0, 107.0)","(2.25, 2.52, 2.498095238095238)","(11.0, 15.5, 14.416666666666666)","(7.5, 10.5, 10.237704918032787)","(4.2, 5.6, 5.5852941176470585)","(7.5, 9.8, 9.615151515151515)","(21.0, 26.0, 25.285714285714285)","(91.0, 170.0, 132.5)"
07-01-2023 12:22:58.184156,"(26.0, 40.0, 39.76470588235294)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(51.0, 140.0, 107.0)","(2.25, 2.52, 2.498095238095238)","(11.0, 15.5, 14.409090909090908)","(7.5, 10.5, 10.25438596491228)","(4.2, 5.6, 5.573076923076923)","(7.5, 9.8, 9.617241379310345)","(21.0, 26.0, 25.09090909090909)","(91.0, 170.0, 132.5)"
07-01-2023 12:22:59.402222,"(26.0, 40.0, 39.81818181818182)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(51.0, 140.0, 89.58333333333333)","(2.25, 2.5, 2.4699999999999998)","(11.0, 15.5, 14.409090909090908)","(7.5, 10.5, 10.25438596491228)","(4.2, 5.7, 5.573076923076923)","(7.5, 9.8, 9.617241379310345)","(21.0, 26.0, 24.666666666666668)","(91.0, 170.0, 147.5)"
07-01-2023 12:23:00.712667,"(26.0, 40.0, 39.81818181818182)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(41.0, 140.0, 107.0)","(2.25, 2.5, 2.4806060606060605)","(11.0, 15.5, 14.409090909090908)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.7, 5.586274509803921)","(7.5, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 170.0, 151.25)"
07-01-2023 12:23:01.980922,"(26.0, 40.0, 39.81818181818182)","(17.0, 19.5, 19.333333333333332)","(61.0, 95.0, 91.7741935483871)","(41.0, 140.0, 107.0)","(2.25, 2.5, 2.473246753246753)","(11.0, 15.5, 14.511363636363637)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.7, 5.6647058823529415)","(7.5, 9.8, 9.618181818181817)","(20.0, 26.0, 24.133333333333333)","(91.0, 170.0, 151.25)"
07-01-2023 12:23:03.256577,"(26.0, 40.0, 39.81818181818182)","(17.0, 18.5, 17.783333333333335)","(61.0, 95.0, 92.24137931034483)","(41.0, 140.0, 114.21052631578948)","(2.25, 2.52, 2.484)","(11.0, 15.5, 14.454545454545455)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.7, 5.641935483870968)","(7.5, 9.8, 9.618181818181817)","(20.0, 26.0, 24.153846153846153)","(91.0, 170.0, 125.71428571428571)"
07-01-2023 12:23:04.534163,"(26.0, 40.0, 39.81818181818182)","(17.0, 18.5, 17.783333333333335)","(61.0, 95.0, 92.24137931034483)","(41.0, 130.0, 103.0)","(2.25, 2.52, 2.4885714285714284)","(11.0, 15.5, 14.592105263157894)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.7, 5.725)","(7.5, 9.8, 9.618181818181817)","(20.0, 26.0, 24.153846153846153)","(91.0, 160.0, 140.0)"
07-01-2023 12:23:05.822571,"(26.0, 40.0, 39.81818181818182)","(17.0, 18.5, 17.71818181818182)","(61.0, 95.0, 91.7741935483871)","(41.0, 130.0, 98.0)","(2.25, 2.5, 2.4872)","(11.0, 15.5, 14.45)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.8, 5.722950819672131)","(7.5, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 160.0, 120.0)"
07-01-2023 12:23:07.097846,"(26.0, 40.0, 39.81818181818182)","(17.0, 18.0, 17.6)","(61.0, 95.0, 91.7741935483871)","(41.0, 130.0, 98.0)","(2.25, 2.5, 2.4872)","(11.0, 15.5, 14.45)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.9, 5.747058823529412)","(7.5, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 150.0, 115.0)"
07-01-2023 12:23:08.385833,"(26.0, 40.0, 39.81818181818182)","(17.0, 18.0, 17.404761904761905)","(61.0, 95.0, 91.7741935483871)","(41.0, 130.0, 94.0)","(2.25, 2.5, 2.4957894736842103)","(11.0, 15.5, 14.333333333333334)","(8.0, 10.5, 10.25438596491228)","(4.2, 5.9, 5.747058823529412)","(7.5, 9.8, 9.617241379310345)","(20.0, 26.0, 24.181818181818183)","(91.0, 150.0, 120.0)"
07-01-2023 12:23:09.636141,"(31.0, 40.0, 39.81818181818182)","(16.0, 17.5, 17.404761904761905)","(61.0, 95.0, 91.7741935483871)","(51.0, 130.0, 94.0)","(2.2, 2.5, 2.4957894736842103)","(12.0, 15.5, 14.333333333333334)","(8.0, 10.5, 10.25438596491228)","(4.4, 5.9, 5.815384615384616)","(8.0, 9.8, 9.617241379310345)","(20.0, 26.0, 24.181818181818183)","(91.0, 150.0, 121.33333333333333)"
07-01-2023 12:23:10.964438,"(31.0, 40.0, 39.81818181818182)","(16.0, 17.5, 17.375)","(61.0, 95.0, 91.7741935483871)","(51.0, 130.0, 94.0)","(2.2, 2.5, 2.484878048780488)","(12.0, 15.5, 14.333333333333334)","(8.0, 10.5, 10.25438596491228)","(4.4, 5.9, 5.866666666666667)","(8.0, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 140.0, 108.0)"
07-01-2023 12:23:12.266006,"(31.0, 40.0, 39.81818181818182)","(16.0, 17.0, 16.833333333333332)","(61.0, 95.0, 91.7741935483871)","(51.0, 130.0, 94.0)","(2.2, 2.5, 2.475813953488372)","(12.0, 15.5, 14.333333333333334)","(8.0, 10.5, 10.25438596491228)","(4.4, 5.9, 5.805263157894737)","(8.0, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 140.0, 107.5)"
07-01-2023 12:23:13.549867,"(31.0, 40.0, 39.81818181818182)","(16.0, 18.5, 17.04054054054054)","(61.0, 95.0, 91.7741935483871)","(51.0, 130.0, 94.0)","(2.2, 2.48, 2.472830188679245)","(12.0, 15.5, 14.333333333333334)","(8.0, 10.5, 10.273584905660377)","(4.4, 6.0, 5.8304347826086955)","(8.0, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 130.0, 106.0)"
07-01-2023 12:23:14.825863,"(31.0, 40.0, 39.81818181818182)","(16.0, 18.5, 17.09090909090909)","(61.0, 95.0, 91.7741935483871)","(51.0, 130.0, 90.0)","(2.2, 2.48, 2.4698550724637682)","(12.0, 15.5, 14.666666666666666)","(8.0, 10.5, 10.273584905660377)","(4.4, 6.0, 5.956521739130435)","(8.0, 9.8, 9.617241379310345)","(20.0, 26.0, 24.133333333333333)","(91.0, 130.0, 100.83333333333333)"
07-01-2023 12:23:16.072799,"(31.0, 40.0, 37.10344827586207)","(16.0, 18.0, 17.842105263157894)","(61.0, 90.0, 88.75)","(51.0, 130.0, 103.75)","(2.2, 2.48, 2.4747368421052633)","(12.0, 15.0, 14.45)","(8.0, 10.5, 10.273584905660377)","(4.4, 6.0, 5.984615384615385)","(8.0, 9.8, 9.607692307692307)","(20.0, 26.0, 24.142857142857142)","(91.0, 110.0, 100.83333333333333)"
07-01-2023 12:23:17.406617,"(31.0, 40.0, 37.10344827586207)","(16.0, 18.5, 17.742424242424242)","(61.0, 90.0, 88.90625)","(51.0, 130.0, 103.75)","(2.2, 2.48, 2.4802469135802467)","(12.0, 15.0, 12.804347826086957)","(8.0, 10.5, 10.25)","(4.4, 6.0, 6.122891566265061)","(8.0, 9.8, 9.607692307692307)","(20.0, 25.0, 23.53488372093023)","(91.0, 110.0, 102.5)"
07-01-2023 12:23:18.656946,"(31.0, 40.0, 37.10344827586207)","(16.0, 18.5, 17.833333333333332)","(61.0, 90.0, 88.67647058823529)","(51.0, 130.0, 101.36363636363636)","(2.2, 2.5, 2.475)","(12.0, 13.0, 13.071428571428571)","(8.0, 10.5, 10.25)","(4.4, 6.2, 6.214814814814815)","(8.0, 9.8, 9.607272727272727)","(20.0, 25.0, 23.73913043478261)","(91.0, 110.0, 102.5)"
07-01-2023 12:23:19.930831,"(31.0, 40.0, 37.049180327868854)","(16.0, 18.5, 18.00769230769231)","(61.0, 90.0, 88.67647058823529)","(51.0, 130.0, 101.36363636363636)","(2.2, 2.5, 2.478378378378378)","(12.0, 13.5, 12.961538461538462)","(8.0, 10.5, 10.25)","(4.4, 6.4, 6.235164835164835)","(8.0, 9.8, 9.607272727272727)","(20.0, 24.0, 23.766666666666666)","(91.0, 110.0, 102.5)"
07-01-2023 12:23:21.265789,"(31.0, 40.0, 37.03225806451613)","(16.0, 18.0, 17.923076923076923)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 101.36363636363636)","(2.15, 2.5, 2.478378378378378)","(12.0, 13.5, 12.961538461538462)","(8.0, 10.5, 10.25)","(4.4, 6.4, 6.228571428571429)","(8.0, 9.8, 9.607272727272727)","(20.0, 24.0, 23.45)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:22.571191,"(31.0, 40.0, 37.03225806451613)","(16.0, 18.0, 17.93421052631579)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 100.83333333333333)","(2.15, 2.5, 2.488358208955224)","(12.0, 13.5, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.4, 6.4, 6.282926829268293)","(8.0, 9.8, 9.535)","(20.0, 24.0, 23.375)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:23.882416,"(31.0, 40.0, 37.03225806451613)","(16.0, 18.0, 17.93421052631579)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 101.36363636363636)","(2.15, 2.5, 2.4753846153846153)","(12.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.4, 6.4, 6.222222222222222)","(8.0, 9.8, 9.492753623188406)","(20.0, 24.0, 23.413793103448278)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:25.139050,"(31.0, 40.0, 37.03225806451613)","(16.0, 18.0, 18.0)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 107.5)","(2.15, 2.5, 2.4707142857142856)","(11.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.222222222222222)","(8.0, 9.8, 9.483116883116883)","(20.0, 24.0, 23.37142857142857)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:26.386730,"(31.0, 40.0, 37.03225806451613)","(16.0, 18.5, 18.0)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 107.5)","(2.15, 2.5, 2.4707142857142856)","(11.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.483116883116883)","(20.0, 24.0, 23.3125)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:27.618091,"(31.0, 40.0, 37.03225806451613)","(15.0, 18.5, 18.103174603174605)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 113.42105263157895)","(2.15, 2.5, 2.4707142857142856)","(11.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.483116883116883)","(19.0, 24.0, 23.3125)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:28.867924,"(31.0, 40.0, 37.25373134328358)","(15.0, 18.5, 18.103174603174605)","(61.0, 90.0, 88.47222222222223)","(51.0, 130.0, 113.42105263157895)","(2.15, 2.5, 2.4707142857142856)","(11.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.483116883116883)","(19.0, 24.0, 23.3125)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:30.154273,"(31.0, 40.0, 37.25373134328358)","(15.0, 18.5, 18.103174603174605)","(61.0, 90.0, 88.90625)","(51.0, 130.0, 116.875)","(2.15, 2.5, 2.4707142857142856)","(11.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.486486486486488)","(19.0, 24.0, 23.384615384615383)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:31.495715,"(31.0, 40.0, 37.333333333333336)","(15.0, 18.5, 18.045454545454547)","(61.0, 90.0, 88.90625)","(51.0, 130.0, 116.875)","(2.15, 2.5, 2.477837837837838)","(11.0, 13.0, 12.789473684210526)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.486486486486488)","(19.0, 24.0, 23.275862068965516)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:32.844065,"(31.0, 40.0, 37.333333333333336)","(15.0, 18.5, 18.045454545454547)","(61.0, 90.0, 88.57142857142857)","(51.0, 130.0, 114.25)","(2.15, 2.5, 2.4719444444444445)","(11.0, 13.0, 12.628571428571428)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.481012658227849)","(19.0, 24.0, 23.257142857142856)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:34.150111,"(31.0, 40.0, 37.25373134328358)","(15.0, 18.5, 18.045454545454547)","(61.0, 90.0, 88.75)","(51.0, 130.0, 114.25)","(2.15, 2.5, 2.4719444444444445)","(11.0, 13.0, 12.628571428571428)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.232558139534884)","(8.0, 9.8, 9.481012658227849)","(19.0, 24.0, 23.257142857142856)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:35.461613,"(31.0, 40.0, 37.25373134328358)","(15.0, 18.5, 18.045454545454547)","(61.0, 90.0, 88.75)","(51.0, 130.0, 114.25)","(2.15, 2.5, 2.4668965517241377)","(11.0, 13.0, 12.628571428571428)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.3042253521126765)","(8.0, 9.8, 9.539130434782608)","(19.0, 24.0, 23.5)","(91.0, 110.0, 102.0)"
07-01-2023 12:23:36.732587,"(31.0, 40.0, 37.15068493150685)","(15.0, 18.5, 18.045454545454547)","(61.0, 90.0, 89.54545454545455)","(51.0, 130.0, 114.25)","(2.15, 2.5, 2.4700584795321636)","(11.0, 13.0, 12.837837837837839)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.316535433070866)","(8.0, 9.6, 9.539130434782608)","(19.0, 24.0, 23.47826086956522)","(91.0, 110.0, 117.14285714285714)"
07-01-2023 12:23:38.102433,"(31.0, 40.0, 38.526315789473685)","(15.0, 17.5, 17.272727272727273)","(61.0, 90.0, 89.54545454545455)","(51.0, 130.0, 105.0)","(2.15, 2.5, 2.4700584795321636)","(11.0, 13.0, 12.86111111111111)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.316535433070866)","(8.0, 9.6, 9.539130434782608)","(19.0, 24.0, 23.5)","(81.0, 140.0, 109.0)"
07-01-2023 12:23:39.446691,"(31.0, 40.0, 38.526315789473685)","(15.0, 17.5, 17.408536585365855)","(61.0, 90.0, 89.46428571428571)","(51.0, 130.0, 105.0)","(2.15, 2.5, 2.470617283950617)","(11.0, 13.0, 12.632352941176471)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.4, 6.441025641025641)","(8.0, 9.6, 9.478048780487805)","(19.0, 24.0, 23.5)","(81.0, 130.0, 112.85714285714286)"
07-01-2023 12:23:40.764317,"(31.0, 40.0, 38.4)","(15.0, 19.0, 18.738636363636363)","(61.0, 90.0, 89.46428571428571)","(51.0, 130.0, 100.83333333333333)","(2.15, 2.48, 2.4735714285714288)","(11.0, 13.0, 12.537037037037036)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.6, 6.5)","(8.0, 9.6, 9.323076923076922)","(19.0, 24.0, 22.75)","(81.0, 130.0, 110.0)"
07-01-2023 12:23:42.217415,"(31.0, 40.0, 38.625)","(15.0, 19.0, 18.64814814814815)","(61.0, 90.0, 89.8076923076923)","(51.0, 130.0, 100.83333333333333)","(2.15, 2.5, 2.4905882352941178)","(11.0, 13.0, 12.537037037037036)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.6, 6.5)","(8.0, 9.6, 9.292307692307691)","(19.0, 23.0, 22.6875)","(81.0, 120.0, 108.57142857142857)"
07-01-2023 12:23:43.513656,"(31.0, 40.0, 38.526315789473685)","(15.0, 19.0, 18.547619047619047)","(61.0, 90.0, 89.8076923076923)","(51.0, 130.0, 100.83333333333333)","(2.15, 2.5, 2.456)","(11.0, 13.0, 12.547619047619047)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.6, 6.536842105263158)","(8.0, 9.6, 9.333333333333332)","(19.0, 23.0, 22.6875)","(81.0, 120.0, 108.57142857142857)"
07-01-2023 12:23:44.852610,"(31.0, 40.0, 38.70967741935484)","(15.0, 19.0, 18.555555555555557)","(61.0, 95.0, 93.33333333333333)","(51.0, 130.0, 105.0)","(2.15, 2.46, 2.4755555555555557)","(11.0, 13.0, 12.566666666666666)","(8.0, 10.5, 10.235294117647058)","(4.6, 6.6, 6.536842105263158)","(8.0, 9.6, 9.333333333333332)","(19.0, 23.0, 22.666666666666668)","(81.0, 120.0, 108.57142857142857)"
