,Betterthankkylie,Flirts Diva,Our Aunty Ash,Rippin Good Feelin,Brie,Gemmas Express,Mac Stubborn,Blissfull Donna,Faiselle
10-01-2023 17:30:37.308612,"(9.0, 21.0, 15.615384615384615)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.65, 1.6199999999999999)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 60.0, 50.5)","(8.0, 14.5, 13.333333333333334)","(4.8, 10.0, 7.857142857142857)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:38.473480,"(9.0, 21.0, 15.615384615384615)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.65, 1.575)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 60.0, 50.5)","(8.0, 14.5, 13.625)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:39.696781,"(9.0, 21.0, 15.615384615384615)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.65, 1.56)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 170.0)","(21.0, 60.0, 50.285714285714285)","(8.0, 14.5, 13.0)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:40.894268,"(9.0, 21.0, 15.615384615384615)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.65, 1.56)","(71.0, 200.0, 177.27272727272725)","(101.0, 230.0, 164.0)","(21.0, 55.0, 43.0)","(8.0, 14.5, 13.25)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:42.077153,"(9.0, 21.0, 15.615384615384615)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.65, 1.5371739130434783)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.5)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:43.270702,"(9.0, 21.0, 15.615384615384615)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.64, 1.536734693877551)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:44.479665,"(9.0, 21.0, 16.88235294117647)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.64, 1.536734693877551)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:45.680388,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:46.924708,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:48.194334,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:49.425189,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:50.570106,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 158.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 164.28571428571428)"
10-01-2023 17:30:51.850378,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 210.0, 158.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:30:53.082972,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 210.0, 152.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:30:54.246864,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:30:55.445994,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 51.07692307692307)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:30:56.734759,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 85.0, 50.90909090909091)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:30:57.903841,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 75.0, 58.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:30:59.030222,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 70.0, 58.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:00.188873,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.59)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 70.0, 54.57142857142857)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:01.430521,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 60.0, 46.75)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:02.656541,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 43.0)","(8.0, 15.0, 12.9)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:03.825760,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 13.95)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:04.977770,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 13.95)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:06.254032,"(9.0, 21.0, 17.76923076923077)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.0)","(8.0, 15.0, 15.5)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:07.411826,"(9.0, 20.0, 16.470588235294116)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.0)","(8.0, 18.5, 13.357142857142858)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:08.656179,"(9.0, 20.0, 16.470588235294116)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.77777777777778)","(8.0, 18.0, 13.833333333333334)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:09.955491,"(9.0, 19.5, 18.4)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.77777777777778)","(8.0, 17.5, 13.0)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:11.279837,"(9.0, 19.5, 17.384615384615383)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.77777777777778)","(8.0, 17.0, 12.625)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:12.535162,"(9.0, 19.5, 17.384615384615383)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 50.0, 43.77777777777778)","(8.0, 17.0, 12.5)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:13.685975,"(9.0, 19.5, 17.384615384615383)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 146.0)","(21.0, 50.0, 43.77777777777778)","(8.0, 16.5, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:15.113626,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 190.0, 146.0)","(21.0, 50.0, 68.375)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:16.804864,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 190.0, 140.0)","(21.0, 75.0, 55.6)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:18.248009,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 70.0, 55.6)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:19.663435,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 70.0, 55.44444444444444)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:21.104751,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5983333333333334)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 170.0)","(21.0, 65.0, 55.44444444444444)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:22.411935,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5471428571428572)","(71.0, 200.0, 177.27272727272725)","(101.0, 230.0, 164.0)","(21.0, 65.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:23.652921,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5471428571428572)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 60.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:24.821343,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5471428571428572)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 60.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:26.003971,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5471428571428572)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 158.0)","(21.0, 60.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:27.228245,"(9.0, 18.5, 17.6)","(17.0, 48.0, 41.44444444444444)","(1.4, 1.61, 1.5471428571428572)","(71.0, 200.0, 177.27272727272725)","(101.0, 210.0, 152.0)","(21.0, 60.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 177.27272727272725)"
10-01-2023 17:31:28.687901,"(9.0, 18.5, 17.6)","(17.0, 48.0, 38.33333333333333)","(1.4, 1.61, 1.5471428571428572)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 60.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:29.873927,"(9.0, 18.5, 17.6)","(17.0, 48.0, 38.33333333333333)","(1.4, 1.61, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 60.0, 51.55555555555556)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:31.026111,"(9.0, 18.5, 16.0)","(17.0, 48.0, 38.33333333333333)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 60.0, 47.666666666666664)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 8.928571428571429)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:32.197557,"(9.0, 18.0, 15.777777777777779)","(17.0, 48.0, 38.33333333333333)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.666666666666664)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:33.522767,"(9.0, 18.0, 15.777777777777779)","(17.0, 48.0, 38.33333333333333)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.666666666666664)","(8.0, 16.0, 12.666666666666666)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:34.734300,"(9.0, 18.0, 15.777777777777779)","(17.0, 48.0, 41.55555555555556)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 39.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:35.903315,"(9.0, 18.0, 15.5)","(17.0, 48.0, 41.55555555555556)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 39.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:37.107505,"(9.0, 18.0, 15.5)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 39.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:38.345407,"(9.0, 18.0, 15.5)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.5733333333333335)","(71.0, 200.0, 177.27272727272725)","(101.0, 190.0, 146.0)","(21.0, 55.0, 39.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:39.568034,"(9.0, 18.0, 15.5)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 190.0, 140.0)","(21.0, 55.0, 39.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:40.815049,"(9.0, 18.0, 15.5)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 55.0, 47.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:42.068202,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 55.0, 47.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:43.207380,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 140.0)","(21.0, 55.0, 47.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:44.340247,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 180.0, 192.5)","(21.0, 55.0, 47.0)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:45.487838,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 36.6)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 230.0, 164.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:46.658847,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:47.841336,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 164.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:49.025243,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 220.0, 158.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:50.104346,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 210.0, 158.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:51.330171,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.565)","(71.0, 200.0, 177.27272727272725)","(101.0, 210.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 160.0)"
10-01-2023 17:31:52.863872,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.55875)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:31:54.071104,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.55875)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:31:55.185868,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.55875)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:31:56.393216,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.55875)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:31:57.567838,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.5486666666666666)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:31:58.739679,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.6, 1.5332432432432432)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:31:59.901985,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.59, 1.5481818181818183)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:32:01.034725,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.58, 1.5481818181818183)","(71.0, 200.0, 177.27272727272725)","(101.0, 200.0, 152.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:32:02.174883,"(9.0, 18.0, 16.055555555555557)","(17.0, 48.0, 38.5)","(1.4, 1.56, 1.554)","(71.0, 200.0, 177.27272727272725)","(101.0, 190.0, 179.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 16.0, 14.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:32:03.342124,"(9.0, 17.5, 17.166666666666668)","(17.0, 48.0, 38.5)","(1.4, 1.56, 1.554)","(71.0, 200.0, 179.16666666666666)","(101.0, 180.0, 170.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 19.5, 18.25)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:32:04.452876,"(9.0, 17.5, 17.166666666666668)","(17.0, 48.0, 38.5)","(1.4, 1.56, 1.5525)","(71.0, 200.0, 179.16666666666666)","(101.0, 180.0, 170.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 19.0, 17.0)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:32:05.624581,"(9.0, 17.5, 17.166666666666668)","(17.0, 48.0, 38.5)","(1.4, 1.56, 1.5525)","(71.0, 200.0, 179.16666666666666)","(101.0, 180.0, 170.0)","(21.0, 55.0, 47.888888888888886)","(8.0, 18.0, 15.928571428571429)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 177.0)"
10-01-2023 17:32:06.828831,"(9.0, 17.5, 17.166666666666668)","(17.0, 48.0, 38.5)","(1.4, 1.56, 1.5525)","(71.0, 200.0, 179.16666666666666)","(101.0, 180.0, 170.0)","(21.0, 55.0, 39.5)","(8.0, 17.5, 15.071428571428571)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 179.0909090909091)"
10-01-2023 17:32:08.040426,"(9.0, 17.5, 17.166666666666668)","(17.0, 48.0, 34.0)","(1.4, 1.56, 1.5525)","(71.0, 200.0, 179.16666666666666)","(101.0, 180.0, 222.5)","(21.0, 55.0, 47.25)","(8.0, 17.0, 15.3)","(4.8, 10.0, 9.454545454545453)","(81.0, 200.0, 179.0909090909091)"
