,Bakersfield,Chihuly,Dictionary,Downtown Man,Lallegro,Lonergy,Nakedness,The Rooster,Hibernia Queen
08-01-2023 13:12:55.318972,"(8.5, 11.5, 11.228813559322035)","(4.2, 4.8, 4.758951965065502)","(5.5, 6.4, 6.28)","(101.0, 440.0, 447.5)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 19.863636363636363)","(4.8, 5.8, 5.697674418604651)","(3.5, 4.2, 4.1421052631578945)","(17.0, 24.0, 23.419354838709676)"
08-01-2023 13:12:56.611890,"(8.5, 11.5, 11.261194029850746)","(4.2, 4.8, 4.758951965065502)","(5.5, 6.4, 6.28)","(101.0, 530.0, 423.33333333333337)","(21.0, 34.0, 33.1219512195122)","(15.0, 20.0, 19.75)","(4.8, 5.8, 5.703825136612021)","(3.5, 4.2, 4.1421052631578945)","(17.0, 24.0, 23.419354838709676)"
08-01-2023 13:12:57.953391,"(8.5, 11.5, 11.261194029850746)","(4.2, 4.8, 4.758951965065502)","(5.5, 6.4, 6.28)","(101.0, 530.0, 423.33333333333337)","(21.0, 34.0, 33.21052631578947)","(15.0, 20.0, 19.75)","(4.8, 5.8, 5.698265895953757)","(3.6, 4.2, 4.1421052631578945)","(17.0, 24.0, 23.419354838709676)"
08-01-2023 13:12:59.258244,"(8.5, 11.5, 11.330645161290322)","(4.2, 4.8, 4.758951965065502)","(5.5, 6.4, 6.28)","(101.0, 530.0, 423.33333333333337)","(21.0, 34.0, 33.21052631578947)","(15.0, 20.0, 19.77777777777778)","(4.8, 5.8, 5.745882352941177)","(3.6, 4.2, 4.062462462462462)","(17.0, 24.0, 23.307692307692307)"
08-01-2023 13:13:00.541785,"(8.5, 12.0, 11.568)","(4.2, 4.8, 4.7623999999999995)","(5.5, 6.4, 6.327683615819209)","(101.0, 530.0, 423.33333333333337)","(21.0, 34.0, 33.1219512195122)","(15.0, 20.0, 20.076923076923077)","(4.8, 5.8, 5.758333333333333)","(3.6, 4.1, 4.065930599369085)","(17.0, 24.0, 23.608695652173914)"
08-01-2023 13:13:01.810920,"(8.5, 12.0, 11.568)","(4.2, 4.8, 4.7623999999999995)","(5.5, 6.4, 6.327683615819209)","(101.0, 530.0, 423.33333333333337)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 20.076923076923077)","(4.8, 5.8, 5.758333333333333)","(3.6, 4.1, 4.068078175895765)","(17.0, 24.0, 23.571428571428573)"
08-01-2023 13:13:03.073063,"(8.5, 12.0, 11.816666666666666)","(4.2, 4.8, 4.758426966292134)","(5.5, 6.4, 6.318947368421053)","(101.0, 530.0, 447.5)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 20.076923076923077)","(4.8, 5.8, 5.758333333333333)","(3.6, 4.1, 4.062108262108262)","(17.0, 24.0, 23.571428571428573)"
08-01-2023 13:13:04.316683,"(8.5, 12.5, 11.98936170212766)","(4.2, 4.8, 4.758426966292134)","(5.5, 6.4, 6.318947368421053)","(101.0, 530.0, 447.5)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 20.076923076923077)","(4.8, 5.8, 5.758333333333333)","(3.6, 4.1, 4.062108262108262)","(17.0, 24.0, 23.571428571428573)"
08-01-2023 13:13:05.491391,"(8.5, 12.5, 11.950980392156863)","(4.2, 4.8, 4.758426966292134)","(5.5, 6.4, 6.318947368421053)","(101.0, 530.0, 464.0)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 20.076923076923077)","(4.8, 5.8, 5.758333333333333)","(3.6, 4.1, 4.062108262108262)","(17.0, 24.0, 23.571428571428573)"
08-01-2023 13:13:06.676766,"(8.5, 12.5, 11.895522388059701)","(4.2, 4.8, 4.763673469387755)","(5.5, 6.4, 6.318947368421053)","(101.0, 530.0, 464.0)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 20.076923076923077)","(4.8, 5.8, 5.75)","(3.5, 4.1, 4.056764705882353)","(17.0, 24.0, 23.571428571428573)"
08-01-2023 13:13:07.917244,"(8.5, 12.5, 11.884057971014492)","(4.2, 4.8, 4.763673469387755)","(5.5, 6.4, 6.3276995305164325)","(101.0, 530.0, 464.0)","(21.0, 34.0, 33.2)","(15.0, 21.0, 20.294117647058822)","(4.8, 5.8, 5.617840375586854)","(3.5, 4.1, 4.05920245398773)","(17.0, 24.0, 23.727272727272727)"
08-01-2023 13:13:09.136175,"(8.5, 12.5, 11.969026548672566)","(4.2, 4.9, 4.823420074349443)","(5.5, 6.4, 6.3276995305164325)","(101.0, 530.0, 464.0)","(21.0, 34.0, 33.1219512195122)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.600444444444444)","(3.5, 4.1, 4.067719298245613)","(17.0, 24.0, 24.058823529411764)"
08-01-2023 13:13:10.394119,"(8.5, 12.5, 11.969026548672566)","(4.2, 4.9, 4.80703125)","(5.5, 6.4, 6.298013245033113)","(101.0, 530.0, 464.0)","(21.0, 34.0, 33.21052631578947)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.625827814569536)","(3.5, 4.1, 4.067719298245613)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:11.635643,"(9.0, 12.5, 11.969026548672566)","(4.2, 4.9, 4.83)","(5.5, 6.4, 6.298013245033113)","(101.0, 530.0, 464.0)","(21.0, 34.0, 33.21052631578947)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.625827814569536)","(3.5, 4.1, 4.073648648648648)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:12.906680,"(9.0, 12.5, 11.969026548672566)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 530.0, 446.66666666666663)","(21.0, 34.0, 33.17948717948718)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.625827814569536)","(3.5, 4.1, 4.063009404388715)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:14.230824,"(9.0, 12.0, 11.818627450980392)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 570.0, 260.0)","(21.0, 34.0, 33.148936170212764)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.619424460431654)","(3.5, 4.1, 4.063009404388715)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:15.450843,"(9.0, 12.0, 11.818627450980392)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 280.0, 260.0)","(21.0, 34.0, 33.148936170212764)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.607070707070707)","(3.5, 4.1, 4.062420382165605)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:16.703725,"(9.0, 12.0, 11.818627450980392)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 280.0, 260.0)","(26.0, 34.0, 33.148936170212764)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.609150326797385)","(3.5, 4.1, 4.062420382165605)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:17.903237,"(9.0, 12.0, 11.830275229357799)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 280.0, 260.0)","(26.0, 34.0, 33.148936170212764)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.622346368715084)","(3.5, 4.1, 4.0584507042253515)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:19.136916,"(9.0, 12.0, 11.822115384615385)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 280.0, 260.0)","(26.0, 34.0, 33.148936170212764)","(15.0, 21.0, 20.363636363636363)","(4.8, 5.7, 5.622346368715084)","(3.5, 4.1, 4.057564575645756)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:20.414383,"(9.0, 12.0, 11.822115384615385)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 280.0, 252.5)","(26.0, 34.0, 32.91891891891892)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.622346368715084)","(3.5, 4.1, 4.060431654676258)","(17.0, 25.0, 24.058823529411764)"
08-01-2023 13:13:21.805734,"(9.0, 12.0, 11.822115384615385)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.04761904761905)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.609150326797385)","(3.5, 4.1, 4.060431654676258)","(17.0, 25.0, 24.2)"
08-01-2023 13:13:23.120655,"(9.0, 12.0, 11.822115384615385)","(4.2, 4.9, 4.843867924528302)","(5.5, 6.4, 6.298013245033113)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.111111111111114)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.616766467065868)","(3.5, 4.1, 4.058333333333334)","(17.0, 25.0, 24.2)"
08-01-2023 13:13:24.238655,"(9.0, 12.0, 11.822115384615385)","(4.2, 4.9, 4.851821862348178)","(5.5, 6.4, 6.298013245033113)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.111111111111114)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.616766467065868)","(3.5, 4.1, 4.058333333333334)","(17.0, 25.0, 24.2)"
08-01-2023 13:13:25.427818,"(9.0, 12.0, 11.822115384615385)","(4.2, 4.9, 4.8)","(5.5, 6.4, 6.30375)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.21951219512195)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.627222222222222)","(3.5, 4.1, 4.0680161943319835)","(17.0, 25.0, 24.2)"
08-01-2023 13:13:26.587910,"(9.0, 12.0, 11.74074074074074)","(4.2, 4.8, 4.773648648648648)","(5.5, 6.4, 6.30375)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.21951219512195)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.6)","(3.5, 4.1, 4.066260162601626)","(17.0, 25.0, 24.2)"
08-01-2023 13:13:27.813426,"(9.0, 12.0, 11.78125)","(4.2, 4.8, 4.773648648648648)","(5.5, 6.4, 6.301282051282051)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 21.0, 20.533333333333335)","(4.8, 5.7, 5.55221238938053)","(3.5, 4.1, 4.0704918032786885)","(17.0, 25.0, 23.8)"
08-01-2023 13:13:29.065531,"(9.0, 12.0, 11.689320388349515)","(4.2, 5.0, 4.948262548262548)","(5.5, 6.4, 6.24)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 21.0, 20.8)","(4.8, 5.6, 5.557142857142857)","(3.5, 4.1, 3.9741379310344827)","(17.0, 24.0, 24.2)"
08-01-2023 13:13:30.380998,"(9.0, 12.0, 11.728813559322035)","(4.2, 5.0, 5.027067669172932)","(5.5, 6.4, 6.24)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 22.0, 20.8)","(4.8, 5.6, 5.477639751552795)","(3.5, 4.0, 3.9563084112149536)","(17.0, 25.0, 24.2)"
08-01-2023 13:13:31.754527,"(9.0, 12.0, 11.732758620689655)","(4.2, 5.1, 5.031304347826087)","(5.5, 6.4, 6.24)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 22.0, 20.842105263157894)","(4.8, 5.5, 5.46890756302521)","(3.5, 4.0, 3.958628318584071)","(17.0, 25.0, 24.238095238095237)"
08-01-2023 13:13:33.205988,"(9.0, 12.0, 11.732758620689655)","(4.2, 5.1, 5.031304347826087)","(5.5, 6.4, 6.24)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 22.0, 20.842105263157894)","(4.8, 5.5, 5.46890756302521)","(3.5, 4.0, 3.956712962962963)","(17.0, 25.0, 24.384615384615383)"
08-01-2023 13:13:34.427585,"(9.0, 12.0, 11.732758620689655)","(4.2, 5.1, 4.969491525423729)","(5.5, 6.4, 6.300591715976331)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 22.0, 21.435897435897434)","(4.8, 5.5, 5.46864406779661)","(3.5, 4.0, 3.960337552742616)","(17.0, 25.0, 24.384615384615383)"
08-01-2023 13:13:36.081205,"(9.0, 12.0, 11.73728813559322)","(4.2, 5.0, 4.973684210526316)","(5.5, 6.4, 6.302325581395349)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.13636363636363)","(15.0, 22.0, 21.5)","(4.8, 5.5, 5.477142857142857)","(3.5, 4.0, 3.9608333333333334)","(17.0, 24.0, 23.428571428571427)"
08-01-2023 13:13:37.263778,"(9.0, 12.0, 11.73728813559322)","(4.2, 5.0, 4.9600858369098715)","(5.5, 6.4, 6.3213793103448275)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.30434782608695)","(15.0, 22.0, 21.53846153846154)","(4.8, 5.5, 5.477669902912622)","(3.5, 4.0, 3.9444776119402984)","(17.0, 24.0, 23.35135135135135)"
08-01-2023 13:13:38.547675,"(9.0, 12.0, 11.832)","(4.2, 5.1, 5.033093525179856)","(5.5, 6.4, 6.321799307958478)","(101.0, 270.0, 252.5)","(26.0, 34.0, 33.30434782608695)","(15.0, 22.0, 21.53846153846154)","(4.8, 5.5, 5.485064935064935)","(3.5, 3.95, 3.9483766233766238)","(17.0, 24.0, 23.35135135135135)"
08-01-2023 13:13:39.988041,"(9.0, 11.5, 11.407051282051283)","(4.2, 5.1, 5.02051282051282)","(5.5, 6.6, 6.329479768786127)","(101.0, 270.0, 240.0)","(26.0, 34.0, 33.38461538461539)","(15.0, 22.0, 21.73913043478261)","(4.8, 5.5, 5.519548872180451)","(3.5, 3.95, 3.9664750957854404)","(17.0, 24.0, 23.47826086956522)"
08-01-2023 13:13:41.360508,"(9.0, 11.5, 11.407051282051283)","(4.2, 5.1, 5.02051282051282)","(5.5, 6.4, 6.329479768786127)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.30909090909091)","(15.0, 22.0, 21.73913043478261)","(4.8, 5.6, 5.515358361774744)","(3.5, 4.0, 3.9863861386138613)","(17.0, 24.0, 23.47826086956522)"
08-01-2023 13:13:42.496954,"(9.0, 11.5, 11.407051282051283)","(4.2, 5.1, 5.017699115044247)","(5.5, 6.4, 6.329479768786127)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.30909090909091)","(15.0, 22.0, 21.73913043478261)","(4.8, 5.6, 5.515358361774744)","(3.5, 4.0, 3.9907738095238097)","(17.0, 24.0, 23.488888888888887)"
08-01-2023 13:13:43.624911,"(9.0, 11.5, 11.404458598726114)","(4.2, 5.1, 5.023770491803279)","(5.5, 6.4, 6.329479768786127)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.24)","(15.0, 22.0, 21.818181818181817)","(4.8, 5.6, 5.515358361774744)","(3.5, 4.0, 3.9907738095238097)","(17.0, 24.0, 23.488888888888887)"
08-01-2023 13:13:44.797828,"(9.0, 11.5, 11.404458598726114)","(4.2, 5.1, 5.023770491803279)","(5.5, 6.4, 6.329479768786127)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.24)","(15.0, 22.0, 21.90909090909091)","(4.8, 5.6, 5.512666666666667)","(3.5, 4.0, 3.9917431192660553)","(17.0, 24.0, 24.529411764705884)"
08-01-2023 13:13:45.994992,"(9.0, 12.0, 11.622047244094489)","(4.2, 5.1, 5.051639344262295)","(5.5, 6.2, 6.245130641330166)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.24)","(15.0, 22.0, 21.92)","(4.8, 5.6, 5.48941798941799)","(3.5, 4.0, 3.9875)","(17.0, 25.0, 24.529411764705884)"
08-01-2023 13:13:47.182551,"(9.0, 12.0, 11.622047244094489)","(4.2, 5.1, 5.051639344262295)","(5.5, 6.4, 6.245130641330166)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.291666666666664)","(15.0, 22.0, 21.92)","(4.8, 5.5, 5.48941798941799)","(3.5, 4.0, 3.9654462242562927)","(17.0, 25.0, 24.529411764705884)"
08-01-2023 13:13:48.352625,"(9.0, 12.0, 11.622047244094489)","(4.2, 5.1, 5.03695652173913)","(5.5, 6.4, 6.245130641330166)","(101.0, 270.0, 256.0)","(26.0, 34.0, 33.291666666666664)","(15.0, 22.0, 21.92)","(4.8, 5.5, 5.48941798941799)","(3.5, 4.0, 3.944039735099338)","(17.0, 25.0, 24.529411764705884)"
08-01-2023 13:13:49.539626,"(9.0, 12.0, 11.651960784313726)","(4.2, 5.1, 5.055725190839694)","(5.5, 6.4, 6.245130641330166)","(101.0, 270.0, 258.3333333333333)","(26.0, 34.0, 32.08695652173913)","(15.0, 22.0, 21.823529411764707)","(4.8, 5.5, 5.481308411214953)","(3.5, 3.95, 3.9445121951219515)","(17.0, 25.0, 24.61904761904762)"
08-01-2023 13:13:50.717090,"(9.0, 12.0, 11.68018018018018)","(4.2, 5.1, 5.079661016949152)","(5.5, 6.4, 6.251480637813212)","(101.0, 270.0, 258.3333333333333)","(26.0, 34.0, 32.08695652173913)","(15.0, 22.0, 21.823529411764707)","(4.8, 5.5, 5.495081967213115)","(3.5, 3.95, 3.942080745341615)","(17.0, 25.0, 24.61904761904762)"
08-01-2023 13:13:51.901369,"(9.0, 12.0, 11.587209302325581)","(4.2, 5.1, 5.080327868852459)","(5.5, 6.4, 6.246428571428572)","(101.0, 270.0, 258.3333333333333)","(26.0, 34.0, 32.1)","(15.0, 22.0, 21.666666666666668)","(4.8, 5.5, 5.495081967213115)","(3.5, 3.95, 3.948741007194245)","(17.0, 25.0, 24.61904761904762)"
08-01-2023 13:13:53.107100,"(9.0, 12.0, 11.587209302325581)","(4.2, 5.1, 5.080327868852459)","(5.5, 6.4, 6.246428571428572)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.1)","(15.0, 22.0, 21.625)","(4.8, 5.5, 5.478770949720671)","(3.5, 3.95, 3.947692307692308)","(17.0, 25.0, 24.52)"
08-01-2023 13:13:54.302136,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.08)","(5.5, 6.4, 6.246428571428572)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.625)","(4.8, 5.5, 5.479120879120879)","(3.5, 3.95, 3.9600896860986547)","(17.0, 26.0, 24.49056603773585)"
08-01-2023 13:13:55.488954,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.0718446601941745)","(5.5, 6.4, 6.229015544041451)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.38888888888889)","(4.8, 5.5, 5.479120879120879)","(3.5, 4.0, 3.9646000000000003)","(17.0, 26.0, 24.49056603773585)"
08-01-2023 13:13:56.693000,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.0718446601941745)","(5.5, 6.4, 6.224468085106383)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.38888888888889)","(4.8, 5.5, 5.479120879120879)","(3.5, 4.0, 3.9646000000000003)","(17.0, 26.0, 24.49056603773585)"
08-01-2023 13:13:57.879382,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.076237623762376)","(5.5, 6.4, 6.2594339622641515)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.266666666666666)","(4.8, 5.5, 5.478688524590164)","(3.5, 4.0, 3.9661504424778764)","(17.0, 26.0, 24.49056603773585)"
08-01-2023 13:13:59.012025,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.076237623762376)","(5.5, 6.4, 6.2620689655172415)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.272727272727273)","(4.8, 5.5, 5.478688524590164)","(3.5, 4.0, 3.9348011363636366)","(17.0, 26.0, 24.49056603773585)"
08-01-2023 13:14:00.139089,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.076237623762376)","(5.5, 6.4, 6.2620689655172415)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.4)","(4.8, 5.5, 5.500757575757576)","(3.5, 3.95, 3.926479750778816)","(17.0, 26.0, 24.541666666666668)"
08-01-2023 13:14:01.226942,"(9.0, 12.0, 11.573033707865168)","(4.2, 5.1, 5.076237623762376)","(5.5, 6.4, 6.281308411214954)","(101.0, 270.0, 256.0)","(26.0, 34.0, 32.08)","(15.0, 22.0, 21.4)","(4.8, 5.6, 5.498333333333333)","(3.5, 3.95, 3.92640625)","(17.0, 26.0, 24.851063829787233)"
08-01-2023 13:14:02.315185,"(9.0, 12.0, 11.570652173913043)","(4.2, 5.1, 5.077570093457943)","(5.5, 6.4, 6.281308411214954)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.08695652173913)","(15.0, 22.0, 21.444444444444443)","(4.8, 5.6, 5.486923076923077)","(3.5, 3.95, 3.925)","(17.0, 26.0, 24.897959183673468)"
08-01-2023 13:14:03.544938,"(9.0, 12.0, 11.540229885057471)","(4.2, 5.1, 5.078761061946903)","(5.5, 6.4, 6.280349344978166)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.733333333333334)","(15.0, 22.0, 21.5)","(4.8, 5.5, 5.503196347031963)","(3.5, 3.95, 3.8852112676056336)","(17.0, 26.0, 25.0)"
08-01-2023 13:14:04.827809,"(9.0, 12.0, 11.540697674418604)","(4.2, 5.1, 5.083969465648854)","(5.5, 6.4, 6.281896551724138)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.827586206896555)","(15.0, 22.0, 22.25)","(4.8, 5.6, 5.5237410071942445)","(3.5, 3.9, 3.8456375838926173)","(17.0, 26.0, 25.148936170212767)"
08-01-2023 13:14:06.052677,"(9.0, 12.0, 11.551136363636363)","(4.2, 5.1, 5.075342465753424)","(5.5, 6.4, 6.281896551724138)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.827586206896555)","(15.0, 23.0, 21.954545454545453)","(4.8, 5.6, 5.524683544303797)","(3.5, 3.85, 3.834201077199282)","(17.0, 26.0, 25.148936170212767)"
08-01-2023 13:14:07.257068,"(9.0, 12.0, 11.547368421052632)","(4.2, 5.1, 5.067261904761905)","(5.5, 6.4, 6.281896551724138)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.827586206896555)","(15.0, 23.0, 21.933333333333334)","(4.8, 5.6, 5.52484076433121)","(3.5, 3.85, 3.8419540229885056)","(17.0, 26.0, 25.53846153846154)"
08-01-2023 13:14:08.452738,"(9.0, 12.0, 11.547368421052632)","(4.2, 5.1, 5.067261904761905)","(5.5, 6.4, 6.281896551724138)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.6)","(15.0, 23.0, 22.047619047619047)","(4.8, 5.6, 5.52625)","(3.5, 3.85, 3.841504854368932)","(17.0, 26.0, 25.571428571428573)"
08-01-2023 13:14:09.652174,"(9.0, 12.0, 11.547368421052632)","(4.2, 5.1, 5.092617449664429)","(5.5, 6.4, 6.283898305084746)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.6)","(15.0, 23.0, 22.17241379310345)","(4.8, 5.6, 5.52625)","(3.5, 3.85, 3.8719072164948454)","(17.0, 26.0, 25.571428571428573)"
08-01-2023 13:14:10.848233,"(9.0, 12.0, 11.521978021978022)","(4.2, 5.1, 5.092617449664429)","(5.5, 6.4, 6.283898305084746)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.6)","(15.0, 23.0, 22.17241379310345)","(4.8, 5.6, 5.52625)","(3.5, 3.9, 3.84765625)","(17.0, 26.0, 25.571428571428573)"
08-01-2023 13:14:11.976927,"(9.0, 12.0, 11.521978021978022)","(4.2, 5.1, 5.092617449664429)","(5.5, 6.4, 6.279518072289157)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.833333333333336)","(17.0, 23.0, 22.333333333333332)","(4.8, 5.6, 5.534)","(3.5, 3.85, 3.8688940092165898)","(17.0, 26.0, 25.38095238095238)"
08-01-2023 13:14:13.177837,"(9.0, 11.5, 11.4060773480663)","(4.2, 5.1, 5.057865168539325)","(5.5, 6.4, 6.279518072289157)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.85245901639344)","(17.0, 23.0, 22.50943396226415)","(4.8, 5.6, 5.533668341708543)","(3.5, 3.9, 3.8712435233160623)","(17.0, 26.0, 25.38095238095238)"
08-01-2023 13:14:14.410116,"(9.0, 11.5, 11.385294117647058)","(4.2, 5.1, 5.030327868852459)","(5.5, 6.4, 6.289138576779027)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.85245901639344)","(17.0, 23.0, 22.54)","(4.8, 5.6, 5.533668341708543)","(3.5, 3.9, 3.8688073394495412)","(17.0, 26.0, 25.38095238095238)"
08-01-2023 13:14:15.621438,"(9.0, 11.5, 11.385294117647058)","(4.2, 5.0, 4.985663082437276)","(5.5, 6.4, 6.289138576779027)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.61538461538461)","(16.0, 23.0, 22.386363636363637)","(4.8, 5.6, 5.546820809248555)","(3.5, 3.9, 3.8688073394495412)","(19.0, 26.0, 25.38095238095238)"
08-01-2023 13:14:16.928509,"(9.0, 11.5, 11.385294117647058)","(4.2, 5.1, 5.03003300330033)","(5.5, 6.4, 6.284166666666667)","(101.0, 270.0, 256.0)","(21.0, 34.0, 32.714285714285715)","(16.0, 23.0, 22.386363636363637)","(4.8, 5.6, 5.546820809248555)","(3.5, 3.9, 3.873699421965318)","(19.0, 26.0, 25.38095238095238)"
08-01-2023 13:14:18.222570,"(9.0, 11.5, 11.391061452513966)","(4.2, 5.1, 4.963556851311954)","(5.5, 6.4, 6.172318339100346)","(101.0, 270.0, 250.0)","(21.0, 34.0, 32.779661016949156)","(16.0, 23.0, 22.4375)","(4.8, 5.6, 5.546511627906977)","(3.5, 3.9, 3.952761627906977)","(19.0, 26.0, 25.46511627906977)"
08-01-2023 13:14:19.497984,"(9.0, 11.5, 11.391061452513966)","(4.2, 5.0, 4.97)","(5.5, 6.2, 6.171134020618557)","(101.0, 270.0, 250.0)","(21.0, 34.0, 32.76923076923077)","(16.0, 23.0, 22.814814814814813)","(4.8, 5.6, 5.543668122270742)","(3.5, 4.0, 3.9517804154302674)","(19.0, 26.0, 25.76923076923077)"
08-01-2023 13:14:20.700679,"(9.0, 11.5, 11.434782608695652)","(4.2, 5.0, 4.97)","(5.5, 6.2, 6.170731707317073)","(101.0, 270.0, 261.25)","(21.0, 34.0, 32.64150943396226)","(16.0, 23.0, 22.565217391304348)","(4.8, 5.6, 5.466)","(3.5, 4.0, 3.9556910569105694)","(19.0, 26.0, 25.807692307692307)"
08-01-2023 13:14:21.833090,"(9.0, 12.0, 11.595238095238095)","(4.2, 5.1, 5.043265306122449)","(5.5, 6.2, 6.170731707317073)","(101.0, 270.0, 261.25)","(21.0, 34.0, 32.59649122807018)","(16.0, 23.0, 22.642857142857142)","(4.8, 5.5, 5.4610091743119265)","(3.5, 4.0, 3.958258928571429)","(19.0, 26.0, 25.636363636363637)"
08-01-2023 13:14:22.945682,"(9.0, 11.5, 11.423076923076923)","(4.2, 5.1, 5.045736434108527)","(5.5, 6.2, 6.126509186351706)","(101.0, 270.0, 261.25)","(21.0, 34.0, 32.59649122807018)","(16.0, 23.0, 22.642857142857142)","(4.8, 5.5, 5.525454545454545)","(3.5, 4.0, 3.954375)","(19.0, 26.0, 25.636363636363637)"
