,Precious Boy,Debs Baby,Spot Of Rum,Magnum Key Eye,Mac Fly,Mexican Mavis,Twin Turbo
09-01-2023 18:09:42.873299,"(3.6, 5.4, 3.841666666666667)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.94, 2.81)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:44.062494,"(3.6, 5.4, 3.841666666666667)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.94, 2.81)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:45.090018,"(3.6, 5.4, 3.841666666666667)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.94, 2.81)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:46.149687,"(3.6, 5.4, 3.841666666666667)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.94, 2.81)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:47.239216,"(3.6, 5.4, 3.8888888888888893)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.94, 2.7016666666666667)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:48.345843,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.94, 2.706666666666667)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:49.396187,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.92, 2.706666666666667)","(26.0, 260.0, 86.0)","(2.35, 3.7, 2.9933333333333336)"
09-01-2023 18:09:50.429460,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 320.0)","(10.0, 27.0, 17.0)","(2.4, 2.92, 2.706666666666667)","(26.0, 260.0, 86.0)","(2.35, 3.7, 3.0100000000000002)"
09-01-2023 18:09:51.543716,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 570.0, 230.0)","(10.0, 27.0, 17.0)","(2.4, 2.92, 2.706666666666667)","(26.0, 260.0, 86.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:09:52.560569,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 550.0, 230.0)","(10.0, 27.0, 17.0)","(2.4, 2.92, 2.706666666666667)","(26.0, 260.0, 86.0)","(2.35, 3.75, 2.802)"
09-01-2023 18:09:53.583662,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 550.0, 138.57142857142856)","(10.0, 27.0, 17.0)","(2.4, 2.92, 2.706666666666667)","(26.0, 260.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:09:54.627938,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 550.0, 138.57142857142856)","(10.0, 27.0, 17.0)","(2.4, 2.92, 2.706666666666667)","(26.0, 250.0, 116.8)","(2.35, 3.45, 2.802)"
09-01-2023 18:09:55.716784,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 550.0, 138.57142857142856)","(10.0, 27.0, 17.0)","(2.4, 2.88, 2.7800000000000002)","(26.0, 240.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:09:56.726905,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 218.39999999999998)","(61.0, 550.0, 138.57142857142856)","(10.0, 27.0, 17.0)","(2.4, 2.88, 2.7800000000000002)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:09:57.701842,"(3.6, 5.3, 3.8777777777777778)","(41.0, 340.0, 205.77777777777777)","(61.0, 550.0, 138.57142857142856)","(10.0, 27.0, 17.0)","(2.4, 2.88, 2.7800000000000002)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:09:58.655960,"(3.6, 5.3, 3.8777777777777778)","(41.0, 260.0, 117.28571428571429)","(61.0, 550.0, 138.57142857142856)","(10.0, 27.0, 17.0)","(2.4, 2.88, 2.7800000000000002)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:09:59.599728,"(3.6, 5.3, 3.8777777777777778)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:00.538622,"(3.6, 5.3, 3.8777777777777778)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:01.477502,"(3.6, 4.9, 4.442857142857143)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:02.466566,"(3.6, 4.9, 3.98)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:03.421449,"(3.6, 4.9, 3.8333333333333335)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:04.397600,"(3.6, 4.9, 3.8333333333333335)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:05.359911,"(3.6, 4.9, 3.8333333333333335)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 17.0)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:06.396551,"(3.6, 5.5, 4.87)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.84, 2.7)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:07.438450,"(3.6, 5.7, 4.183333333333334)","(41.0, 260.0, 103.29411764705883)","(61.0, 550.0, 344.2857142857143)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.84, 2.6833333333333336)","(26.0, 250.0, 102.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:08.543736,"(3.6, 5.6, 4.333333333333333)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 250.0, 116.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:09.725478,"(3.6, 5.5, 3.9250000000000003)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 160.0, 116.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:10.832624,"(3.6, 5.5, 4.138888888888889)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 160.0, 116.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:11.995320,"(3.6, 5.5, 4.138888888888889)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 160.0, 116.0)","(2.35, 3.45, 2.802)"
09-01-2023 18:10:13.167688,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 160.0, 116.0)","(2.35, 3.45, 3.0100000000000002)"
09-01-2023 18:10:14.279137,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 160.0, 116.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:15.316544,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.684)","(26.0, 160.0, 116.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:16.400527,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.6085714285714285)","(26.0, 160.0, 116.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:17.337614,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.670909090909091)","(26.0, 160.0, 116.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:18.270619,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.6563636363636367)","(26.0, 160.0, 116.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:19.216341,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5742857142857143)","(26.0, 160.0, 116.0)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:20.148935,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5742857142857143)","(26.0, 160.0, 80.8)","(2.35, 3.75, 3.0100000000000002)"
09-01-2023 18:10:21.210992,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5628571428571427)","(26.0, 160.0, 80.8)","(2.35, 3.75, 3.026666666666667)"
09-01-2023 18:10:22.247187,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.6563636363636367)","(26.0, 160.0, 80.8)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:23.325087,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5742857142857143)","(26.0, 160.0, 80.8)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:24.442594,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5628571428571427)","(26.0, 160.0, 61.0)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:25.507951,"(3.6, 5.5, 4.386363636363637)","(41.0, 260.0, 96.42105263157895)","(61.0, 500.0, 452.22222222222223)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5742857142857143)","(26.0, 160.0, 57.33333333333333)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:26.556025,"(3.6, 5.5, 4.386363636363637)","(41.0, 250.0, 214.66666666666669)","(61.0, 550.0, 502.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5742857142857143)","(26.0, 160.0, 68.3)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:27.566010,"(3.6, 5.5, 4.386363636363637)","(41.0, 250.0, 214.66666666666669)","(61.0, 550.0, 502.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5628571428571427)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:28.580466,"(3.6, 5.5, 4.386363636363637)","(41.0, 250.0, 214.66666666666669)","(61.0, 550.0, 502.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.5514285714285716)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:29.566168,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:30.463521,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:31.395002,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:32.363492,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:33.333706,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:34.363865,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:35.454101,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:36.569664,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:37.846532,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:39.106044,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:40.149079,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:41.416118,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:42.521894,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:43.501733,"(3.6, 5.5, 4.386363636363637)","(41.0, 190.0, 164.66666666666666)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:44.571735,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 139.42857142857142)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:45.887588,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 139.42857142857142)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:46.932960,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 139.42857142857142)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:48.049329,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 109.0)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:49.102662,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:50.175678,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:51.304824,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:52.356149,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:53.409340,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 119.52173913043478)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:54.484227,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 103.0)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:55.602937,"(3.6, 5.5, 4.386363636363637)","(41.0, 180.0, 102.54545454545455)","(61.0, 510.0, 466.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 160.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:56.634548,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 540.0, 395.38461538461536)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:57.535878,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:58.482294,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:10:59.467637,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:00.733462,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:01.941108,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:03.224547,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:04.564270,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:05.884316,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:07.138969,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:08.317199,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:09.552860,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:10.633645,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:11.780326,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:12.818326,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:13.967952,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:15.104960,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:16.235057,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 470.0, 346.9230769230769)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:17.345949,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 520.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 109.18181818181819)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:18.503576,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 125.14285714285714)","(61.0, 550.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 105.6086956521739)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:19.581758,"(3.6, 5.5, 4.386363636363637)","(41.0, 160.0, 94.0)","(61.0, 550.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 105.6086956521739)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:20.665785,"(3.6, 5.5, 4.386363636363637)","(41.0, 150.0, 94.0)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 105.6086956521739)","(2.35, 3.8, 3.026666666666667)"
09-01-2023 18:11:21.784948,"(3.6, 5.5, 4.386363636363637)","(41.0, 150.0, 94.0)","(61.0, 470.0, 430.0)","(10.0, 27.0, 16.333333333333332)","(2.4, 2.7, 2.66)","(26.0, 140.0, 105.6086956521739)","(2.35, 3.8, 3.026666666666667)"
