,Chromozone Nz,Cmonbabylitemyfire,Lollipop,Ingermarla,Alcatraz Girl,Princess Chilla,Mahindi Nz,Superior Delight,Eastbro Erin,Lady Of The Arts
12-01-2023 18:27:29.797451,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:31.202949,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:32.466788,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:33.746897,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:35.176393,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:36.619191,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:38.037719,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:39.341843,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 56.55555555555556)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:40.560561,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:41.830625,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:43.127034,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:44.608506,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:46.001679,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1609090909090907)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:47.457069,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1609090909090907)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:48.861106,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.201)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:50.257744,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.215)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:51.619138,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.0149999999999997)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:53.057560,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.0149999999999997)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:54.445480,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.0149999999999997)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:55.643858,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.18)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:57.007267,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1325)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:58.283073,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.0866666666666664)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:27:59.582097,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.0866666666666664)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:00.970628,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1683333333333334)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:02.287461,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1683333333333334)","(19.0, 38.0, 29.799999999999997)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:03.593665,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:04.862536,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:06.110036,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:07.324378,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:08.651995,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:09.957134,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:11.302422,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:12.735313,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:14.048787,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:15.373144,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:16.632519,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.141111111111111)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:17.937444,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.141111111111111)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:19.277593,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:20.555900,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:21.809188,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:23.119936,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:24.475522,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:25.779068,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:27.082359,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 59.57142857142857)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.1887499999999998)","(19.0, 38.0, 24.666666666666668)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:28.420658,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 52.333333333333336)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:29.755971,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:31.039049,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:32.299108,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:33.538865,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:34.819930,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 21.6)","(31.0, 65.0, 49.8)","(21.0, 48.0, 45.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:36.175472,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 30.0, 22.666666666666668)","(31.0, 65.0, 49.8)","(21.0, 48.0, 43.125)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:37.512836,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 29.0, 22.666666666666668)","(31.0, 65.0, 49.8)","(21.0, 55.0, 44.4)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:38.882840,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 29.0, 22.666666666666668)","(31.0, 65.0, 49.8)","(21.0, 50.0, 43.2)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:40.200993,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 29.0, 22.666666666666668)","(31.0, 65.0, 49.8)","(21.0, 48.0, 43.2)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.363636363636364)"
12-01-2023 18:28:41.473740,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 29.0, 22.333333333333332)","(31.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 6.117647058823529)"
12-01-2023 18:28:43.086784,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(31.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 7.0, 5.5600000000000005)"
12-01-2023 18:28:44.514489,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(31.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(15.0, 99999, 99990)","(2.3, 3.25, 3.2054545454545456)","(19.0, 38.0, 30.2)","(5.0, 6.8, 5.733333333333333)"
12-01-2023 18:28:45.957769,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(20.0, 38.0, 30.2)","(5.0, 6.8, 5.733333333333333)"
12-01-2023 18:28:47.363610,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.1683333333333334)","(20.0, 38.0, 30.2)","(5.0, 6.8, 6.1)"
12-01-2023 18:28:48.724558,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.1683333333333334)","(20.0, 38.0, 30.2)","(5.0, 7.0, 6.742857142857143)"
12-01-2023 18:28:50.051077,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.1683333333333334)","(20.0, 38.0, 30.2)","(5.0, 7.0, 6.4)"
12-01-2023 18:28:51.403774,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(20.0, 38.0, 30.2)","(5.0, 7.0, 6.4)"
12-01-2023 18:28:52.788023,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 6.8, 5.65)"
12-01-2023 18:28:54.098558,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 7.0, 5.65)"
12-01-2023 18:28:55.345145,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 7.0, 5.65)"
12-01-2023 18:28:56.641288,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 7.0, 5.733333333333333)"
12-01-2023 18:28:57.964376,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 6.8, 5.65)"
12-01-2023 18:28:59.271773,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 7.0, 5.65)"
12-01-2023 18:29:00.733244,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.2054545454545456)","(21.0, 38.0, 30.2)","(5.0, 7.0, 5.733333333333333)"
12-01-2023 18:29:02.163424,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.1887499999999998)","(21.0, 38.0, 30.2)","(5.0, 6.8, 5.733333333333333)"
12-01-2023 18:29:03.443776,"(101.0, 99999, 99990)","(3.0, 4.0, 3.966666666666667)","(11.0, 17.5, 16.166666666666668)","(21.0, 28.0, 22.333333333333332)","(41.0, 65.0, 49.8)","(21.0, 48.0, 42.0)","(16.0, 99999, 99990)","(2.25, 3.25, 3.1887499999999998)","(21.0, 38.0, 30.2)","(5.0, 6.8, 6.1)"
