,My Best Buddy,No Plans,Alaska Black,Woodside Bella,Banana Girl,Fancy Nancy
04-01-2023 11:17:35.750460,"(1.55, 2.26, 1.5794444444444444)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:36.621839,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:37.500853,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:38.478096,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:39.508979,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:40.462780,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:41.460775,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:42.418283,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:43.393746,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:44.335301,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:45.254051,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:46.156894,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:47.084570,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:48.019726,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:48.979657,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:49.928717,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:50.906976,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:51.904704,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:52.824611,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:53.709365,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:54.608089,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:55.507764,"(1.55, 2.26, 1.676153846153846)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:56.420421,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:57.337893,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:58.252183,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:17:59.186603,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:00.086251,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:01.054890,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:01.970614,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:02.935846,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:03.872430,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:04.825840,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:05.740821,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:06.689757,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:07.570080,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:08.480152,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:09.423230,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:10.363258,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:11.286603,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:12.212866,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:13.166301,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:14.108748,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:14.968830,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:15.881089,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:16.781953,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:17.714664,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:18.692415,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:19.583298,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:20.573191,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:21.471065,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:22.403892,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 21.192307692307693)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:23.315403,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:24.206256,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:25.129641,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:26.035540,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:26.952299,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:27.846520,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:28.907494,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:30.024382,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:31.065387,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:32.131801,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:33.141579,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:34.259607,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:35.343956,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:36.411670,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 19.88888888888889)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:37.403253,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 22.15)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:38.363467,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 22.15)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:39.361406,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 22.15)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:40.350394,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 22.15)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:18:41.347656,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 22.15)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 16.0, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:42.398532,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:43.508502,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:44.573653,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:45.666465,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:46.746817,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:47.835213,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:48.932166,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:49.873265,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:50.760652,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:51.807612,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:52.837906,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:53.886875,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:54.900747,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:55.933093,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:56.856563,"(1.55, 2.26, 1.588)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:57.783215,"(1.55, 2.26, 1.588)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:58.695356,"(1.55, 2.26, 1.588)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:18:59.638844,"(1.55, 2.26, 1.588)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:19:00.681697,"(1.55, 2.26, 1.5794444444444444)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:19:01.733674,"(1.55, 2.26, 1.5794444444444444)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 47.45454545454545)"
04-01-2023 11:19:02.854783,"(1.55, 2.26, 1.5794444444444444)","(10.0, 24.0, 14.875)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 110.0, 44.72727272727273)"
04-01-2023 11:19:03.963326,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.523809523809526)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:05.023047,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.523809523809526)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:06.115849,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.523809523809526)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:07.101344,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.523809523809526)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:08.142274,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 20.523809523809526)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:09.084916,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:10.001303,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:10.898064,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:11.842372,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:12.761568,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:13.735396,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
04-01-2023 11:19:14.819059,"(1.55, 2.26, 1.6407692307692308)","(10.0, 24.0, 16.0)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 16.347826086956523)","(8.5, 15.5, 12.933333333333334)","(31.0, 100.0, 44.72727272727273)"
