,Cutting Roses,Pandoras Art,Knight Eagle,Babysgotblueeyes,Alta Ego,Capitol Dawn,Showpony,Batavia Bob,Dream Walker,Ee Jay Why
300,"[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 54, 53, 745000), 26.0, 65.0]"
301,"[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 54, 55, 11289), 26.0, 65.0]"
302,"[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 54, 56, 244998), 26.0, 65.0]"
303,"[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 54, 57, 474554), 26.0, 65.0]"
304,"[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 54, 58, 785506), 26.0, 65.0]"
305,"[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 0, 38513), 26.0, 65.0]"
306,"[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 1, 296278), 26.0, 65.0]"
307,"[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 2, 546496), 26.0, 65.0]"
308,"[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 3, 796241), 26.0, 65.0]"
309,"[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 5, 30696), 26.0, 65.0]"
310,"[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 6, 262976), 26.0, 65.0]"
311,"[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 7, 502371), 26.0, 65.0]"
312,"[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 8, 742864), 26.0, 65.0]"
313,"[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 9, 984088), 26.0, 65.0]"
314,"[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 11, 214880), 26.0, 65.0]"
315,"[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 12, 451436), 26.0, 65.0]"
316,"[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 13, 686164), 26.0, 65.0]"
317,"[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 14, 944720), 26.0, 65.0]"
318,"[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 16, 206518), 26.0, 65.0]"
319,"[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 17, 448591), 26.0, 65.0]"
320,"[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 18, 707759), 26.0, 65.0]"
321,"[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 19, 936516), 26.0, 65.0]"
322,"[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 21, 194727), 26.0, 65.0]"
323,"[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 22, 424099), 26.0, 65.0]"
324,"[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 23, 664092), 26.0, 65.0]"
325,"[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 24, 906071), 26.0, 65.0]"
326,"[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 26, 159575), 26.0, 65.0]"
327,"[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 27, 444424), 26.0, 65.0]"
328,"[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 28, 718569), 26.0, 65.0]"
329,"[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 30, 4901), 26.0, 65.0]"
330,"[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 31, 248062), 26.0, 65.0]"
331,"[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 3.6, 5.7]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 21.0, 55.0]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 1.85, 2.76]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 15, 55, 32, 508901), 26.0, 65.0]"
