,So Noble,Dovis Day,Eye Pee Oh Ready,Peggie Boom,Wicked Chance,Mishani Jewel,Bit Of Fun,Marshy,Mishani Platinum,Torque Is Savvy
06-01-2023 14:08:32.633457,"(4.6, 5.2, 5.129608938547486)","(21.0, 44.0, 42.57142857142857)","(10.0, 17.0, 16.293333333333333)","(1.55, 1.65, 1.6468811188811188)","(8.0, 11.5, 11.040983606557377)","(21.0, 65.0, 57.142857142857146)","(101.0, 440.0, 386.6666666666667)","(101.0, 470.0, 452.5)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:34.217785,"(4.6, 5.2, 5.129608938547486)","(21.0, 44.0, 42.57142857142857)","(10.0, 17.0, 16.57936507936508)","(1.55, 1.65, 1.6468941504178272)","(8.0, 11.5, 11.040983606557377)","(21.0, 65.0, 57.142857142857146)","(101.0, 440.0, 386.6666666666667)","(101.0, 470.0, 423.3333333333333)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:35.853689,"(4.6, 5.2, 5.129608938547486)","(21.0, 44.0, 42.57142857142857)","(10.0, 17.0, 16.57936507936508)","(1.55, 1.65, 1.6581651376146789)","(8.0, 11.5, 11.040983606557377)","(21.0, 65.0, 59.21052631578947)","(101.0, 440.0, 400.0)","(101.0, 470.0, 440.0)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:37.444312,"(4.6, 5.2, 5.114851485148515)","(21.0, 44.0, 42.57142857142857)","(10.0, 17.0, 16.540816326530614)","(1.55, 1.66, 1.6524242424242424)","(8.0, 11.5, 11.040983606557377)","(21.0, 65.0, 58.529411764705884)","(101.0, 440.0, 410.0)","(101.0, 460.0, 415.0)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:39.092836,"(4.6, 5.1, 5.046575342465753)","(21.0, 44.0, 43.0)","(10.0, 17.0, 16.36111111111111)","(1.55, 1.66, 1.6525373134328358)","(8.0, 11.5, 11.208333333333334)","(21.0, 65.0, 58.529411764705884)","(101.0, 440.0, 410.0)","(101.0, 460.0, 370.0)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:40.709834,"(4.6, 5.1, 5.031578947368421)","(21.0, 44.0, 43.09090909090909)","(10.0, 17.0, 16.51063829787234)","(1.55, 1.66, 1.6499518072289157)","(8.0, 11.5, 11.192307692307692)","(21.0, 65.0, 60.21739130434783)","(101.0, 440.0, 410.0)","(101.0, 450.0, 370.0)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:42.307153,"(4.6, 5.1, 5.084782608695653)","(21.0, 44.0, 43.130434782608695)","(10.0, 17.0, 16.51063829787234)","(1.55, 1.65, 1.6499378881987576)","(8.0, 11.5, 11.082089552238806)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 416.0)","(101.0, 450.0, 437.5)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:43.793067,"(4.6, 5.2, 5.084782608695653)","(21.0, 44.0, 43.130434782608695)","(10.0, 17.0, 16.41025641025641)","(1.55, 1.65, 1.657312661498708)","(8.0, 11.5, 11.008771929824562)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 416.0)","(101.0, 460.0, 332.5)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:45.346673,"(4.6, 5.2, 5.1178294573643415)","(21.0, 44.0, 43.1063829787234)","(10.0, 17.0, 16.470588235294116)","(1.55, 1.66, 1.6574939759036145)","(8.0, 11.5, 11.029411764705882)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 416.0)","(101.0, 460.0, 441.6666666666667)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:46.917892,"(4.6, 5.2, 4.953801169590643)","(21.0, 44.0, 42.25)","(10.0, 16.5, 15.79245283018868)","(1.55, 1.66, 1.6937837837837837)","(8.0, 11.5, 10.742647058823529)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 370.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:48.687597,"(4.6, 5.0, 4.878616352201258)","(21.0, 44.0, 42.25)","(11.0, 16.0, 15.705357142857142)","(1.55, 1.7, 1.6937837837837837)","(8.0, 11.0, 10.745762711864407)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 370.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:50.337867,"(4.4, 4.9, 4.871186440677966)","(21.0, 44.0, 42.55172413793103)","(11.0, 16.0, 15.694444444444445)","(1.55, 1.7, 1.698)","(8.0, 11.0, 10.758241758241759)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 332.5)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:52.032752,"(4.4, 4.9, 4.893589743589744)","(21.0, 44.0, 42.25)","(11.0, 16.0, 15.694444444444445)","(1.55, 1.71, 1.7005109489051093)","(8.0, 11.0, 10.65079365079365)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 460.0, 370.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:53.671330,"(4.4, 4.9, 4.877272727272728)","(21.0, 44.0, 42.4)","(11.0, 16.0, 15.659090909090908)","(1.55, 1.71, 1.703193717277487)","(8.0, 11.0, 10.546296296296296)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 343.3333333333333)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:55.393372,"(4.4, 4.9, 4.877011494252874)","(21.0, 44.0, 41.6)","(11.0, 16.0, 15.659090909090908)","(1.55, 1.71, 1.7045689655172414)","(8.0, 11.0, 10.53968253968254)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 343.3333333333333)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:56.911555,"(4.4, 4.9, 4.877011494252874)","(21.0, 42.0, 41.6)","(11.0, 16.0, 15.659090909090908)","(1.55, 1.71, 1.7069395017793594)","(8.0, 11.0, 10.508474576271187)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 370.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:58.576351,"(4.4, 4.9, 4.935416666666667)","(21.0, 42.0, 41.06666666666667)","(11.0, 16.0, 15.675)","(1.55, 1.71, 1.6947619047619047)","(8.0, 11.0, 10.597122302158274)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 450.0, 370.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:09:00.235197,"(4.4, 5.0, 4.906024096385543)","(21.0, 42.0, 41.5)","(11.0, 16.0, 15.675)","(1.55, 1.71, 1.6982978723404254)","(8.0, 11.0, 10.6)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 410.0)","(101.0, 430.0, 360.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:09:02.196048,"(4.4, 5.0, 4.9071428571428575)","(21.0, 42.0, 41.23076923076923)","(11.0, 16.0, 15.675)","(1.55, 1.7, 1.6961702127659575)","(8.0, 11.0, 10.605633802816902)","(21.0, 65.0, 60.76923076923077)","(101.0, 440.0, 420.0)","(101.0, 430.0, 425.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:09:03.819759,"(4.4, 5.0, 4.9071428571428575)","(21.0, 42.0, 41.170731707317074)","(11.0, 16.0, 15.71875)","(1.55, 1.7, 1.7078571428571427)","(8.0, 11.0, 10.5625)","(21.0, 65.0, 61.2962962962963)","(101.0, 440.0, 390.0)","(101.0, 440.0, 360.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 450.0)"
06-01-2023 14:09:05.915183,"(4.4, 4.8, 4.7920187793427225)","(21.0, 42.0, 41.170731707317074)","(11.0, 16.0, 15.702127659574469)","(1.55, 1.71, 1.7098324022346367)","(8.0, 11.0, 10.74712643678161)","(21.0, 65.0, 61.55172413793103)","(101.0, 420.0, 390.0)","(101.0, 430.0, 425.0)","(41.0, 190.0, 180.0)","(101.0, 510.0, 435.0)"
06-01-2023 14:09:08.050649,"(4.4, 4.8, 4.7816513761467885)","(21.0, 42.0, 41.22727272727273)","(11.0, 16.0, 15.679245283018869)","(1.55, 1.72, 1.712051282051282)","(8.0, 11.0, 10.521739130434783)","(21.0, 65.0, 61.15384615384615)","(101.0, 420.0, 396.0)","(101.0, 440.0, 410.0)","(41.0, 190.0, 180.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:09.676703,"(4.4, 4.8, 4.768674698795181)","(21.0, 42.0, 41.22727272727273)","(11.0, 16.0, 15.679245283018869)","(1.55, 1.72, 1.7198924731182796)","(8.0, 11.0, 10.634328358208956)","(21.0, 65.0, 61.2962962962963)","(101.0, 420.0, 396.0)","(101.0, 440.0, 410.0)","(41.0, 190.0, 180.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:11.255936,"(4.4, 4.8, 4.768674698795181)","(26.0, 42.0, 41.22727272727273)","(11.0, 16.0, 15.708333333333334)","(1.5, 1.73, 1.7179487179487178)","(8.5, 11.0, 10.507142857142858)","(26.0, 65.0, 61.2962962962963)","(101.0, 420.0, 396.0)","(101.0, 440.0, 426.6666666666667)","(51.0, 190.0, 178.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:12.744565,"(4.4, 4.8, 4.797142857142857)","(26.0, 42.0, 41.567567567567565)","(11.0, 16.0, 16.071428571428573)","(1.5, 1.73, 1.7078431372549019)","(8.5, 11.0, 10.602564102564102)","(26.0, 65.0, 62.2)","(101.0, 420.0, 400.0)","(101.0, 440.0, 413.3333333333333)","(51.0, 190.0, 181.11111111111111)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:14.257342,"(4.4, 4.8, 4.797142857142857)","(26.0, 42.0, 41.567567567567565)","(11.0, 16.5, 16.141025641025642)","(1.5, 1.71, 1.7078431372549019)","(8.0, 11.0, 10.655555555555555)","(26.0, 65.0, 62.2)","(101.0, 420.0, 411.1111111111111)","(101.0, 440.0, 413.3333333333333)","(51.0, 190.0, 176.66666666666666)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:15.692404,"(4.4, 4.8, 4.797142857142857)","(26.0, 42.0, 41.696969696969695)","(11.0, 16.5, 16.1)","(1.5, 1.71, 1.70625)","(8.0, 11.0, 10.691275167785236)","(26.0, 65.0, 62.5)","(101.0, 420.0, 423.3333333333333)","(101.0, 440.0, 420.0)","(51.0, 190.0, 187.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:17.286384,"(4.4, 4.8, 4.794117647058823)","(26.0, 42.0, 41.43589743589744)","(11.0, 16.5, 16.15)","(1.5, 1.71, 1.7053846153846153)","(8.0, 11.0, 10.610169491525424)","(26.0, 65.0, 62.5)","(101.0, 440.0, 423.3333333333333)","(101.0, 440.0, 430.0)","(51.0, 190.0, 187.77777777777777)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:19.174618,"(4.4, 4.8, 4.791457286432161)","(26.0, 42.0, 41.371428571428574)","(11.0, 16.5, 16.15)","(1.5, 1.71, 1.7053846153846153)","(8.0, 11.0, 10.616666666666667)","(26.0, 65.0, 62.5)","(101.0, 440.0, 423.3333333333333)","(101.0, 440.0, 430.0)","(51.0, 190.0, 187.77777777777777)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:21.163215,"(4.4, 4.8, 4.782464454976303)","(26.0, 42.0, 41.2)","(11.0, 16.5, 16.08823529411765)","(1.5, 1.71, 1.7057522123893805)","(8.0, 11.0, 10.59765625)","(26.0, 65.0, 62.5)","(101.0, 440.0, 423.3333333333333)","(101.0, 440.0, 420.0)","(51.0, 220.0, 197.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:22.814307,"(4.4, 4.8, 4.770854271356784)","(26.0, 42.0, 41.2)","(11.0, 16.5, 16.06923076923077)","(1.5, 1.71, 1.7097029702970297)","(8.5, 11.0, 10.673913043478262)","(26.0, 65.0, 63.18181818181818)","(101.0, 440.0, 432.8571428571429)","(101.0, 440.0, 431.1111111111111)","(61.0, 220.0, 197.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:24.652204,"(4.4, 4.8, 4.773755656108597)","(26.0, 42.0, 41.2)","(11.0, 16.5, 16.055555555555557)","(1.5, 1.72, 1.7094949494949494)","(8.5, 11.0, 10.673913043478262)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 415.0)","(101.0, 440.0, 420.0)","(61.0, 220.0, 197.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:26.369055,"(4.2, 4.8, 4.760150375939849)","(26.0, 42.0, 41.2)","(11.0, 16.5, 16.055555555555557)","(1.5, 1.72, 1.7091836734693877)","(8.5, 11.0, 10.673913043478262)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 420.0)","(101.0, 440.0, 431.1111111111111)","(61.0, 220.0, 197.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:28.173311,"(4.2, 4.8, 4.761454545454545)","(26.0, 42.0, 41.2)","(11.0, 16.5, 16.055555555555557)","(1.5, 1.72, 1.708497409326425)","(8.5, 11.0, 10.7)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 420.0)","(101.0, 440.0, 420.0)","(61.0, 220.0, 197.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:29.859682,"(4.2, 4.8, 4.640909090909091)","(26.0, 42.0, 41.2)","(11.0, 16.5, 16.18918918918919)","(1.5, 1.71, 1.7292188919164395)","(8.5, 11.0, 10.508620689655173)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 420.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 198.8235294117647)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:31.466229,"(4.2, 4.7, 4.565573770491803)","(26.0, 42.0, 41.266666666666666)","(11.0, 16.5, 16.205128205128204)","(1.5, 1.73, 1.728125)","(8.5, 11.0, 10.613095238095237)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 420.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 198.8235294117647)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:33.079210,"(4.2, 4.6, 4.480733944954128)","(26.0, 42.0, 41.266666666666666)","(11.0, 16.5, 16.103448275862068)","(1.5, 1.73, 1.7485294117647059)","(8.5, 11.0, 10.507575757575758)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 425.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 198.8235294117647)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:34.600513,"(4.2, 4.5, 4.510697674418605)","(26.0, 42.0, 41.266666666666666)","(11.0, 16.5, 16.103448275862068)","(1.5, 1.76, 1.7532894736842106)","(8.5, 11.0, 10.507575757575758)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 425.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 198.8235294117647)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:36.184808,"(4.2, 4.6, 4.510697674418605)","(26.0, 42.0, 41.266666666666666)","(11.0, 16.5, 16.103448275862068)","(1.5, 1.76, 1.7513559322033898)","(8.5, 11.0, 10.507575757575758)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 425.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 198.8235294117647)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:37.724400,"(4.2, 4.6, 4.534013605442177)","(26.0, 42.0, 41.266666666666666)","(11.0, 16.5, 15.86)","(1.5, 1.76, 1.7496969696969698)","(8.5, 11.0, 10.453781512605042)","(31.0, 65.0, 63.888888888888886)","(101.0, 440.0, 425.0)","(101.0, 440.0, 430.0)","(61.0, 220.0, 198.8235294117647)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:39.377946,"(4.2, 4.6, 4.534013605442177)","(26.0, 42.0, 42.96296296296296)","(11.0, 16.5, 15.847826086956522)","(1.5, 1.76, 1.74990099009901)","(8.5, 11.0, 10.453781512605042)","(31.0, 65.0, 64.04761904761905)","(101.0, 440.0, 425.0)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:41.112224,"(4.2, 4.6, 4.534459459459459)","(26.0, 44.0, 42.96296296296296)","(11.0, 16.0, 15.805555555555555)","(1.5, 1.76, 1.7505454545454546)","(8.5, 11.0, 10.453781512605042)","(31.0, 65.0, 64.04761904761905)","(101.0, 440.0, 425.0)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:42.765128,"(4.2, 4.6, 4.534459459459459)","(26.0, 44.0, 42.96296296296296)","(11.0, 16.0, 15.805555555555555)","(1.5, 1.76, 1.7504504504504506)","(8.0, 11.0, 10.453781512605042)","(31.0, 65.0, 64.04761904761905)","(101.0, 440.0, 425.0)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:44.326031,"(4.2, 4.6, 4.571328671328671)","(26.0, 44.0, 42.96296296296296)","(11.0, 16.0, 15.805555555555555)","(1.5, 1.76, 1.7504504504504506)","(8.0, 11.0, 10.488549618320612)","(31.0, 65.0, 64.5)","(101.0, 440.0, 425.0)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:45.895712,"(4.2, 4.7, 4.703260869565217)","(26.0, 44.0, 42.72727272727273)","(11.0, 16.0, 15.805555555555555)","(1.5, 1.76, 1.7355952380952382)","(8.0, 11.0, 10.278846153846153)","(31.0, 65.0, 64.5)","(101.0, 440.0, 435.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:47.405976,"(4.2, 4.8, 4.657777777777778)","(26.0, 44.0, 42.78260869565217)","(11.0, 16.0, 15.209677419354838)","(1.5, 1.74, 1.769654017857143)","(8.0, 10.5, 10.051282051282051)","(31.0, 65.0, 63.63636363636364)","(101.0, 440.0, 435.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:48.917860,"(4.2, 4.7, 4.659770114942528)","(26.0, 44.0, 42.78260869565217)","(11.0, 15.5, 15.209677419354838)","(1.5, 1.77, 1.7692954264524103)","(8.5, 10.5, 10.048101265822785)","(31.0, 65.0, 63.63636363636364)","(101.0, 440.0, 435.0)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:50.432865,"(4.2, 4.7, 4.659770114942528)","(26.0, 44.0, 42.78260869565217)","(11.0, 15.5, 15.209677419354838)","(1.5, 1.77, 1.7692982456140351)","(8.5, 10.5, 10.119402985074627)","(31.0, 65.0, 63.63636363636364)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:51.899620,"(4.2, 4.7, 4.656969696969697)","(26.0, 44.0, 42.78260869565217)","(11.0, 15.5, 15.209677419354838)","(1.5, 1.77, 1.769356872635561)","(8.0, 10.5, 10.10958904109589)","(31.0, 65.0, 63.63636363636364)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:53.430169,"(4.2, 4.7, 4.655625)","(26.0, 44.0, 42.78260869565217)","(11.0, 15.5, 15.242857142857142)","(1.5, 1.77, 1.769356872635561)","(8.0, 10.5, 10.10958904109589)","(31.0, 65.0, 62.916666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:54.919526,"(4.2, 4.7, 4.655625)","(26.0, 44.0, 42.78260869565217)","(11.0, 15.5, 15.242857142857142)","(1.5, 1.77, 1.7692165898617511)","(8.0, 10.5, 10.10958904109589)","(31.0, 65.0, 62.916666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 430.0)","(61.0, 220.0, 184.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:56.724588,"(4.2, 4.7, 4.6431654676258995)","(26.0, 44.0, 43.0)","(11.0, 15.5, 15.242857142857142)","(1.5, 1.77, 1.7693603744149766)","(8.0, 10.5, 10.10958904109589)","(31.0, 65.0, 62.916666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 430.0)","(61.0, 220.0, 187.5)","(101.0, 500.0, 455.0)"
06-01-2023 14:09:58.688886,"(4.2, 4.7, 4.624175824175824)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.209677419354838)","(1.5, 1.77, 1.7693492063492064)","(8.0, 10.5, 10.10958904109589)","(31.0, 65.0, 62.916666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:00.528475,"(4.2, 4.7, 4.649358974358974)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.203125)","(1.5, 1.77, 1.7693492063492064)","(8.0, 10.5, 10.10958904109589)","(31.0, 65.0, 62.916666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 430.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:02.177794,"(4.2, 4.7, 4.646385542168675)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.196969696969697)","(1.5, 1.77, 1.769416809605489)","(8.0, 10.5, 10.104166666666666)","(31.0, 65.0, 62.82608695652174)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 420.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:03.631841,"(4.2, 4.7, 4.643225806451613)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.196969696969697)","(1.5, 1.77, 1.7693015332197615)","(8.0, 10.5, 10.104166666666666)","(31.0, 65.0, 62.82608695652174)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 420.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:05.264793,"(4.2, 4.7, 4.6421052631578945)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.196969696969697)","(1.5, 1.77, 1.7692771084337349)","(8.0, 10.5, 10.104166666666666)","(31.0, 65.0, 63.148148148148145)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 420.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:06.820592,"(4.2, 4.7, 4.6421052631578945)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.196969696969697)","(1.5, 1.77, 1.7685645933014353)","(8.0, 10.5, 10.104166666666666)","(31.0, 65.0, 63.148148148148145)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 420.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:08.191088,"(4.2, 4.7, 4.6421052631578945)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.196969696969697)","(1.5, 1.77, 1.7685645933014353)","(8.0, 10.5, 10.104166666666666)","(31.0, 65.0, 63.148148148148145)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 420.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:09.602218,"(4.2, 4.7, 4.6421052631578945)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.196969696969697)","(1.5, 1.77, 1.7685645933014353)","(8.0, 10.5, 10.104166666666666)","(31.0, 65.0, 59.78260869565217)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 420.0)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:11.124288,"(4.2, 4.7, 4.648484848484848)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.209677419354838)","(1.5, 1.77, 1.7681327800829876)","(8.0, 10.5, 10.092857142857143)","(31.0, 60.0, 59.78260869565217)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 500.0, 455.0)"
06-01-2023 14:10:12.565845,"(4.2, 4.7, 4.691919191919192)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.256756756756756)","(1.5, 1.77, 1.7468152866242037)","(8.0, 10.5, 10.150684931506849)","(31.0, 60.0, 59.791666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 490.0, 420.0)"
06-01-2023 14:10:13.970664,"(4.2, 4.7, 4.6957894736842105)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.256756756756756)","(1.5, 1.75, 1.746604938271605)","(8.0, 10.5, 10.150684931506849)","(31.0, 60.0, 59.791666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 490.0, 455.0)"
06-01-2023 14:10:15.611024,"(3.9, 4.7, 4.665322580645161)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.256756756756756)","(1.5, 1.75, 1.7441509433962263)","(8.0, 10.5, 10.606060606060606)","(31.0, 60.0, 59.791666666666664)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 400.0, 325.0)"
06-01-2023 14:10:17.207457,"(3.9, 4.7, 4.6566433566433565)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 15.256756756756756)","(1.5, 1.75, 1.7377124183006536)","(8.0, 11.0, 10.727272727272727)","(31.0, 60.0, 59.44444444444444)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 390.0, 345.0)"
06-01-2023 14:10:19.179396,"(3.9, 4.7, 4.651748251748252)","(26.0, 44.0, 42.72727272727273)","(11.0, 15.5, 16.436936936936938)","(1.5, 1.74, 1.7294761904761904)","(8.0, 11.0, 10.678571428571429)","(31.0, 60.0, 59.375)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 210.0, 195.0)","(101.0, 390.0, 345.0)"
06-01-2023 14:10:20.801740,"(3.9, 4.7, 4.649612403100775)","(26.0, 44.0, 42.72727272727273)","(11.0, 16.5, 15.892857142857142)","(1.5, 1.73, 1.7274468085106383)","(8.0, 11.0, 10.648514851485148)","(31.0, 60.0, 59.375)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 187.85714285714286)","(101.0, 390.0, 345.0)"
