,Maritima,Moonlight Grace,Marelle,Marigolds Dream,Vincetta,Double Scoop,Zizette,Lalaguna,Memphis Sky,Queen Astrid,Ballon Bleu,Kingston Charm
11-01-2023 13:47:33.593678,"(5.5, 6.6, 6.553846153846154)","(4.2, 5.2, 5.011764705882353)","(8.0, 12.0, 11.763157894736842)","(31.0, 40.0, 39.2)","(21.0, 40.0, 38.38461538461539)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.074766355140188)","(6.0, 7.6, 7.311111111111111)","(91.0, 190.0, 154.28571428571428)","(19.0, 22.0, 21.147058823529413)","(6.0, 7.4, 7.24)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:47:35.385101,"(5.5, 6.6, 6.553846153846154)","(4.2, 5.2, 5.011764705882353)","(8.0, 12.0, 11.763157894736842)","(31.0, 40.0, 39.2)","(21.0, 40.0, 38.38461538461539)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.074766355140188)","(6.0, 7.6, 7.311111111111111)","(91.0, 190.0, 154.28571428571428)","(19.0, 22.0, 21.15625)","(6.0, 7.4, 7.24)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:47:37.129893,"(5.5, 6.6, 6.5249999999999995)","(4.2, 5.2, 5.010869565217392)","(8.0, 12.0, 11.82857142857143)","(31.0, 40.0, 39.25)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.10810810810811)","(6.0, 7.6, 7.311111111111111)","(91.0, 190.0, 154.28571428571428)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.16)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:39.230616,"(5.5, 6.6, 6.5249999999999995)","(4.2, 5.2, 5.010869565217392)","(8.0, 12.0, 11.46774193548387)","(31.0, 40.0, 39.25)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.10810810810811)","(6.0, 7.6, 7.311111111111111)","(91.0, 190.0, 165.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.16)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:40.932786,"(5.5, 6.6, 6.5249999999999995)","(4.2, 5.2, 5.010869565217392)","(8.0, 11.5, 11.46774193548387)","(31.0, 40.0, 39.25)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.189655172413794)","(6.0, 7.6, 7.311111111111111)","(91.0, 190.0, 200.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:42.682233,"(5.5, 6.6, 6.5249999999999995)","(4.2, 5.2, 5.010869565217392)","(8.0, 11.5, 11.46774193548387)","(31.0, 40.0, 39.25)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.189655172413794)","(6.0, 7.6, 7.311111111111111)","(91.0, 220.0, 200.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:44.493722,"(5.5, 6.6, 6.5249999999999995)","(4.2, 5.2, 5.010869565217392)","(8.0, 11.5, 11.46774193548387)","(31.0, 40.0, 39.25)","(21.0, 40.0, 37.333333333333336)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.073394495412845)","(6.0, 7.6, 7.0285714285714285)","(91.0, 220.0, 200.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:46.506264,"(5.5, 6.6, 6.5249999999999995)","(4.2, 5.2, 5.011363636363637)","(8.0, 11.5, 11.46774193548387)","(31.0, 40.0, 39.25)","(21.0, 40.0, 37.333333333333336)","(14.0, 15.5, 15.05)","(18.0, 22.0, 20.391304347826086)","(6.0, 7.2, 7.0285714285714285)","(91.0, 220.0, 202.5)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:48.524717,"(5.5, 6.6, 6.515151515151515)","(4.2, 5.2, 5.010869565217392)","(8.0, 11.5, 12.214285714285714)","(31.0, 40.0, 39.25)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 21.0, 20.391304347826086)","(6.0, 7.2, 7.017391304347826)","(91.0, 220.0, 202.5)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:50.187495,"(5.5, 6.6, 6.515151515151515)","(4.2, 5.2, 5.010869565217392)","(8.0, 12.5, 12.176470588235293)","(31.0, 40.0, 39.25)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 21.0, 19.516129032258064)","(6.0, 7.2, 7.085714285714285)","(91.0, 220.0, 202.5)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:52.249493,"(5.5, 6.6, 6.514285714285714)","(4.2, 5.2, 5.010869565217392)","(8.0, 13.0, 12.416666666666666)","(31.0, 40.0, 39.0)","(21.0, 40.0, 38.285714285714285)","(14.0, 15.5, 15.05)","(18.0, 20.0, 19.375)","(6.0, 7.2, 7.321739130434783)","(91.0, 220.0, 202.5)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:54.079656,"(5.5, 6.6, 6.130864197530864)","(4.2, 5.2, 5.010869565217392)","(8.0, 12.5, 12.1875)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.436170212765958)","(18.0, 20.0, 18.96153846153846)","(6.0, 7.6, 7.321739130434783)","(91.0, 220.0, 180.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:55.879472,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.010869565217392)","(8.0, 12.5, 12.0)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.35)","(18.0, 20.0, 18.96153846153846)","(6.0, 7.6, 7.473684210526316)","(91.0, 220.0, 180.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.05)","(19.0, 25.0, 23.666666666666668)"
11-01-2023 13:47:57.641775,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.010869565217392)","(8.0, 12.5, 12.0)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.35)","(18.0, 20.0, 18.96153846153846)","(6.0, 7.6, 7.473684210526316)","(91.0, 220.0, 180.0)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.063157894736842)","(19.0, 25.0, 23.88888888888889)"
11-01-2023 13:47:59.337080,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.010869565217392)","(8.5, 12.5, 12.0)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.35)","(18.0, 20.0, 18.96153846153846)","(6.0, 7.6, 7.473684210526316)","(91.0, 220.0, 180.0)","(18.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.085714285714285)","(19.0, 25.0, 23.88888888888889)"
11-01-2023 13:48:01.167688,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.098780487804878)","(8.5, 12.5, 12.0)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.35)","(18.0, 20.0, 19.407894736842106)","(6.0, 7.6, 7.473684210526316)","(91.0, 220.0, 180.0)","(18.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.085714285714285)","(19.0, 25.0, 23.545454545454547)"
11-01-2023 13:48:02.852195,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.098780487804878)","(8.5, 12.5, 12.0)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.35)","(18.0, 20.0, 19.407894736842106)","(6.0, 7.6, 7.473684210526316)","(91.0, 220.0, 180.0)","(18.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.085714285714285)","(19.0, 25.0, 23.545454545454547)"
11-01-2023 13:48:04.529178,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.055652173913043)","(8.5, 12.5, 12.0)","(31.0, 40.0, 39.0)","(21.0, 40.0, 37.473684210526315)","(14.0, 15.5, 15.35)","(18.0, 20.0, 19.407894736842106)","(6.0, 7.6, 7.473684210526316)","(91.0, 220.0, 180.0)","(18.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.085714285714285)","(19.0, 25.0, 23.0)"
11-01-2023 13:48:06.173924,"(5.5, 6.2, 6.130864197530864)","(4.2, 5.2, 5.055652173913043)","(8.5, 12.5, 11.647058823529411)","(31.0, 40.0, 39.0)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.35)","(18.0, 20.0, 18.04605263157895)","(6.0, 7.6, 7.2620689655172415)","(91.0, 220.0, 205.0)","(18.0, 22.0, 21.166666666666668)","(6.0, 7.4, 7.0095238095238095)","(19.0, 25.0, 23.0)"
11-01-2023 13:48:07.833490,"(5.5, 6.2, 6.132121212121212)","(4.2, 5.2, 5.055652173913043)","(8.5, 12.0, 11.647058823529411)","(31.0, 40.0, 39.0)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.38888888888889)","(18.0, 18.5, 18.04)","(6.0, 7.4, 7.2620689655172415)","(101.0, 230.0, 221.66666666666669)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.2, 6.85)","(19.0, 25.0, 23.0)"
11-01-2023 13:48:09.517977,"(5.5, 6.2, 6.132121212121212)","(4.2, 5.2, 5.055652173913043)","(8.0, 12.0, 11.117886178861788)","(31.0, 40.0, 39.0)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.25)","(18.0, 18.5, 18.01865671641791)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 221.66666666666669)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.2, 6.9)","(19.0, 25.0, 24.142857142857142)"
11-01-2023 13:48:11.213670,"(5.5, 6.2, 6.132934131736527)","(4.2, 5.2, 5.055652173913043)","(8.0, 11.5, 11.131578947368421)","(31.0, 40.0, 38.90909090909091)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 18.5, 18.01145038167939)","(6.0, 7.4, 7.3304347826086955)","(101.0, 230.0, 221.66666666666669)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.2, 6.9714285714285715)","(19.0, 26.0, 23.266666666666666)"
11-01-2023 13:48:12.962020,"(5.5, 6.2, 6.132934131736527)","(4.2, 5.2, 5.055652173913043)","(8.0, 11.5, 11.131578947368421)","(31.0, 40.0, 35.45945945945946)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 18.5, 18.96551724137931)","(6.0, 7.4, 7.3304347826086955)","(101.0, 230.0, 221.66666666666669)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.2, 6.9714285714285715)","(19.0, 26.0, 23.266666666666666)"
11-01-2023 13:48:14.664643,"(5.5, 6.2, 6.132934131736527)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.235849056603774)","(31.0, 40.0, 35.45945945945946)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 20.0, 18.434782608695652)","(6.0, 7.4, 7.3304347826086955)","(91.0, 230.0, 221.66666666666669)","(18.0, 22.0, 21.151515151515152)","(6.0, 7.2, 6.9714285714285715)","(19.0, 26.0, 23.266666666666666)"
11-01-2023 13:48:16.372702,"(5.5, 6.2, 6.4399999999999995)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.235849056603774)","(31.0, 40.0, 35.45945945945946)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 20.0, 18.434782608695652)","(6.0, 7.4, 7.3304347826086955)","(91.0, 230.0, 221.66666666666669)","(18.0, 22.0, 21.151515151515152)","(6.0, 7.2, 7.008695652173913)","(19.0, 26.0, 23.266666666666666)"
11-01-2023 13:48:18.170018,"(5.5, 6.6, 6.389473684210526)","(4.2, 5.2, 5.053781512605042)","(8.5, 11.5, 11.16025641025641)","(31.0, 40.0, 35.45945945945946)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 20.0, 19.071428571428573)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 221.66666666666669)","(19.0, 22.0, 21.151515151515152)","(6.0, 7.4, 7.008695652173913)","(19.0, 26.0, 23.266666666666666)"
11-01-2023 13:48:19.904771,"(5.5, 6.6, 6.389473684210526)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.294117647058824)","(31.0, 40.0, 34.75)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 19.5, 19.7)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 22.0, 19.975609756097562)","(6.0, 7.4, 7.133333333333334)","(19.0, 26.0, 24.6)"
11-01-2023 13:48:21.826230,"(5.5, 6.6, 6.389473684210526)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.294117647058824)","(31.0, 40.0, 34.58064516129032)","(21.0, 40.0, 39.36)","(14.0, 15.5, 15.071428571428571)","(18.0, 20.0, 19.26923076923077)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 21.0, 19.975609756097562)","(6.0, 7.4, 7.030769230769231)","(19.0, 26.0, 22.962962962962962)"
11-01-2023 13:48:23.868542,"(5.5, 6.6, 6.389473684210526)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.294117647058824)","(31.0, 40.0, 35.234042553191486)","(21.0, 40.0, 39.23809523809524)","(14.0, 15.5, 15.071428571428571)","(18.0, 21.0, 19.7)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 20.0, 19.8125)","(6.0, 7.4, 7.030769230769231)","(19.0, 25.0, 24.6)"
11-01-2023 13:48:26.018989,"(5.5, 6.6, 6.433333333333334)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.294117647058824)","(31.0, 40.0, 36.666666666666664)","(21.0, 40.0, 39.23809523809524)","(14.0, 15.5, 14.576923076923077)","(18.0, 20.0, 19.4)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 20.0, 19.75)","(6.0, 7.4, 7.030769230769231)","(19.0, 25.0, 24.333333333333332)"
11-01-2023 13:48:28.160445,"(5.5, 6.6, 6.433333333333334)","(4.2, 5.2, 5.055652173913043)","(8.5, 11.5, 11.294117647058824)","(31.0, 38.0, 34.72727272727273)","(21.0, 40.0, 39.23809523809524)","(14.0, 15.5, 14.576923076923077)","(18.0, 20.0, 18.64)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 21.0, 19.8)","(6.0, 7.4, 7.030769230769231)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:30.353635,"(5.5, 6.6, 6.433333333333334)","(4.2, 5.2, 5.013483146067416)","(8.5, 11.5, 11.673076923076923)","(31.0, 40.0, 34.72727272727273)","(21.0, 40.0, 39.23809523809524)","(14.0, 15.5, 14.6)","(18.0, 20.0, 17.020537124802527)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 21.0, 19.153846153846153)","(6.0, 7.4, 7.030769230769231)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:32.445311,"(5.5, 6.6, 6.389473684210526)","(4.2, 5.2, 4.968656716417911)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 34.72727272727273)","(21.0, 40.0, 39.23809523809524)","(14.0, 15.5, 14.441176470588236)","(18.0, 17.5, 17.020866773675763)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 222.85714285714286)","(19.0, 21.0, 19.4)","(6.0, 7.4, 7.030769230769231)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:34.475566,"(5.5, 6.6, 6.389473684210526)","(4.2, 5.0, 5.003759398496241)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 35.75609756097561)","(21.0, 40.0, 39.23809523809524)","(13.0, 15.5, 14.441176470588236)","(18.0, 17.5, 17.02120717781403)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 19.4)","(6.0, 7.4, 7.1)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:36.616487,"(5.5, 6.6, 6.538461538461538)","(4.2, 5.2, 4.955813953488372)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 35.75609756097561)","(21.0, 40.0, 39.23809523809524)","(13.0, 15.5, 14.441176470588236)","(18.0, 17.5, 17.008375209380233)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 19.4)","(6.0, 7.4, 7.167741935483871)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:38.477536,"(5.5, 6.6, 6.538461538461538)","(4.2, 5.1, 4.955813953488372)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 35.75609756097561)","(21.0, 40.0, 39.23809523809524)","(13.0, 15.5, 14.441176470588236)","(18.0, 17.5, 19.1)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 19.4)","(6.0, 7.4, 7.167741935483871)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:40.307419,"(5.5, 6.6, 6.538461538461538)","(4.2, 5.1, 4.955813953488372)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 35.75609756097561)","(21.0, 40.0, 39.23809523809524)","(13.0, 15.5, 14.441176470588236)","(18.0, 19.5, 18.0625)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 19.4)","(6.0, 7.4, 7.167741935483871)","(19.0, 25.0, 23.727272727272727)"
11-01-2023 13:48:42.245953,"(5.5, 6.6, 6.538461538461538)","(4.2, 5.1, 4.955813953488372)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 35.75609756097561)","(21.0, 40.0, 39.23809523809524)","(13.0, 15.5, 13.2)","(18.0, 19.0, 18.4)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 19.014705882352942)","(6.0, 7.4, 7.167741935483871)","(19.0, 25.0, 23.09090909090909)"
11-01-2023 13:48:44.154290,"(5.5, 6.6, 6.538461538461538)","(4.2, 5.1, 4.976)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 36.04545454545455)","(21.0, 40.0, 39.36)","(13.0, 14.0, 13.555555555555555)","(18.0, 19.0, 18.4)","(6.0, 7.4, 7.305882352941177)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 19.014705882352942)","(6.0, 7.4, 7.167741935483871)","(19.0, 25.0, 23.333333333333332)"
11-01-2023 13:48:46.071388,"(5.5, 6.6, 6.538461538461538)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 36.04545454545455)","(21.0, 40.0, 39.36)","(13.0, 14.0, 13.555555555555555)","(18.0, 19.0, 18.454545454545453)","(6.0, 7.4, 7.3304347826086955)","(101.0, 230.0, 213.33333333333334)","(18.0, 21.0, 18.86842105263158)","(6.0, 7.4, 7.266666666666667)","(19.0, 25.0, 23.42105263157895)"
11-01-2023 13:48:48.025835,"(5.5, 6.6, 6.511111111111111)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 36.04545454545455)","(21.0, 40.0, 39.36)","(13.0, 14.0, 13.555555555555555)","(18.0, 19.0, 18.454545454545453)","(6.0, 7.4, 7.3304347826086955)","(101.0, 230.0, 222.85714285714286)","(18.0, 21.0, 18.86842105263158)","(6.0, 7.0, 6.942857142857143)","(19.0, 25.0, 23.42105263157895)"
11-01-2023 13:48:49.946910,"(5.5, 6.6, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 37.193548387096776)","(21.0, 40.0, 39.407407407407405)","(13.0, 14.0, 14.636363636363637)","(16.0, 19.0, 18.333333333333332)","(6.0, 7.4, 7.2620689655172415)","(101.0, 230.0, 220.0)","(18.0, 20.0, 19.333333333333332)","(6.0, 7.4, 7.136)","(19.0, 25.0, 23.42105263157895)"
11-01-2023 13:48:52.083560,"(5.5, 6.8, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.0, 11.714285714285714)","(31.0, 40.0, 37.193548387096776)","(21.0, 40.0, 39.407407407407405)","(13.0, 15.0, 14.285714285714285)","(16.0, 18.5, 18.21153846153846)","(6.0, 7.4, 7.25)","(101.0, 230.0, 215.0)","(18.0, 20.0, 18.61111111111111)","(6.0, 7.4, 7.172413793103448)","(19.0, 25.0, 23.42105263157895)"
11-01-2023 13:48:54.064355,"(5.5, 6.8, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.0, 11.7)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 15.0, 14.227272727272727)","(16.0, 18.5, 19.45294117647059)","(6.0, 7.4, 7.121495327102804)","(101.0, 230.0, 220.0)","(18.0, 19.5, 18.833333333333332)","(6.0, 7.4, 7.172413793103448)","(20.0, 25.0, 23.42105263157895)"
11-01-2023 13:48:56.013548,"(5.5, 6.8, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.5, 11.7)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 14.5, 13.75)","(16.0, 19.5, 19.267441860465116)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 18.38888888888889)","(6.0, 7.4, 7.133333333333334)","(20.0, 25.0, 22.272727272727273)"
11-01-2023 13:48:57.963705,"(5.5, 6.8, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.5, 12.1)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 14.5, 13.964285714285714)","(16.0, 19.5, 19.267441860465116)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 18.38888888888889)","(6.0, 7.0, 6.911111111111111)","(20.0, 25.0, 22.272727272727273)"
11-01-2023 13:48:59.884412,"(5.5, 6.8, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.5, 12.1)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 14.5, 14.071428571428571)","(16.0, 19.5, 18.653846153846153)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 18.642857142857142)","(6.0, 7.0, 7.217391304347826)","(20.0, 25.0, 22.272727272727273)"
11-01-2023 13:49:02.046615,"(5.5, 6.8, 6.5588235294117645)","(4.2, 5.1, 4.936842105263158)","(8.5, 12.5, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 14.5, 13.9375)","(16.0, 19.5, 19.166666666666668)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 18.642857142857142)","(6.0, 7.4, 7.217391304347826)","(20.0, 25.0, 22.272727272727273)"
11-01-2023 13:49:03.973892,"(5.5, 6.8, 6.575342465753425)","(4.2, 5.1, 4.874074074074074)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 14.5, 13.82)","(16.0, 20.0, 19.29245283018868)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 18.642857142857142)","(6.0, 7.4, 7.1)","(20.0, 25.0, 22.272727272727273)"
11-01-2023 13:49:05.856682,"(5.5, 6.8, 6.575342465753425)","(4.2, 4.9, 4.8533333333333335)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 15.5, 13.82)","(16.0, 20.0, 19.47674418604651)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 19.153846153846153)","(6.0, 7.4, 7.1)","(20.0, 25.0, 24.2)"
11-01-2023 13:49:07.845359,"(5.5, 6.8, 6.575342465753425)","(4.2, 4.9, 4.8125)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 15.5, 13.82)","(16.0, 20.0, 19.43)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 21.0, 18.88235294117647)","(6.0, 7.4, 7.19)","(20.0, 25.0, 24.2)"
11-01-2023 13:49:09.781018,"(5.5, 6.8, 6.502127659574469)","(4.2, 4.9, 4.85)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 15.5, 13.82)","(16.0, 20.0, 19.43)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 21.0, 20.46268656716418)","(6.0, 7.4, 7.19)","(20.0, 25.0, 24.333333333333332)"
11-01-2023 13:49:11.909389,"(5.5, 7.0, 6.7094736842105265)","(4.2, 4.9, 4.89125)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 38.4)","(13.0, 15.5, 13.82)","(16.0, 20.0, 19.337209302325583)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 21.0, 20.17105263157895)","(6.0, 7.4, 7.19)","(19.0, 25.0, 24.81818181818182)"
11-01-2023 13:49:13.943310,"(5.5, 7.0, 6.693333333333333)","(4.2, 4.9, 4.891764705882354)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 39.0)","(13.0, 15.5, 14.14516129032258)","(16.0, 20.0, 19.337209302325583)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 21.0, 20.17105263157895)","(6.0, 7.4, 7.1)","(19.0, 25.0, 24.81818181818182)"
11-01-2023 13:49:16.035122,"(5.5, 7.0, 6.693333333333333)","(4.2, 4.9, 4.897575757575758)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 39.0)","(13.0, 15.5, 13.785714285714286)","(16.0, 20.0, 19.337209302325583)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 19.434782608695652)","(6.0, 7.4, 7.1)","(19.0, 25.0, 24.81818181818182)"
11-01-2023 13:49:18.529324,"(5.5, 7.0, 6.693333333333333)","(4.2, 4.9, 4.897575757575758)","(8.5, 12.0, 11.666666666666666)","(31.0, 40.0, 37.193548387096776)","(26.0, 40.0, 39.0)","(13.0, 15.5, 14.03125)","(16.0, 20.0, 19.337209302325583)","(6.0, 7.2, 7.174647887323943)","(101.0, 230.0, 220.0)","(18.0, 19.5, 19.25)","(6.0, 7.4, 7.1)","(19.0, 25.0, 24.81818181818182)"
