,Kickstarter,The Filter,Distortedatthebar,Out For Justice,Artie My Boy,Summer Retreat,Too Legit,Oneprettything
15-12-2022 10:54:56.639946,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:54:57.748516,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 30.857142857142858)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:54:58.769207,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:54:59.744779,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:55:00.756293,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8047999999999997)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:55:01.934206,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8047999999999997)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:55:02.967943,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8047999999999997)","(15.0, 24.0, 22.666666666666668)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:55:04.098681,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8024999999999998)","(15.0, 24.0, 22.666666666666668)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:55:05.306329,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8024999999999998)","(15.0, 24.0, 22.666666666666668)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:55:06.407960,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8085714285714283)","(15.0, 24.0, 22.8)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:55:07.563737,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.4, 2.86, 2.8085714285714283)","(15.0, 24.0, 22.8)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:55:08.684284,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.86, 2.8085714285714283)","(15.0, 24.0, 22.8)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:55:09.843884,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.86, 2.834285714285714)","(15.0, 24.0, 22.8)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.07407407407408)"
15-12-2022 10:55:10.974355,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.96, 2.831219512195122)","(15.0, 24.0, 22.8)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 79.07407407407408)"
15-12-2022 10:55:11.994135,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.94, 2.88)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.1125)","(26.0, 85.0, 70.45454545454545)"
15-12-2022 10:55:13.015045,"(6.5, 6.8, 6.675)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.94, 2.88)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.216666666666667)","(26.0, 85.0, 78.04347826086956)"
15-12-2022 10:55:14.043655,"(6.5, 6.8, 6.6571428571428575)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.94, 2.8874999999999997)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.216666666666667)","(26.0, 85.0, 78.04347826086956)"
15-12-2022 10:55:15.041536,"(6.5, 6.8, 6.5)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.94, 2.8874999999999997)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 78.04347826086956)"
15-12-2022 10:55:16.053377,"(6.5, 6.8, 6.5)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.94, 2.863157894736842)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 78.04347826086956)"
15-12-2022 10:55:17.146175,"(6.5, 6.8, 6.5)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.92, 2.863157894736842)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 78.04347826086956)"
15-12-2022 10:55:18.146186,"(6.5, 6.8, 6.5)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.92, 2.863157894736842)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 75.0)"
15-12-2022 10:55:19.182588,"(6.5, 6.8, 6.35)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.454545454545453)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8526315789473684)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 75.0)"
15-12-2022 10:55:20.323310,"(6.5, 6.8, 6.35)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.454545454545453)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8526315789473684)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 75.0)"
15-12-2022 10:55:21.384621,"(6.5, 6.8, 6.35)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.454545454545453)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8526315789473684)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.259574468085106)","(26.0, 85.0, 75.0)"
15-12-2022 10:55:22.537819,"(6.5, 6.6, 6.35)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.454545454545453)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.852)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.153846153846154)","(26.0, 85.0, 75.0)"
15-12-2022 10:55:23.649071,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.454545454545453)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.852)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.231578947368421)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:55:24.687820,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.625)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.852)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.276923076923077)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:55:25.944847,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.852)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.276923076923077)","(26.0, 85.0, 77.0)"
15-12-2022 10:55:27.054963,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.5)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.24)","(26.0, 85.0, 75.76923076923077)"
15-12-2022 10:55:28.084316,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.5)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.24)","(26.0, 85.0, 75.76923076923077)"
15-12-2022 10:55:29.065426,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.24)","(26.0, 85.0, 75.76923076923077)"
15-12-2022 10:55:30.027928,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.24)","(26.0, 85.0, 75.76923076923077)"
15-12-2022 10:55:31.021108,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 24.0, 22.8)","(5.5, 7.4, 7.24)","(26.0, 85.0, 75.76923076923077)"
15-12-2022 10:55:32.030228,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.542105263157895)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 24.0, 23.36842105263158)","(5.5, 7.4, 7.24)","(26.0, 85.0, 75.76923076923077)"
15-12-2022 10:55:33.153231,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.596551724137932)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.296774193548387)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:34.271491,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.596551724137932)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:35.377270,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.596551724137932)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:36.522557,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.596551724137932)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:37.622261,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.596551724137932)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:38.726565,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.630232558139535)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:39.830887,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.630232558139535)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:40.939647,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.647368421052632)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.8509090909090906)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.313513513513514)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:42.039731,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.647368421052632)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.828)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.327272727272727)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:55:43.070411,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.647368421052632)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.828)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.327272727272727)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:55:44.124203,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.647368421052632)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.9, 2.828)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.327272727272727)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:45.207749,"(6.5, 6.6, 6.377777777777777)","(3.7, 4.7, 4.647368421052632)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.82, 2.7702985074626865)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.327272727272727)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:46.276698,"(6.5, 6.6, 6.482352941176471)","(3.7, 4.7, 4.566666666666666)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.82, 2.76672)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.327272727272727)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:47.291774,"(6.5, 6.6, 6.482352941176471)","(3.7, 4.7, 4.566666666666666)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.82, 2.762631578947368)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.293333333333334)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:48.359679,"(6.5, 6.6, 6.482352941176471)","(3.7, 4.7, 4.566666666666666)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.82, 2.757714285714286)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.293333333333334)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:49.382966,"(6.5, 6.6, 6.482352941176471)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.82, 2.757714285714286)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.293333333333334)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:50.423029,"(6.5, 6.6, 6.466666666666667)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 31.153846153846153)","(2.45, 2.8, 2.776470588235294)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.293333333333334)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:51.443920,"(6.5, 6.6, 6.466666666666667)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 31.5)","(2.45, 2.8, 2.776470588235294)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.285714285714286)","(26.0, 85.0, 80.0)"
15-12-2022 10:55:52.526061,"(6.5, 6.6, 6.466666666666667)","(3.7, 4.7, 4.590909090909091)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.8, 2.786046511627907)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.285714285714286)","(26.0, 85.0, 71.66666666666667)"
15-12-2022 10:55:53.620241,"(6.5, 6.6, 6.466666666666667)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.8, 2.773333333333333)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.285714285714286)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:55:54.741616,"(6.5, 6.6, 6.49090909090909)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.8, 2.7631304347826084)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.285714285714286)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:55:55.853239,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.82, 2.7613043478260866)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.285714285714286)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:55:56.957179,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.78, 2.8)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.285714285714286)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:55:58.015190,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.86, 2.8)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.32)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:55:59.066638,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.583333333333333)","(13.0, 22.0, 21.571428571428573)","(21.0, 36.0, 30.857142857142858)","(2.45, 2.86, 2.8)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.32)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:56:00.185945,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.566666666666666)","(13.0, 22.0, 21.571428571428573)","(21.0, 38.0, 32.5)","(2.45, 2.86, 2.7968421052631576)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.32)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:56:01.247458,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.566666666666666)","(13.0, 22.0, 21.5)","(21.0, 40.0, 29.6)","(2.45, 2.86, 2.7968421052631576)","(15.0, 25.0, 24.333333333333332)","(5.5, 7.4, 7.32)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:56:02.336386,"(6.5, 6.6, 6.517241379310344)","(3.7, 4.7, 4.566666666666666)","(13.0, 22.0, 21.5)","(21.0, 40.0, 29.6)","(2.45, 2.86, 2.7968421052631576)","(15.0, 25.0, 23.0)","(5.5, 7.4, 7.3304347826086955)","(26.0, 85.0, 80.38461538461539)"
15-12-2022 10:56:03.433732,"(6.5, 6.6, 6.333333333333333)","(3.7, 4.6, 4.5625)","(13.0, 22.0, 21.454545454545453)","(21.0, 40.0, 33.06666666666666)","(2.45, 2.86, 2.7968421052631576)","(15.0, 26.0, 23.5)","(5.5, 7.4, 7.3304347826086955)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:04.530797,"(6.5, 6.6, 6.333333333333333)","(3.7, 4.6, 4.5625)","(13.0, 22.0, 21.454545454545453)","(21.0, 40.0, 33.06666666666666)","(2.45, 2.86, 2.788)","(15.0, 26.0, 23.0)","(5.5, 8.0, 7.8315789473684205)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:05.587881,"(6.5, 6.6, 6.5249999999999995)","(3.7, 4.6, 4.585365853658536)","(13.0, 22.0, 21.142857142857142)","(21.0, 40.0, 33.06666666666666)","(2.45, 2.86, 2.778181818181818)","(15.0, 26.0, 22.842105263157894)","(5.5, 8.2, 7.84)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:06.662161,"(6.5, 6.6, 6.4079999999999995)","(3.7, 4.6, 4.574999999999999)","(13.0, 22.0, 21.5)","(21.0, 40.0, 33.06666666666666)","(2.45, 2.86, 2.8128813559322032)","(15.0, 26.0, 23.0)","(5.5, 8.0, 7.866666666666667)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:07.717065,"(6.5, 5.9, 5.826086956521739)","(3.7, 4.6, 4.583333333333333)","(13.0, 22.0, 21.142857142857142)","(21.0, 40.0, 33.5)","(2.45, 2.82, 2.8294915254237285)","(15.0, 26.0, 23.115384615384617)","(5.5, 8.0, 7.8375)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:08.799609,"(6.5, 6.4, 6.1869565217391305)","(3.7, 4.6, 4.572727272727272)","(13.0, 22.0, 20.833333333333332)","(21.0, 40.0, 33.5)","(2.45, 2.86, 2.818461538461538)","(15.0, 26.0, 23.857142857142858)","(5.5, 8.4, 7.8999999999999995)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:09.914810,"(6.5, 6.2, 6.0125)","(3.7, 4.6, 4.58235294117647)","(13.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.36363636363636)","(2.45, 2.86, 2.8046153846153845)","(15.0, 26.0, 23.857142857142858)","(5.5, 8.2, 8.049999999999999)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:10.956888,"(6.5, 6.2, 6.0125)","(3.7, 4.6, 4.58235294117647)","(13.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.36363636363636)","(2.45, 2.86, 2.8221052631578947)","(15.0, 26.0, 23.857142857142858)","(5.5, 8.2, 8.049999999999999)","(26.0, 85.0, 79.78260869565217)"
15-12-2022 10:56:12.029692,"(6.5, 6.2, 5.96)","(3.7, 4.6, 4.574999999999999)","(13.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.36363636363636)","(2.45, 2.86, 2.8452941176470588)","(15.0, 26.0, 22.428571428571427)","(5.5, 8.2, 7.942857142857143)","(26.0, 85.0, 79.28571428571429)"
15-12-2022 10:56:13.118403,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.4375)","(13.0, 36.0, 29.0)","(21.0, 40.0, 33.0)","(2.45, 2.86, 2.8314285714285714)","(15.0, 26.0, 22.428571428571427)","(5.5, 8.4, 8.133333333333333)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:14.189529,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.4375)","(13.0, 34.0, 29.571428571428573)","(21.0, 40.0, 29.5)","(2.45, 2.86, 2.8540740740740738)","(15.0, 26.0, 22.428571428571427)","(5.5, 8.4, 7.969230769230769)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:15.258167,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.4375)","(13.0, 34.0, 30.125)","(21.0, 40.0, 31.25)","(2.45, 2.88, 2.8619354838709676)","(15.0, 26.0, 24.0)","(5.5, 8.4, 7.861538461538462)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:16.328217,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.513333333333334)","(13.0, 32.0, 27.5)","(21.0, 40.0, 29.88888888888889)","(2.45, 2.88, 2.858461538461538)","(15.0, 25.0, 24.0)","(5.5, 8.4, 7.861538461538462)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:17.416543,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.513333333333334)","(13.0, 32.0, 27.5)","(21.0, 40.0, 29.88888888888889)","(2.45, 2.88, 2.9215999999999998)","(15.0, 25.0, 24.0)","(5.5, 8.4, 7.861538461538462)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:18.490100,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.641666666666667)","(13.0, 32.0, 27.5)","(21.0, 40.0, 29.88888888888889)","(2.45, 2.96, 2.904)","(15.0, 25.0, 24.0)","(5.5, 8.4, 7.861538461538462)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:19.476629,"(6.5, 6.2, 6.075)","(3.7, 4.7, 4.641666666666667)","(13.0, 32.0, 27.5)","(21.0, 40.0, 29.88888888888889)","(2.45, 2.96, 2.904)","(15.0, 25.0, 24.0)","(5.5, 8.4, 7.861538461538462)","(26.0, 85.0, 77.94117647058823)"
15-12-2022 10:56:20.518220,"(6.5, 6.0, 5.866666666666667)","(3.7, 4.6, 4.533333333333333)","(13.0, 30.0, 22.666666666666668)","(21.0, 36.0, 33.333333333333336)","(2.45, 2.92, 2.8466666666666667)","(15.0, 23.0, 21.5)","(5.5, 8.2, 8.08)","(26.0, 85.0, 78.63636363636364)"
15-12-2022 10:56:21.553475,"(6.5, 6.4, 5.855555555555556)","(3.7, 4.6, 4.533333333333333)","(13.0, 30.0, 26.363636363636363)","(21.0, 36.0, 33.333333333333336)","(2.45, 2.88, 2.8499999999999996)","(15.0, 22.0, 19.375)","(5.5, 8.2, 8.08)","(26.0, 85.0, 78.63636363636364)"
15-12-2022 10:56:22.672833,"(6.5, 6.4, 5.866666666666667)","(3.7, 4.6, 4.533333333333333)","(13.0, 30.0, 27.75)","(21.0, 36.0, 33.714285714285715)","(2.45, 2.88, 2.8104761904761904)","(15.0, 22.0, 20.25)","(5.5, 8.2, 8.015384615384615)","(26.0, 85.0, 58.75)"
