,Knobiesmagicsonde,Swiss Horizon,Bank Card,Warriorinthehouse,Gattolottasparkle,Little O Little E,Weavinyouinthedust,Lauras Grand,Iminchargenow,Vegas Princess
12-01-2023 13:50:50.555607,"(7.5, 9.0, 8.886486486486486)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.910714285714285)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:50:52.100643,"(7.5, 9.0, 8.886486486486486)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:50:53.569749,"(7.5, 9.0, 8.886486486486486)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:50:55.017298,"(7.5, 9.0, 8.886486486486486)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:50:56.417399,"(7.5, 9.0, 8.886486486486486)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:50:57.922881,"(7.5, 9.0, 8.886486486486486)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:50:59.313048,"(7.5, 9.0, 8.832)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:00.690295,"(7.5, 9.0, 8.892307692307693)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:02.097410,"(7.5, 9.0, 8.892307692307693)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:03.585168,"(7.5, 9.0, 8.892307692307693)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:04.973729,"(7.5, 9.0, 8.892307692307693)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.17391304347826)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:06.363089,"(7.5, 9.0, 8.892307692307693)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.17391304347826)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:07.724277,"(7.5, 9.0, 8.892307692307693)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.17391304347826)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.916)"
12-01-2023 13:51:09.176219,"(7.5, 9.0, 8.832)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.895)"
12-01-2023 13:51:10.959124,"(7.5, 9.0, 8.902325581395349)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.68421052631579)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.955)"
12-01-2023 13:51:12.455712,"(7.5, 9.0, 8.902325581395349)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.375)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.919)"
12-01-2023 13:51:13.946522,"(7.5, 9.0, 8.902325581395349)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 171.375)","(4.2, 5.0, 4.8)","(2.5, 3.0, 2.9573684210526316)"
12-01-2023 13:51:15.361575,"(7.5, 9.0, 8.902325581395349)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:16.845830,"(7.5, 9.0, 8.902325581395349)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:18.302027,"(7.5, 9.0, 8.902325581395349)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:19.805772,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:21.228331,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:22.689442,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:24.199895,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:25.558941,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:26.912967,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:28.317750,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.8)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:29.649100,"(7.5, 9.0, 8.883333333333333)","(7.0, 9.0, 8.8)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.127272727272727)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.885714285714285)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:30.969167,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.836363636363636)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:32.261379,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.836363636363636)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.9573684210526316)"
12-01-2023 13:51:33.495596,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.836363636363636)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:34.803444,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.836363636363636)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:36.142781,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.836363636363636)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:37.584088,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.375)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:38.962236,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.375)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:40.217394,"(7.5, 9.0, 8.889473684210527)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.375)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.828571428571428)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:41.508542,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.375)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:42.877341,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.695652173913043)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:44.320905,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.25)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:45.599724,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:46.827274,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 109.0)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 100.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:48.060585,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 146.44444444444446)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:49.297252,"(7.5, 9.0, 8.906666666666666)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 146.44444444444446)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.875862068965517)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:50.665230,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 120.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.057142857142857)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.885714285714285)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:52.068773,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 120.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.127272727272727)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.885714285714285)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:53.475318,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 120.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.127272727272727)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.76)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:54.770637,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 120.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.76)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:55.949289,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 145.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.8)","(31.0, 180.0, 171.375)","(4.0, 5.0, 4.834482758620689)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:57.131799,"(7.5, 9.0, 8.745454545454546)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 146.66666666666669)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.834482758620689)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:58.343273,"(7.5, 9.0, 8.745454545454546)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 146.66666666666669)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.834482758620689)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:51:59.617509,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 146.66666666666669)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.834482758620689)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:00.801243,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 146.66666666666669)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.815384615384615)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:02.455126,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.758620689655174)","(31.0, 160.0, 136.4)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.815384615384615)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:04.018898,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.045454545454547)","(31.0, 160.0, 146.88888888888889)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.733333333333334)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.815384615384615)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:05.508342,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.17391304347826)","(31.0, 160.0, 102.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.6)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.815384615384615)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:06.791400,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 18.904761904761905)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:08.044717,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 22.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:09.320217,"(7.5, 9.0, 8.872727272727273)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 136.4)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 112.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:10.680254,"(7.5, 9.0, 8.832)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 102.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 180.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:12.013759,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 102.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:13.930895,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(7.5, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:15.351508,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:16.751590,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:18.078564,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:19.449416,"(7.5, 9.0, 8.876470588235295)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:20.920687,"(7.5, 9.0, 8.88)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:22.380780,"(7.5, 9.0, 8.88)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:23.655847,"(7.5, 9.0, 8.88)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
12-01-2023 13:52:24.843673,"(7.5, 9.0, 8.88)","(7.0, 9.0, 8.82857142857143)","(21.0, 180.0, 132.66666666666669)","(12.0, 21.0, 19.53333333333333)","(31.0, 160.0, 101.0)","(15.0, 24.0, 20.666666666666668)","(8.0, 10.0, 9.52)","(31.0, 120.0, 82.0)","(4.0, 5.0, 4.862857142857143)","(2.45, 3.0, 2.937692307692308)"
