,Lavradore Nz,Evas Image,Chicago H Nz,Kell Road Kid,Aldebaran Sundown,Line The Starzzz
11-01-2023 20:36:53.466455,"(7.0, 99999, 99990)","(1.22, 1.45, 1.4281818181818182)","(11.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 23.0)","(6.5, 9.8, 8.8)"
11-01-2023 20:36:54.561645,"(7.0, 99999, 99990)","(1.22, 1.45, 1.4281818181818182)","(11.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 23.0)","(6.5, 9.8, 8.8)"
11-01-2023 20:36:55.671824,"(7.0, 99999, 99990)","(1.22, 1.45, 1.4281818181818182)","(11.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 23.0)","(6.5, 9.8, 8.8)"
11-01-2023 20:36:56.780980,"(7.0, 99999, 99990)","(1.22, 1.45, 1.4318181818181817)","(11.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 23.0)","(6.5, 9.8, 8.6)"
11-01-2023 20:36:58.058816,"(7.0, 99999, 99990)","(1.22, 1.45, 1.427142857142857)","(11.0, 99999, 99990)","(101.0, 190.0, 147.14285714285714)","(10.0, 24.0, 21.5)","(6.5, 9.8, 8.733333333333333)"
11-01-2023 20:36:59.323377,"(7.0, 99999, 99990)","(1.22, 1.45, 1.4347619047619047)","(12.0, 99999, 99990)","(101.0, 190.0, 147.14285714285714)","(10.0, 24.0, 21.5)","(6.5, 9.8, 8.733333333333333)"
11-01-2023 20:37:00.434739,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4347619047619047)","(12.0, 99999, 99990)","(101.0, 190.0, 147.14285714285714)","(10.0, 24.0, 23.0)","(6.5, 9.8, 8.733333333333333)"
11-01-2023 20:37:01.581284,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4347619047619047)","(12.0, 99999, 99990)","(101.0, 190.0, 156.66666666666669)","(10.0, 24.0, 19.375)","(6.5, 9.8, 8.82)"
11-01-2023 20:37:02.768073,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4533333333333334)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 25.0, 18.875)","(6.5, 10.5, 9.58)"
11-01-2023 20:37:03.901636,"(7.5, 99999, 99990)","(1.22, 1.48, 1.4533333333333334)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 25.0, 21.208333333333332)","(6.5, 10.5, 9.181818181818182)"
11-01-2023 20:37:05.084052,"(7.5, 99999, 99990)","(1.22, 1.48, 1.4533333333333334)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 25.0, 22.11111111111111)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:06.289113,"(7.5, 99999, 99990)","(1.22, 1.48, 1.472)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 25.0, 23.916666666666664)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:07.436706,"(7.5, 99999, 99990)","(1.22, 1.48, 1.464)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 25.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:08.542512,"(7.5, 99999, 99990)","(1.22, 1.48, 1.4533333333333334)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 24.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:09.597148,"(7.5, 99999, 99990)","(1.22, 1.47, 1.428)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 24.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:10.954798,"(7.5, 99999, 99990)","(1.22, 1.48, 1.4533333333333334)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 24.0, 21.25)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:12.680932,"(7.5, 99999, 99990)","(1.22, 1.48, 1.4266666666666665)","(12.0, 99999, 99990)","(101.0, 190.0, 133.0)","(10.0, 24.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:13.875672,"(7.5, 99999, 99990)","(1.22, 1.45, 1.446)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:14.996008,"(7.5, 99999, 99990)","(1.22, 1.45, 1.448)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:15.953442,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 22.428571428571427)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:17.114788,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4451724137931035)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.25)","(6.5, 10.0, 8.971428571428572)"
11-01-2023 20:37:18.269256,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.5)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:19.426942,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.5)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:20.580464,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.5)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:21.643963,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.5)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:22.739165,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.5)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:23.894249,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 20.875)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:25.022722,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.954545454545453)","(6.5, 10.0, 8.755555555555556)"
11-01-2023 20:37:26.129365,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.954545454545453)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:27.254963,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4426315789473683)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.954545454545453)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:28.396828,"(7.5, 99999, 99990)","(1.22, 1.45, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.954545454545453)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:29.570238,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.954545454545453)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:30.728841,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 142.5)","(10.0, 24.0, 21.954545454545453)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:32.063281,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 156.66666666666669)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:33.214230,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.664)"
11-01-2023 20:37:34.435143,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.664)"
11-01-2023 20:37:35.702643,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.664)"
11-01-2023 20:37:37.148350,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.68888888888889)"
11-01-2023 20:37:38.453867,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:39.675097,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:40.840847,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:42.005432,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:43.241455,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:44.366467,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:45.459452,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:46.648375,"(7.5, 99999, 99990)","(1.22, 1.42, 1.410909090909091)","(12.0, 99999, 99990)","(101.0, 190.0, 120.0)","(10.0, 24.0, 20.785714285714285)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:47.826218,"(7.5, 99999, 99990)","(1.22, 1.42, 1.448)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 24.0, 18.166666666666668)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:48.973117,"(7.5, 99999, 99990)","(1.22, 1.45, 1.448)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 24.0, 18.0)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:50.104762,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4482051282051283)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 23.0, 18.5)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:51.194820,"(7.5, 99999, 99990)","(1.22, 1.45, 1.4433333333333334)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 22.0, 18.6)","(6.5, 10.0, 9.475)"
11-01-2023 20:37:52.362003,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:37:53.575941,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:37:54.737423,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:37:55.916097,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.681818181818182)"
11-01-2023 20:37:57.017619,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:37:58.152390,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:37:59.309338,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:38:00.427287,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.6)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:38:01.566686,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 120.0)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.461538461538462)"
11-01-2023 20:38:02.649507,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:03.725167,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:04.878863,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:06.040492,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:07.054060,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:08.206852,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:09.330375,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:10.452187,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:11.561681,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:12.606870,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:13.742310,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:14.917547,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:16.079928,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.428571428571427)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:17.074768,"(7.5, 99999, 99990)","(1.22, 1.45, 1.435)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.333333333333332)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:18.105666,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3973417721518986)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.333333333333332)","(6.5, 10.0, 9.533333333333333)"
11-01-2023 20:38:19.225999,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.333333333333332)","(6.5, 10.0, 9.533333333333333)"
11-01-2023 20:38:20.369716,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.375)","(6.5, 10.0, 9.533333333333333)"
11-01-2023 20:38:21.493073,"(7.5, 99999, 99990)","(1.22, 1.41, 1.4005660377358489)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 18.5, 17.571428571428573)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:22.564790,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:23.590983,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:24.679424,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:25.752679,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:26.889878,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:27.934870,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:29.036768,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:30.151263,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:31.277351,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:32.359072,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:33.347981,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3968421052631579)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.571428571428573)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:34.558449,"(7.5, 99999, 99990)","(1.22, 1.41, 1.396111111111111)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.25)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:35.726286,"(7.5, 99999, 99990)","(1.22, 1.41, 1.396111111111111)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.25)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:36.914125,"(7.5, 99999, 99990)","(1.22, 1.41, 1.396111111111111)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.25)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:38.173343,"(7.5, 99999, 99990)","(1.22, 1.41, 1.396111111111111)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.46153846153846)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:39.396696,"(7.5, 99999, 99990)","(1.22, 1.41, 1.396111111111111)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.46153846153846)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:40.679458,"(7.5, 99999, 99990)","(1.22, 1.41, 1.396111111111111)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 17.625)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:41.887255,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3966666666666665)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 21.0, 18.09090909090909)","(6.5, 10.0, 9.626666666666667)"
11-01-2023 20:38:42.997347,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3966666666666665)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 23.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:44.050773,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3966666666666665)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.0)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:45.176652,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3966666666666665)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 18.09090909090909)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:46.266331,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3966666666666665)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 23.0, 18.09090909090909)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:47.400634,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3966666666666665)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 23.0, 18.09090909090909)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:48.613476,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 23.0, 18.09090909090909)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:49.687824,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 23.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:50.799443,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:51.982642,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:53.334114,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:54.400045,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:55.709081,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.5)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:56.786562,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3907692307692308)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.4)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:57.908927,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.4)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:38:59.159685,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 20.375)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:39:00.264407,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 19.4)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:39:01.354100,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 18.75)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:39:02.466947,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 18.75)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:39:03.717730,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 18.75)","(6.5, 10.0, 9.299999999999999)"
11-01-2023 20:39:04.977200,"(7.5, 99999, 99990)","(1.22, 1.41, 1.3805882352941174)","(12.0, 99999, 99990)","(91.0, 190.0, 126.66666666666667)","(10.0, 22.0, 18.25)","(6.5, 10.0, 9.299999999999999)"
