,Lavradore Nz,Evas Image,Chicago H Nz,Kell Road Kid,Aldebaran Sundown,Line The Starzzz
11-01-2023 20:32:06.994915,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 176.66666666666669)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:07.997562,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 176.66666666666669)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:09.092694,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 176.66666666666669)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:10.232187,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 176.66666666666669)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:11.321674,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 170.0)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:12.243138,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:13.179963,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:14.330610,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:15.419176,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:16.512052,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:17.598665,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:18.501232,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:19.497703,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:20.566104,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:21.612764,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:22.782582,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:23.814498,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:24.696744,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:25.654120,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:26.699026,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:27.785708,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:28.760770,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:29.660739,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:30.611457,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:31.642138,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:32.733664,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:33.797568,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:34.725569,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:35.624041,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:36.614243,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:37.744513,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:38.797403,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:39.784044,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:40.647669,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:41.644199,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:42.745806,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:43.841798,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:44.901139,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:45.881394,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:46.761102,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:47.820529,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:48.931957,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:50.071905,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:51.091674,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:52.066107,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:53.000483,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:54.083634,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:55.229912,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:56.294632,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:57.302762,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:58.340603,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:32:59.329591,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:00.360755,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:01.451245,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:02.557817,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:03.626032,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:04.574592,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:05.592662,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:06.678974,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:07.850388,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:08.926252,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:10.143790,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:11.256663,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:12.484395,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:13.613968,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:14.687422,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:15.671466,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:16.673033,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:17.744697,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:18.856139,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:19.870968,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:20.800943,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:21.762673,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:22.815471,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:23.922619,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:25.056236,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 18.0)","(6.5, 11.5, 10.35)"
11-01-2023 20:33:26.084902,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3824390243902438)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 11.5, 11.2)"
11-01-2023 20:33:26.998269,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:28.082234,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:29.126411,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:30.099388,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:31.138628,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:32.070508,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(101.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:33.023301,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:34.053811,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:35.049825,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:36.043476,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:37.013069,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:37.874460,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:38.921736,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:39.886878,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:40.974712,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:42.059913,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:43.077339,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:43.946214,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:44.860578,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:45.856037,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:46.868651,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:47.872497,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:48.794002,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:49.957831,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:50.870150,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:51.866987,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:53.203160,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:54.437302,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:55.456250,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:56.536139,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:57.662752,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:58.719432,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:33:59.743181,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:00.724587,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:01.740999,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:02.612293,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:03.507503,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:04.422060,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:05.462262,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
11-01-2023 20:34:06.537988,"(7.0, 99999, 99990)","(1.24, 1.4, 1.3526315789473684)","(11.0, 99999, 99990)","(91.0, 190.0, 172.72727272727275)","(12.0, 21.0, 19.0)","(6.5, 12.0, 11.2)"
