,Mega Star,Mac Stubborn,Uptotrix,What Now Shannon,Shannons Shadow,Seven Rippin Aces,Always Bopping,Cronin,A Kerry Man,Sheza Rose Nz
05-01-2023 15:57:37.978338,"(3.5, 4.9, 3.4125)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:39.217435,"(3.5, 4.9, 3.4125)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:40.490100,"(3.5, 4.7, 4.2)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:41.733991,"(3.5, 4.7, 3.95)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:42.964529,"(3.5, 4.6, 3.9)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:44.162535,"(3.5, 4.6, 3.9)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:45.434121,"(3.5, 4.6, 3.9)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:46.680941,"(3.5, 4.6, 3.9)","(4.6, 7.6, 6.699999999999999)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.638461538461539)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:47.919474,"(3.5, 4.5, 4.066666666666666)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:49.155643,"(3.5, 4.5, 4.066666666666666)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:50.346528,"(3.5, 4.3, 3.933333333333333)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:51.647288,"(3.5, 4.3, 3.933333333333333)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:52.891006,"(3.5, 4.1, 3.8)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:54.138748,"(3.5, 4.1, 3.8)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:55.396132,"(3.5, 4.1, 3.8)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:56.694573,"(3.5, 4.1, 3.8)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:57.998842,"(3.5, 5.2, 4.533333333333333)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:57:59.248362,"(3.5, 5.0, 4.4)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.6)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:00.466727,"(3.5, 5.0, 4.4)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 4.442857142857143)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:01.671940,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.3, 4.442857142857143)","(21.0, 90.0, 51.86666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:03.004942,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.3, 5.03125)","(21.0, 90.0, 57.29166666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:04.401099,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.2, 4.025)","(21.0, 85.0, 57.29166666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:05.652497,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 4.2, 5.296666666666667)","(21.0, 85.0, 57.29166666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:06.916553,"(3.5, 5.2, 4.2)","(4.6, 7.6, 6.263636363636364)","(26.0, 75.0, 41.875)","(2.7, 5.4, 5.11875)","(21.0, 85.0, 57.29166666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:08.175676,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 75.0, 41.875)","(2.7, 5.3, 3.9048780487804877)","(21.0, 85.0, 44.375)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:09.448197,"(3.5, 5.2, 4.2)","(4.6, 7.4, 6.05)","(26.0, 75.0, 41.875)","(2.7, 4.1, 3.855)","(21.0, 85.0, 44.375)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:10.765706,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 75.0, 48.5)","(2.7, 4.0, 5.26)","(21.0, 85.0, 44.375)","(26.0, 110.0, 69.0)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:12.067693,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 75.0, 48.5)","(2.7, 6.2, 5.26)","(21.0, 85.0, 44.375)","(26.0, 110.0, 69.0)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:13.371305,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 95.0, 65.8)","(2.7, 4.0, 3.9117647058823533)","(21.0, 85.0, 44.375)","(26.0, 110.0, 69.0)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:14.617018,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 95.0, 65.8)","(2.7, 4.2, 3.9117647058823533)","(21.0, 85.0, 44.375)","(26.0, 110.0, 69.0)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:15.831235,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 95.0, 65.8)","(2.7, 4.2, 3.872340425531915)","(21.0, 85.0, 44.375)","(26.0, 110.0, 69.0)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:17.107070,"(3.5, 5.1, 4.466666666666667)","(4.6, 7.4, 6.05)","(26.0, 95.0, 65.8)","(2.7, 4.2, 3.886206896551724)","(21.0, 85.0, 44.375)","(26.0, 110.0, 69.0)","(10.0, 20.0, 13.25)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 149.54545454545456)","(5.0, 99999, 99990)"
05-01-2023 15:58:18.350317,"(3.5, 5.2, 4.2)","(4.6, 7.4, 6.05)","(26.0, 95.0, 65.8)","(2.7, 4.2, 5.08)","(21.0, 85.0, 48.888888888888886)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 220.0, 173.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:19.690749,"(3.5, 5.1, 4.175)","(4.6, 7.4, 6.05)","(26.0, 90.0, 45.625)","(2.7, 5.9, 4.013333333333334)","(21.0, 85.0, 48.888888888888886)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 210.0, 166.25)","(5.0, 99999, 99990)"
05-01-2023 15:58:20.962169,"(3.5, 5.1, 4.175)","(4.6, 7.4, 6.05)","(26.0, 85.0, 59.8)","(2.7, 4.2, 4.026666666666666)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 200.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:22.237896,"(3.5, 4.9, 4.075)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.4, 3.947058823529412)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:23.516767,"(3.5, 4.9, 4.625)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.4, 3.903225806451613)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:24.732293,"(3.5, 4.9, 4.625)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.4, 3.976923076923077)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:26.014102,"(3.5, 4.9, 4.625)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.4, 3.976923076923077)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:27.249839,"(3.5, 4.9, 4.28125)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.2, 3.9117647058823533)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:28.569804,"(3.5, 4.8, 4.065789473684211)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.4, 3.976923076923077)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:29.898576,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.4, 4.1066666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:31.167697,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.4, 6.05)","(26.0, 80.0, 56.8)","(2.7, 4.2, 3.8941176470588235)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:32.426454,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.4, 5.96)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.006666666666667)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:33.670087,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.2, 5.92)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.006666666666667)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:34.875593,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.2, 5.92)","(26.0, 80.0, 56.8)","(2.7, 4.2, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:36.186029,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.2, 5.92)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:37.450587,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.2, 5.92)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:38.764161,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.2, 5.92)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:40.027654,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.2, 5.92)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:41.276455,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:42.532360,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:43.778079,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:44.999971,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:46.243273,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:47.522006,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:48.804839,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:50.048474,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:51.261713,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 85.0, 44.0625)","(26.0, 110.0, 69.0)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:52.472210,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 75.0, 43.285714285714285)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:53.769927,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 70.0, 61.41666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:54.993989,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 70.0, 61.41666666666667)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:56.202908,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:57.447321,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:58:58.724686,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 6.3)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:59:00.039690,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 5.949999999999999)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:59:01.312834,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 5.949999999999999)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:59:02.552479,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 5.949999999999999)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:59:03.759312,"(3.5, 4.7, 4.458333333333334)","(4.6, 7.0, 5.949999999999999)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:59:04.945006,"(3.5, 4.7, 4.458333333333334)","(4.6, 6.8, 6.199999999999999)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
05-01-2023 15:59:06.083602,"(3.5, 4.7, 4.458333333333334)","(4.6, 6.8, 6.199999999999999)","(26.0, 80.0, 56.8)","(2.7, 4.1, 4.0375)","(21.0, 65.0, 57.25)","(26.0, 110.0, 46.22222222222222)","(10.0, 20.0, 16.142857142857142)","(31.0, 160.0, 115.71428571428572)","(71.0, 190.0, 158.75)","(5.0, 99999, 99990)"
