,Carmelized,Lockdown Vanna,Makinlimmargaritas,Playing For Two,Golden Sally,Smokin Lady,Showthemoneyhoney,Polish The Diamond,Xposed Secret,Stryda
07-01-2023 10:33:37.364500,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 41.69230769230769)","(15.0, 23.0, 22.0)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 76.875)","(5.0, 6.8, 6.728205128205128)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.475510204081632)","(51.0, 410.0, 348.82352941176475)","(1.65, 2.06, 2.040851063829787)"
07-01-2023 10:33:39.009258,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 41.8)","(15.0, 23.0, 22.166666666666668)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 76.875)","(5.0, 6.8, 6.728205128205128)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.440186915887851)","(51.0, 410.0, 348.82352941176475)","(1.65, 2.06, 2.040851063829787)"
07-01-2023 10:33:40.502553,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 41.8)","(15.0, 23.0, 22.473684210526315)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 76.875)","(5.0, 6.8, 6.728205128205128)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.440186915887851)","(51.0, 410.0, 348.82352941176475)","(1.65, 2.06, 2.040851063829787)"
07-01-2023 10:33:42.197895,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 41.8)","(15.0, 23.0, 21.736842105263158)","(15.0, 21.0, 20.5)","(41.0, 90.0, 76.875)","(5.0, 6.8, 6.728205128205128)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.444347826086957)","(51.0, 410.0, 348.82352941176475)","(1.65, 2.06, 2.0459375)"
07-01-2023 10:33:44.088569,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 41.8)","(15.0, 23.0, 21.736842105263158)","(15.0, 21.0, 20.5)","(41.0, 90.0, 76.875)","(5.0, 6.8, 6.728205128205128)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.425581395348837)","(51.0, 410.0, 348.82352941176475)","(1.65, 2.04, 2.0233480176211454)"
07-01-2023 10:33:45.623417,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 42.0)","(15.0, 23.0, 23.77777777777778)","(15.0, 21.0, 20.5)","(41.0, 90.0, 76.875)","(5.0, 6.8, 6.723456790123457)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.425581395348837)","(51.0, 410.0, 348.82352941176475)","(1.65, 2.04, 2.0233480176211454)"
07-01-2023 10:33:47.112213,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 42.0)","(15.0, 24.0, 23.903225806451612)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.723456790123457)","(31.0, 100.0, 92.1875)","(4.4, 5.5, 5.425581395348837)","(51.0, 410.0, 345.0)","(1.65, 2.04, 2.0233480176211454)"
07-01-2023 10:33:48.572711,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 41.69230769230769)","(15.0, 24.0, 23.903225806451612)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.715068493150684)","(31.0, 100.0, 92.1875)","(4.4, 5.5, 5.440740740740741)","(51.0, 410.0, 345.0)","(1.65, 2.04, 2.035510204081633)"
07-01-2023 10:33:50.043501,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 41.69230769230769)","(15.0, 24.0, 23.5)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.715068493150684)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.440740740740741)","(51.0, 410.0, 345.0)","(1.65, 2.04, 2.047575757575758)"
07-01-2023 10:33:51.513094,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 41.69230769230769)","(15.0, 24.0, 23.5)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.715068493150684)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.440740740740741)","(51.0, 410.0, 345.0)","(1.65, 2.06, 2.029913043478261)"
07-01-2023 10:33:53.047333,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 41.69230769230769)","(15.0, 24.0, 23.5)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.716216216216216)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.363829787234042)","(51.0, 410.0, 345.0)","(1.65, 2.04, 2.042890625)"
07-01-2023 10:33:54.523724,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 41.31707317073171)","(15.0, 24.0, 23.5)","(15.0, 21.0, 20.4)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.716216216216216)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.5, 5.361290322580645)","(51.0, 410.0, 345.0)","(1.65, 2.06, 2.042890625)"
07-01-2023 10:33:55.957447,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 41.31707317073171)","(15.0, 24.0, 23.375)","(15.0, 21.0, 20.4)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.715068493150684)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.4, 5.375510204081633)","(51.0, 410.0, 345.0)","(1.65, 2.06, 2.0407894736842107)"
07-01-2023 10:33:57.413611,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 41.31707317073171)","(15.0, 24.0, 20.88)","(15.0, 21.0, 20.4)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.715068493150684)","(31.0, 100.0, 95.0)","(4.4, 5.4, 5.375510204081633)","(51.0, 410.0, 345.0)","(1.65, 2.06, 2.0407894736842107)"
07-01-2023 10:33:58.869645,"(17.0, 29.0, 27.608695652173914)","(26.0, 46.0, 42.54054054054054)","(15.0, 21.0, 22.5)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.73448275862069)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.379661016949153)","(51.0, 410.0, 223.33333333333334)","(1.65, 2.06, 2.0406194690265487)"
07-01-2023 10:34:00.377743,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.5)","(15.0, 21.0, 20.464285714285715)","(41.0, 90.0, 82.5)","(5.0, 6.8, 6.73448275862069)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.379661016949153)","(51.0, 230.0, 340.66666666666663)","(1.65, 2.06, 2.0406194690265487)"
07-01-2023 10:34:01.806145,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.166666666666668)","(15.0, 21.0, 20.727272727272727)","(41.0, 90.0, 83.82352941176471)","(5.0, 6.8, 6.7387096774193544)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.38)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.040873362445415)"
07-01-2023 10:34:03.218801,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.75)","(15.0, 21.0, 20.666666666666668)","(41.0, 90.0, 83.82352941176471)","(5.0, 6.8, 6.73968253968254)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.358928571428572)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.040873362445415)"
07-01-2023 10:34:04.633457,"(17.0, 29.0, 27.76923076923077)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.75)","(15.0, 21.0, 20.666666666666668)","(41.0, 90.0, 83.82352941176471)","(5.0, 6.8, 6.7387096774193544)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.365151515151515)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.044791666666667)"
07-01-2023 10:34:06.051253,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.75)","(15.0, 21.0, 20.625)","(41.0, 90.0, 81.92307692307692)","(5.0, 6.8, 6.724)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.37125)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0633333333333335)"
07-01-2023 10:34:07.470216,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.666666666666668)","(15.0, 21.0, 20.625)","(41.0, 90.0, 72.5)","(5.0, 6.8, 6.711627906976744)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.37125)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:08.950066,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.0)","(15.0, 21.0, 20.625)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.722448979591836)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.37125)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:10.440521,"(17.0, 29.0, 27.72)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.0)","(15.0, 21.0, 20.625)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.724)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.371604938271605)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0648039215686276)"
07-01-2023 10:34:11.914888,"(17.0, 29.0, 27.72)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 21.8)","(15.0, 21.0, 20.625)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.722448979591836)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.371604938271605)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:13.234854,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.8)","(15.0, 21.0, 20.625)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.722448979591836)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.371604938271605)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:14.660857,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.8)","(15.0, 21.0, 20.625)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.720833333333333)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.37125)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:16.175682,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.8)","(15.0, 21.0, 20.6)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.720833333333333)","(31.0, 100.0, 94.56521739130434)","(4.4, 5.4, 5.3342857142857145)","(51.0, 410.0, 366.6666666666667)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:17.561644,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 21.8)","(15.0, 21.0, 20.6)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.720833333333333)","(31.0, 100.0, 95.53571428571429)","(4.4, 5.4, 5.355769230769231)","(51.0, 410.0, 360.4761904761905)","(1.65, 2.08, 2.0645000000000002)"
07-01-2023 10:34:18.808132,"(17.0, 29.0, 27.666666666666668)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.5)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.728301886792453)","(31.0, 100.0, 95.53571428571429)","(4.4, 5.4, 5.361666666666667)","(51.0, 410.0, 360.4761904761905)","(1.65, 2.08, 2.0656481481481483)"
07-01-2023 10:34:20.131893,"(17.0, 29.0, 27.476190476190474)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.5)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.728301886792453)","(31.0, 100.0, 95.53571428571429)","(4.4, 5.4, 5.361666666666667)","(51.0, 410.0, 364.7826086956522)","(1.65, 2.08, 2.0485427135678393)"
07-01-2023 10:34:21.562620,"(17.0, 29.0, 27.476190476190474)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.2)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.728301886792453)","(31.0, 100.0, 95.6896551724138)","(4.4, 5.4, 5.453333333333333)","(51.0, 410.0, 364.7826086956522)","(1.65, 2.06, 2.0463926940639268)"
07-01-2023 10:34:22.995317,"(17.0, 29.0, 27.4)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.2)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.728301886792453)","(31.0, 100.0, 95.6896551724138)","(4.4, 5.5, 5.453333333333333)","(51.0, 410.0, 364.7826086956522)","(1.65, 2.06, 2.0463926940639268)"
07-01-2023 10:34:24.364839,"(17.0, 29.0, 27.4)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.2)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.726923076923077)","(31.0, 100.0, 95.6896551724138)","(4.4, 5.5, 5.432)","(51.0, 410.0, 364.7826086956522)","(1.65, 2.06, 2.0463926940639268)"
07-01-2023 10:34:25.743998,"(17.0, 29.0, 27.4)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.2)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.711627906976744)","(31.0, 100.0, 95.6896551724138)","(4.4, 5.5, 5.432)","(51.0, 410.0, 364.7826086956522)","(1.65, 2.06, 2.0504587155963305)"
07-01-2023 10:34:27.077212,"(17.0, 29.0, 26.86842105263158)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.36842105263158)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.677419354838709)","(31.0, 100.0, 90.38461538461539)","(4.4, 5.5, 5.432)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0473267326732674)"
07-01-2023 10:34:28.487971,"(17.0, 29.0, 26.86842105263158)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.36842105263158)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.677419354838709)","(31.0, 100.0, 90.38461538461539)","(4.4, 5.5, 5.432)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0473267326732674)"
07-01-2023 10:34:29.902593,"(17.0, 29.0, 26.86842105263158)","(26.0, 46.0, 42.44444444444444)","(15.0, 23.0, 22.307692307692307)","(15.0, 21.0, 20.36842105263158)","(41.0, 90.0, 80.45454545454545)","(5.0, 6.8, 6.677419354838709)","(31.0, 100.0, 90.38461538461539)","(4.4, 5.5, 5.40842105263158)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0473267326732674)"
07-01-2023 10:34:31.275495,"(17.0, 29.0, 26.86842105263158)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.688235294117646)","(31.0, 100.0, 91.07142857142857)","(4.4, 5.5, 5.420909090909091)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0495081967213116)"
07-01-2023 10:34:32.660507,"(17.0, 29.0, 26.923076923076923)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.688235294117646)","(31.0, 100.0, 91.07142857142857)","(4.4, 5.5, 5.420909090909091)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0495081967213116)"
07-01-2023 10:34:33.944542,"(17.0, 29.0, 26.923076923076923)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.688235294117646)","(31.0, 100.0, 91.07142857142857)","(4.4, 5.5, 5.439583333333333)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0495081967213116)"
07-01-2023 10:34:35.255201,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.688235294117646)","(31.0, 100.0, 91.07142857142857)","(4.4, 5.5, 5.446296296296296)","(51.0, 410.0, 340.66666666666663)","(1.65, 2.06, 2.0495081967213116)"
07-01-2023 10:34:36.583504,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.688235294117646)","(31.0, 100.0, 95.0)","(4.4, 5.5, 5.446808510638298)","(51.0, 410.0, 370.0)","(1.65, 2.06, 2.0495081967213116)"
07-01-2023 10:34:37.958313,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.688235294117646)","(31.0, 100.0, 95.0)","(4.4, 5.5, 5.446808510638298)","(51.0, 410.0, 370.0)","(1.65, 2.06, 2.0508148148148146)"
07-01-2023 10:34:39.209855,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 81.25)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 95.0)","(4.4, 5.5, 5.446808510638298)","(51.0, 410.0, 370.0)","(1.65, 2.06, 2.0530357142857145)"
07-01-2023 10:34:40.534326,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 72.5)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 95.0)","(4.4, 5.5, 5.416346153846154)","(51.0, 410.0, 370.0)","(1.65, 2.06, 2.0530357142857145)"
07-01-2023 10:34:41.884678,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 74.0909090909091)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 95.0)","(4.4, 5.5, 5.363855421686747)","(51.0, 410.0, 370.0)","(1.65, 2.06, 2.053276595744681)"
07-01-2023 10:34:43.276529,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 74.0909090909091)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 95.0)","(4.4, 5.4, 5.35945945945946)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.063645833333333)"
07-01-2023 10:34:44.754526,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 74.0909090909091)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 95.0)","(4.4, 5.4, 5.356521739130435)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.063645833333333)"
07-01-2023 10:34:46.106492,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 74.0909090909091)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 95.0)","(4.4, 5.4, 5.356521739130435)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:47.414654,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.356521739130435)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:48.706194,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.3500000000000005)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:50.016081,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.3500000000000005)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:51.290523,"(17.0, 29.0, 27.071428571428573)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 94.79166666666667)","(4.4, 5.4, 5.3500000000000005)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:52.528938,"(17.0, 29.0, 27.024390243902438)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.4, 5.354117647058824)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:53.819526,"(17.0, 29.0, 26.46875)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.4)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.4, 5.3410714285714285)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0653271028037383)"
07-01-2023 10:34:55.177010,"(17.0, 29.0, 26.6)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.142857142857142)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 79.0625)","(5.0, 6.8, 6.673333333333333)","(31.0, 100.0, 91.66666666666667)","(4.4, 5.4, 5.3410714285714285)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.04873786407767)"
07-01-2023 10:34:56.643921,"(17.0, 29.0, 26.857142857142858)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.142857142857142)","(15.0, 21.0, 20.386363636363637)","(41.0, 90.0, 74.0909090909091)","(5.0, 6.8, 6.666666666666666)","(31.0, 100.0, 87.5)","(4.4, 5.4, 5.352517985611511)","(51.0, 410.0, 261.42857142857144)","(1.65, 2.08, 2.0488235294117647)"
07-01-2023 10:34:58.093974,"(17.0, 29.0, 27.181818181818183)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.142857142857142)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.666666666666666)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.4, 5.265384615384615)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.063174603174603)"
07-01-2023 10:34:59.504853,"(17.0, 29.0, 27.181818181818183)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.625)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.679365079365079)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.4, 5.265384615384615)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.063208556149733)"
07-01-2023 10:35:00.783436,"(17.0, 29.0, 27.181818181818183)","(26.0, 46.0, 42.54054054054054)","(15.0, 23.0, 22.625)","(15.0, 21.0, 20.428571428571427)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.679365079365079)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.4, 5.265384615384615)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.063208556149733)"
07-01-2023 10:35:02.087215,"(17.0, 29.0, 27.181818181818183)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.742857142857144)","(15.0, 21.0, 20.47826086956522)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.689855072463768)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.4, 5.271951219512196)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.064830917874396)"
07-01-2023 10:35:03.461611,"(17.0, 29.0, 27.285714285714285)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.826923076923077)","(15.0, 21.0, 20.47826086956522)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.689855072463768)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.4, 5.271951219512196)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.064830917874396)"
07-01-2023 10:35:04.841316,"(17.0, 29.0, 27.285714285714285)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.77358490566038)","(15.0, 21.0, 20.47826086956522)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.689855072463768)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.4, 5.273770491803279)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.064830917874396)"
07-01-2023 10:35:06.211669,"(17.0, 29.0, 26.81081081081081)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.826923076923077)","(15.0, 21.0, 20.47826086956522)","(41.0, 90.0, 80.27777777777777)","(5.0, 6.8, 6.689855072463768)","(31.0, 100.0, 93.05555555555556)","(4.4, 5.3, 5.273770491803279)","(51.0, 410.0, 370.0)","(1.65, 2.08, 2.0646829268292684)"
07-01-2023 10:35:07.499481,"(17.0, 29.0, 26.387096774193548)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.826923076923077)","(15.0, 21.0, 20.47826086956522)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.8, 6.689855072463768)","(31.0, 100.0, 92.1875)","(4.4, 5.3, 5.256962025316455)","(51.0, 410.0, 371.4814814814815)","(1.65, 2.08, 2.0646829268292684)"
07-01-2023 10:35:08.895478,"(17.0, 29.0, 26.387096774193548)","(26.0, 46.0, 42.63157894736842)","(15.0, 23.0, 22.826923076923077)","(15.0, 21.0, 20.47826086956522)","(41.0, 90.0, 74.44444444444444)","(5.0, 6.8, 6.689855072463768)","(31.0, 100.0, 92.1875)","(4.4, 5.3, 5.256962025316455)","(51.0, 410.0, 371.4814814814815)","(1.65, 2.08, 2.0428402366863905)"
