,Velocity Lara,Chasing Jason,Sunset Shieva,More Beers,Press Agent,Hurricane Villa,Sunset Bling
11-01-2023 21:08:03.581233,"(3.1, 4.2, 4.166666666666667)","(2.25, 3.1, 3.0932432432432435)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:04.606122,"(3.1, 4.2, 4.166666666666667)","(2.25, 3.1, 3.0932432432432435)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:05.604793,"(3.1, 4.2, 4.183333333333334)","(2.25, 3.1, 3.0932432432432435)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:06.634766,"(3.1, 4.2, 4.183333333333334)","(2.25, 3.2, 3.1543478260869566)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:07.660231,"(3.1, 4.2, 4.183333333333334)","(2.25, 3.2, 3.1543478260869566)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:08.680026,"(3.1, 4.2, 4.183333333333334)","(2.25, 3.2, 3.1543478260869566)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:09.748513,"(3.1, 4.2, 4.183333333333334)","(2.25, 3.2, 3.1543478260869566)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:10.957169,"(3.1, 4.2, 4.183333333333334)","(2.25, 3.2, 3.1543478260869566)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:12.101700,"(3.1, 4.2, 4.025)","(2.25, 3.2, 3.1543478260869566)","(4.8, 7.0, 6.50909090909091)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:13.256524,"(3.1, 4.2, 4.15)","(2.25, 3.2, 3.17)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 25.05)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:14.471060,"(3.1, 4.2, 4.15)","(2.25, 3.2, 3.1566666666666667)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 47.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:15.755854,"(3.1, 4.2, 4.15)","(2.25, 3.2, 3.1566666666666667)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 47.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:16.988875,"(3.1, 4.2, 4.15)","(2.25, 3.2, 3.1566666666666667)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 47.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:18.168677,"(3.1, 4.2, 4.15)","(2.25, 3.2, 3.1566666666666667)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 51.214285714285715)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:19.280413,"(3.1, 4.2, 4.025)","(2.25, 3.1, 3.0863636363636364)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 36.92307692307692)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:20.326759,"(3.1, 4.2, 4.158333333333333)","(2.25, 3.1, 3.08265306122449)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 36.92307692307692)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:21.325715,"(3.1, 4.2, 4.158333333333333)","(2.25, 3.1, 3.08265306122449)","(4.8, 7.0, 6.48)","(12.0, 20.0, 16.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 39.64285714285714)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:22.387874,"(3.1, 4.2, 4.158333333333333)","(2.25, 3.1, 3.08265306122449)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:23.441231,"(3.1, 4.2, 4.158333333333333)","(2.25, 3.2, 3.17)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:24.525134,"(3.1, 4.2, 4.158333333333333)","(2.25, 3.2, 3.17)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:25.564961,"(3.1, 4.2, 4.158333333333333)","(2.25, 3.2, 3.17)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:26.577746,"(3.1, 4.2, 4.15)","(2.25, 3.15, 3.1364864864864863)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:27.580289,"(3.1, 4.2, 4.15)","(2.25, 3.15, 3.1364864864864863)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:28.610156,"(3.1, 4.2, 4.15)","(2.25, 3.15, 3.1364864864864863)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:29.664932,"(3.1, 4.2, 4.165)","(2.25, 3.15, 3.1364864864864863)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:30.777890,"(3.1, 4.2, 4.165)","(2.25, 3.15, 3.1364864864864863)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:31.917826,"(3.1, 4.2, 4.165)","(2.25, 3.15, 3.13)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:32.937118,"(3.1, 4.2, 4.13)","(2.25, 3.2, 3.165714285714286)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:33.898437,"(3.1, 4.2, 3.966666666666667)","(2.25, 3.2, 3.165714285714286)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:34.878276,"(3.1, 4.2, 4.025)","(2.25, 3.2, 3.165714285714286)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:35.890232,"(3.1, 4.2, 4.025)","(2.25, 3.2, 3.165714285714286)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:36.939773,"(3.1, 4.2, 4.025)","(2.25, 3.2, 3.165714285714286)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:38.006841,"(3.1, 4.2, 3.966666666666667)","(2.25, 3.1, 3.0921875)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:39.073016,"(3.1, 4.2, 4.166666666666667)","(2.25, 3.1, 3.0921875)","(4.8, 6.8, 6.488888888888889)","(12.0, 19.0, 16.25)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:40.079731,"(3.1, 4.2, 4.166666666666667)","(2.3, 3.1, 3.0897058823529413)","(4.8, 7.0, 6.550000000000001)","(13.0, 19.0, 14.416666666666666)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:41.133564,"(3.1, 4.2, 4.166666666666667)","(2.3, 3.1, 3.0921875)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:42.192119,"(3.1, 4.2, 4.166666666666667)","(2.3, 3.1, 3.0897058823529413)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 38.0, 18.964285714285715)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:43.372301,"(3.1, 4.2, 4.166666666666667)","(2.3, 3.1, 3.0921875)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 38.0, 32.1)","(21.0, 75.0, 38.33333333333333)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:44.505380,"(3.1, 4.3, 4.071428571428571)","(2.3, 3.1, 3.0921875)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 36.0, 32.1)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:45.559141,"(3.1, 4.3, 3.8725)","(2.3, 3.2, 3.16)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 36.0, 23.5)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:46.570467,"(3.1, 4.3, 4.0625)","(2.3, 3.2, 3.15)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 34.0, 21.9)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:47.504186,"(3.1, 4.3, 4.071428571428571)","(2.3, 3.2, 3.15)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 30.0, 21.9)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:48.550953,"(3.1, 4.3, 3.911764705882353)","(2.3, 3.2, 3.16)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 29.0, 26.5)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:49.689675,"(3.1, 4.2, 4.161538461538462)","(2.3, 3.2, 3.16)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 29.0, 26.5)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.71111111111111)"
11-01-2023 21:08:50.797608,"(3.1, 4.2, 4.161538461538462)","(2.3, 3.2, 3.16)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(16.0, 29.0, 26.5)","(21.0, 75.0, 41.25)","(7.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:51.834975,"(3.1, 4.2, 3.9958333333333336)","(2.3, 3.15, 3.1314814814814813)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 29.0, 26.5)","(26.0, 75.0, 41.25)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:52.858197,"(3.1, 4.2, 4.0687500000000005)","(2.3, 3.15, 3.1314814814814813)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 29.0, 26.5)","(26.0, 75.0, 47.400000000000006)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:53.819460,"(3.1, 4.2, 4.044444444444444)","(2.3, 3.15, 3.1314814814814813)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 28.0, 24.166666666666668)","(26.0, 65.0, 47.400000000000006)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:54.849394,"(3.1, 4.2, 4.044444444444444)","(2.3, 3.15, 3.1314814814814813)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 27.0, 24.9)","(26.0, 65.0, 24.5)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:55.907678,"(3.1, 4.2, 4.044444444444444)","(2.3, 3.15, 3.1314814814814813)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 27.0, 24.9)","(26.0, 65.0, 24.5)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:57.043253,"(3.1, 4.2, 4.044444444444444)","(2.3, 3.15, 3.1314814814814813)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 27.0, 24.9)","(26.0, 65.0, 24.5)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:58.142704,"(3.1, 4.2, 4.12)","(2.3, 3.2, 3.153125)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 27.0, 18.970588235294116)","(26.0, 65.0, 23.214285714285715)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:08:59.185086,"(3.1, 4.1, 4.019230769230769)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 27.0, 23.3)","(26.0, 65.0, 23.214285714285715)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:00.223322,"(3.1, 4.1, 3.962121212121212)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 25.0, 22.333333333333336)","(26.0, 65.0, 23.214285714285715)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:01.218885,"(3.1, 4.1, 3.975806451612903)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 24.0, 19.5)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:02.276374,"(3.1, 4.1, 3.9796875)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 24.0, 21.92857142857143)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:03.356823,"(3.1, 4.1, 3.9796875)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 26.0, 21.7)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:04.445820,"(3.1, 4.1, 4.008333333333333)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 19.1)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:05.505936,"(3.1, 4.0, 3.888392857142857)","(2.3, 3.1, 3.079310344827586)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 20.0)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:06.588282,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.0785714285714287)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 20.0)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:07.642977,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.0538461538461537)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 18.666666666666668)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:08.684883,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.0538461538461537)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.347826086956523)","(26.0, 65.0, 24.09090909090909)","(6.0, 7.6, 6.872727272727272)"
11-01-2023 21:09:09.840838,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.0571428571428574)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 16.333333333333332)","(26.0, 65.0, 23.75)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:10.939138,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.0571428571428574)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.444444444444443)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:12.029319,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.05)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.444444444444443)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:13.119432,"(3.1, 4.0, 3.8275862068965516)","(2.3, 3.1, 3.05)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.444444444444443)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:14.288795,"(3.1, 4.0, 3.8529411764705883)","(2.3, 3.1, 3.05)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.444444444444443)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:15.375791,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.05, 3.026086956521739)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:16.413601,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.045161290322581)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:17.362783,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.04)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:18.390426,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0444444444444443)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:19.472507,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0444444444444443)","(4.8, 7.0, 6.50909090909091)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:20.688019,"(3.1, 4.0, 3.833333333333333)","(2.3, 3.2, 3.05)","(4.8, 7.0, 6.576470588235294)","(13.0, 18.0, 15.75)","(17.0, 23.0, 18.17241379310345)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:21.768976,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0486486486486486)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:22.881462,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0486486486486486)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:23.964924,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0486486486486486)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:25.019266,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0486486486486486)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:26.045814,"(3.1, 4.0, 3.857142857142857)","(2.3, 3.2, 3.0486486486486486)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.666666666666668)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:27.089231,"(3.1, 4.0, 3.833333333333333)","(2.3, 3.1, 3.0615384615384618)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 15.75)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:28.098191,"(3.1, 4.1, 3.89375)","(2.3, 3.1, 3.0615384615384618)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:29.158266,"(3.1, 4.1, 3.9349999999999996)","(2.3, 3.1, 3.06875)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:30.277843,"(3.1, 4.1, 3.9349999999999996)","(2.3, 3.1, 3.06875)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:31.396267,"(3.1, 4.1, 3.9349999999999996)","(2.3, 3.1, 3.06875)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:32.515928,"(3.1, 4.1, 3.9679999999999995)","(2.3, 3.1, 3.06875)","(4.8, 7.0, 6.640000000000001)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:33.596274,"(3.1, 4.3, 4.068181818181818)","(2.3, 3.1, 3.06875)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 7.0285714285714285)"
11-01-2023 21:09:34.821545,"(3.1, 4.3, 4.065217391304348)","(2.3, 3.1, 3.0615384615384618)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 17.4)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 6.800000000000001)"
11-01-2023 21:09:35.979296,"(3.1, 4.3, 4.065217391304348)","(2.3, 3.1, 3.0615384615384618)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 18.185185185185183)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.4, 6.9)"
11-01-2023 21:09:37.291576,"(3.1, 4.3, 4.065217391304348)","(2.3, 3.1, 3.0615384615384618)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 18.185185185185183)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.6, 6.7)"
11-01-2023 21:09:38.527393,"(3.1, 4.3, 4.078947368421052)","(2.3, 3.1, 3.0615384615384618)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 18.185185185185183)","(26.0, 65.0, 24.384615384615383)","(6.0, 7.2, 6.36)"
11-01-2023 21:09:39.684197,"(3.1, 4.3, 3.978571428571428)","(2.3, 3.1, 3.088)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 19.785714285714285)","(26.0, 65.0, 25.857142857142858)","(6.0, 7.0, 6.36)"
11-01-2023 21:09:40.720143,"(3.1, 4.2, 4.1454545454545455)","(2.3, 3.2, 3.06)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 17.45)","(17.0, 23.0, 19.785714285714285)","(26.0, 55.0, 25.857142857142858)","(6.0, 7.0, 6.36)"
11-01-2023 21:09:41.801689,"(3.1, 4.4, 4.275)","(2.3, 3.25, 3.2055555555555557)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 15.222222222222221)","(17.0, 23.0, 17.272727272727273)","(26.0, 55.0, 25.25)","(6.0, 7.0, 6.36)"
11-01-2023 21:09:42.941909,"(3.1, 4.4, 4.207142857142857)","(2.3, 3.3, 3.2181818181818183)","(4.8, 7.0, 6.5200000000000005)","(13.0, 18.0, 15.222222222222221)","(17.0, 23.0, 19.2)","(26.0, 55.0, 25.25)","(6.0, 7.0, 6.36)"
