,Boomis Buddy,Publicans Purse,Agarn,Just So Fancy,All Dash,Devillain,Summer Star,Divenire,Flick,Boitumelo,Illecebrous,Kallie
12-01-2023 15:42:00.847113,"(2.3, 2.78, 2.662608695652174)","(8.5, 13.5, 13.26923076923077)","(8.0, 10.5, 10.141304347826088)","(16.0, 23.0, 20.857142857142858)","(81.0, 130.0, 105.0)","(6.0, 8.0, 7.894117647058824)","(21.0, 30.0, 28.0)","(11.0, 14.0, 13.558823529411764)","(21.0, 30.0, 27.5)","(20.0, 27.0, 26.333333333333332)","(20.0, 36.0, 31.142857142857142)","(14.0, 18.5, 18.214285714285715)"
12-01-2023 15:42:02.498654,"(2.3, 2.7, 2.6681481481481484)","(8.5, 13.5, 12.96078431372549)","(8.0, 10.5, 9.733333333333333)","(16.0, 23.0, 21.25)","(81.0, 130.0, 105.0)","(6.0, 8.0, 7.84)","(21.0, 30.0, 27.428571428571427)","(11.0, 14.0, 13.423076923076923)","(21.0, 30.0, 27.75)","(20.0, 27.0, 26.8)","(20.0, 36.0, 30.923076923076923)","(14.0, 18.5, 18.214285714285715)"
12-01-2023 15:42:04.626715,"(2.3, 2.7, 2.6706024096385543)","(8.5, 13.0, 12.938775510204081)","(8.0, 10.5, 9.733333333333333)","(16.0, 22.0, 21.423076923076923)","(81.0, 130.0, 105.0)","(6.0, 8.0, 7.84)","(21.0, 28.0, 26.833333333333332)","(11.0, 14.0, 13.222222222222221)","(21.0, 30.0, 29.307692307692307)","(20.0, 28.0, 26.8)","(20.0, 36.0, 30.923076923076923)","(14.0, 18.5, 18.357142857142858)"
12-01-2023 15:42:06.607726,"(2.3, 2.7, 2.6817543859649122)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 9.733333333333333)","(16.0, 22.0, 21.423076923076923)","(71.0, 130.0, 105.0)","(6.0, 8.0, 7.84)","(21.0, 28.0, 26.555555555555557)","(11.0, 13.5, 13.173913043478262)","(21.0, 30.0, 28.8)","(20.0, 28.0, 26.8)","(20.0, 36.0, 31.565217391304348)","(14.0, 18.5, 18.214285714285715)"
12-01-2023 15:42:08.171015,"(2.3, 2.7, 2.6817543859649122)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 10.015384615384615)","(16.0, 22.0, 20.34375)","(71.0, 130.0, 104.21052631578948)","(6.0, 8.0, 8.174999999999999)","(21.0, 27.0, 26.428571428571427)","(11.0, 13.5, 13.02)","(21.0, 30.0, 30.114285714285714)","(20.0, 28.0, 26.8)","(20.0, 36.0, 31.363636363636363)","(14.0, 18.5, 17.673076923076923)"
12-01-2023 15:42:09.732498,"(2.3, 2.7, 2.682020202020202)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 10.015384615384615)","(16.0, 21.0, 20.416666666666668)","(71.0, 120.0, 104.21052631578948)","(6.0, 8.2, 8.174999999999999)","(21.0, 27.0, 26.176470588235293)","(11.0, 13.5, 12.742424242424242)","(21.0, 32.0, 30.114285714285714)","(20.0, 28.0, 26.5)","(20.0, 36.0, 31.363636363636363)","(14.0, 18.5, 17.90909090909091)"
12-01-2023 15:42:11.330121,"(2.3, 2.7, 2.681526717557252)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 9.93061224489796)","(16.0, 21.0, 20.416666666666668)","(71.0, 120.0, 104.21052631578948)","(6.0, 8.2, 8.186666666666666)","(21.0, 27.0, 26.176470588235293)","(11.0, 13.5, 12.733333333333333)","(21.0, 32.0, 30.114285714285714)","(20.0, 28.0, 27.625)","(20.0, 36.0, 31.75)","(14.0, 18.0, 17.928571428571427)"
12-01-2023 15:42:12.916064,"(2.3, 2.7, 2.703529411764706)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 9.970588235294118)","(16.0, 21.0, 20.416666666666668)","(71.0, 120.0, 104.21052631578948)","(6.0, 8.2, 8.17142857142857)","(21.0, 27.0, 25.823529411764707)","(11.0, 13.5, 12.71875)","(21.0, 32.0, 30.114285714285714)","(20.0, 28.0, 27.625)","(20.0, 36.0, 32.142857142857146)","(14.0, 18.0, 17.928571428571427)"
12-01-2023 15:42:14.503043,"(2.3, 2.76, 2.746285714285714)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 10.160655737704918)","(16.0, 21.0, 20.416666666666668)","(71.0, 120.0, 104.21052631578948)","(6.0, 8.2, 8.17142857142857)","(21.0, 27.0, 25.333333333333332)","(11.0, 13.0, 12.619469026548673)","(21.0, 32.0, 30.114285714285714)","(20.0, 28.0, 27.625)","(20.0, 36.0, 32.142857142857146)","(14.0, 18.0, 17.8125)"
12-01-2023 15:42:16.129729,"(2.3, 2.76, 2.746285714285714)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 10.160655737704918)","(16.0, 21.0, 20.416666666666668)","(71.0, 120.0, 104.21052631578948)","(6.0, 8.2, 8.17142857142857)","(21.0, 27.0, 25.89189189189189)","(11.0, 13.0, 12.552083333333334)","(21.0, 32.0, 30.114285714285714)","(20.0, 28.0, 27.176470588235293)","(20.0, 36.0, 32.142857142857146)","(14.0, 18.0, 17.8125)"
12-01-2023 15:42:17.665158,"(2.3, 2.76, 2.734642857142857)","(8.5, 13.0, 12.97872340425532)","(8.0, 10.5, 10.257692307692308)","(16.0, 21.0, 19.444444444444443)","(71.0, 120.0, 104.21052631578948)","(6.0, 8.2, 8.17142857142857)","(21.0, 26.0, 25.906976744186046)","(11.0, 13.0, 12.552083333333334)","(21.0, 32.0, 30.114285714285714)","(20.0, 28.0, 27.53846153846154)","(20.0, 36.0, 32.142857142857146)","(14.0, 18.0, 17.8125)"
12-01-2023 15:42:19.121393,"(2.3, 2.74, 2.7325925925925927)","(8.5, 13.0, 12.605263157894736)","(8.0, 10.5, 10.275)","(16.0, 20.0, 19.125)","(71.0, 120.0, 102.6086956521739)","(6.0, 8.2, 8.128)","(21.0, 26.0, 25.333333333333332)","(11.0, 13.0, 12.48936170212766)","(21.0, 32.0, 30.24)","(20.0, 28.0, 27.53846153846154)","(20.0, 36.0, 32.57142857142857)","(14.0, 18.0, 17.88)"
12-01-2023 15:42:20.652797,"(2.3, 2.74, 2.7353846153846155)","(8.5, 13.5, 12.605263157894736)","(8.0, 10.5, 10.275)","(16.0, 21.0, 19.142857142857142)","(71.0, 120.0, 102.6086956521739)","(6.0, 8.2, 8.133333333333333)","(21.0, 26.0, 25.2)","(11.0, 12.5, 12.48936170212766)","(21.0, 32.0, 30.24)","(20.0, 28.0, 27.5)","(20.0, 36.0, 32.57142857142857)","(14.0, 18.0, 17.88)"
12-01-2023 15:42:22.089600,"(2.3, 2.74, 2.7325000000000004)","(8.5, 13.5, 12.605263157894736)","(8.0, 10.5, 10.117808219178082)","(16.0, 20.0, 19.076923076923077)","(71.0, 120.0, 102.6086956521739)","(6.0, 8.2, 8.04)","(21.0, 26.0, 25.2)","(11.0, 12.5, 12.48936170212766)","(21.0, 32.0, 30.24)","(20.0, 28.0, 26.25)","(20.0, 36.0, 32.57142857142857)","(14.0, 18.0, 17.88)"
12-01-2023 15:42:23.641039,"(2.3, 2.74, 2.73625)","(8.5, 13.5, 12.605263157894736)","(8.0, 10.5, 9.943589743589744)","(16.0, 20.0, 19.166666666666668)","(71.0, 120.0, 102.6086956521739)","(6.0, 8.2, 8.04)","(21.0, 26.0, 25.2)","(11.0, 12.5, 12.324324324324325)","(21.0, 32.0, 30.24)","(20.0, 28.0, 26.833333333333332)","(20.0, 36.0, 32.57142857142857)","(14.0, 18.0, 17.842105263157894)"
12-01-2023 15:42:25.191224,"(2.3, 2.74, 2.732380952380953)","(8.5, 13.5, 13.166666666666666)","(8.0, 10.5, 9.93658536585366)","(16.0, 20.0, 19.125)","(71.0, 120.0, 102.6086956521739)","(6.0, 8.2, 8.135135135135135)","(21.0, 26.0, 25.2)","(11.0, 12.5, 12.324324324324325)","(21.0, 32.0, 30.24)","(20.0, 28.0, 27.25)","(20.0, 36.0, 33.75)","(14.0, 18.0, 17.842105263157894)"
12-01-2023 15:42:26.668078,"(2.3, 2.74, 2.732380952380953)","(8.5, 13.5, 13.166666666666666)","(8.0, 10.5, 10.12875)","(16.0, 20.0, 19.125)","(71.0, 120.0, 97.77777777777777)","(6.0, 8.2, 8.135135135135135)","(21.0, 26.0, 24.933333333333334)","(11.0, 12.5, 12.324324324324325)","(21.0, 32.0, 30.095238095238095)","(20.0, 28.0, 27.25)","(20.0, 36.0, 33.75)","(14.0, 18.0, 17.45)"
12-01-2023 15:42:28.599516,"(2.3, 2.74, 2.746)","(8.5, 13.5, 13.166666666666666)","(8.0, 10.5, 10.129411764705882)","(16.0, 20.0, 19.427272727272726)","(71.0, 120.0, 105.0)","(6.0, 8.2, 8.0)","(21.0, 26.0, 25.0)","(11.0, 12.5, 12.444444444444445)","(21.0, 32.0, 30.13953488372093)","(20.0, 28.0, 27.25)","(20.0, 36.0, 34.8)","(14.0, 17.5, 17.4375)"
12-01-2023 15:42:30.227864,"(2.3, 2.76, 2.7487999999999997)","(8.5, 13.5, 12.636363636363637)","(8.0, 10.5, 10.203030303030303)","(16.0, 19.5, 19.410714285714285)","(71.0, 120.0, 105.0)","(6.0, 8.2, 8.186206896551724)","(21.0, 26.0, 25.90909090909091)","(11.0, 12.5, 12.444444444444445)","(21.0, 32.0, 30.13953488372093)","(20.0, 28.0, 27.25)","(20.0, 36.0, 35.142857142857146)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:31.856059,"(2.3, 2.76, 2.7487999999999997)","(8.5, 13.5, 12.636363636363637)","(8.0, 10.5, 10.116666666666667)","(16.0, 19.5, 19.40566037735849)","(71.0, 120.0, 105.0)","(6.0, 8.2, 8.186206896551724)","(21.0, 27.0, 25.166666666666668)","(11.0, 12.5, 12.385714285714286)","(21.0, 32.0, 30.13953488372093)","(20.0, 28.0, 27.25)","(20.0, 36.0, 33.57142857142857)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:33.436394,"(2.3, 2.76, 2.740281690140845)","(8.5, 13.0, 12.821428571428571)","(8.0, 10.5, 10.0975)","(16.0, 19.5, 19.40566037735849)","(71.0, 120.0, 101.25)","(6.0, 8.2, 8.058461538461538)","(21.0, 26.0, 25.571428571428573)","(11.0, 13.0, 12.303030303030303)","(21.0, 32.0, 30.13953488372093)","(20.0, 28.0, 26.90909090909091)","(20.0, 36.0, 34.93333333333333)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:35.067091,"(2.3, 2.76, 2.717142857142857)","(8.5, 13.5, 12.821428571428571)","(8.0, 10.5, 10.113157894736842)","(16.0, 19.5, 19.4)","(71.0, 120.0, 101.25)","(6.0, 8.4, 8.052)","(21.0, 26.0, 25.866666666666667)","(11.0, 13.0, 12.303030303030303)","(21.0, 32.0, 30.13953488372093)","(20.0, 27.0, 26.833333333333332)","(20.0, 36.0, 34.666666666666664)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:36.935359,"(2.3, 2.76, 2.7362264150943396)","(8.5, 13.5, 12.95)","(8.0, 10.5, 10.113157894736842)","(16.0, 19.5, 19.4)","(71.0, 120.0, 101.25)","(6.0, 8.4, 7.9375)","(21.0, 26.0, 25.666666666666668)","(11.0, 13.0, 12.26027397260274)","(21.0, 32.0, 30.13953488372093)","(20.0, 27.0, 26.833333333333332)","(20.0, 36.0, 33.2)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:38.597537,"(2.3, 2.76, 2.742857142857143)","(8.5, 13.5, 12.95)","(8.0, 10.5, 10.0975)","(16.0, 19.5, 19.378048780487806)","(71.0, 120.0, 111.81818181818181)","(6.0, 8.0, 7.975)","(21.0, 26.0, 25.666666666666668)","(11.0, 13.0, 12.26027397260274)","(21.0, 32.0, 30.095238095238095)","(20.0, 28.0, 27.863636363636363)","(20.0, 36.0, 33.666666666666664)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:40.293927,"(2.3, 2.76, 2.7437681159420286)","(8.5, 13.5, 12.95)","(8.0, 10.5, 10.094736842105263)","(16.0, 19.5, 18.98611111111111)","(71.0, 120.0, 111.81818181818181)","(6.0, 8.0, 7.975)","(21.0, 26.0, 25.666666666666668)","(11.0, 13.0, 12.26027397260274)","(21.0, 32.0, 30.095238095238095)","(20.0, 28.0, 27.333333333333332)","(20.0, 36.0, 33.666666666666664)","(14.0, 17.5, 17.416666666666668)"
12-01-2023 15:42:41.787737,"(2.3, 2.76, 2.7251851851851856)","(8.5, 13.5, 12.541284403669724)","(8.0, 10.5, 10.06)","(16.0, 19.0, 18.98611111111111)","(71.0, 120.0, 111.81818181818181)","(6.0, 8.0, 7.975)","(21.0, 26.0, 25.666666666666668)","(11.0, 13.0, 12.26027397260274)","(21.0, 32.0, 30.095238095238095)","(20.0, 29.0, 27.125)","(20.0, 36.0, 33.666666666666664)","(14.0, 17.5, 17.333333333333332)"
12-01-2023 15:42:43.350298,"(2.3, 2.74, 2.732380952380953)","(8.5, 13.0, 12.536697247706423)","(8.0, 10.5, 10.678571428571429)","(16.0, 19.0, 19.25)","(71.0, 120.0, 111.81818181818181)","(6.0, 8.0, 7.975)","(21.0, 26.0, 25.666666666666668)","(11.0, 13.0, 12.629032258064516)","(21.0, 32.0, 30.095238095238095)","(20.0, 29.0, 27.928571428571427)","(20.0, 36.0, 33.45454545454545)","(14.0, 17.5, 17.428571428571427)"
12-01-2023 15:42:44.864802,"(2.3, 2.74, 2.7300000000000004)","(8.5, 13.0, 12.536697247706423)","(8.0, 11.0, 10.651162790697674)","(16.0, 19.5, 19.397435897435898)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.975)","(21.0, 26.0, 25.61904761904762)","(11.0, 13.0, 12.629032258064516)","(21.0, 32.0, 28.177777777777777)","(20.0, 29.0, 28.77777777777778)","(20.0, 36.0, 33.391304347826086)","(14.0, 17.5, 17.428571428571427)"
12-01-2023 15:42:46.324606,"(2.3, 2.74, 2.7333333333333334)","(8.5, 13.0, 12.536697247706423)","(8.0, 11.0, 10.612068965517242)","(16.0, 19.5, 19.375)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.964285714285714)","(21.0, 26.0, 25.61904761904762)","(11.0, 13.0, 12.629032258064516)","(21.0, 32.0, 28.177777777777777)","(20.0, 29.0, 28.77777777777778)","(20.0, 36.0, 33.0)","(14.0, 17.5, 17.428571428571427)"
12-01-2023 15:42:47.758949,"(2.3, 2.74, 2.7333333333333334)","(8.5, 13.0, 12.536697247706423)","(8.0, 11.0, 10.612068965517242)","(16.0, 19.5, 20.28)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.9743589743589745)","(21.0, 26.0, 25.3)","(11.0, 13.0, 12.614285714285714)","(21.0, 32.0, 28.153846153846153)","(20.0, 29.0, 28.125)","(20.0, 36.0, 33.142857142857146)","(14.0, 17.5, 17.428571428571427)"
12-01-2023 15:42:49.334742,"(2.3, 2.74, 2.726060606060606)","(8.5, 13.0, 12.322147651006711)","(8.0, 11.0, 10.612068965517242)","(16.0, 21.0, 20.583333333333332)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.933333333333334)","(21.0, 26.0, 25.083333333333332)","(11.0, 13.0, 12.466666666666667)","(21.0, 32.0, 28.153846153846153)","(20.0, 30.0, 29.96153846153846)","(20.0, 36.0, 32.470588235294116)","(14.0, 17.5, 17.375)"
12-01-2023 15:42:50.831085,"(2.4, 2.74, 2.735813953488372)","(8.5, 13.0, 12.29496402877698)","(8.0, 11.0, 10.581632653061224)","(16.0, 21.0, 20.583333333333332)","(71.0, 120.0, 107.14285714285714)","(6.0, 8.0, 7.944444444444445)","(21.0, 26.0, 25.083333333333332)","(11.0, 12.5, 12.466666666666667)","(21.0, 32.0, 29.2)","(20.0, 34.0, 29.40625)","(20.0, 36.0, 32.23529411764706)","(14.0, 17.5, 17.45)"
12-01-2023 15:42:52.312168,"(2.4, 2.74, 2.7357142857142858)","(8.5, 13.0, 12.29496402877698)","(8.0, 11.0, 10.589285714285714)","(16.0, 21.0, 20.615384615384617)","(71.0, 120.0, 107.14285714285714)","(6.0, 8.0, 7.956521739130435)","(21.0, 26.0, 25.153846153846153)","(11.0, 12.5, 12.470588235294118)","(21.0, 30.0, 29.428571428571427)","(20.0, 34.0, 30.125)","(20.0, 34.0, 32.63636363636363)","(14.0, 17.5, 17.454545454545453)"
12-01-2023 15:42:53.807334,"(2.4, 2.74, 2.715135135135135)","(8.5, 13.0, 12.319444444444445)","(8.0, 11.0, 10.610169491525424)","(16.0, 21.0, 20.791666666666668)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.962962962962963)","(21.0, 26.0, 25.185185185185183)","(11.0, 12.5, 12.071428571428571)","(21.0, 30.0, 29.5)","(20.0, 32.0, 30.0)","(20.0, 34.0, 33.333333333333336)","(14.0, 17.5, 17.4)"
12-01-2023 15:42:55.188240,"(2.4, 2.72, 2.717916666666667)","(8.5, 13.0, 12.319444444444445)","(8.0, 11.0, 10.72)","(16.0, 21.0, 20.82608695652174)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.96)","(21.0, 26.0, 25.23076923076923)","(11.0, 12.5, 12.0625)","(21.0, 30.0, 29.5)","(20.0, 32.0, 29.866666666666667)","(20.0, 34.0, 33.2)","(14.0, 17.5, 17.444444444444443)"
12-01-2023 15:42:56.632137,"(2.4, 2.74, 2.7324528301886795)","(8.5, 12.5, 12.156028368794326)","(8.0, 11.0, 10.72)","(16.0, 21.0, 20.82608695652174)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.96)","(21.0, 26.0, 25.166666666666668)","(11.0, 12.5, 11.84920634920635)","(21.0, 30.0, 29.085106382978722)","(20.0, 32.0, 30.0)","(20.0, 34.0, 33.2)","(14.0, 17.5, 17.444444444444443)"
12-01-2023 15:42:58.056498,"(2.4, 2.74, 2.7324528301886795)","(8.5, 12.5, 12.16793893129771)","(8.0, 11.0, 10.735714285714286)","(16.0, 21.0, 20.6875)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.96)","(21.0, 26.0, 25.166666666666668)","(11.0, 12.5, 12.337209302325581)","(21.0, 30.0, 29.085106382978722)","(20.0, 32.0, 28.428571428571427)","(20.0, 34.0, 33.2)","(14.0, 17.5, 17.444444444444443)"
12-01-2023 15:42:59.452073,"(2.4, 2.74, 2.7324528301886795)","(8.5, 12.5, 12.1625)","(8.0, 11.0, 10.817307692307692)","(16.0, 21.0, 20.272727272727273)","(71.0, 120.0, 105.0)","(6.0, 8.0, 7.96)","(21.0, 26.0, 24.842105263157894)","(11.0, 12.5, 12.35)","(21.0, 30.0, 29.095238095238095)","(20.0, 32.0, 28.444444444444443)","(20.0, 34.0, 33.2)","(14.0, 17.5, 17.375)"
12-01-2023 15:43:00.916742,"(2.4, 2.72, 2.7162264150943396)","(8.5, 12.5, 12.39)","(8.0, 11.0, 10.817307692307692)","(16.0, 22.0, 20.25531914893617)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.96)","(21.0, 26.0, 25.576923076923077)","(11.0, 12.5, 12.397727272727273)","(21.0, 30.0, 29.152173913043477)","(20.0, 32.0, 28.444444444444443)","(20.0, 34.0, 33.2)","(14.0, 17.5, 17.4375)"
12-01-2023 15:43:02.384361,"(2.4, 2.72, 2.7172)","(8.5, 12.5, 12.392156862745098)","(8.0, 11.0, 10.820754716981131)","(16.0, 22.0, 20.25531914893617)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.933333333333334)","(21.0, 26.0, 25.551020408163264)","(11.0, 12.5, 12.394117647058824)","(21.0, 30.0, 29.152173913043477)","(20.0, 32.0, 28.727272727272727)","(20.0, 34.0, 32.333333333333336)","(14.0, 17.5, 17.454545454545453)"
12-01-2023 15:43:03.783487,"(2.4, 2.72, 2.7172)","(8.5, 12.5, 12.392156862745098)","(8.0, 11.0, 10.826923076923077)","(16.0, 22.0, 20.933333333333334)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.9)","(21.0, 26.0, 25.551020408163264)","(11.0, 12.5, 12.402173913043478)","(21.0, 30.0, 29.152173913043477)","(20.0, 32.0, 30.5)","(20.0, 34.0, 32.57142857142857)","(14.0, 17.5, 17.38888888888889)"
12-01-2023 15:43:05.227946,"(2.4, 2.72, 2.7176666666666667)","(8.5, 12.5, 12.355263157894736)","(8.0, 11.0, 10.820754716981131)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.96969696969697)","(21.0, 26.0, 25.551020408163264)","(11.0, 12.5, 12.026315789473685)","(21.0, 30.0, 29.152173913043477)","(20.0, 32.0, 31.4)","(20.0, 34.0, 32.53333333333333)","(14.0, 17.5, 17.38888888888889)"
12-01-2023 15:43:06.705858,"(2.4, 2.72, 2.711707317073171)","(8.5, 13.0, 12.838709677419354)","(8.0, 11.0, 10.820754716981131)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.96969696969697)","(21.0, 26.0, 25.551020408163264)","(11.0, 12.5, 12.12962962962963)","(21.0, 30.0, 29.152173913043477)","(20.0, 32.0, 31.4)","(20.0, 34.0, 32.8421052631579)","(14.0, 17.5, 17.441176470588236)"
12-01-2023 15:43:08.248089,"(2.35, 2.72, 2.7176)","(10.0, 13.0, 12.756756756756756)","(8.0, 11.0, 10.802083333333334)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.96969696969697)","(21.0, 26.0, 25.551020408163264)","(11.0, 12.5, 12.196969696969697)","(21.0, 30.0, 29.152173913043477)","(20.0, 32.0, 31.4)","(21.0, 34.0, 32.8421052631579)","(14.0, 17.5, 17.441176470588236)"
12-01-2023 15:43:09.680596,"(2.35, 2.72, 2.6941176470588237)","(10.0, 13.0, 12.608695652173914)","(8.0, 11.0, 10.902777777777779)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.96969696969697)","(21.0, 26.0, 25.551020408163264)","(11.0, 12.5, 12.66304347826087)","(21.0, 30.0, 29.133333333333333)","(20.0, 32.0, 31.4)","(21.0, 34.0, 33.529411764705884)","(14.0, 17.5, 17.441176470588236)"
12-01-2023 15:43:11.167675,"(2.35, 2.7, 2.692857142857143)","(10.0, 13.0, 12.357142857142858)","(8.0, 11.0, 10.902777777777779)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.0, 7.96969696969697)","(21.0, 26.0, 25.214285714285715)","(11.0, 13.0, 12.653061224489797)","(21.0, 30.0, 29.133333333333333)","(20.0, 32.0, 31.4)","(21.0, 34.0, 33.38461538461539)","(14.0, 17.5, 17.458333333333332)"
12-01-2023 15:43:12.638118,"(2.35, 2.7, 2.708421052631579)","(10.0, 13.0, 12.357142857142858)","(8.0, 11.0, 10.815217391304348)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.0, 8.032)","(21.0, 26.0, 25.214285714285715)","(11.0, 13.0, 12.653061224489797)","(21.0, 30.0, 29.133333333333333)","(20.0, 32.0, 31.294117647058822)","(21.0, 34.0, 33.42857142857143)","(14.0, 17.5, 17.458333333333332)"
12-01-2023 15:43:14.143835,"(2.35, 2.74, 2.738909090909091)","(10.0, 13.0, 12.357142857142858)","(8.0, 11.0, 10.795918367346939)","(16.0, 22.0, 21.130434782608695)","(71.0, 120.0, 108.0)","(6.0, 8.2, 8.032)","(21.0, 26.0, 25.214285714285715)","(11.0, 13.0, 12.578947368421053)","(21.0, 30.0, 29.133333333333333)","(20.0, 32.0, 31.294117647058822)","(21.0, 34.0, 33.42857142857143)","(14.0, 17.5, 17.458333333333332)"
12-01-2023 15:43:15.627986,"(2.35, 2.74, 2.7393589743589746)","(10.0, 13.0, 12.357142857142858)","(8.0, 11.0, 10.829545454545455)","(16.0, 22.0, 20.962962962962962)","(71.0, 120.0, 108.0)","(6.0, 8.2, 7.966666666666666)","(21.0, 26.0, 25.214285714285715)","(11.0, 13.0, 12.4375)","(21.0, 30.0, 29.181818181818183)","(20.0, 32.0, 31.076923076923077)","(21.0, 34.0, 33.53846153846154)","(14.0, 17.5, 17.458333333333332)"
12-01-2023 15:43:17.166756,"(2.35, 2.74, 2.739352750809062)","(10.0, 13.0, 12.416666666666666)","(8.5, 11.0, 10.829545454545455)","(16.0, 22.0, 20.40909090909091)","(71.0, 120.0, 101.33333333333333)","(6.5, 8.2, 7.8769230769230765)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.140449438202246)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 31.076923076923077)","(21.0, 34.0, 33.4)","(14.0, 17.5, 17.46969696969697)"
12-01-2023 15:43:18.652449,"(2.35, 2.74, 2.7585230769230766)","(10.0, 12.5, 12.449367088607595)","(8.5, 11.0, 10.815217391304348)","(16.0, 21.0, 21.5)","(71.0, 110.0, 101.33333333333333)","(6.5, 8.2, 7.978947368421053)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.140449438202246)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 31.428571428571427)","(21.0, 34.0, 32.857142857142854)","(14.0, 17.5, 17.46969696969697)"
12-01-2023 15:43:20.111500,"(2.35, 2.76, 2.7496774193548386)","(10.0, 12.5, 12.346153846153847)","(8.5, 11.0, 10.815217391304348)","(16.0, 22.0, 21.2)","(71.0, 110.0, 101.33333333333333)","(6.5, 8.2, 7.783333333333333)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.128865979381443)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 31.428571428571427)","(21.0, 34.0, 33.333333333333336)","(14.0, 17.5, 17.464285714285715)"
12-01-2023 15:43:21.563702,"(2.35, 2.76, 2.7548387096774194)","(10.0, 12.5, 12.346153846153847)","(8.5, 11.0, 10.815217391304348)","(16.0, 22.0, 21.2)","(71.0, 110.0, 102.3529411764706)","(6.5, 7.8, 7.906976744186046)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.128865979381443)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 31.428571428571427)","(21.0, 34.0, 33.333333333333336)","(14.0, 17.5, 17.5)"
12-01-2023 15:43:23.127616,"(2.35, 2.76, 2.7588643533123025)","(10.0, 12.5, 12.25)","(8.5, 11.0, 10.815217391304348)","(16.0, 22.0, 21.2)","(71.0, 110.0, 102.3529411764706)","(6.5, 8.2, 7.829411764705882)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.178571428571429)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 31.428571428571427)","(21.0, 34.0, 33.333333333333336)","(14.0, 18.0, 17.5)"
12-01-2023 15:43:24.649644,"(2.35, 2.76, 2.7533333333333334)","(10.0, 12.5, 12.449367088607595)","(8.5, 11.0, 10.815217391304348)","(16.0, 22.0, 21.4)","(71.0, 110.0, 102.3529411764706)","(6.5, 8.2, 7.829411764705882)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.178571428571429)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 31.428571428571427)","(21.0, 34.0, 33.333333333333336)","(14.0, 18.0, 17.5)"
12-01-2023 15:43:26.123629,"(2.35, 2.76, 2.742)","(10.0, 12.5, 12.451219512195122)","(8.5, 11.0, 10.806818181818182)","(16.0, 22.0, 21.4)","(71.0, 110.0, 102.3529411764706)","(6.5, 8.2, 7.829411764705882)","(21.0, 26.0, 25.214285714285715)","(11.0, 12.5, 12.163551401869158)","(21.0, 30.0, 29.54237288135593)","(21.0, 32.0, 29.75)","(21.0, 34.0, 33.333333333333336)","(14.0, 18.0, 17.17391304347826)"
