,Vodka Martini,Debs Ellie,Elliez Star,Sunset Soiree,Tres Redoute,Alpha Jane,Evanescent,Russian Pins
07-01-2023 16:05:48.520047,"(2.1, 2.44, 2.428181818181818)","(8.0, 8.6, 8.635483870967743)","(16.0, 20.0, 19.9)","(4.2, 5.1, 4.993650793650794)","(5.5, 7.0, 6.920855614973262)","(13.0, 17.5, 16.96875)","(41.0, 95.0, 85.0)","(91.0, 210.0, 200.76923076923077)"
07-01-2023 16:05:49.748335,"(2.1, 2.46, 2.433076923076923)","(8.0, 8.8, 8.635483870967743)","(16.0, 20.0, 19.9)","(4.2, 5.0, 4.993650793650794)","(5.5, 7.0, 6.920855614973262)","(13.0, 17.5, 16.96875)","(41.0, 90.0, 85.0)","(91.0, 210.0, 200.76923076923077)"
07-01-2023 16:05:50.982395,"(2.1, 2.46, 2.451304347826087)","(8.0, 8.6, 8.494736842105263)","(16.0, 20.0, 19.125)","(4.2, 5.0, 4.991919191919192)","(5.5, 7.0, 6.900444444444444)","(13.0, 17.0, 16.8125)","(41.0, 90.0, 85.0)","(101.0, 210.0, 200.76923076923077)"
07-01-2023 16:05:52.145299,"(2.1, 2.46, 2.458787878787879)","(7.5, 8.8, 8.505882352941176)","(15.0, 20.0, 19.125)","(4.2, 5.0, 4.991919191919192)","(5.5, 7.0, 6.900444444444444)","(13.0, 17.5, 16.81578947368421)","(41.0, 90.0, 85.0)","(101.0, 210.0, 186.0)"
07-01-2023 16:05:53.394696,"(2.1, 2.46, 2.458787878787879)","(7.5, 8.8, 8.505882352941176)","(15.0, 20.0, 19.125)","(4.2, 5.0, 4.991919191919192)","(5.5, 7.0, 6.900444444444444)","(13.0, 17.5, 16.81578947368421)","(41.0, 90.0, 85.0)","(101.0, 210.0, 186.0)"
07-01-2023 16:05:54.858263,"(2.1, 2.46, 2.4418823529411764)","(7.5, 8.6, 8.470588235294118)","(15.0, 20.0, 19.125)","(4.0, 5.0, 4.993814432989691)","(5.5, 7.0, 6.890547263681592)","(13.0, 17.5, 16.88095238095238)","(41.0, 90.0, 85.0)","(101.0, 210.0, 186.0)"
07-01-2023 16:05:56.254597,"(2.1, 2.48, 2.441818181818182)","(7.5, 8.6, 8.469565217391304)","(15.0, 20.0, 19.61111111111111)","(4.0, 5.0, 4.993814432989691)","(5.5, 7.0, 6.89375)","(13.0, 17.5, 16.88095238095238)","(41.0, 90.0, 85.0)","(101.0, 210.0, 165.0)"
07-01-2023 16:05:57.531968,"(2.1, 2.48, 2.4488461538461537)","(7.5, 8.6, 8.469565217391304)","(15.0, 20.0, 19.61111111111111)","(4.0, 5.0, 4.8984375)","(5.5, 7.0, 7.064822134387351)","(13.0, 17.5, 16.6875)","(41.0, 90.0, 85.0)","(101.0, 210.0, 165.0)"
07-01-2023 16:05:58.889369,"(2.1, 2.48, 2.4767796610169492)","(7.5, 8.6, 8.47037037037037)","(15.0, 20.0, 19.61111111111111)","(4.0, 4.9, 4.877852348993289)","(5.5, 7.2, 7.063076923076923)","(13.0, 17.5, 16.6875)","(41.0, 90.0, 85.0)","(101.0, 210.0, 154.6153846153846)"
07-01-2023 16:05:59.978586,"(2.1, 2.5, 2.493076923076923)","(7.5, 8.4, 8.375308641975309)","(15.0, 20.0, 19.522727272727273)","(4.0, 4.9, 4.877852348993289)","(5.5, 7.2, 7.063076923076923)","(13.0, 17.5, 16.6875)","(41.0, 90.0, 85.0)","(101.0, 210.0, 166.66666666666666)"
07-01-2023 16:06:01.092561,"(2.1, 2.5, 2.4935135135135136)","(7.5, 8.6, 8.503030303030304)","(15.0, 20.0, 19.125)","(4.0, 4.9, 4.871698113207547)","(5.5, 7.0, 6.934177215189873)","(13.0, 17.5, 16.6875)","(41.0, 90.0, 85.0)","(101.0, 200.0, 166.66666666666666)"
07-01-2023 16:06:02.468785,"(2.1, 2.48, 2.460897435897436)","(7.5, 8.6, 8.344444444444445)","(15.0, 20.0, 19.88888888888889)","(4.0, 5.0, 4.867368421052632)","(5.5, 7.0, 6.958024691358025)","(13.0, 17.5, 16.763157894736842)","(41.0, 90.0, 81.66666666666667)","(101.0, 200.0, 173.33333333333334)"
07-01-2023 16:06:03.734805,"(2.1, 2.48, 2.455967741935484)","(7.5, 8.4, 8.344444444444445)","(15.0, 20.0, 19.88888888888889)","(4.0, 4.9, 4.877536231884058)","(5.5, 7.0, 6.970873786407767)","(13.0, 17.5, 17.017241379310345)","(41.0, 90.0, 81.25)","(101.0, 200.0, 155.0)"
07-01-2023 16:06:05.114565,"(2.1, 2.48, 2.4548437499999998)","(7.5, 8.4, 8.353535353535353)","(15.0, 20.0, 19.672131147540984)","(4.0, 4.9, 4.913531353135314)","(5.5, 7.0, 6.932881355932203)","(13.0, 17.5, 16.65)","(41.0, 85.0, 82.0)","(101.0, 190.0, 163.75)"
07-01-2023 16:06:06.387704,"(2.1, 2.48, 2.4716981132075473)","(7.5, 8.4, 8.353846153846154)","(15.0, 21.0, 19.672131147540984)","(4.0, 5.0, 4.918380062305296)","(5.5, 7.2, 7.025112107623318)","(13.0, 17.0, 16.613636363636363)","(41.0, 85.0, 82.85714285714286)","(101.0, 190.0, 166.66666666666666)"
07-01-2023 16:06:07.560236,"(2.1, 2.48, 2.46984126984127)","(7.5, 8.4, 8.368421052631579)","(15.0, 21.0, 19.68421052631579)","(4.0, 5.0, 4.918380062305296)","(5.5, 7.2, 6.996747967479675)","(13.0, 17.0, 16.613636363636363)","(41.0, 90.0, 82.85714285714286)","(101.0, 190.0, 163.75)"
07-01-2023 16:06:08.824887,"(2.1, 2.48, 2.4695652173913043)","(7.5, 8.4, 8.481761006289307)","(15.0, 21.0, 19.529411764705884)","(4.0, 5.0, 4.918380062305296)","(5.5, 7.0, 7.037837837837838)","(13.0, 17.0, 16.613636363636363)","(41.0, 90.0, 82.85714285714286)","(101.0, 190.0, 163.75)"
07-01-2023 16:06:10.024169,"(2.1, 2.48, 2.4697076023391813)","(7.5, 8.6, 8.481761006289307)","(15.0, 21.0, 19.529411764705884)","(4.0, 5.0, 4.918380062305296)","(5.5, 7.2, 7.037837837837838)","(13.0, 17.0, 16.613636363636363)","(41.0, 90.0, 82.85714285714286)","(101.0, 190.0, 163.75)"
07-01-2023 16:06:11.230543,"(2.1, 2.5, 2.4762857142857144)","(7.5, 8.6, 8.448648648648648)","(15.0, 21.0, 19.52777777777778)","(4.0, 5.0, 4.9158536585365855)","(5.5, 7.2, 7.030331753554503)","(13.0, 17.0, 16.613636363636363)","(41.0, 90.0, 82.85714285714286)","(101.0, 180.0, 170.0)"
07-01-2023 16:06:12.369793,"(2.1, 2.5, 2.4653846153846155)","(7.5, 8.6, 8.45)","(15.0, 21.0, 19.58490566037736)","(4.0, 4.9, 4.880540540540541)","(5.5, 7.2, 6.970422535211267)","(13.0, 17.0, 16.6)","(41.0, 90.0, 84.0)","(101.0, 180.0, 172.0)"
07-01-2023 16:06:13.548916,"(2.1, 2.48, 2.4717391304347824)","(7.5, 8.6, 8.45)","(15.0, 21.0, 19.636363636363637)","(4.0, 4.9, 4.880540540540541)","(5.5, 7.2, 6.968641114982578)","(13.0, 17.0, 16.6)","(41.0, 90.0, 84.0)","(101.0, 180.0, 174.28571428571428)"
07-01-2023 16:06:14.852643,"(2.1, 2.5, 2.4866129032258066)","(7.5, 8.6, 8.462962962962964)","(15.0, 21.0, 19.387096774193548)","(4.0, 4.9, 4.880434782608696)","(5.5, 7.2, 6.955183946488294)","(13.0, 16.5, 16.44736842105263)","(41.0, 90.0, 81.25)","(101.0, 180.0, 174.28571428571428)"
07-01-2023 16:06:16.129713,"(2.1, 2.5, 2.485901639344262)","(7.5, 8.6, 8.462962962962964)","(15.0, 21.0, 19.369230769230768)","(4.0, 4.9, 4.879310344827586)","(5.5, 7.2, 6.955183946488294)","(13.0, 16.5, 16.44736842105263)","(41.0, 90.0, 82.22222222222223)","(101.0, 180.0, 174.28571428571428)"
07-01-2023 16:06:17.474831,"(2.1, 2.5, 2.4917821782178216)","(7.5, 8.6, 8.484375)","(15.0, 21.0, 19.369230769230768)","(4.0, 4.9, 4.910612244897959)","(5.5, 7.2, 6.918367346938775)","(13.0, 16.5, 16.44736842105263)","(41.0, 90.0, 82.22222222222223)","(101.0, 180.0, 165.71428571428572)"
07-01-2023 16:06:18.693550,"(2.1, 2.5, 2.494818181818182)","(7.5, 8.6, 8.492753623188406)","(15.0, 20.0, 19.363636363636363)","(4.0, 5.0, 4.971276595744681)","(5.5, 7.0, 6.862564102564103)","(13.0, 16.5, 16.44736842105263)","(41.0, 90.0, 82.22222222222223)","(101.0, 170.0, 165.71428571428572)"
07-01-2023 16:06:20.022969,"(2.1, 2.5, 2.491492537313433)","(7.5, 8.8, 8.505714285714285)","(15.0, 20.0, 19.363636363636363)","(4.0, 5.0, 4.881081081081081)","(5.5, 7.0, 6.836065573770492)","(13.0, 16.5, 16.44736842105263)","(41.0, 90.0, 82.22222222222223)","(101.0, 170.0, 158.0)"
07-01-2023 16:06:21.609848,"(2.1, 2.5, 2.491492537313433)","(7.5, 8.8, 8.502255639097745)","(15.0, 20.0, 19.363636363636363)","(4.0, 5.0, 4.881081081081081)","(5.5, 7.0, 6.883516483516483)","(13.0, 16.5, 16.44736842105263)","(41.0, 90.0, 82.22222222222223)","(101.0, 170.0, 153.84615384615384)"
07-01-2023 16:06:22.819273,"(2.1, 2.5, 2.491492537313433)","(7.5, 8.8, 8.502255639097745)","(15.0, 20.0, 19.363636363636363)","(4.0, 5.0, 4.912)","(5.5, 7.0, 6.795973154362416)","(13.0, 16.5, 16.433333333333334)","(41.0, 90.0, 82.22222222222223)","(101.0, 170.0, 153.33333333333334)"
07-01-2023 16:06:24.010418,"(2.1, 2.5, 2.4877777777777776)","(7.5, 8.8, 8.539473684210527)","(15.0, 20.0, 18.775510204081634)","(4.0, 5.0, 4.8742857142857146)","(5.5, 6.8, 6.801379310344827)","(13.0, 16.5, 17.535714285714285)","(41.0, 90.0, 82.22222222222223)","(101.0, 160.0, 153.75)"
07-01-2023 16:06:25.193205,"(2.1, 2.56, 2.549206349206349)","(7.5, 8.2, 8.060869565217391)","(15.0, 20.0, 18.775510204081634)","(4.0, 4.9, 4.858100558659218)","(5.5, 7.0, 6.787453874538746)","(13.0, 18.5, 17.254901960784313)","(41.0, 90.0, 83.0)","(101.0, 160.0, 155.65217391304347)"
07-01-2023 16:06:26.435257,"(2.1, 2.58, 2.5736781609195405)","(7.5, 8.2, 8.070422535211268)","(15.0, 19.5, 18.789473684210527)","(4.0, 4.9, 4.867948717948718)","(5.5, 7.0, 6.774570446735395)","(13.0, 18.0, 17.29268292682927)","(41.0, 90.0, 82.1875)","(101.0, 160.0, 155.65217391304347)"
07-01-2023 16:06:27.668067,"(2.1, 2.58, 2.57683908045977)","(7.5, 8.2, 8.070422535211268)","(15.0, 19.5, 18.180722891566266)","(4.0, 4.9, 4.866666666666667)","(5.5, 7.0, 6.782781456953642)","(13.0, 18.0, 17.376344086021504)","(41.0, 85.0, 80.26315789473685)","(101.0, 160.0, 156.36363636363637)"
07-01-2023 16:06:28.848246,"(2.1, 2.66, 2.626086956521739)","(7.5, 8.0, 7.834482758620689)","(15.0, 18.0, 17.575581395348838)","(4.0, 4.9, 4.866666666666667)","(5.5, 7.0, 6.782781456953642)","(13.0, 18.0, 17.376344086021504)","(41.0, 85.0, 80.26315789473685)","(101.0, 160.0, 156.36363636363637)"
07-01-2023 16:06:30.037924,"(2.1, 2.64, 2.630526315789474)","(7.5, 8.0, 7.8265060240963855)","(15.0, 18.0, 17.576470588235296)","(4.0, 4.9, 4.870707070707071)","(5.5, 7.0, 6.776744186046511)","(13.0, 18.0, 17.348314606741575)","(41.0, 85.0, 83.125)","(101.0, 160.0, 157.77777777777777)"
07-01-2023 16:06:31.232170,"(2.1, 2.64, 2.638095238095238)","(7.5, 7.8, 7.756923076923076)","(15.0, 18.0, 17.576470588235296)","(4.0, 4.9, 4.816140350877193)","(5.5, 7.0, 6.8545454545454545)","(13.0, 17.5, 17.170731707317074)","(41.0, 85.0, 83.96551724137932)","(101.0, 160.0, 158.0)"
07-01-2023 16:06:32.360368,"(2.15, 2.64, 2.6348178137651823)","(7.5, 7.8, 7.716483516483517)","(15.0, 18.0, 17.519736842105264)","(4.0, 4.9, 4.814946619217082)","(5.5, 7.0, 6.84)","(13.0, 17.5, 17.170731707317074)","(41.0, 85.0, 83.38709677419355)","(101.0, 160.0, 158.0)"
07-01-2023 16:06:33.470026,"(2.15, 2.64, 2.630082644628099)","(7.5, 7.8, 7.7155172413793105)","(15.0, 17.5, 17.236842105263158)","(4.0, 4.9, 4.871165644171779)","(5.5, 6.8, 6.780891719745223)","(13.0, 17.5, 17.170731707317074)","(41.0, 85.0, 83.38709677419355)","(101.0, 160.0, 158.0)"
07-01-2023 16:06:34.658300,"(2.2, 2.64, 2.625542168674699)","(7.5, 7.8, 7.8536231884057965)","(15.0, 17.5, 17.236842105263158)","(4.0, 4.9, 4.850124688279302)","(5.5, 6.8, 6.936842105263158)","(13.0, 17.5, 17.166666666666668)","(41.0, 85.0, 83.38709677419355)","(101.0, 160.0, 158.0)"
07-01-2023 16:06:35.805779,"(2.2, 2.64, 2.625542168674699)","(7.5, 8.0, 7.8536231884057965)","(15.0, 17.5, 17.236842105263158)","(4.0, 4.9, 4.842992874109264)","(5.5, 7.0, 6.811842105263158)","(13.0, 17.5, 17.406976744186046)","(41.0, 85.0, 83.38709677419355)","(101.0, 160.0, 156.0)"
07-01-2023 16:06:36.974886,"(2.2, 2.62, 2.6190243902439025)","(7.5, 8.0, 7.880473372781065)","(15.0, 17.5, 17.236842105263158)","(4.0, 4.9, 4.842992874109264)","(5.5, 7.0, 6.811612903225806)","(13.0, 17.5, 17.406976744186046)","(51.0, 85.0, 83.38709677419355)","(101.0, 160.0, 156.92307692307693)"
07-01-2023 16:06:37.993113,"(2.2, 2.62, 2.617931034482759)","(7.5, 8.0, 7.880473372781065)","(15.0, 17.5, 17.236842105263158)","(4.2, 4.9, 4.833701657458564)","(5.5, 7.0, 6.811612903225806)","(13.0, 17.5, 17.460526315789473)","(51.0, 85.0, 83.38709677419355)","(101.0, 160.0, 156.92307692307693)"
07-01-2023 16:06:39.091974,"(2.2, 2.6, 2.5976190476190477)","(7.5, 8.0, 7.880473372781065)","(15.0, 17.5, 16.71014492753623)","(4.2, 4.9, 4.831111111111111)","(5.5, 7.0, 6.952)","(13.0, 17.5, 17.460526315789473)","(51.0, 85.0, 83.38709677419355)","(101.0, 160.0, 157.14285714285714)"
07-01-2023 16:06:40.230295,"(2.2, 2.6, 2.5985365853658537)","(7.5, 8.0, 7.907086614173228)","(15.0, 17.0, 16.71014492753623)","(4.2, 4.9, 4.757037037037037)","(5.5, 7.0, 6.9158536585365855)","(13.0, 17.5, 17.460526315789473)","(51.0, 85.0, 83.38709677419355)","(101.0, 160.0, 157.14285714285714)"
07-01-2023 16:06:41.414270,"(2.2, 2.62, 2.6153846153846154)","(7.5, 8.0, 8.022608695652174)","(15.0, 17.0, 16.833333333333332)","(4.2, 4.8, 4.794822006472492)","(5.5, 7.0, 6.7555555555555555)","(13.0, 17.5, 17.142857142857142)","(51.0, 85.0, 83.38709677419355)","(101.0, 160.0, 157.14285714285714)"
07-01-2023 16:06:42.568973,"(2.2, 2.64, 2.6103529411764708)","(7.5, 8.2, 8.022608695652174)","(15.0, 17.5, 16.633333333333333)","(4.2, 4.8, 4.794754098360656)","(5.5, 6.8, 6.751807228915663)","(13.0, 18.0, 17.428571428571427)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.69230769230768)"
07-01-2023 16:06:43.711637,"(2.2, 2.62, 2.603809523809524)","(7.5, 8.2, 7.977777777777777)","(15.0, 17.5, 17.375)","(4.2, 4.8, 4.783870967741936)","(5.5, 6.8, 6.770464135021097)","(14.0, 18.0, 17.40909090909091)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.69230769230768)"
07-01-2023 16:06:44.815948,"(2.2, 2.62, 2.6161627906976745)","(7.5, 8.0, 7.998076923076923)","(15.0, 17.5, 17.484615384615385)","(4.2, 4.8, 4.783870967741936)","(5.5, 7.0, 6.770464135021097)","(14.0, 18.0, 17.40909090909091)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.69230769230768)"
07-01-2023 16:06:45.983656,"(2.2, 2.62, 2.6160493827160494)","(7.5, 8.0, 7.996190476190476)","(15.0, 17.5, 17.484615384615385)","(4.2, 4.8, 4.779005524861878)","(5.5, 7.0, 6.80253164556962)","(14.0, 18.0, 17.40909090909091)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.69230769230768)"
07-01-2023 16:06:47.094040,"(2.2, 2.62, 2.615204678362573)","(7.5, 8.2, 8.063291139240507)","(15.0, 17.5, 17.484615384615385)","(4.2, 4.8, 4.779005524861878)","(5.5, 7.0, 6.80253164556962)","(14.0, 18.0, 17.40909090909091)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.69230769230768)"
07-01-2023 16:06:48.153687,"(2.2, 2.62, 2.6141007194244605)","(7.5, 8.2, 7.979912663755458)","(15.0, 17.5, 17.484615384615385)","(4.2, 4.8, 4.778651685393259)","(5.5, 7.0, 6.81025641025641)","(14.0, 18.0, 17.40909090909091)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.69230769230768)"
07-01-2023 16:06:49.241131,"(2.2, 2.6, 2.585897435897436)","(7.5, 8.0, 7.995505617977528)","(15.0, 18.0, 17.509933774834437)","(4.2, 4.8, 4.767469879518072)","(5.5, 7.0, 6.871578947368421)","(14.0, 18.0, 17.40909090909091)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.5)"
07-01-2023 16:06:50.337575,"(2.2, 2.6, 2.5857758620689655)","(7.5, 8.0, 7.967307692307692)","(15.0, 18.0, 17.509933774834437)","(4.2, 4.8, 4.76830985915493)","(5.5, 7.0, 6.907438016528926)","(14.0, 18.0, 18.16)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 157.5)"
07-01-2023 16:06:51.567831,"(2.2, 2.58, 2.567982646420824)","(7.5, 8.0, 7.995505617977528)","(15.0, 18.0, 17.532894736842106)","(4.2, 4.8, 4.76510067114094)","(5.5, 7.0, 6.8374999999999995)","(14.0, 18.5, 17.67391304347826)","(51.0, 85.0, 80.83333333333333)","(101.0, 160.0, 158.75)"
07-01-2023 16:06:52.780559,"(2.2, 2.58, 2.5438993710691826)","(7.0, 8.0, 8.016149068322981)","(15.0, 18.0, 17.554140127388536)","(4.2, 4.8, 4.65536231884058)","(5.5, 7.0, 6.8915254237288135)","(14.0, 18.5, 18.307692307692307)","(51.0, 85.0, 81.42857142857143)","(101.0, 160.0, 161.11111111111111)"
07-01-2023 16:06:53.957395,"(2.2, 2.56, 2.5574727668845316)","(7.0, 8.2, 8.017283950617283)","(15.0, 18.0, 17.6)","(4.2, 4.7, 4.731400966183575)","(5.5, 7.0, 6.895726495726495)","(14.0, 19.0, 18.386363636363637)","(51.0, 85.0, 81.42857142857143)","(101.0, 170.0, 162.0)"
07-01-2023 16:06:55.177618,"(2.2, 2.56, 2.54196872125115)","(7.0, 8.2, 8.04943820224719)","(15.0, 18.0, 17.8206106870229)","(4.2, 4.8, 4.772316384180791)","(5.5, 7.0, 7.084307692307692)","(14.0, 19.0, 18.935294117647057)","(51.0, 85.0, 84.76190476190476)","(101.0, 170.0, 187.5)"
07-01-2023 16:06:56.194296,"(2.2, 2.52, 2.5065142276422763)","(7.0, 8.2, 8.153951890034364)","(15.0, 18.0, 17.8206106870229)","(4.2, 4.8, 4.773003802281369)","(5.5, 7.2, 7.085358255451713)","(14.0, 19.0, 18.929411764705883)","(51.0, 85.0, 83.38983050847457)","(101.0, 190.0, 190.47619047619048)"
07-01-2023 16:06:57.296279,"(2.2, 2.52, 2.505258476931629)","(7.0, 8.2, 8.154814814814815)","(15.0, 18.0, 17.867857142857144)","(4.2, 4.8, 4.778962962962963)","(5.5, 7.2, 7.085358255451713)","(14.0, 19.0, 18.866666666666667)","(51.0, 90.0, 83.63636363636364)","(101.0, 200.0, 190.47619047619048)"
07-01-2023 16:06:58.481874,"(2.2, 2.52, 2.505050732807215)","(7.0, 8.2, 8.172950819672131)","(15.0, 18.0, 17.857692307692307)","(4.2, 4.8, 4.782253086419753)","(5.5, 7.2, 7.084385382059801)","(14.0, 19.0, 18.866666666666667)","(51.0, 90.0, 83.63636363636364)","(101.0, 200.0, 185.26315789473685)"
07-01-2023 16:06:59.678437,"(2.2, 2.52, 2.502390438247012)","(7.0, 8.2, 8.155147058823529)","(15.0, 18.0, 17.857692307692307)","(4.2, 4.8, 4.782)","(5.5, 7.2, 7.082432432432433)","(14.0, 19.0, 18.7)","(51.0, 90.0, 83.38983050847457)","(101.0, 190.0, 180.8695652173913)"
07-01-2023 16:07:00.827629,"(2.2, 2.52, 2.5021293800539084)","(7.0, 8.2, 8.159245283018867)","(15.0, 18.0, 17.849624060150376)","(4.2, 4.8, 4.782299546142209)","(5.5, 7.2, 7.073273273273274)","(14.0, 19.0, 18.75)","(51.0, 90.0, 83.5)","(101.0, 190.0, 178.8235294117647)"
07-01-2023 16:07:01.999793,"(2.2, 2.52, 2.502390438247012)","(7.0, 8.2, 8.161702127659574)","(15.0, 18.0, 17.53409090909091)","(4.0, 4.8, 4.782299546142209)","(5.5, 7.2, 7.073273273273274)","(14.0, 19.0, 18.11111111111111)","(41.0, 90.0, 83.5)","(101.0, 180.0, 184.0)"
07-01-2023 16:07:03.116460,"(2.2, 2.52, 2.502664692820133)","(7.0, 8.2, 8.190794979079497)","(15.0, 18.0, 17.53409090909091)","(4.0, 4.8, 4.785625)","(5.5, 7.2, 7.080781758957655)","(14.0, 18.5, 18.066666666666666)","(41.0, 90.0, 83.90625)","(101.0, 190.0, 184.28571428571428)"
07-01-2023 16:07:04.292752,"(2.2, 2.5, 2.499163987138264)","(7.0, 8.4, 8.26153846153846)","(15.0, 18.0, 17.56382978723404)","(4.0, 4.8, 4.785625)","(5.5, 7.2, 7.080781758957655)","(14.0, 18.5, 18.066666666666666)","(41.0, 90.0, 83.90625)","(101.0, 190.0, 184.28571428571428)"
07-01-2023 16:07:05.458112,"(2.2, 2.48, 2.4702687000726216)","(7.0, 8.4, 8.386466165413534)","(15.0, 17.5, 17.415151515151514)","(4.0, 4.9, 4.837219101123596)","(5.5, 7.2, 7.125581395348838)","(14.0, 18.5, 18.34016393442623)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 186.92307692307693)"
07-01-2023 16:07:06.506513,"(2.2, 2.48, 2.4729769585253454)","(7.0, 8.6, 8.469696969696969)","(15.0, 17.5, 17.427152317880793)","(4.0, 4.9, 4.838259668508288)","(5.5, 7.2, 7.130434782608695)","(14.0, 18.5, 18.43888888888889)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 186.92307692307693)"
07-01-2023 16:07:07.574105,"(2.2, 2.5, 2.499881093935791)","(7.0, 8.4, 8.359670781893005)","(15.0, 16.5, 16.265625)","(4.0, 4.9, 4.830506607929515)","(5.5, 7.4, 7.371900826446281)","(14.0, 18.5, 18.43888888888889)","(41.0, 90.0, 86.63265306122449)","(101.0, 190.0, 187.33333333333334)"
07-01-2023 16:07:08.662067,"(2.2, 2.5, 2.4991676575505353)","(7.0, 8.4, 8.357205240174673)","(15.0, 16.5, 16.214285714285715)","(4.0, 4.9, 4.831270358306189)","(5.5, 7.4, 7.3887719298245615)","(14.0, 18.5, 18.43888888888889)","(41.0, 90.0, 86.63265306122449)","(101.0, 190.0, 187.33333333333334)"
07-01-2023 16:07:09.876366,"(2.2, 2.5, 2.4992370572207085)","(7.0, 8.4, 8.30483870967742)","(15.0, 16.5, 16.03765690376569)","(4.0, 4.9, 4.821948212083847)","(5.5, 7.4, 7.357142857142858)","(14.0, 18.5, 18.436708860759495)","(41.0, 90.0, 86.63265306122449)","(101.0, 190.0, 187.33333333333334)"
07-01-2023 16:07:11.120857,"(2.2, 2.52, 2.50958217270195)","(7.0, 8.4, 8.268055555555556)","(15.0, 17.0, 16.532921810699587)","(4.0, 4.9, 4.8219948849104854)","(5.5, 7.4, 7.29811320754717)","(14.0, 18.5, 18.436708860759495)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 185.26315789473685)"
07-01-2023 16:07:12.279628,"(2.2, 2.52, 2.5091594202898553)","(7.0, 8.4, 8.268055555555556)","(15.0, 17.0, 16.532921810699587)","(4.0, 4.9, 4.822395833333333)","(5.5, 7.4, 7.300970873786408)","(14.0, 18.5, 18.42753623188406)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 185.26315789473685)"
07-01-2023 16:07:13.397849,"(2.2, 2.52, 2.5096048632218846)","(7.0, 8.4, 8.3)","(15.0, 17.0, 16.527083333333334)","(4.0, 4.9, 4.824225352112676)","(5.5, 7.4, 7.296907216494845)","(14.0, 18.5, 18.42753623188406)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 186.66666666666666)"
07-01-2023 16:07:14.395075,"(2.2, 2.52, 2.5096048632218846)","(7.0, 8.4, 8.253453453453453)","(15.0, 17.0, 16.527659574468085)","(4.0, 4.9, 4.807876712328767)","(5.5, 7.4, 7.296907216494845)","(14.0, 18.5, 18.42753623188406)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 186.66666666666666)"
07-01-2023 16:07:15.489223,"(2.2, 2.52, 2.5130041152263374)","(7.0, 8.4, 8.255844155844155)","(15.0, 17.0, 16.51818181818182)","(4.0, 4.9, 4.809623430962343)","(5.5, 7.4, 7.295744680851064)","(14.0, 18.5, 18.433823529411764)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 186.66666666666666)"
07-01-2023 16:07:16.612832,"(2.2, 2.52, 2.5173584905660378)","(7.0, 8.4, 8.258360655737706)","(15.0, 16.0, 15.518018018018019)","(4.0, 4.9, 4.809623430962343)","(5.5, 7.4, 7.298648648648649)","(14.0, 18.5, 18.428571428571427)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 186.66666666666666)"
07-01-2023 16:07:17.705189,"(2.2, 2.54, 2.5371023622047244)","(7.0, 8.4, 8.258360655737706)","(15.0, 16.0, 15.527777777777779)","(4.0, 4.9, 4.810222222222222)","(5.5, 7.4, 7.25607476635514)","(14.0, 18.5, 18.428571428571427)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 184.44444444444446)"
07-01-2023 16:07:18.836882,"(2.2, 2.54, 2.526823529411765)","(7.0, 8.4, 8.242047531992688)","(15.0, 16.0, 15.428571428571429)","(4.0, 4.9, 4.810222222222222)","(5.5, 7.4, 7.25607476635514)","(14.0, 18.5, 18.428571428571427)","(41.0, 90.0, 86.56862745098039)","(101.0, 190.0, 185.0)"
07-01-2023 16:07:19.988668,"(2.2, 2.52, 2.5153333333333334)","(7.0, 8.4, 8.23685152057245)","(15.0, 16.0, 15.424)","(4.0, 4.9, 4.825862068965518)","(5.5, 7.4, 7.2342342342342345)","(14.0, 19.0, 18.90740740740741)","(41.0, 90.0, 86.63461538461539)","(101.0, 190.0, 184.28571428571428)"
07-01-2023 16:07:21.069244,"(2.2, 2.54, 2.5277777777777777)","(7.0, 8.4, 8.235971223021583)","(15.0, 15.5, 15.288461538461538)","(4.0, 4.9, 4.812820512820513)","(5.5, 7.4, 7.2342342342342345)","(14.0, 19.0, 18.90740740740741)","(41.0, 90.0, 86.63461538461539)","(101.0, 190.0, 184.28571428571428)"
