,Emmeline Vance,Bundy Traveller,Dynamite Hope,Clawfoot,Spring Aster,Sneaky Jim,Tuta Delta,Farmor Truth
09-01-2023 11:28:33.361473,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:34.567902,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:35.811180,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:37.056949,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:38.318464,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:39.559457,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:40.815579,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:42.074652,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:43.325582,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:44.590881,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:45.901516,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:47.149143,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:48.430888,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:49.721732,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:50.989522,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:52.246217,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:53.556985,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:54.863203,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:56.179561,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:57.434786,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:58.630454,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:28:59.879437,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:01.057370,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:02.190005,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:03.245931,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:04.331816,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:05.564387,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:06.804946,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:08.010579,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:09.240127,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:10.483158,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:11.765622,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:13.012418,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:14.256124,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:15.632207,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:16.922770,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:18.199372,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:19.606909,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:20.938162,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:22.201878,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:23.280225,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:24.397656,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:25.473988,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:26.662910,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:27.789077,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:28.972887,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:30.174133,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:31.398559,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:32.630144,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:33.875756,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:35.157427,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:36.451837,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:37.704663,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:38.982992,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:40.192703,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:41.434760,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:42.764519,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:44.006331,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:45.273808,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:46.598271,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:47.849608,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:49.059471,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:50.204923,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:51.251664,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:52.332792,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:53.507322,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:54.577827,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:55.890452,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:57.390858,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:58.590447,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:29:59.974464,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:01.135563,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:02.271815,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:03.459825,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:04.613585,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:05.706618,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:06.843886,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:07.990488,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:09.146239,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:10.312834,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
09-01-2023 11:30:11.474692,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.933333333333333)","(9.0, 25.0, 21.05)","(6.0, 11.0, 8.879999999999999)","(8.5, 18.5, 9.842857142857143)","(14.0, 38.0, 34.06060606060606)","(4.8, 10.5, 5.2749999999999995)","(4.2, 8.6, 7.2875)"
