,Sirius Lulu,Little Joe,Charlotte Dream,Winlock Lad,Indigo,Pick Up Gus,Baby Magic,Tara Swift
11-01-2023 15:50:51.318276,"(6.5, 10.0, 9.435294117647059)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.411111111111111)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:52.355541,"(6.5, 10.0, 9.435294117647059)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.411111111111111)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:53.470113,"(6.5, 10.0, 9.435294117647059)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.36)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:54.630073,"(6.5, 10.0, 9.861538461538462)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.36)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:55.737580,"(6.5, 10.0, 9.84)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.36)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:56.850802,"(6.5, 10.0, 9.84)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.36)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:57.973871,"(6.5, 10.0, 9.84)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.4, 5.3500000000000005)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.36)","(31.0, 75.0, 63.45)"
11-01-2023 15:50:59.050305,"(6.5, 10.0, 9.84)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.36)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:00.168138,"(6.5, 10.0, 9.84)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.411111111111111)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:01.272637,"(6.5, 10.0, 9.63076923076923)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.411111111111111)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:02.345101,"(6.5, 10.0, 9.63076923076923)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.2, 5.32)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:03.393450,"(6.5, 10.0, 9.63076923076923)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 7.0, 5.4642857142857135)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:04.602047,"(6.5, 10.0, 9.63076923076923)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.8, 5.657142857142857)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:05.663713,"(6.5, 10.0, 9.63076923076923)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.44)","(31.0, 75.0, 63.45)"
11-01-2023 15:51:06.821228,"(6.5, 10.0, 9.63076923076923)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.6000000000000005)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:07.962538,"(6.5, 10.0, 8.879999999999999)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:09.090763,"(6.5, 10.0, 9.16)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:10.137811,"(6.5, 10.0, 9.280000000000001)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.385714285714285)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:11.166425,"(6.5, 10.0, 9.280000000000001)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.3)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:12.349567,"(6.5, 10.0, 9.280000000000001)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.390909090909091)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:13.524191,"(6.5, 10.0, 9.925)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.46)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.388888888888888)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:14.585402,"(6.5, 10.0, 9.966666666666667)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.46)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:15.678581,"(6.5, 10.0, 9.966666666666667)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.452)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:16.803482,"(6.5, 10.0, 9.966666666666667)","(10.0, 27.0, 23.22222222222222)","(3.8, 5.5, 5.452)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:17.991590,"(6.5, 10.0, 9.966666666666667)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 64.0)"
11-01-2023 15:51:19.059938,"(6.5, 10.0, 9.966666666666667)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 56.91666666666667)"
11-01-2023 15:51:20.097308,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 56.91666666666667)"
11-01-2023 15:51:21.077511,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:22.179324,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:23.326936,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 5.533333333333333)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:24.402726,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.453846153846154)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.4, 6.033333333333333)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:25.424185,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.414285714285715)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.7555555555555555)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:26.413205,"(6.5, 10.5, 10.3)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.414285714285715)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.8)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:27.750035,"(6.5, 11.0, 10.333333333333334)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.414285714285715)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.8)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:28.807712,"(6.5, 11.0, 9.666666666666666)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.414285714285715)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.8)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:29.842687,"(6.5, 11.0, 9.666666666666666)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.414285714285715)","(13.0, 17.0, 15.09090909090909)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.8)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:30.870410,"(6.5, 10.5, 9.74)","(10.0, 27.0, 23.403846153846153)","(3.8, 5.5, 5.414285714285715)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.8)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:31.922484,"(6.5, 10.5, 9.233333333333333)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.8)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:33.118143,"(6.5, 10.5, 9.515789473684212)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.933333333333334)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:34.167074,"(6.5, 10.5, 9.272727272727273)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.933333333333334)","(31.0, 75.0, 62.94444444444444)"
11-01-2023 15:51:35.261391,"(6.5, 10.5, 9.272727272727273)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 6.1085714285714285)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:36.366079,"(6.5, 10.5, 9.272727272727273)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 6.1085714285714285)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:37.496762,"(6.5, 10.5, 9.272727272727273)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 6.1085714285714285)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:38.583167,"(6.5, 10.5, 9.272727272727273)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 6.1085714285714285)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:39.571165,"(6.5, 10.5, 9.7)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 6.1085714285714285)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:40.578359,"(6.5, 10.5, 9.7)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 17.0, 15.2)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 6.1085714285714285)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:41.602265,"(6.5, 10.5, 9.7)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 16.5, 15.666666666666666)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.64)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:42.688937,"(6.5, 10.5, 9.7)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 16.5, 15.0)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.64)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:43.790277,"(6.5, 10.5, 9.7)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 16.5, 15.0)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9755555555555557)","(4.2, 6.2, 5.92)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:44.868305,"(6.5, 10.5, 9.7)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.5, 5.442857142857143)","(13.0, 16.5, 15.0)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.9633333333333334)","(4.2, 6.2, 5.92)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:45.922385,"(6.5, 10.5, 9.3)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.5)","(13.0, 16.5, 15.0)","(9.0, 17.5, 17.176470588235293)","(3.0, 2.98, 2.974666666666667)","(4.2, 6.2, 6.066666666666666)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:46.904075,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.461538461538462)","(13.0, 16.5, 15.0)","(9.0, 17.5, 15.826086956521738)","(3.0, 2.98, 2.974666666666667)","(4.2, 6.2, 6.066666666666666)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:47.965775,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.199999999999999)","(13.0, 16.5, 15.0)","(9.0, 17.5, 15.826086956521738)","(3.0, 2.98, 2.974666666666667)","(4.2, 6.2, 6.066666666666666)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:49.000440,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.199999999999999)","(13.0, 16.5, 15.0)","(9.0, 17.5, 15.826086956521738)","(3.0, 2.98, 2.974666666666667)","(4.2, 6.2, 6.1571428571428575)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:50.041931,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.199999999999999)","(13.0, 16.5, 15.0)","(9.0, 17.5, 15.826086956521738)","(3.0, 2.98, 2.974666666666667)","(4.2, 6.2, 6.1571428571428575)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:51.300044,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.199999999999999)","(13.0, 16.5, 15.0)","(9.0, 17.5, 16.444444444444443)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.2, 6.066666666666666)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:52.423232,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.199999999999999)","(13.0, 16.5, 15.0)","(9.0, 17.0, 16.444444444444443)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.2, 5.933333333333334)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:53.614591,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.4222222222222225)","(13.0, 16.5, 15.0)","(9.0, 17.0, 15.2)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:54.671172,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.4222222222222225)","(13.0, 16.5, 15.0)","(9.0, 17.0, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:55.750762,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.4222222222222225)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:56.954111,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.4222222222222225)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:58.184041,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.4222222222222225)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:51:59.567587,"(6.5, 10.5, 9.946153846153846)","(10.0, 27.0, 24.043478260869563)","(3.8, 5.6, 5.507692307692308)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:00.812267,"(6.5, 10.5, 9.263636363636364)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:01.942971,"(6.5, 10.0, 9.666666666666666)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:02.933721,"(6.5, 10.0, 9.4)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:04.016802,"(6.5, 10.0, 9.4)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:05.062306,"(6.5, 10.0, 9.4)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:06.244766,"(6.5, 10.0, 9.4)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.428571428571429)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:07.420640,"(6.5, 10.0, 9.666666666666666)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:08.593552,"(6.5, 10.5, 10.185714285714285)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:09.802722,"(6.5, 10.5, 10.185714285714285)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:10.996081,"(6.5, 10.5, 10.185714285714285)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:12.065881,"(6.5, 10.5, 10.185714285714285)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:13.079990,"(6.5, 10.5, 10.185714285714285)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.415384615384615)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:14.143059,"(6.5, 10.5, 9.82)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.466666666666667)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:15.347181,"(6.5, 10.5, 10.383333333333333)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.55)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:16.503982,"(6.5, 10.5, 10.383333333333333)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.55)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:17.623906,"(6.5, 10.5, 10.383333333333333)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.55)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:18.760546,"(6.5, 10.5, 10.383333333333333)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.55)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:19.936037,"(6.5, 10.5, 10.383333333333333)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.55)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
11-01-2023 15:52:21.105471,"(6.5, 10.5, 9.82)","(10.0, 27.0, 24.043478260869563)","(3.9, 5.6, 5.4799999999999995)","(13.0, 16.5, 15.0)","(9.0, 16.5, 16.235294117647058)","(3.0, 2.98, 2.9699999999999998)","(4.2, 6.4, 6.2)","(31.0, 75.0, 65.3125)"
