,Fantastic Faith,Aston Presley,French Wish,Mo Slater,Orson Ruby
16-12-2022 11:49:35.911556,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9533333333333334)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:36.931408,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9533333333333334)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:37.925280,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9533333333333334)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:39.077224,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9352380952380952)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:40.315481,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9428571428571428)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:41.616546,"(3.9, 5.3, 4.75)","(7.0, 14.0, 13.0)","(2.0, 2.08, 1.938095238095238)","(3.1, 5.5, 5.321428571428571)","(51.0, 250.0, 225.625)"
16-12-2022 11:49:42.746600,"(3.9, 5.3, 5.0)","(7.0, 14.0, 13.0)","(2.0, 2.06, 1.9307692307692308)","(3.1, 5.5, 5.25)","(51.0, 250.0, 225.625)"
16-12-2022 11:49:43.877617,"(3.9, 5.3, 4.64)","(7.0, 14.0, 13.0)","(2.0, 2.06, 2.0119417475728154)","(3.1, 5.5, 5.25)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:44.972107,"(3.9, 5.3, 5.0)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9163636363636363)","(3.1, 5.5, 5.321428571428571)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:46.081041,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9163636363636363)","(3.1, 5.5, 5.321428571428571)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:47.321084,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9163636363636363)","(3.1, 5.5, 5.321428571428571)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:48.338847,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 2.0119417475728154)","(3.1, 5.5, 5.321428571428571)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:49.328895,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 2.0119417475728154)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:50.456138,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9664864864864864)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:51.524925,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9664864864864864)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:52.623914,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9664864864864864)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 228.33333333333334)"
16-12-2022 11:49:53.734675,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.955)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 228.33333333333334)"
16-12-2022 11:49:54.807436,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.955)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 228.33333333333334)"
16-12-2022 11:49:56.299396,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.955)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 228.33333333333334)"
16-12-2022 11:49:57.536686,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.924090909090909)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 202.5)"
16-12-2022 11:49:58.707253,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.924090909090909)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 202.5)"
16-12-2022 11:50:00.062035,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.924090909090909)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 202.5)"
16-12-2022 11:50:01.471749,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 2.015242718446602)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 202.5)"
16-12-2022 11:50:02.700442,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 2.0119417475728154)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 202.5)"
16-12-2022 11:50:03.880269,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.955)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 202.5)"
16-12-2022 11:50:04.981897,"(3.9, 5.3, 4.933333333333334)","(7.0, 14.0, 13.0)","(2.0, 2.04, 1.9158620689655173)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 237.33333333333331)"
16-12-2022 11:50:06.050612,"(3.9, 5.1, 4.877777777777777)","(7.0, 14.0, 13.76923076923077)","(2.0, 2.04, 1.9044444444444444)","(3.1, 5.5, 5.291666666666667)","(51.0, 250.0, 237.33333333333331)"
16-12-2022 11:50:07.135517,"(3.9, 5.1, 4.75625)","(7.0, 14.0, 13.76923076923077)","(2.0, 2.02, 1.9181818181818182)","(3.1, 5.5, 5.166666666666666)","(51.0, 250.0, 237.33333333333331)"
16-12-2022 11:50:08.250647,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.76923076923077)","(2.0, 2.02, 1.9181818181818182)","(3.1, 5.5, 5.166666666666666)","(51.0, 250.0, 237.33333333333331)"
16-12-2022 11:50:09.373314,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.76923076923077)","(2.0, 2.02, 1.955)","(3.1, 5.5, 5.166666666666666)","(51.0, 250.0, 237.33333333333331)"
16-12-2022 11:50:10.500196,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9133333333333333)","(3.1, 5.5, 5.3)","(51.0, 250.0, 188.33333333333331)"
16-12-2022 11:50:11.726205,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.02, 1.9161904761904762)","(3.1, 5.5, 5.3)","(51.0, 250.0, 188.33333333333331)"
16-12-2022 11:50:12.838986,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9161904761904762)","(3.1, 5.5, 5.3)","(51.0, 250.0, 223.57142857142856)"
16-12-2022 11:50:13.857104,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9161904761904762)","(3.1, 5.5, 5.3)","(51.0, 250.0, 223.57142857142856)"
16-12-2022 11:50:14.904743,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.979607843137255)","(3.1, 5.5, 5.3)","(51.0, 250.0, 205.0)"
16-12-2022 11:50:16.076028,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9085714285714286)","(3.1, 5.5, 5.3)","(51.0, 250.0, 227.5)"
16-12-2022 11:50:17.258323,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9085714285714286)","(3.1, 5.5, 5.3)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:18.312570,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9085714285714286)","(3.1, 5.5, 5.3)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:19.503114,"(3.9, 5.1, 4.658139534883721)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.979607843137255)","(3.1, 5.5, 5.3)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:20.483328,"(3.9, 5.1, 4.245)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9422222222222223)","(3.1, 5.5, 5.3)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:21.479612,"(3.9, 5.1, 4.322727272727273)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9466666666666665)","(3.1, 5.5, 5.3)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:22.442432,"(3.9, 5.0, 4.44)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9466666666666665)","(3.1, 5.5, 5.3)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:23.472230,"(3.9, 5.0, 4.4)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9466666666666665)","(3.1, 5.5, 5.231578947368421)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:24.557162,"(3.9, 4.9, 4.447058823529412)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9466666666666665)","(3.1, 5.6, 5.2785714285714285)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:25.459007,"(3.9, 4.9, 4.3076923076923075)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9380645161290322)","(3.1, 5.6, 5.2785714285714285)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:26.423809,"(3.9, 4.9, 4.3076923076923075)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9380645161290322)","(3.1, 5.6, 5.2785714285714285)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:27.462517,"(3.9, 4.9, 4.3076923076923075)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9380645161290322)","(3.1, 5.6, 5.225)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:28.466368,"(3.9, 4.9, 4.3076923076923075)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9380645161290322)","(3.1, 5.6, 5.225)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:29.420968,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9161904761904762)","(3.1, 5.6, 5.225)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:30.465893,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9161904761904762)","(3.1, 5.6, 5.225)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:31.610671,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.979607843137255)","(3.1, 5.6, 5.225)","(51.0, 250.0, 237.14285714285714)"
16-12-2022 11:50:32.682885,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.979607843137255)","(3.1, 5.6, 5.271428571428571)","(51.0, 250.0, 191.66666666666669)"
16-12-2022 11:50:33.687782,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.979607843137255)","(3.1, 5.5, 5.22)","(51.0, 250.0, 220.83333333333334)"
16-12-2022 11:50:34.745983,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9435294117647057)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 220.83333333333334)"
16-12-2022 11:50:35.835248,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9435294117647057)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 230.55555555555554)"
16-12-2022 11:50:36.782407,"(3.9, 4.9, 4.24)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.9435294117647057)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 230.55555555555554)"
16-12-2022 11:50:37.740640,"(3.9, 4.8, 4.35)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9435294117647057)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 207.5)"
16-12-2022 11:50:38.807204,"(3.9, 4.8, 4.35)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9544827586206897)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:39.984766,"(3.9, 4.7, 4.376470588235295)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9544827586206897)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:41.073812,"(3.9, 4.7, 4.376470588235295)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9544827586206897)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:42.408767,"(3.9, 4.7, 4.371428571428571)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9473913043478261)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:43.652044,"(3.9, 4.6, 4.371428571428571)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9473913043478261)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:44.775096,"(3.9, 4.6, 4.371428571428571)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9633333333333334)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:45.686746,"(3.9, 4.6, 4.296)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9633333333333334)","(3.1, 5.5, 5.271428571428571)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:46.730526,"(3.9, 4.6, 4.232)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9723076923076923)","(3.1, 5.6, 5.25)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:47.851593,"(3.9, 4.6, 4.1869565217391305)","(7.0, 14.5, 14.25)","(2.0, 2.0, 1.9723076923076923)","(3.1, 5.6, 5.527272727272727)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:48.846639,"(3.9, 4.6, 4.234615384615385)","(7.0, 14.0, 13.8125)","(2.0, 2.0, 1.949230769230769)","(3.1, 5.6, 5.485714285714286)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:50.135385,"(3.9, 4.6, 4.234615384615385)","(7.0, 15.0, 14.6875)","(2.0, 2.0, 1.9127272727272726)","(3.1, 5.6, 5.485714285714286)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:51.235755,"(3.9, 4.6, 4.234615384615385)","(7.0, 15.0, 14.6875)","(2.0, 2.0, 1.9127272727272726)","(3.1, 5.6, 5.485714285714286)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:52.304606,"(3.9, 4.6, 4.234615384615385)","(7.0, 15.0, 14.6875)","(2.0, 2.0, 1.9127272727272726)","(3.1, 5.6, 5.485714285714286)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:53.352068,"(3.9, 4.6, 4.234615384615385)","(7.0, 15.0, 14.6875)","(2.0, 2.0, 1.9127272727272726)","(3.1, 5.6, 5.485714285714286)","(51.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:54.415655,"(3.9, 4.6, 4.234615384615385)","(7.0, 15.0, 14.6875)","(1.95, 2.0, 1.9413333333333334)","(3.2, 5.6, 5.52)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:55.453210,"(3.9, 4.6, 4.234615384615385)","(7.0, 14.0, 13.8125)","(1.95, 2.0, 1.9413333333333334)","(3.2, 5.6, 5.52)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:56.510590,"(3.9, 4.5, 4.3545454545454545)","(7.0, 15.0, 14.6875)","(1.95, 2.0, 1.9775)","(3.2, 5.7, 5.45)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:57.542059,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.6875)","(1.95, 2.0, 1.9843478260869565)","(3.2, 5.7, 5.45)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:58.546019,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.6875)","(1.95, 2.0, 1.997142857142857)","(3.2, 5.7, 5.5055555555555555)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:50:59.578347,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.6875)","(1.95, 2.0, 1.997142857142857)","(3.2, 5.9, 5.485185185185186)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:00.683941,"(3.9, 4.5, 4.3)","(7.0, 14.0, 13.8125)","(1.95, 2.0, 1.9980722891566265)","(3.2, 5.9, 5.581818181818182)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:01.953024,"(3.9, 4.5, 4.2555555555555555)","(7.0, 14.0, 13.727272727272727)","(1.95, 2.0, 1.9980722891566265)","(3.2, 5.8, 5.48)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:03.108035,"(3.9, 4.5, 4.3)","(7.0, 14.0, 13.727272727272727)","(1.95, 2.0, 1.99816091954023)","(3.2, 5.8, 5.48)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:04.543396,"(3.9, 4.5, 4.3)","(7.0, 14.0, 13.727272727272727)","(1.95, 2.0, 1.99816091954023)","(3.2, 5.8, 5.48)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:05.699091,"(3.9, 4.5, 4.3)","(7.0, 14.0, 13.727272727272727)","(1.95, 2.0, 1.99816091954023)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:07.021320,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.545454545454545)","(1.95, 2.0, 2.001818181818182)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:08.101639,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.545454545454545)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:09.180724,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.545454545454545)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:10.270679,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.166666666666666)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:11.373032,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.285714285714286)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:12.445841,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.285714285714286)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:13.523065,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.285714285714286)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:14.508727,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.285714285714286)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:15.567181,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.285714285714286)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.457142857142857)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:16.609877,"(3.9, 4.5, 4.3)","(7.0, 15.0, 14.285714285714286)","(1.95, 2.02, 2.008541666666667)","(3.2, 5.8, 5.199999999999999)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:17.626941,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 2.02, 1.9759090909090908)","(3.2, 5.9, 5.199999999999999)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:18.737710,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9729032258064516)","(3.2, 5.9, 5.199999999999999)","(61.0, 250.0, 225.71428571428572)"
16-12-2022 11:51:19.845667,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9729032258064516)","(3.2, 5.9, 5.199999999999999)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:20.910960,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9729032258064516)","(3.2, 5.9, 5.318181818181818)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:21.934625,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.9, 5.241176470588235)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:23.130900,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.9, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:24.390587,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:25.483940,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:26.792204,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:27.914901,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:28.906501,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 1.9759090909090908)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:30.322579,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 1.98, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:31.693573,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:32.835585,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:33.899183,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:34.969697,"(3.9, 4.5, 4.3)","(7.0, 14.5, 13.928571428571429)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:36.055567,"(4.0, 4.5, 4.3)","(7.5, 14.5, 13.928571428571429)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:37.191370,"(4.0, 4.5, 4.3)","(7.5, 14.5, 14.285714285714286)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:38.310045,"(4.0, 4.5, 4.3)","(7.5, 15.0, 14.285714285714286)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:39.366801,"(4.0, 4.5, 4.3)","(7.5, 15.0, 14.285714285714286)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.32)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:40.449114,"(4.0, 4.5, 4.3)","(7.5, 15.0, 14.285714285714286)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.454545454545455)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:41.701185,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.4709677419354845)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:42.928955,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.409677419354838)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:44.057844,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.409677419354838)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:45.273297,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.409677419354838)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:46.630437,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.295454545454546)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:48.258637,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.295454545454546)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:49.398681,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.295454545454546)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:50.476190,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.295454545454546)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:51.689386,"(4.0, 4.5, 4.22)","(7.5, 15.5, 14.0)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.9, 5.363636363636363)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:52.788851,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.363636363636363)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:53.819424,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.363636363636363)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:54.949467,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.363636363636363)","(61.0, 250.0, 228.75)"
16-12-2022 11:51:56.240149,"(4.0, 4.5, 4.22)","(7.5, 15.5, 13.571428571428571)","(1.95, 2.02, 2.009130434782609)","(3.2, 5.8, 5.363636363636363)","(61.0, 250.0, 228.75)"
