,Bellicose,Dinnys A Suspect,Jimmy Neutron,Skilled Artist,Anthropica,Courtingrock,Kaique,Russian Warrior,Stellar
12-01-2023 17:28:01.752278,"(11.0, 20.0, 18.5)","(17.0, 21.0, 19.571428571428573)","(7.0, 12.0, 10.571428571428571)","(15.0, 44.0, 37.68421052631579)","(7.5, 14.5, 14.25)","(41.0, 210.0, 166.66666666666669)","(31.0, 80.0, 65.77777777777777)","(1.35, 1.5, 1.498659793814433)","(91.0, 230.0, 214.6153846153846)"
12-01-2023 17:28:03.131064,"(11.0, 19.5, 18.75)","(17.0, 21.0, 19.571428571428573)","(7.0, 12.0, 10.571428571428571)","(15.0, 44.0, 37.04347826086956)","(7.5, 14.5, 14.25)","(41.0, 200.0, 172.0)","(31.0, 80.0, 57.44444444444444)","(1.35, 1.5, 1.498936170212766)","(91.0, 220.0, 215.0)"
12-01-2023 17:28:04.407116,"(11.0, 19.5, 18.3)","(17.0, 21.0, 19.571428571428573)","(7.0, 12.0, 10.571428571428571)","(15.0, 44.0, 37.04347826086956)","(7.5, 14.5, 14.25)","(41.0, 190.0, 172.0)","(31.0, 65.0, 57.44444444444444)","(1.35, 1.5, 1.498936170212766)","(91.0, 220.0, 215.0)"
12-01-2023 17:28:05.620165,"(11.0, 19.5, 18.3)","(17.0, 21.0, 20.264705882352942)","(7.0, 12.0, 11.23846153846154)","(15.0, 44.0, 37.04347826086956)","(7.5, 14.5, 14.25)","(41.0, 190.0, 172.0)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.498936170212766)","(91.0, 220.0, 190.0)"
12-01-2023 17:28:07.207886,"(11.0, 19.5, 17.192307692307693)","(17.0, 21.0, 20.264705882352942)","(7.0, 11.5, 10.96875)","(15.0, 44.0, 37.04347826086956)","(7.5, 14.5, 14.25)","(41.0, 190.0, 172.0)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.498936170212766)","(91.0, 220.0, 190.0)"
12-01-2023 17:28:09.101170,"(11.0, 19.5, 17.285714285714285)","(17.0, 21.0, 20.264705882352942)","(7.0, 11.5, 10.96875)","(15.0, 44.0, 37.04347826086956)","(7.5, 14.5, 14.25)","(41.0, 190.0, 172.0)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.498936170212766)","(91.0, 220.0, 190.0)"
12-01-2023 17:28:10.641841,"(12.0, 19.0, 17.285714285714285)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.96875)","(15.0, 44.0, 37.04347826086956)","(8.0, 14.5, 14.25)","(51.0, 190.0, 172.0)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.498936170212766)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:12.071091,"(12.0, 19.0, 17.133333333333333)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 14.5, 14.25)","(51.0, 190.0, 157.14285714285714)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:13.516956,"(12.0, 19.0, 17.133333333333333)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 14.5, 14.25)","(51.0, 180.0, 157.14285714285714)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:14.954399,"(12.0, 19.0, 17.133333333333333)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 14.5, 14.25)","(51.0, 180.0, 157.14285714285714)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:16.387272,"(12.0, 19.0, 17.3)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 14.5, 14.6875)","(51.0, 180.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:17.615113,"(12.0, 18.5, 17.3)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:18.905976,"(12.0, 18.5, 17.115384615384617)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:20.167169,"(12.0, 18.5, 17.115384615384617)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:21.568001,"(12.0, 18.5, 17.09375)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:22.925696,"(12.0, 18.5, 17.09375)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4964615384615385)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:24.346005,"(12.0, 18.5, 17.09375)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4957534246575341)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:25.659648,"(12.0, 18.5, 17.09375)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4957534246575341)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:27.086487,"(12.0, 18.5, 17.09375)","(18.0, 21.0, 20.264705882352942)","(7.5, 11.5, 10.727272727272728)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4957534246575341)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:28.410894,"(12.0, 18.5, 17.09375)","(18.0, 21.0, 19.4)","(7.5, 11.5, 10.7)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4957534246575341)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:29.797181,"(12.0, 18.5, 17.09375)","(18.0, 20.0, 19.22)","(7.5, 11.0, 10.7)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 14.6875)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4957534246575341)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:31.156348,"(12.0, 18.5, 17.09375)","(18.0, 20.0, 20.807692307692307)","(7.5, 11.0, 10.7)","(15.0, 44.0, 36.8)","(8.0, 15.0, 13.295454545454545)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4962195121951218)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:32.532366,"(12.0, 18.5, 17.115384615384617)","(18.0, 21.0, 19.7)","(7.5, 11.0, 10.7)","(15.0, 44.0, 36.8)","(8.0, 15.0, 13.295454545454545)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 53.0)","(1.35, 1.5, 1.4962195121951218)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:33.905983,"(12.0, 18.5, 17.125)","(18.0, 22.0, 19.571428571428573)","(7.5, 11.0, 10.7)","(15.0, 44.0, 37.04347826086956)","(8.0, 15.0, 12.924242424242424)","(51.0, 170.0, 158.33333333333331)","(31.0, 65.0, 51.111111111111114)","(1.35, 1.5, 1.4962195121951218)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:35.190643,"(12.0, 18.0, 17.125)","(18.0, 20.0, 19.571428571428573)","(7.5, 11.0, 10.781818181818181)","(15.0, 44.0, 37.04347826086956)","(8.0, 14.5, 12.9)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.833333333333336)","(1.35, 1.5, 1.4998076923076924)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:36.495055,"(12.0, 18.0, 17.0625)","(18.0, 20.0, 19.5)","(7.5, 11.0, 10.52)","(15.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.833333333333336)","(1.35, 1.5, 1.4998076923076924)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:37.816486,"(12.0, 18.0, 17.0625)","(18.0, 20.0, 19.5)","(7.5, 11.0, 10.7)","(15.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.833333333333336)","(1.35, 1.5, 1.4998076923076924)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:39.065072,"(12.0, 18.0, 17.0625)","(18.0, 20.0, 19.5)","(7.5, 11.0, 10.84)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.833333333333336)","(1.35, 1.5, 1.4998076923076924)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:40.355057,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 11.0, 10.8)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.833333333333336)","(1.35, 1.5, 1.4998076923076924)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:41.645111,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 11.0, 10.75294117647059)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.833333333333336)","(1.35, 1.5, 1.4998076923076924)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:42.952269,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.5, 11.085714285714285)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.5, 1.5030000000000001)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:44.226469,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.5, 11.262500000000001)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.51, 1.5030000000000001)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:45.501472,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.5, 11.262500000000001)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.51, 1.5030000000000001)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:46.775717,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.5, 11.262500000000001)","(16.0, 44.0, 36.0)","(8.0, 14.5, 12.693548387096774)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.51, 1.5030000000000001)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:48.020604,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.5, 11.262500000000001)","(16.0, 44.0, 36.0)","(8.0, 14.5, 11.7)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.51, 1.5030000000000001)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:49.369945,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 11.305263157894737)","(17.0, 44.0, 36.0)","(8.0, 14.5, 12.653846153846153)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.51, 1.5030000000000001)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:50.634160,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 11.175)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.884615384615385)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.51, 1.5013953488372094)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:51.949919,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 11.175)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.884615384615385)","(51.0, 170.0, 140.0)","(31.0, 60.0, 45.0)","(1.35, 1.52, 1.5053383458646616)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:53.186109,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 11.175)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.857142857142858)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.64705882352941)","(1.35, 1.51, 1.5053383458646616)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:54.535460,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 10.666666666666666)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.857142857142858)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.64705882352941)","(1.35, 1.51, 1.5053383458646616)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:55.876799,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 10.666666666666666)","(17.0, 44.0, 36.0)","(8.0, 14.0, 12.333333333333334)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.64705882352941)","(1.35, 1.51, 1.5052592592592593)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:57.194325,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 10.666666666666666)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.857142857142858)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.64705882352941)","(1.35, 1.51, 1.5052592592592593)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:58.572204,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 10.666666666666666)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.857142857142858)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.64705882352941)","(1.35, 1.51, 1.5052592592592593)","(101.0, 220.0, 190.0)"
12-01-2023 17:28:59.894339,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.5)","(7.5, 12.0, 10.666666666666666)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.857142857142858)","(51.0, 170.0, 140.0)","(31.0, 60.0, 48.0)","(1.35, 1.51, 1.4934883720930232)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:01.238724,"(12.0, 18.0, 17.0625)","(17.0, 20.0, 19.080645161290324)","(7.5, 12.0, 11.56)","(17.0, 44.0, 36.0)","(8.0, 14.0, 11.857142857142858)","(51.0, 170.0, 140.0)","(31.0, 60.0, 46.0)","(1.35, 1.52, 1.498)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:02.590794,"(12.0, 18.0, 17.11111111111111)","(17.0, 22.0, 19.88157894736842)","(7.5, 12.0, 11.48235294117647)","(17.0, 44.0, 36.0)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 46.0)","(1.35, 1.5, 1.495)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:03.994288,"(12.0, 18.0, 17.11111111111111)","(17.0, 22.0, 19.88157894736842)","(7.5, 12.0, 10.847619047619048)","(17.0, 44.0, 36.0)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 46.0)","(1.35, 1.5, 1.495)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:05.472327,"(12.0, 18.0, 17.11111111111111)","(17.0, 22.0, 19.24)","(7.5, 12.0, 10.307692307692308)","(17.0, 44.0, 36.0)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 49.111111111111114)","(1.35, 1.5, 1.4957142857142858)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:06.905043,"(12.0, 18.0, 17.11111111111111)","(17.0, 22.0, 20.333333333333332)","(7.5, 12.0, 10.307692307692308)","(17.0, 44.0, 36.0)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 49.111111111111114)","(1.35, 1.5, 1.49)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:08.351688,"(12.0, 18.0, 17.11111111111111)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.307692307692308)","(17.0, 44.0, 36.0)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 49.111111111111114)","(1.35, 1.5, 1.486)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:09.708570,"(12.0, 18.0, 17.11111111111111)","(17.0, 21.0, 20.821428571428573)","(7.5, 12.0, 10.307692307692308)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.55555555555556)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:10.999985,"(12.0, 18.0, 17.11111111111111)","(17.0, 21.0, 20.852941176470587)","(7.5, 12.0, 10.307692307692308)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:12.361434,"(12.0, 18.0, 17.11111111111111)","(17.0, 21.0, 20.583333333333332)","(7.5, 12.0, 10.307692307692308)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:13.791064,"(12.0, 18.0, 17.11111111111111)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:15.192199,"(12.0, 18.0, 17.1)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.4933333333333334)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:16.585765,"(12.0, 18.0, 17.1)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.5, 1.4708823529411765)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:17.914140,"(12.0, 18.0, 17.1)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 12.863636363636363)","(51.0, 170.0, 155.0)","(31.0, 60.0, 50.2)","(1.35, 1.5, 1.4666666666666666)","(101.0, 220.0, 200.0)"
12-01-2023 17:29:19.251659,"(12.0, 18.0, 17.289473684210527)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 14.0, 13.214285714285714)","(51.0, 170.0, 155.0)","(31.0, 60.0, 53.0)","(1.35, 1.47, 1.4766666666666666)","(101.0, 220.0, 200.0)"
12-01-2023 17:29:20.755294,"(12.0, 18.0, 17.25)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 13.214285714285714)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.2)","(1.35, 1.49, 1.4766666666666666)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:22.319289,"(12.0, 18.0, 17.25)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 13.214285714285714)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.4766666666666666)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:23.804594,"(12.0, 18.0, 17.386363636363637)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 13.214285714285714)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.478)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:25.228879,"(12.0, 18.0, 17.386363636363637)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.4809999999999999)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:26.663876,"(12.0, 18.0, 17.386363636363637)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 51.833333333333336)","(1.35, 1.49, 1.478)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:28.085305,"(12.0, 18.0, 17.386363636363637)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.73076923076923)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 51.833333333333336)","(1.35, 1.49, 1.4809999999999999)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:29.611327,"(12.0, 18.0, 17.386363636363637)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.714285714285714)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 51.833333333333336)","(1.35, 1.49, 1.478)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:31.126813,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.714285714285714)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.478)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:32.587939,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.8)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:34.017965,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 11.0)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:35.522021,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 11.0)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.2)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:37.100064,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 11.0)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.2)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:38.663859,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 11.0)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.2)","(1.35, 1.49, 1.48)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:40.161018,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.86111111111111)","(7.5, 12.0, 10.875)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.4842857142857142)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:41.625125,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.821428571428573)","(7.5, 12.0, 10.875)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.4866666666666666)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:43.093020,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.86111111111111)","(7.5, 12.0, 10.875)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.666666666666664)","(1.35, 1.49, 1.4866666666666666)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:44.708960,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 20.333333333333332)","(7.5, 12.0, 10.875)","(17.0, 44.0, 35.904761904761905)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 47.75)","(1.35, 1.49, 1.4866666666666666)","(101.0, 220.0, 190.0)"
12-01-2023 17:29:46.248390,"(12.0, 18.0, 17.428571428571427)","(17.0, 21.0, 19.857142857142858)","(7.5, 12.0, 10.875)","(17.0, 44.0, 38.0)","(8.0, 13.5, 11.766666666666667)","(51.0, 170.0, 140.0)","(31.0, 60.0, 50.4)","(1.35, 1.49, 1.4866666666666666)","(101.0, 220.0, 190.0)"
