,Velocity Touched,Kingsbrae Wilma,Chicago Reign,Cherry Chunker,Betty Kingsbrae,Extreme Measures,Zoe Kate,Bugatti Fierce
15-12-2022 13:49:50.646844,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 9.1)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:51.752737,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 9.1)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.375)"
15-12-2022 13:49:52.759976,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 8.571428571428571)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 20.92857142857143)"
15-12-2022 13:49:53.783859,"(4.4, 5.9, 4.9941176470588236)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 8.514285714285714)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:49:54.963361,"(4.4, 5.4, 5.222222222222222)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.9342857142857144)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:49:56.180260,"(4.4, 5.3, 5.166666666666667)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.945)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:49:57.368835,"(4.4, 5.3, 5.166666666666667)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.945)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:49:58.493593,"(4.4, 5.3, 5.166666666666667)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.9342857142857144)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 8.514285714285714)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:49:59.515247,"(4.4, 5.3, 5.166666666666667)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.9342857142857144)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:00.929628,"(4.4, 5.3, 4.8875)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:02.252322,"(4.4, 5.3, 4.8875)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(20.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:03.531004,"(4.4, 5.3, 4.8875)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:04.688477,"(4.4, 5.3, 4.8875)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.93)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 9.8, 8.514285714285714)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:05.858208,"(4.4, 5.3, 4.8875)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 9.8, 9.0)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:07.179813,"(4.4, 5.3, 4.8875)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 9.8, 10.31111111111111)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:08.547751,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 12.0, 10.8)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:09.915457,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.9418181818181819)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 12.0, 10.053333333333333)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:11.148102,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.9342857142857144)","(18.0, 50.0, 42.285714285714285)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 37.470588235294116)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:12.497820,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 1.96, 1.955)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:13.655575,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.04, 1.955)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:14.834054,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.04, 1.955)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:15.981073,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.02, 1.925263157894737)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:17.079610,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.02, 1.9356250000000002)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:18.211208,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.02, 1.93)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:19.364549,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.02, 1.93)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.33)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:20.513614,"(4.4, 5.3, 4.95625)","(15.0, 34.0, 18.0625)","(1.85, 2.02, 1.95)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.26)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:21.583248,"(4.4, 5.3, 4.68125)","(15.0, 34.0, 18.0625)","(1.85, 2.02, 1.945)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.26)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:22.657599,"(4.4, 5.3, 4.68125)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8824999999999998)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:23.788755,"(4.4, 5.3, 5.223287671232876)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.884)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:24.940569,"(4.4, 5.3, 5.223287671232876)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.884)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:26.066913,"(4.4, 5.3, 5.003030303030303)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8840000000000001)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:27.153639,"(4.4, 5.3, 5.003030303030303)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8876923076923076)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:28.225570,"(4.4, 5.3, 5.23875)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8876923076923076)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:29.389258,"(4.4, 5.3, 5.23875)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8876923076923076)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:30.596250,"(4.4, 5.3, 5.23875)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8840000000000001)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:31.753233,"(4.4, 5.3, 5.23875)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8840000000000001)","(18.0, 50.0, 43.25)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.18)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:32.959317,"(4.4, 5.3, 5.23875)","(15.0, 34.0, 18.0625)","(1.85, 1.9, 1.8815384615384616)","(18.0, 50.0, 44.33333333333333)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.0, 9.375)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:34.112198,"(4.4, 5.3, 5.23875)","(15.0, 34.0, 18.214285714285715)","(1.85, 1.9, 1.8876923076923076)","(18.0, 55.0, 39.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.0, 9.1875)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:35.290086,"(4.4, 5.3, 4.934782608695652)","(15.0, 34.0, 18.214285714285715)","(1.85, 1.9, 1.8876923076923076)","(18.0, 60.0, 39.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 10.5, 9.709090909090909)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:36.394156,"(4.4, 5.3, 4.934782608695652)","(15.0, 34.0, 18.214285714285715)","(1.85, 1.9, 1.8840000000000001)","(18.0, 60.0, 42.6)","(19.0, 55.0, 42.09090909090909)","(5.0, 12.0, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 22.0, 21.0)"
15-12-2022 13:50:37.527095,"(4.4, 5.3, 4.934782608695652)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8840000000000001)","(18.0, 55.0, 42.6)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 22.0, 19.8)"
15-12-2022 13:50:38.676890,"(4.4, 5.3, 4.888235294117647)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8840000000000001)","(18.0, 55.0, 42.6)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 23.0, 21.857142857142858)"
15-12-2022 13:50:39.866560,"(4.4, 5.3, 4.888235294117647)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8876923076923076)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 23.0, 21.857142857142858)"
15-12-2022 13:50:41.069981,"(4.4, 5.3, 4.888235294117647)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8876923076923076)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 23.0, 21.857142857142858)"
15-12-2022 13:50:42.155343,"(4.4, 5.3, 4.888235294117647)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8876923076923076)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 23.0, 17.625)"
15-12-2022 13:50:43.155892,"(4.4, 5.3, 4.888235294117647)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8811764705882352)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 42.09090909090909)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.5, 17.25)"
15-12-2022 13:50:44.122877,"(4.4, 5.3, 4.888235294117647)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8815384615384616)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:45.074551,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8815384615384616)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:46.112028,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8815384615384616)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:47.221338,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8771428571428572)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:48.263886,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8771428571428572)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:49.336897,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.9, 1.8771428571428572)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:50.440708,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.93, 1.9075)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 17.25)"
15-12-2022 13:50:51.564595,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.93, 1.9075)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 16.5)"
15-12-2022 13:50:52.629990,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.93, 1.9075)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 16.5)"
15-12-2022 13:50:53.673227,"(4.4, 5.3, 4.907142857142857)","(15.0, 32.0, 20.0)","(1.85, 1.93, 1.915)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(8.5, 18.0, 16.5)"
15-12-2022 13:50:54.678290,"(4.4, 5.3, 4.907142857142857)","(14.0, 32.0, 20.0)","(1.85, 1.93, 1.91125)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 50.625)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:50:55.793589,"(4.4, 5.3, 4.907142857142857)","(14.0, 32.0, 20.0)","(1.85, 1.93, 1.9981012658227848)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.5)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:50:56.947540,"(4.4, 5.3, 4.888235294117647)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.998224852071006)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 39.0)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:50:58.101505,"(4.4, 5.3, 4.888235294117647)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.998224852071006)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.0)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:50:59.243134,"(4.4, 5.3, 4.888235294117647)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9727272727272727)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 47.0)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:00.427416,"(4.4, 5.3, 4.7555555555555555)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9781818181818183)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 42.2)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:01.426173,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9781818181818183)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 42.2)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:02.496501,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.989090909090909)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 48.111111111111114)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:03.508045,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.989090909090909)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.42857142857143)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:04.563575,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.989090909090909)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.42857142857143)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:05.545587,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.989090909090909)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.42857142857143)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 39.0)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:06.573241,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9858823529411764)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 37.7)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:07.551704,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9836363636363636)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 40.5)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 37.7)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:08.580857,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9836363636363636)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 40.5)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 37.7)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:09.687835,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.0, 1.9836363636363636)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 37.7)","(9.0, 18.0, 16.5)"
15-12-2022 13:51:10.814340,"(4.4, 5.3, 4.677777777777778)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.1068965517241383)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 41.6)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:11.856478,"(4.4, 5.1, 4.482352941176471)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.1114285714285717)","(18.0, 55.0, 46.42857142857143)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 41.6)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:12.884046,"(4.4, 5.0, 4.533333333333333)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.065)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 10.466666666666667)","(21.0, 65.0, 41.6)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:13.919513,"(4.4, 4.9, 4.455555555555556)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.0864285714285713)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:15.330153,"(4.4, 4.9, 4.455555555555556)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.0864285714285713)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 18.0, 15.75)"
15-12-2022 13:51:16.418385,"(4.4, 4.9, 4.455555555555556)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.0864285714285713)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 17.5, 15.75)"
15-12-2022 13:51:17.587573,"(4.4, 4.9, 4.455555555555556)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.09)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 17.5, 15.75)"
15-12-2022 13:51:18.817904,"(4.4, 4.7, 4.446153846153846)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.09)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 17.5, 15.75)"
15-12-2022 13:51:19.989297,"(4.4, 4.7, 4.611290322580645)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.1095652173913044)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 17.5, 16.0)"
15-12-2022 13:51:21.250118,"(4.4, 4.6, 4.359999999999999)","(14.0, 32.0, 20.0)","(1.85, 2.14, 2.1095652173913044)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:22.408523,"(4.4, 4.6, 4.359999999999999)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.2148387096774194)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 41.6)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:23.572124,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.202857142857143)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 42.2)","(9.0, 18.0, 16.0)"
15-12-2022 13:51:24.655665,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.202857142857143)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 36.5)","(9.0, 18.0, 15.75)"
15-12-2022 13:51:25.729267,"(4.4, 4.5, 4.3307692307692305)","(14.0, 32.0, 20.0)","(1.85, 2.22, 2.202857142857143)","(18.0, 55.0, 47.5)","(19.0, 55.0, 46.714285714285715)","(5.0, 11.5, 9.433333333333334)","(21.0, 65.0, 36.5)","(9.0, 17.5, 15.75)"
