,Crowdza Blest,Benky Lily,Locknane Shell,Buckle Up Hazel,Buckle Up Avery,Bonnie Danger,Dewana Be Dean,Sticker Sting
273,"[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 17, 929457), 10.0, 34.0]"
274,"[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 19, 62504), 10.0, 34.0]"
275,"[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 20, 189324), 10.0, 34.0]"
276,"[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 21, 319832), 10.0, 34.0]"
277,"[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 22, 445746), 10.0, 34.0]"
278,"[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 23, 573112), 10.0, 34.0]"
279,"[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 24, 697955), 10.0, 34.0]"
280,"[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 25, 825341), 10.0, 34.0]"
281,"[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 26, 958121), 10.0, 34.0]"
282,"[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 28, 80982), 10.0, 34.0]"
283,"[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 29, 213410), 10.0, 34.0]"
284,"[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 30, 346108), 10.0, 34.0]"
285,"[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 31, 477791), 10.0, 34.0]"
286,"[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 32, 605402), 10.0, 34.0]"
287,"[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 33, 779276), 10.0, 34.0]"
288,"[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 34, 915821), 10.0, 34.0]"
289,"[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 36, 52900), 10.0, 34.0]"
290,"[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 37, 178048), 10.0, 34.0]"
291,"[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 38, 308429), 10.0, 34.0]"
292,"[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 39, 457498), 10.0, 34.0]"
293,"[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 40, 613624), 10.0, 34.0]"
294,"[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 41, 750060), 10.0, 34.0]"
295,"[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 42, 901941), 10.0, 34.0]"
296,"[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 44, 50143), 10.0, 34.0]"
297,"[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 45, 200923), 10.0, 34.0]"
298,"[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 46, 361035), 10.0, 26.0]"
299,"[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 47, 492663), 10.0, 26.0]"
300,"[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 48, 651411), 10.0, 26.0]"
301,"[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 49, 780241), 10.0, 26.0]"
302,"[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 50, 913223), 10.0, 26.0]"
303,"[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 52, 59448), 10.0, 26.0]"
304,"[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 53, 189052), 10.0, 26.0]"
305,"[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 54, 337403), 10.0, 26.0]"
306,"[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 55, 483140), 10.0, 26.0]"
307,"[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 56, 637950), 10.0, 26.0]"
308,"[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 57, 769284), 10.0, 26.0]"
309,"[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 50, 58, 931371), 10.0, 29.0]"
310,"[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 0, 75631), 10.0, 29.0]"
311,"[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 1, 219455), 10.0, 29.0]"
312,"[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 2.6, 3.55]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 3.0, 4.4]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 51, 2, 365516), 10.0, 29.0]"
