,Our Roys Dream,Point Oh Five,Rainbow Jet,Zoemagic,Balboa Shannon,Sir Macador Nz,Mythos,Brie,Montana Nights
05-01-2023 14:13:48.645149,"(6.5, 6.4, 6.272727272727273)","(1.75, 2.48, 2.470204081632653)","(7.0, 14.0, 13.0)","(5.0, 8.4, 7.9)","(21.0, 29.0, 26.5)","(20.0, 99999, 99990)","(14.0, 30.0, 28.07142857142857)","(26.0, 65.0, 45.0)","(26.0, 55.0, 46.8)"
05-01-2023 14:13:50.013284,"(6.5, 6.4, 6.272727272727273)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.727272727272727)","(5.0, 8.4, 8.16470588235294)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 30.0, 28.142857142857142)","(26.0, 60.0, 46.66666666666667)","(26.0, 50.0, 51.33333333333333)"
05-01-2023 14:13:51.635035,"(6.5, 6.4, 6.1)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.0)","(5.0, 8.4, 7.5)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 30.0, 21.9)","(26.0, 55.0, 38.333333333333336)","(26.0, 60.0, 51.33333333333333)"
05-01-2023 14:13:53.083138,"(6.5, 6.4, 6.1)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.0)","(5.0, 8.4, 7.171428571428571)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 30.0, 24.166666666666668)","(26.0, 55.0, 38.333333333333336)","(26.0, 60.0, 51.33333333333333)"
05-01-2023 14:13:54.424588,"(6.5, 6.4, 6.1)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.727272727272727)","(5.0, 8.6, 8.165217391304347)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 28.0, 25.375)","(26.0, 55.0, 46.66666666666667)","(26.0, 60.0, 51.33333333333333)"
05-01-2023 14:13:55.935040,"(6.5, 6.4, 6.1)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.0)","(5.0, 8.6, 8.22)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 28.0, 26.88888888888889)","(26.0, 55.0, 38.333333333333336)","(26.0, 60.0, 74.66666666666666)"
05-01-2023 14:13:57.397874,"(6.5, 6.4, 6.1)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.0)","(5.0, 8.4, 8.22)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 28.0, 26.88888888888889)","(26.0, 55.0, 38.333333333333336)","(26.0, 95.0, 68.0)"
05-01-2023 14:13:58.792335,"(6.5, 6.4, 6.0)","(1.75, 2.48, 2.4699999999999998)","(7.0, 14.0, 13.0)","(5.0, 8.4, 7.5)","(21.0, 29.0, 27.571428571428573)","(20.0, 99999, 99990)","(14.0, 28.0, 25.5)","(26.0, 55.0, 46.66666666666667)","(26.0, 85.0, 68.0)"
05-01-2023 14:14:00.107866,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.3266666666666667)","(8.0, 14.0, 13.0)","(5.0, 8.2, 7.5)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 28.0, 25.5)","(31.0, 55.0, 38.333333333333336)","(26.0, 85.0, 45.5)"
05-01-2023 14:14:01.352610,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.428888888888889)","(8.0, 14.0, 13.0)","(5.0, 8.2, 7.5)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 28.0, 26.5625)","(31.0, 55.0, 38.333333333333336)","(26.0, 80.0, 45.5)"
05-01-2023 14:14:02.624957,"(5.5, 6.2, 6.033333333333333)","(1.75, 2.48, 2.428888888888889)","(8.0, 14.0, 13.5625)","(5.0, 8.2, 7.6)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 28.0, 25.42857142857143)","(31.0, 55.0, 44.6)","(26.0, 80.0, 56.0)"
05-01-2023 14:14:03.934923,"(5.5, 6.2, 6.25)","(1.75, 2.48, 2.469767441860465)","(8.0, 14.0, 13.666666666666666)","(5.0, 8.4, 8.2)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 29.0, 33.285714285714285)","(31.0, 55.0, 44.6)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:05.318920,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.125)","(5.0, 8.4, 7.6)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 40.0, 31.857142857142858)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:06.604346,"(5.5, 6.4, 5.866666666666666)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.5)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:07.947752,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.2, 7.5)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:09.301054,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.2, 7.5)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:10.781638,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.2, 7.6)","(26.0, 29.0, 28.23076923076923)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:12.350480,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:14.036861,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:16.007170,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 23.666666666666668)","(31.0, 55.0, 41.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:14:17.693637,"(5.5, 6.2, 6.033333333333333)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 26.25)","(31.0, 55.0, 44.2)","(26.0, 80.0, 52.5)"
05-01-2023 14:14:19.257332,"(5.5, 6.2, 6.033333333333333)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 36.0, 27.25)","(31.0, 55.0, 44.2)","(26.0, 75.0, 51.66666666666667)"
05-01-2023 14:14:20.870872,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 27.25)","(31.0, 55.0, 44.2)","(26.0, 90.0, 45.0)"
05-01-2023 14:14:22.392231,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 27.25)","(31.0, 55.0, 44.2)","(26.0, 90.0, 48.33333333333333)"
05-01-2023 14:14:23.996701,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 27.25)","(31.0, 55.0, 44.2)","(26.0, 85.0, 48.33333333333333)"
05-01-2023 14:14:25.323192,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 38.0, 22.333333333333332)","(31.0, 55.0, 44.2)","(26.0, 85.0, 52.5)"
05-01-2023 14:14:26.748711,"(5.5, 6.4, 5.933333333333334)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 34.0, 22.333333333333332)","(31.0, 55.0, 44.2)","(26.0, 75.0, 52.5)"
05-01-2023 14:14:28.085041,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 34.0, 22.333333333333332)","(31.0, 55.0, 44.2)","(26.0, 75.0, 43.333333333333336)"
05-01-2023 14:14:29.351162,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.375)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(15.0, 34.0, 24.25)","(31.0, 55.0, 44.2)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:30.626166,"(5.5, 6.4, 6.0)","(1.75, 2.56, 2.435)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 32.0, 21.0)","(31.0, 55.0, 44.2)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:31.857483,"(5.5, 6.4, 6.050000000000001)","(1.75, 2.56, 2.282857142857143)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.44)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 41.5)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:33.260029,"(5.5, 6.4, 6.050000000000001)","(1.75, 2.58, 2.375)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.44)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 41.5)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:34.623461,"(5.5, 6.4, 6.050000000000001)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.44)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 44.6)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:36.249111,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.44)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 41.5)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:37.720509,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 41.5)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:39.212028,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 41.5)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:40.870134,"(5.5, 6.4, 6.04)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 21.0)","(31.0, 55.0, 41.5)","(26.0, 70.0, 43.333333333333336)"
05-01-2023 14:14:42.530183,"(5.5, 6.4, 5.6000000000000005)","(1.75, 2.48, 2.3166666666666664)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 25.0)","(31.0, 55.0, 44.6)","(26.0, 70.0, 54.8)"
05-01-2023 14:14:44.120650,"(5.5, 6.4, 5.6000000000000005)","(1.75, 2.48, 2.3166666666666664)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 32.285714285714285)","(31.0, 55.0, 44.6)","(26.0, 70.0, 62.0)"
05-01-2023 14:14:45.540439,"(5.5, 6.2, 6.04)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 29.799999999999997)","(31.0, 55.0, 41.5)","(26.0, 90.0, 66.8)"
05-01-2023 14:14:46.937873,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.4255555555555555)","(8.0, 14.0, 13.4)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 23.666666666666668)","(31.0, 55.0, 44.6)","(26.0, 90.0, 62.0)"
05-01-2023 14:14:48.182942,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.469333333333333)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 23.666666666666668)","(31.0, 55.0, 44.6)","(26.0, 90.0, 62.0)"
05-01-2023 14:14:49.422834,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.24)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 36.0, 34.5)","(31.0, 55.0, 44.6)","(26.0, 85.0, 51.66666666666667)"
05-01-2023 14:14:50.721725,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.37)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 27.25)","(31.0, 55.0, 44.2)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:14:52.083561,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.37)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 27.25)","(31.0, 55.0, 44.2)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:14:53.463135,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.37)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 27.25)","(31.0, 55.0, 47.57142857142857)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:14:54.909512,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.37)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 27.25)","(31.0, 55.0, 47.57142857142857)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:14:56.309070,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.37)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.911111111111111)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 27.25)","(31.0, 55.0, 47.57142857142857)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:14:57.679067,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.470232558139535)","(8.0, 14.0, 12.75)","(5.0, 8.4, 7.6)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 34.5)","(31.0, 55.0, 45.0)","(26.0, 95.0, 79.25)"
05-01-2023 14:14:59.154588,"(5.5, 6.2, 6.0)","(1.75, 2.48, 2.38)","(8.0, 14.0, 12.75)","(5.0, 7.8, 7.48)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 38.0, 30.857142857142858)","(31.0, 55.0, 45.0)","(26.0, 95.0, 71.75)"
05-01-2023 14:15:00.530122,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.38)","(8.0, 14.0, 12.75)","(5.0, 7.8, 7.48)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 36.0, 27.4)","(31.0, 55.0, 59.0)","(26.0, 85.0, 60.8)"
05-01-2023 14:15:02.220107,"(5.5, 6.4, 6.0)","(1.75, 2.48, 2.38)","(8.0, 14.0, 13.4)","(5.0, 7.8, 7.48)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 34.0, 28.375)","(31.0, 95.0, 67.125)","(26.0, 80.0, 60.8)"
05-01-2023 14:15:04.048021,"(5.5, 6.4, 6.144444444444445)","(1.75, 2.48, 2.470952380952381)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.8, 6.633333333333334)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 32.0, 26.285714285714285)","(31.0, 80.0, 71.5)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:15:05.505008,"(5.5, 6.2, 6.144444444444445)","(1.75, 2.48, 2.2800000000000002)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.4, 6.86923076923077)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.285714285714285)","(31.0, 80.0, 57.0)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:15:06.828629,"(5.5, 6.2, 5.966666666666667)","(1.75, 2.48, 2.2800000000000002)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.0, 7.253846153846155)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.285714285714285)","(31.0, 75.0, 57.0)","(26.0, 80.0, 46.66666666666667)"
05-01-2023 14:15:08.153613,"(5.5, 6.2, 6.033333333333333)","(1.75, 2.48, 2.2800000000000002)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.4, 7.253846153846155)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 25.0)","(31.0, 75.0, 57.0)","(26.0, 80.0, 60.8)"
05-01-2023 14:15:09.426647,"(5.5, 6.2, 6.033333333333333)","(1.75, 2.48, 2.4714285714285715)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.4, 6.566666666666666)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.57142857142857)","(31.0, 75.0, 57.0)","(26.0, 80.0, 57.0)"
05-01-2023 14:15:10.825876,"(5.5, 6.2, 6.033333333333333)","(1.75, 2.48, 2.385)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.931578947368421)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.285714285714285)","(31.0, 75.0, 57.0)","(26.0, 80.0, 57.0)"
05-01-2023 14:15:12.185470,"(5.5, 6.4, 6.050000000000001)","(1.75, 2.48, 2.385)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.285714285714285)","(31.0, 75.0, 57.0)","(26.0, 80.0, 57.0)"
05-01-2023 14:15:13.529924,"(5.5, 6.2, 5.981818181818182)","(1.75, 2.48, 2.31)","(8.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.285714285714285)","(31.0, 75.0, 39.75)","(26.0, 80.0, 57.0)"
05-01-2023 14:15:14.785028,"(5.5, 6.2, 5.981818181818182)","(1.75, 2.48, 2.31)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 30.0, 26.125)","(31.0, 75.0, 49.0)","(26.0, 80.0, 57.0)"
05-01-2023 14:15:16.053236,"(5.5, 6.2, 5.65)","(1.75, 2.48, 2.4721951219512195)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.76)","(26.0, 29.0, 27.571428571428573)","(21.0, 99999, 99990)","(16.0, 29.0, 27.166666666666664)","(31.0, 70.0, 37.25)","(26.0, 80.0, 57.0)"
05-01-2023 14:15:17.356215,"(5.5, 6.2, 6.0095238095238095)","(1.75, 2.48, 2.4553846153846153)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.945)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 29.0, 21.666666666666668)","(31.0, 65.0, 47.2)","(26.0, 80.0, 62.400000000000006)"
05-01-2023 14:15:18.707402,"(5.5, 6.2, 5.872727272727273)","(1.75, 2.48, 2.456923076923077)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.945)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 28.0, 21.666666666666668)","(31.0, 60.0, 48.25)","(26.0, 80.0, 62.400000000000006)"
05-01-2023 14:15:19.878713,"(5.5, 6.2, 5.872727272727273)","(1.75, 2.48, 2.456923076923077)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.78)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 28.0, 21.666666666666668)","(31.0, 55.0, 48.25)","(26.0, 80.0, 62.400000000000006)"
05-01-2023 14:15:21.065032,"(5.5, 6.2, 5.872727272727273)","(1.75, 2.48, 2.456923076923077)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.35)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 62.400000000000006)"
05-01-2023 14:15:22.324165,"(5.5, 6.2, 5.872727272727273)","(1.75, 2.48, 2.456923076923077)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.35)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 62.400000000000006)"
05-01-2023 14:15:23.548846,"(5.5, 6.2, 5.872727272727273)","(1.75, 2.48, 2.456923076923077)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.35)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 62.400000000000006)"
05-01-2023 14:15:24.874858,"(5.5, 6.2, 5.557142857142857)","(1.75, 2.48, 2.33)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 61.599999999999994)"
05-01-2023 14:15:26.191205,"(5.5, 6.2, 5.557142857142857)","(1.75, 2.48, 2.33)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 61.599999999999994)"
05-01-2023 14:15:27.533671,"(5.5, 6.2, 5.557142857142857)","(1.75, 2.48, 2.33)","(8.0, 14.0, 13.5)","(5.0, 7.0, 6.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 69.77777777777777)"
05-01-2023 14:15:28.825139,"(5.5, 6.2, 5.557142857142857)","(1.75, 2.48, 2.33)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.0, 6.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 69.77777777777777)"
05-01-2023 14:15:30.222972,"(5.5, 6.2, 5.557142857142857)","(1.75, 2.48, 2.33)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.0, 6.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 69.77777777777777)"
05-01-2023 14:15:31.603528,"(5.5, 6.2, 5.6)","(1.75, 2.48, 2.33)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.0, 6.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 25.25)","(31.0, 55.0, 48.25)","(26.0, 80.0, 69.77777777777777)"
05-01-2023 14:15:32.993777,"(5.5, 6.2, 5.6)","(1.75, 2.48, 2.44)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.0, 6.763636363636364)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 32.0, 32.285714285714285)","(31.0, 55.0, 37.0)","(26.0, 80.0, 58.0)"
05-01-2023 14:15:34.395034,"(5.5, 5.8, 5.3238095238095235)","(1.75, 2.48, 2.404)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.2, 7.4)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 50.0, 27.333333333333336)","(31.0, 55.0, 37.0)","(26.0, 80.0, 65.71428571428572)"
05-01-2023 14:15:35.982341,"(5.5, 5.8, 5.388888888888888)","(1.75, 2.54, 2.404)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.8, 7.7749999999999995)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 48.0, 26.666666666666664)","(31.0, 55.0, 37.0)","(26.0, 80.0, 65.71428571428572)"
05-01-2023 14:15:37.450678,"(5.5, 5.7, 5.388888888888888)","(1.75, 2.54, 2.404)","(8.0, 14.0, 13.666666666666666)","(5.0, 7.8, 7.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(16.0, 46.0, 26.666666666666664)","(31.0, 55.0, 47.285714285714285)","(26.0, 80.0, 65.71428571428572)"
05-01-2023 14:15:38.888649,"(5.5, 5.7, 5.388888888888888)","(1.75, 2.54, 2.404)","(8.5, 14.0, 13.666666666666666)","(5.0, 7.8, 7.6)","(26.0, 29.0, 27.75)","(21.0, 99999, 99990)","(17.0, 46.0, 26.666666666666664)","(31.0, 55.0, 47.285714285714285)","(26.0, 80.0, 65.71428571428572)"
