,Bello Beau,Bokeo,Cornelian Bay,Happy Clan,Sharmas Last,Alvarinho,Cloudy Nights,Flying To Paris,Jaguar Stone,Just A Needs,Piiink Beauty
14-12-2022 19:58:48.509661,"(1.5, 1.66, 1.6525454545454545)","(31.0, 42.0, 40.4)","(16.0, 20.0, 19.651851851851852)","(91.0, 340.0, 194.28571428571428)","(11.0, 14.5, 14.26530612244898)","(71.0, 110.0, 108.57142857142857)","(51.0, 70.0, 68.88888888888889)","(19.0, 23.0, 22.142857142857142)","(6.5, 7.8, 7.644705882352941)","(26.0, 34.0, 32.61290322580645)","(31.0, 75.0, 69.44444444444444)"
14-12-2022 19:58:50.137003,"(1.55, 1.66, 1.6309293320425944)","(31.0, 42.0, 40.90909090909091)","(16.0, 20.0, 19.664)","(91.0, 340.0, 212.5)","(11.0, 14.5, 14.27659574468085)","(71.0, 110.0, 107.2)","(51.0, 70.0, 68.88888888888889)","(19.0, 23.0, 22.214285714285715)","(6.5, 7.8, 7.635)","(26.0, 34.0, 32.61290322580645)","(31.0, 75.0, 70.83333333333334)"
14-12-2022 19:58:51.689610,"(1.55, 1.65, 1.6309293320425944)","(31.0, 42.0, 40.285714285714285)","(16.0, 20.0, 19.66260162601626)","(91.0, 340.0, 255.0)","(11.0, 14.5, 14.3359375)","(71.0, 110.0, 107.2)","(51.0, 70.0, 66.7948717948718)","(19.0, 23.0, 22.214285714285715)","(6.5, 7.8, 7.623076923076923)","(26.0, 34.0, 32.61290322580645)","(31.0, 75.0, 72.22222222222223)"
14-12-2022 19:58:53.295380,"(1.55, 1.64, 1.6398717948717947)","(31.0, 42.0, 40.588235294117645)","(16.0, 20.0, 19.67829457364341)","(71.0, 340.0, 255.0)","(11.0, 14.5, 14.371951219512194)","(71.0, 110.0, 102.22222222222223)","(51.0, 75.0, 70.29411764705883)","(19.0, 23.0, 22.878048780487806)","(6.5, 7.8, 7.651612903225806)","(26.0, 34.0, 32.65625)","(31.0, 80.0, 67.5)"
14-12-2022 19:58:54.729671,"(1.55, 1.64, 1.6340314136125653)","(31.0, 42.0, 40.0)","(16.0, 20.0, 19.676923076923078)","(71.0, 340.0, 245.0)","(11.0, 14.5, 14.363636363636363)","(71.0, 110.0, 101.81818181818181)","(51.0, 75.0, 70.29411764705883)","(19.0, 23.0, 23.692307692307693)","(6.5, 7.8, 7.669811320754716)","(26.0, 34.0, 32.65625)","(31.0, 80.0, 67.5)"
14-12-2022 19:58:56.182944,"(1.55, 1.64, 1.6340314136125653)","(31.0, 42.0, 40.0)","(16.0, 20.0, 19.676923076923078)","(81.0, 330.0, 245.0)","(11.0, 14.5, 14.363636363636363)","(71.0, 110.0, 101.81818181818181)","(51.0, 75.0, 70.29411764705883)","(19.0, 24.0, 23.692307692307693)","(6.5, 7.8, 7.669811320754716)","(26.0, 34.0, 32.65625)","(31.0, 80.0, 67.5)"
14-12-2022 19:58:57.765406,"(1.5, 1.64, 1.6340526315789472)","(31.0, 42.0, 40.0)","(16.0, 20.0, 19.676923076923078)","(81.0, 280.0, 200.0)","(11.0, 14.5, 14.363636363636363)","(71.0, 110.0, 101.81818181818181)","(51.0, 75.0, 70.29411764705883)","(19.0, 25.0, 23.68217054263566)","(6.5, 7.8, 7.597058823529412)","(26.0, 34.0, 32.70676691729323)","(31.0, 80.0, 70.0)"
14-12-2022 19:58:59.145319,"(1.5, 1.64, 1.6340526315789472)","(31.0, 42.0, 40.666666666666664)","(16.0, 20.0, 19.699115044247787)","(81.0, 270.0, 215.0)","(11.0, 14.5, 14.417910447761194)","(71.0, 110.0, 101.81818181818181)","(51.0, 75.0, 70.29411764705883)","(19.0, 25.0, 23.68217054263566)","(6.5, 7.8, 7.597058823529412)","(26.0, 34.0, 32.70676691729323)","(31.0, 80.0, 70.0)"
14-12-2022 19:59:00.641210,"(1.5, 1.64, 1.6231481481481482)","(31.0, 42.0, 41.42857142857143)","(16.0, 20.0, 19.735)","(81.0, 270.0, 200.0)","(11.0, 14.5, 14.253164556962025)","(71.0, 110.0, 96.875)","(51.0, 75.0, 67.0)","(19.0, 25.0, 25.25)","(6.5, 7.6, 7.311827956989247)","(26.0, 34.0, 32.77685950413223)","(31.0, 80.0, 76.42857142857143)"
14-12-2022 19:59:02.107618,"(1.5, 1.63, 1.6243965517241379)","(31.0, 42.0, 41.42857142857143)","(16.0, 20.0, 19.713636363636365)","(81.0, 280.0, 255.0)","(11.0, 15.0, 14.41304347826087)","(71.0, 110.0, 96.875)","(51.0, 75.0, 67.72727272727273)","(19.0, 26.0, 25.2)","(6.5, 7.6, 7.294915254237289)","(26.0, 34.0, 32.83464566929134)","(31.0, 80.0, 77.72727272727273)"
14-12-2022 19:59:03.458881,"(1.5, 1.63, 1.6226072607260726)","(31.0, 42.0, 41.69230769230769)","(16.0, 20.0, 19.713636363636365)","(81.0, 280.0, 202.85714285714286)","(11.0, 14.5, 14.447368421052632)","(71.0, 110.0, 96.875)","(51.0, 75.0, 67.72727272727273)","(19.0, 26.0, 25.211764705882352)","(6.5, 7.4, 7.24186046511628)","(26.0, 34.0, 32.83464566929134)","(31.0, 80.0, 76.875)"
14-12-2022 19:59:04.809545,"(1.5, 1.63, 1.6233752620545074)","(31.0, 42.0, 41.666666666666664)","(16.0, 20.0, 19.713636363636365)","(81.0, 260.0, 202.85714285714286)","(11.0, 14.5, 14.447368421052632)","(71.0, 110.0, 98.75)","(51.0, 75.0, 67.5)","(19.0, 27.0, 25.25)","(6.5, 7.4, 7.256603773584906)","(26.0, 34.0, 32.97196261682243)","(31.0, 80.0, 87.0)"
14-12-2022 19:59:06.305232,"(1.5, 1.63, 1.6214556962025317)","(31.0, 44.0, 42.4)","(16.0, 20.0, 19.781553398058254)","(81.0, 260.0, 210.0)","(11.0, 15.0, 14.6)","(71.0, 110.0, 98.57142857142857)","(51.0, 75.0, 70.76923076923077)","(19.0, 27.0, 25.727272727272727)","(6.5, 7.4, 7.423076923076923)","(26.0, 34.0, 33.07843137254902)","(31.0, 95.0, 80.0)"
14-12-2022 19:59:07.786991,"(1.5, 1.61, 1.602782122905028)","(31.0, 44.0, 42.666666666666664)","(16.0, 20.0, 20.96153846153846)","(81.0, 250.0, 218.0)","(11.0, 15.0, 13.77027027027027)","(71.0, 120.0, 99.16666666666667)","(51.0, 75.0, 70.9090909090909)","(19.0, 26.0, 25.16949152542373)","(6.5, 7.6, 7.492063492063492)","(26.0, 34.0, 33.13333333333333)","(31.0, 110.0, 88.0)"
14-12-2022 19:59:09.280830,"(1.5, 1.61, 1.6031644004944376)","(31.0, 44.0, 41.333333333333336)","(16.0, 21.0, 20.966101694915253)","(71.0, 250.0, 215.0)","(11.0, 14.0, 13.815217391304348)","(71.0, 120.0, 103.33333333333333)","(51.0, 75.0, 71.25)","(19.0, 27.0, 25.4)","(6.5, 7.6, 7.461224489795918)","(26.0, 34.0, 33.170212765957444)","(31.0, 120.0, 90.0)"
14-12-2022 19:59:10.736681,"(1.5, 1.61, 1.602472972972973)","(31.0, 44.0, 42.22222222222222)","(16.0, 21.0, 20.96153846153846)","(71.0, 250.0, 215.0)","(11.0, 14.0, 13.815217391304348)","(71.0, 120.0, 103.33333333333333)","(51.0, 75.0, 72.14285714285714)","(19.0, 27.0, 25.16393442622951)","(6.5, 7.6, 7.4375)","(26.0, 34.0, 33.170212765957444)","(31.0, 120.0, 88.0)"
14-12-2022 19:59:12.189418,"(1.5, 1.61, 1.605601374570447)","(31.0, 44.0, 42.5)","(16.0, 21.0, 23.0625)","(71.0, 250.0, 226.66666666666666)","(11.0, 14.0, 13.405063291139241)","(71.0, 120.0, 105.0)","(51.0, 75.0, 70.83333333333333)","(20.0, 27.0, 25.333333333333332)","(6.5, 7.6, 7.546428571428572)","(26.0, 34.0, 33.258426966292134)","(31.0, 120.0, 76.66666666666667)"
14-12-2022 19:59:13.628234,"(1.5, 1.6, 1.5960975609756098)","(31.0, 44.0, 42.5)","(16.0, 24.0, 22.91891891891892)","(71.0, 250.0, 226.66666666666666)","(11.0, 13.5, 13.384615384615385)","(71.0, 110.0, 105.0)","(51.0, 75.0, 70.83333333333333)","(20.0, 26.0, 25.357142857142858)","(6.5, 7.8, 7.553061224489796)","(26.0, 34.0, 33.09803921568628)","(31.0, 120.0, 79.375)"
14-12-2022 19:59:15.159381,"(1.5, 1.6, 1.591732580037665)","(31.0, 44.0, 42.15384615384615)","(16.0, 24.0, 23.555555555555557)","(81.0, 250.0, 226.66666666666666)","(11.0, 13.5, 13.384615384615385)","(71.0, 110.0, 101.81818181818181)","(61.0, 75.0, 71.66666666666667)","(19.0, 26.0, 25.357142857142858)","(6.5, 7.8, 7.53048128342246)","(26.0, 34.0, 32.977777777777774)","(31.0, 120.0, 78.82352941176471)"
14-12-2022 19:59:16.569471,"(1.5, 1.6, 1.5916149068322982)","(31.0, 44.0, 42.15384615384615)","(16.0, 24.0, 23.555555555555557)","(81.0, 250.0, 232.5)","(11.0, 13.5, 13.39864864864865)","(71.0, 110.0, 102.5)","(61.0, 75.0, 72.14285714285714)","(19.0, 26.0, 25.526315789473685)","(6.5, 7.8, 7.5458563535911605)","(26.0, 34.0, 32.96629213483146)","(31.0, 120.0, 83.15789473684211)"
14-12-2022 19:59:18.079111,"(1.5, 1.6, 1.5941350210970464)","(31.0, 44.0, 42.15384615384615)","(16.0, 24.0, 23.638297872340427)","(71.0, 250.0, 232.5)","(11.0, 13.5, 13.39864864864865)","(71.0, 110.0, 102.5)","(51.0, 75.0, 72.14285714285714)","(19.0, 26.0, 25.526315789473685)","(6.5, 7.8, 7.5458563535911605)","(26.0, 34.0, 32.96629213483146)","(31.0, 120.0, 86.66666666666667)"
14-12-2022 19:59:19.636317,"(1.5, 1.6, 1.5913573407202217)","(31.0, 44.0, 42.2)","(16.0, 24.0, 23.621052631578948)","(71.0, 250.0, 232.5)","(11.0, 13.5, 13.417808219178083)","(71.0, 110.0, 102.72727272727273)","(51.0, 75.0, 73.0)","(19.0, 26.0, 25.714285714285715)","(6.5, 7.8, 7.531578947368422)","(26.0, 34.0, 33.01176470588236)","(31.0, 120.0, 82.5)"
14-12-2022 19:59:21.181416,"(1.5, 1.6, 1.5855587392550143)","(31.0, 44.0, 42.76923076923077)","(16.0, 24.0, 23.782608695652172)","(71.0, 250.0, 210.0)","(11.0, 13.5, 13.241071428571429)","(71.0, 110.0, 102.3076923076923)","(61.0, 75.0, 78.88888888888889)","(19.0, 26.0, 25.09090909090909)","(6.5, 7.8, 7.577142857142857)","(26.0, 34.0, 33.10344827586207)","(31.0, 120.0, 75.12820512820512)"
14-12-2022 19:59:22.606167,"(1.5, 1.6, 1.585302226935313)","(31.0, 44.0, 43.06666666666667)","(16.0, 24.0, 23.75)","(71.0, 260.0, 215.55555555555554)","(11.0, 13.5, 13.176470588235293)","(71.0, 110.0, 102.5925925925926)","(61.0, 80.0, 75.0)","(19.0, 26.0, 25.304347826086957)","(6.5, 7.8, 7.607894736842105)","(26.0, 34.0, 33.146067415730336)","(31.0, 120.0, 77.3170731707317)"
14-12-2022 19:59:23.988746,"(1.5, 1.6, 1.585302226935313)","(31.0, 44.0, 43.06666666666667)","(16.0, 24.0, 23.75)","(71.0, 260.0, 215.55555555555554)","(11.0, 13.5, 13.176470588235293)","(71.0, 110.0, 102.5925925925926)","(61.0, 85.0, 75.0)","(19.0, 26.0, 25.304347826086957)","(6.5, 7.8, 7.607894736842105)","(26.0, 34.0, 33.146067415730336)","(31.0, 120.0, 77.3170731707317)"
14-12-2022 19:59:25.358281,"(1.5, 1.6, 1.586003159557662)","(31.0, 44.0, 42.90909090909091)","(16.0, 25.0, 23.576923076923077)","(71.0, 260.0, 220.0)","(11.0, 13.5, 12.592592592592593)","(71.0, 110.0, 97.6086956521739)","(61.0, 85.0, 75.5)","(19.0, 26.0, 24.666666666666668)","(6.5, 7.8, 7.57639751552795)","(26.0, 34.0, 33.23076923076923)","(31.0, 110.0, 106.42857142857143)"
14-12-2022 19:59:26.759657,"(1.5, 1.6, 1.5915116279069768)","(31.0, 44.0, 42.666666666666664)","(16.0, 25.0, 23.82758620689655)","(71.0, 260.0, 220.0)","(11.0, 13.5, 13.13265306122449)","(71.0, 110.0, 99.16666666666667)","(61.0, 85.0, 76.75)","(19.0, 25.0, 24.875)","(6.5, 7.8, 7.353939393939394)","(26.0, 34.0, 33.55882352941177)","(31.0, 110.0, 71.11111111111111)"
14-12-2022 19:59:28.189341,"(1.5, 1.61, 1.5981268011527379)","(31.0, 42.0, 40.2)","(16.0, 26.0, 24.692307692307693)","(81.0, 260.0, 246.66666666666669)","(11.0, 13.5, 13.195121951219512)","(71.0, 110.0, 101.66666666666667)","(61.0, 85.0, 81.81818181818181)","(20.0, 26.0, 24.857142857142858)","(6.5, 7.4, 7.065454545454545)","(26.0, 34.0, 33.96296296296296)","(31.0, 120.0, 98.75)"
14-12-2022 19:59:29.619657,"(1.5, 1.61, 1.6014285714285714)","(31.0, 42.0, 41.333333333333336)","(16.0, 27.0, 25.04255319148936)","(81.0, 280.0, 260.0)","(11.0, 14.0, 13.320754716981131)","(71.0, 110.0, 101.66666666666667)","(61.0, 85.0, 79.41176470588235)","(20.0, 26.0, 25.23076923076923)","(6.5, 7.4, 6.885714285714285)","(26.0, 34.0, 35.85454545454545)","(31.0, 110.0, 98.75)"
14-12-2022 19:59:31.165317,"(1.5, 1.62, 1.628253968253968)","(31.0, 42.0, 43.5)","(17.0, 27.0, 24.736842105263158)","(91.0, 280.0, 260.0)","(11.0, 14.0, 13.420289855072463)","(71.0, 110.0, 96.53846153846153)","(61.0, 80.0, 80.625)","(19.0, 26.0, 25.2)","(6.5, 7.0, 6.677142857142857)","(26.0, 36.0, 37.04761904761905)","(31.0, 110.0, 86.92307692307692)"
14-12-2022 19:59:32.612358,"(1.5, 1.63, 1.613943661971831)","(31.0, 44.0, 40.738461538461536)","(17.0, 27.0, 24.517241379310345)","(91.0, 280.0, 252.5)","(11.0, 14.0, 13.4375)","(71.0, 100.0, 93.75)","(61.0, 85.0, 81.875)","(19.0, 26.0, 24.6)","(6.5, 6.8, 6.643589743589743)","(26.0, 38.0, 36.8)","(31.0, 110.0, 93.33333333333333)"
14-12-2022 19:59:34.018029,"(1.5, 1.63, 1.6135000000000002)","(31.0, 46.0, 41.11864406779661)","(17.0, 27.0, 24.77777777777778)","(91.0, 280.0, 275.0)","(11.0, 13.5, 13.857142857142858)","(71.0, 95.0, 93.63636363636364)","(61.0, 85.0, 78.5)","(20.0, 26.0, 25.833333333333332)","(6.5, 6.8, 6.705084745762711)","(26.0, 38.0, 35.8)","(31.0, 110.0, 102.5925925925926)"
14-12-2022 19:59:35.468788,"(1.5, 1.63, 1.6273617588274483)","(31.0, 46.0, 41.11864406779661)","(17.0, 27.0, 25.05)","(91.0, 310.0, 282.0)","(11.0, 14.0, 13.791666666666666)","(71.0, 100.0, 91.66666666666667)","(61.0, 110.0, 96.4)","(20.0, 26.0, 23.27358490566038)","(6.5, 6.8, 6.671559633027522)","(26.0, 36.0, 36.666666666666664)","(31.0, 110.0, 83.33333333333333)"
14-12-2022 19:59:36.971820,"(1.5, 1.63, 1.6280582524271843)","(31.0, 46.0, 38.37735849056604)","(17.0, 27.0, 25.05)","(91.0, 310.0, 270.0)","(11.0, 14.0, 13.791666666666666)","(71.0, 100.0, 92.5)","(61.0, 100.0, 84.21052631578948)","(20.0, 24.0, 23.212962962962962)","(6.5, 6.8, 6.607692307692307)","(26.0, 38.0, 36.08)","(31.0, 110.0, 86.42857142857143)"
14-12-2022 19:59:38.451453,"(1.5, 1.64, 1.6377233115468408)","(31.0, 40.0, 38.373831775700936)","(17.0, 27.0, 25.05128205128205)","(91.0, 310.0, 270.0)","(11.0, 14.0, 13.782608695652174)","(71.0, 95.0, 92.5)","(61.0, 85.0, 84.21052631578948)","(20.0, 24.0, 23.104166666666668)","(6.5, 6.8, 6.605194805194805)","(26.0, 38.0, 36.08)","(31.0, 95.0, 86.42857142857143)"
14-12-2022 19:59:39.886040,"(1.5, 1.64, 1.6395216400911161)","(31.0, 40.0, 38.44642857142857)","(17.0, 27.0, 25.05128205128205)","(91.0, 310.0, 214.0)","(11.0, 14.0, 13.838709677419354)","(71.0, 95.0, 92.3529411764706)","(61.0, 85.0, 84.31818181818181)","(20.0, 24.0, 23.234567901234566)","(6.5, 6.8, 6.6472440944881885)","(26.0, 38.0, 36.58064516129032)","(31.0, 95.0, 86.66666666666667)"
14-12-2022 19:59:41.304409,"(1.5, 1.64, 1.6395216400911161)","(31.0, 40.0, 39.851851851851855)","(17.0, 27.0, 25.41176470588235)","(71.0, 230.0, 214.0)","(12.0, 14.0, 13.836065573770492)","(71.0, 100.0, 91.0)","(61.0, 85.0, 84.31818181818181)","(19.0, 24.0, 23.152941176470588)","(6.0, 6.8, 6.6169811320754715)","(26.0, 38.0, 36.53333333333333)","(31.0, 90.0, 77.5)"
14-12-2022 19:59:42.817406,"(1.5, 1.65, 1.6446900269541778)","(31.0, 40.0, 39.294117647058826)","(17.0, 26.0, 25.41176470588235)","(71.0, 230.0, 214.0)","(12.0, 14.0, 13.836065573770492)","(71.0, 95.0, 91.0)","(61.0, 85.0, 84.31818181818181)","(19.0, 24.0, 23.152941176470588)","(6.0, 6.8, 6.6169811320754715)","(26.0, 38.0, 36.53333333333333)","(31.0, 85.0, 77.5)"
14-12-2022 19:59:44.285772,"(1.5, 1.65, 1.6471144278606964)","(31.0, 40.0, 39.6)","(17.0, 26.0, 25.23076923076923)","(71.0, 230.0, 216.66666666666669)","(12.0, 14.5, 14.347826086956522)","(71.0, 95.0, 91.25)","(61.0, 100.0, 96.53846153846153)","(19.0, 24.0, 23.126582278481013)","(6.0, 6.8, 6.624528301886793)","(26.0, 38.0, 37.52)","(31.0, 80.0, 76.0)"
14-12-2022 19:59:45.653120,"(1.5, 1.65, 1.6466204287515762)","(31.0, 38.0, 37.875)","(17.0, 26.0, 25.51219512195122)","(71.0, 230.0, 216.66666666666669)","(12.0, 14.5, 14.345132743362832)","(71.0, 95.0, 91.25)","(61.0, 100.0, 91.66666666666666)","(19.0, 24.0, 23.013157894736842)","(6.0, 6.6, 6.54)","(26.0, 38.0, 37.310344827586206)","(31.0, 80.0, 78.0)"
14-12-2022 19:59:46.994291,"(1.5, 1.65, 1.663815789473684)","(31.0, 42.0, 42.26923076923077)","(17.0, 26.0, 24.697674418604652)","(71.0, 230.0, 232.85714285714286)","(12.0, 14.5, 14.466019417475728)","(71.0, 95.0, 92.56756756756756)","(61.0, 100.0, 95.625)","(19.0, 24.0, 23.27)","(6.0, 6.6, 6.302127659574468)","(26.0, 38.0, 36.40909090909091)","(31.0, 75.0, 76.0)"
14-12-2022 19:59:48.352171,"(1.5, 1.67, 1.6679385964912279)","(31.0, 44.0, 42.16279069767442)","(17.0, 25.0, 24.806451612903224)","(71.0, 240.0, 232.5)","(12.0, 14.5, 14.378151260504202)","(71.0, 95.0, 92.0)","(61.0, 100.0, 96.11111111111111)","(19.0, 24.0, 23.195876288659793)","(6.0, 6.4, 6.2153846153846155)","(26.0, 38.0, 36.35294117647059)","(31.0, 80.0, 77.95454545454545)"
14-12-2022 19:59:49.769826,"(1.5, 1.68, 1.6751372549019607)","(31.0, 44.0, 43.55555555555556)","(17.0, 25.0, 24.8)","(71.0, 240.0, 232.5)","(12.0, 14.5, 14.401785714285714)","(71.0, 95.0, 92.0)","(61.0, 100.0, 85.0)","(19.0, 24.0, 23.094117647058823)","(6.0, 6.4, 6.147706422018349)","(26.0, 38.0, 36.36)","(31.0, 80.0, 77.95454545454545)"
14-12-2022 19:59:51.133558,"(1.5, 1.68, 1.6707462686567163)","(31.0, 42.0, 40.0)","(18.0, 25.0, 24.8)","(91.0, 240.0, 180.0)","(12.0, 14.5, 14.423076923076923)","(71.0, 95.0, 92.16216216216216)","(61.0, 90.0, 85.0)","(19.0, 24.0, 23.0381679389313)","(6.0, 6.2, 6.126222222222222)","(26.0, 38.0, 36.4390243902439)","(31.0, 80.0, 70.625)"
14-12-2022 19:59:52.683142,"(1.5, 1.68, 1.6837864077669902)","(31.0, 42.0, 38.15)","(18.0, 25.0, 24.08235294117647)","(91.0, 240.0, 303.3333333333333)","(12.0, 14.5, 14.42134831460674)","(71.0, 95.0, 92.16216216216216)","(61.0, 90.0, 85.0)","(19.0, 24.0, 23.045454545454547)","(6.0, 6.2, 6.101831501831502)","(26.0, 38.0, 36.4390243902439)","(31.0, 80.0, 70.625)"
14-12-2022 19:59:54.182876,"(1.5, 1.69, 1.6837864077669902)","(31.0, 44.0, 38.15)","(18.0, 25.0, 25.60377358490566)","(91.0, 310.0, 305.0)","(12.0, 14.5, 14.909090909090908)","(71.0, 95.0, 90.71428571428571)","(61.0, 90.0, 90.88235294117646)","(19.0, 24.0, 22.636363636363637)","(6.0, 6.2, 6.274611398963731)","(26.0, 38.0, 37.2)","(31.0, 80.0, 75.9090909090909)"
14-12-2022 19:59:55.749200,"(1.5, 1.66, 1.6562456946039035)","(31.0, 44.0, 42.3469387755102)","(18.0, 26.0, 25.763157894736842)","(91.0, 310.0, 194.0)","(12.0, 15.0, 14.846153846153847)","(71.0, 95.0, 91.53846153846153)","(61.0, 95.0, 81.0)","(19.0, 23.0, 22.680555555555557)","(6.0, 6.4, 6.31387900355872)","(26.0, 38.0, 37.41463414634146)","(31.0, 80.0, 76.53846153846153)"
14-12-2022 19:59:57.248865,"(1.5, 1.68, 1.6750877192982456)","(31.0, 44.0, 37.94392523364486)","(18.0, 26.0, 25.763157894736842)","(91.0, 290.0, 212.22222222222223)","(12.0, 15.0, 14.44578313253012)","(71.0, 95.0, 91.20689655172414)","(61.0, 95.0, 81.66666666666667)","(19.0, 23.0, 23.123076923076923)","(6.0, 6.4, 6.31387900355872)","(26.0, 38.0, 37.24444444444445)","(31.0, 80.0, 76.53846153846153)"
14-12-2022 19:59:58.841494,"(1.5, 1.68, 1.6764727272727271)","(31.0, 44.0, 37.9622641509434)","(18.0, 26.0, 24.266666666666666)","(91.0, 290.0, 181.66666666666666)","(12.0, 14.5, 14.44767441860465)","(71.0, 95.0, 91.4)","(61.0, 90.0, 79.28571428571429)","(19.0, 24.0, 22.8)","(6.0, 6.4, 6.31254752851711)","(26.0, 38.0, 37.24444444444445)","(31.0, 80.0, 76.35135135135135)"
14-12-2022 20:00:00.321525,"(1.5, 1.69, 1.6890425531914892)","(31.0, 44.0, 37.9622641509434)","(18.0, 26.0, 24.266666666666666)","(91.0, 290.0, 212.22222222222223)","(12.0, 14.5, 14.44767441860465)","(71.0, 95.0, 91.4)","(61.0, 90.0, 79.28571428571429)","(19.0, 23.0, 22.58730158730159)","(6.0, 6.4, 6.306122448979592)","(26.0, 38.0, 37.24444444444445)","(31.0, 80.0, 76.35135135135135)"
14-12-2022 20:00:01.822644,"(1.5, 1.69, 1.6888349514563106)","(31.0, 44.0, 37.9622641509434)","(18.0, 26.0, 24.266666666666666)","(91.0, 290.0, 212.22222222222223)","(12.0, 14.5, 14.961538461538462)","(71.0, 95.0, 92.16666666666667)","(61.0, 90.0, 86.66666666666667)","(19.0, 23.0, 22.25)","(6.0, 6.4, 6.3436241610738255)","(26.0, 38.0, 37.77142857142857)","(31.0, 80.0, 75.58823529411765)"
14-12-2022 20:00:03.312556,"(1.5, 1.65, 1.6465631067961164)","(31.0, 44.0, 42.458333333333336)","(18.0, 26.0, 25.923076923076923)","(91.0, 290.0, 196.66666666666666)","(12.0, 15.0, 15.270833333333334)","(71.0, 95.0, 93.05555555555556)","(61.0, 90.0, 81.08695652173913)","(19.0, 23.0, 22.60377358490566)","(6.0, 6.4, 6.3578947368421055)","(26.0, 38.0, 37.6)","(31.0, 80.0, 76.15384615384616)"
14-12-2022 20:00:04.863196,"(1.5, 1.65, 1.6465631067961164)","(31.0, 44.0, 42.458333333333336)","(18.0, 26.0, 25.923076923076923)","(91.0, 220.0, 196.66666666666666)","(12.0, 15.5, 15.270833333333334)","(71.0, 95.0, 93.14285714285714)","(61.0, 85.0, 80.0)","(19.0, 23.0, 22.80952380952381)","(6.0, 6.4, 6.359695817490494)","(26.0, 40.0, 37.629629629629626)","(31.0, 80.0, 75.44117647058823)"
14-12-2022 20:00:06.434768,"(1.5, 1.65, 1.6465719819238218)","(31.0, 44.0, 42.869565217391305)","(18.0, 26.0, 25.666666666666668)","(91.0, 220.0, 190.0)","(12.0, 15.5, 15.205882352941176)","(71.0, 95.0, 93.14285714285714)","(61.0, 85.0, 78.82352941176471)","(19.0, 23.0, 22.875)","(6.0, 6.4, 6.335973597359736)","(26.0, 40.0, 37.629629629629626)","(31.0, 80.0, 69.28571428571429)"
14-12-2022 20:00:08.002090,"(1.5, 1.66, 1.6597862001943633)","(31.0, 44.0, 43.03703703703704)","(18.0, 26.0, 26.212435233160623)","(91.0, 220.0, 201.53846153846155)","(12.0, 15.5, 15.371794871794872)","(71.0, 95.0, 93.71428571428571)","(61.0, 85.0, 82.08333333333333)","(19.0, 24.0, 23.41304347826087)","(6.0, 6.4, 6.380071174377225)","(26.0, 40.0, 38.3728813559322)","(31.0, 75.0, 73.33333333333333)"
14-12-2022 20:00:09.599894,"(1.5, 1.64, 1.6337966932026944)","(31.0, 44.0, 42.96)","(18.0, 27.0, 26.318385650224215)","(71.0, 220.0, 202.85714285714286)","(12.0, 15.5, 15.393617021276595)","(71.0, 95.0, 93.8157894736842)","(61.0, 85.0, 82.85714285714286)","(19.0, 24.0, 24.06382978723404)","(6.0, 6.4, 6.360335195530726)","(26.0, 40.0, 35.82608695652174)","(41.0, 75.0, 71.0)"
14-12-2022 20:00:11.476271,"(1.5, 1.64, 1.6347917923958961)","(31.0, 44.0, 42.885714285714286)","(18.0, 27.0, 26.343096234309623)","(71.0, 220.0, 197.5)","(12.0, 15.5, 15.421875)","(71.0, 95.0, 97.72727272727272)","(61.0, 85.0, 79.6)","(19.0, 25.0, 23.81081081081081)","(6.0, 6.6, 6.375098296199214)","(26.0, 38.0, 37.87096774193549)","(41.0, 80.0, 70.3125)"
14-12-2022 20:00:13.248665,"(1.5, 1.64, 1.6334208223972002)","(31.0, 44.0, 42.804597701149426)","(18.0, 27.0, 26.315315315315317)","(81.0, 220.0, 205.0)","(12.0, 15.5, 15.432432432432432)","(71.0, 100.0, 94.14634146341463)","(61.0, 80.0, 68.55263157894737)","(19.0, 24.0, 23.72)","(6.0, 6.6, 6.34311377245509)","(26.0, 38.0, 37.111111111111114)","(31.0, 80.0, 75.23255813953489)"
14-12-2022 20:00:14.785711,"(1.5, 1.64, 1.6334208223972002)","(31.0, 44.0, 42.864197530864196)","(18.0, 27.0, 26.304568527918782)","(81.0, 220.0, 205.0)","(12.0, 15.5, 15.484126984126984)","(71.0, 95.0, 94.25)","(61.0, 80.0, 68.46153846153847)","(19.0, 24.0, 23.72)","(6.0, 6.6, 6.351367781155015)","(26.0, 38.0, 36.13333333333333)","(31.0, 80.0, 70.69767441860465)"
14-12-2022 20:00:16.342475,"(1.5, 1.64, 1.6213649851632048)","(31.0, 44.0, 42.917647058823526)","(18.0, 27.0, 26.316279069767443)","(81.0, 220.0, 205.88235294117646)","(12.0, 15.5, 15.734234234234235)","(71.0, 95.0, 94.86486486486487)","(61.0, 80.0, 71.42857142857143)","(19.0, 24.0, 23.533333333333335)","(6.0, 6.6, 6.421578947368421)","(26.0, 38.0, 36.56)","(31.0, 80.0, 71.25)"
