,Fat Boy Mantra,Hooked On Prissy,Levis Beach,Bow Six,Greek Malt,Monkey Paw,Loves To Talk
12-01-2023 13:51:48.970733,"(4.2, 11.5, 10.083333333333334)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 430.0, 360.0)","(1.5, 1.72, 1.7142622950819673)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:51:50.157845,"(4.2, 11.5, 10.340909090909092)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.7142622950819673)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:51.169680,"(4.2, 11.5, 10.340909090909092)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.7142622950819673)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:52.220774,"(4.2, 11.5, 10.340909090909092)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 350.0)","(1.5, 1.72, 1.7142622950819673)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:53.356320,"(4.2, 11.5, 10.340909090909092)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 350.0)","(1.5, 1.72, 1.7142622950819673)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:54.426174,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 350.0)","(1.5, 1.72, 1.7142622950819673)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:55.437861,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 350.0)","(1.5, 1.72, 1.707037037037037)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:56.452145,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 310.0)","(1.5, 1.72, 1.6996774193548387)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:57.457926,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 430.0, 310.0)","(1.5, 1.72, 1.6996774193548387)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:58.429388,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 430.0, 310.0)","(1.5, 1.72, 1.6996774193548387)","(15.0, 32.0, 25.125)"
12-01-2023 13:51:59.482734,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 430.0, 305.0)","(1.5, 1.72, 1.6996774193548387)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:00.517417,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6996774193548387)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:01.732398,"(4.2, 11.5, 11.2875)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6996774193548387)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:03.033261,"(4.2, 10.5, 10.4125)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.707037037037037)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:04.264485,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.707037037037037)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:05.427822,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.707037037037037)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:06.535881,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:07.589335,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:08.513223,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:09.500916,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:10.561226,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:11.632653,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:13.082677,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:14.403452,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 355.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:15.548166,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 355.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:16.678530,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 355.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:17.866952,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 355.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:18.965266,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 355.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:19.926740,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 355.0)","(1.5, 1.72, 1.6885)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:21.127665,"(4.2, 10.5, 10.383333333333333)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:22.327778,"(4.2, 12.0, 10.8)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 315.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:23.351318,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 315.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:24.326432,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 420.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:25.354587,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:26.374523,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:27.442525,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:28.613233,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:29.654570,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:30.611320,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:31.719552,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:32.844514,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:33.880504,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:35.275656,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:36.349904,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 310.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:37.415273,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 410.0, 355.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:38.422461,"(4.2, 12.0, 10.646153846153847)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 355.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:39.731488,"(4.2, 12.0, 10.00952380952381)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:40.814938,"(4.2, 12.0, 10.00952380952381)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:41.882221,"(4.2, 12.0, 10.31764705882353)","(4.0, 4.5, 4.318181818181818)","(41.0, 200.0, 106.66666666666667)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.678)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:43.036991,"(4.2, 12.5, 12.254545454545454)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 157.14285714285714)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.72, 1.724705882352941)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:44.160564,"(4.2, 12.5, 12.254545454545454)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 125.0)","(21.0, 38.0, 29.2)","(91.0, 510.0, 360.0)","(1.5, 1.73, 1.7053846153846153)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:45.227922,"(4.2, 12.5, 12.254545454545454)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 510.0, 310.0)","(1.5, 1.71, 1.7053846153846153)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:46.315607,"(4.2, 12.5, 12.272727272727273)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 410.0, 270.0)","(1.5, 1.71, 1.7014285714285713)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:47.579357,"(4.2, 13.0, 11.428571428571429)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 510.0, 310.0)","(1.5, 1.71, 1.7014285714285713)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:48.736741,"(4.2, 13.0, 10.777777777777779)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6757142857142857)","(15.0, 32.0, 25.125)"
12-01-2023 13:52:49.872923,"(4.2, 13.0, 10.777777777777779)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:51.243241,"(4.2, 13.0, 11.0)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:52.577755,"(4.2, 13.0, 11.181818181818182)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:53.755420,"(4.2, 13.0, 11.181818181818182)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:54.908233,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:56.044637,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:57.174242,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:58.350820,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6689473684210525)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:52:59.523170,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 157.14285714285714)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.668)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:53:00.674210,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.166666666666666)","(41.0, 200.0, 157.14285714285714)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.668)","(15.0, 32.0, 24.36111111111111)"
12-01-2023 13:53:01.830713,"(4.2, 13.0, 12.038461538461538)","(4.0, 4.5, 4.14)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.2)","(91.0, 400.0, 310.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 32.0, 25.625)"
12-01-2023 13:53:03.000223,"(4.2, 13.0, 12.305555555555555)","(4.0, 4.5, 4.26)","(41.0, 200.0, 140.0)","(21.0, 38.0, 30.384615384615383)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 24.4)"
12-01-2023 13:53:04.092181,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:05.270361,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 140.0)","(21.0, 38.0, 29.0)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:06.426105,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:07.578862,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:08.794254,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 30.384615384615383)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:10.003901,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 30.384615384615383)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:11.181793,"(4.2, 13.0, 12.342105263157894)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 510.0, 360.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:12.349140,"(4.2, 11.5, 11.433333333333334)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 510.0, 305.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:13.523115,"(4.2, 11.5, 11.433333333333334)","(4.0, 4.5, 4.116666666666666)","(41.0, 200.0, 132.5)","(21.0, 38.0, 30.384615384615383)","(91.0, 400.0, 305.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:14.773903,"(4.2, 11.5, 11.433333333333334)","(4.0, 4.5, 4.074074074074074)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 400.0, 305.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:15.998755,"(4.2, 12.5, 12.18421052631579)","(4.0, 4.5, 4.32)","(41.0, 200.0, 162.5)","(21.0, 38.0, 29.0)","(91.0, 390.0, 305.0)","(1.5, 1.71, 1.6643999999999999)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:17.083848,"(4.2, 13.0, 12.224137931034482)","(4.0, 4.4, 4.344444444444445)","(41.0, 200.0, 162.5)","(21.0, 38.0, 29.0)","(91.0, 390.0, 351.66666666666663)","(1.5, 1.71, 1.665)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:18.484087,"(4.2, 13.0, 12.224137931034482)","(4.0, 4.5, 4.04)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.71, 1.665)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:19.966431,"(4.2, 13.0, 12.224137931034482)","(4.0, 4.5, 4.180555555555555)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.71, 1.653157894736842)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:21.316542,"(4.2, 13.0, 12.224137931034482)","(4.0, 4.5, 4.180555555555555)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.71, 1.6247368421052633)","(15.0, 30.0, 21.333333333333332)"
12-01-2023 13:53:22.612318,"(4.2, 13.0, 12.224137931034482)","(4.0, 4.5, 4.180555555555555)","(41.0, 200.0, 132.5)","(21.0, 38.0, 29.0)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.71, 1.655)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:23.804798,"(4.2, 13.0, 12.224137931034482)","(4.0, 4.5, 4.180555555555555)","(41.0, 200.0, 132.5)","(21.0, 38.0, 30.384615384615383)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.7, 1.6263636363636365)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:25.024329,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.25)","(41.0, 200.0, 181.53846153846155)","(21.0, 38.0, 29.0)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.7, 1.6263636363636365)","(15.0, 30.0, 23.175)"
12-01-2023 13:53:26.105535,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.25)","(41.0, 200.0, 181.53846153846155)","(21.0, 38.0, 28.047619047619047)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.7, 1.6523529411764706)","(15.0, 30.0, 21.95)"
12-01-2023 13:53:27.257351,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.25)","(41.0, 200.0, 182.85714285714286)","(21.0, 38.0, 28.833333333333332)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.69, 1.6553333333333333)","(15.0, 30.0, 27.8125)"
12-01-2023 13:53:28.402509,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.25)","(41.0, 200.0, 182.85714285714286)","(21.0, 38.0, 28.833333333333332)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.69, 1.6553333333333333)","(15.0, 29.0, 27.8125)"
12-01-2023 13:53:29.604777,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.25)","(41.0, 200.0, 182.85714285714286)","(21.0, 38.0, 28.0)","(91.0, 380.0, 346.0)","(1.5, 1.69, 1.6553333333333333)","(15.0, 29.0, 27.8125)"
12-01-2023 13:53:30.790153,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.25)","(41.0, 200.0, 182.85714285714286)","(21.0, 38.0, 28.0)","(91.0, 380.0, 442.0)","(1.5, 1.69, 1.6376923076923078)","(15.0, 29.0, 22.057692307692307)"
12-01-2023 13:53:32.035989,"(4.2, 13.0, 12.423076923076923)","(4.0, 4.5, 4.410852713178294)","(41.0, 200.0, 183.84615384615387)","(21.0, 38.0, 28.91304347826087)","(91.0, 500.0, 451.6666666666667)","(1.5, 1.69, 1.6572727272727272)","(15.0, 29.0, 22.057692307692307)"
12-01-2023 13:53:33.270369,"(4.2, 13.0, 12.338235294117647)","(4.0, 4.5, 4.40650406504065)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 500.0, 451.6666666666667)","(1.5, 1.69, 1.655)","(15.0, 29.0, 21.34722222222222)"
12-01-2023 13:53:34.405297,"(4.6, 13.0, 12.423076923076923)","(4.0, 4.5, 4.40650406504065)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 500.0, 451.6666666666667)","(1.5, 1.7, 1.6379310344827587)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:35.608263,"(4.6, 13.0, 12.423076923076923)","(4.0, 4.5, 4.407258064516129)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.91304347826087)","(91.0, 500.0, 451.6666666666667)","(1.5, 1.7, 1.6379310344827587)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:36.926067,"(4.6, 13.0, 12.357142857142858)","(4.0, 4.5, 4.404)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 500.0, 451.6666666666667)","(1.5, 1.7, 1.6379310344827587)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:38.218385,"(4.6, 13.0, 12.4375)","(4.0, 4.5, 4.404)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 500.0, 351.66666666666663)","(1.5, 1.7, 1.6313157894736843)","(15.0, 29.0, 21.64516129032258)"
