,Fat Boy Mantra,Hooked On Prissy,Levis Beach,Bow Six,Greek Malt,Monkey Paw,Loves To Talk
12-01-2023 13:53:39.523832,"(4.6, 13.0, 12.4375)","(4.0, 4.5, 4.404)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 380.0, 351.66666666666663)","(1.5, 1.7, 1.6388)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:40.851454,"(4.6, 13.0, 12.11111111111111)","(4.0, 4.5, 4.404)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.91304347826087)","(91.0, 380.0, 343.33333333333337)","(1.5, 1.69, 1.6376923076923078)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:42.020991,"(4.6, 13.0, 11.941176470588236)","(4.0, 4.5, 4.116)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.91304347826087)","(91.0, 370.0, 343.33333333333337)","(1.5, 1.69, 1.6552173913043478)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:43.472501,"(4.6, 13.0, 12.181818181818182)","(4.0, 4.5, 4.116)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 370.0, 343.33333333333337)","(1.5, 1.69, 1.6552173913043478)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:44.652526,"(4.6, 13.0, 12.368421052631579)","(4.0, 4.5, 4.21578947368421)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.047619047619047)","(91.0, 370.0, 343.33333333333337)","(1.5, 1.69, 1.665)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:45.844836,"(4.6, 13.0, 11.8)","(4.0, 4.5, 4.21578947368421)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6581818181818182)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:46.944277,"(4.6, 13.0, 11.666666666666666)","(4.0, 4.5, 4.279591836734694)","(41.0, 200.0, 185.0)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6489655172413793)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:48.106605,"(4.6, 13.0, 11.666666666666666)","(4.0, 4.5, 4.279591836734694)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6424)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:49.435338,"(4.6, 13.0, 11.8)","(4.0, 4.5, 4.279591836734694)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6635555555555555)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:50.580410,"(4.6, 13.0, 11.8)","(4.0, 4.5, 4.279591836734694)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6635555555555555)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:51.707675,"(4.6, 13.0, 12.142857142857142)","(4.0, 4.5, 4.276)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6528125)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:52.950822,"(4.6, 13.0, 12.6)","(4.0, 4.5, 4.276)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.833333333333332)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6528125)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:54.149913,"(4.6, 13.0, 12.625)","(4.0, 4.5, 4.276)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6528125)","(15.0, 29.0, 21.64516129032258)"
12-01-2023 13:53:55.390251,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.276)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.833333333333332)","(91.0, 370.0, 442.0)","(1.5, 1.69, 1.6528125)","(15.0, 28.0, 22.333333333333332)"
12-01-2023 13:53:56.565213,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.276)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 500.0, 442.0)","(1.5, 1.69, 1.6518181818181819)","(15.0, 28.0, 21.483333333333334)"
12-01-2023 13:53:57.766125,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.833333333333332)","(91.0, 500.0, 442.0)","(1.5, 1.69, 1.6518181818181819)","(15.0, 28.0, 21.483333333333334)"
12-01-2023 13:53:58.858888,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.833333333333332)","(91.0, 500.0, 442.0)","(1.5, 1.69, 1.6518181818181819)","(15.0, 28.0, 21.483333333333334)"
12-01-2023 13:54:00.011371,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 187.14285714285714)","(21.0, 38.0, 28.0)","(91.0, 500.0, 442.0)","(1.5, 1.69, 1.6529411764705884)","(15.0, 28.0, 21.483333333333334)"
12-01-2023 13:54:01.246252,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 186.15384615384613)","(21.0, 38.0, 28.833333333333332)","(91.0, 500.0, 442.0)","(1.5, 1.69, 1.648235294117647)","(15.0, 28.0, 21.483333333333334)"
12-01-2023 13:54:02.375934,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 188.46153846153845)","(21.0, 38.0, 28.833333333333332)","(91.0, 500.0, 338.0)","(1.5, 1.65, 1.6518181818181819)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:03.433754,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 189.28571428571428)","(21.0, 38.0, 28.0)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.633157894736842)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:04.615306,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.280392156862745)","(41.0, 200.0, 189.28571428571428)","(21.0, 38.0, 30.6)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.633157894736842)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:05.781802,"(4.6, 13.0, 12.76923076923077)","(4.0, 4.5, 4.342105263157895)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 32.142857142857146)","(91.0, 370.0, 338.0)","(1.5, 1.69, 1.6433333333333333)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:06.950576,"(4.6, 13.5, 13.41304347826087)","(4.0, 4.5, 4.342105263157895)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 30.6)","(91.0, 370.0, 330.0)","(1.5, 1.69, 1.6129166666666668)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:08.161187,"(4.6, 13.5, 13.12962962962963)","(4.0, 4.5, 4.254545454545455)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 32.142857142857146)","(91.0, 360.0, 330.0)","(1.5, 1.68, 1.6129166666666668)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:09.289661,"(4.6, 13.5, 13.12962962962963)","(4.0, 4.5, 4.372727272727273)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 29.11764705882353)","(91.0, 360.0, 330.0)","(1.5, 1.68, 1.6129166666666668)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:10.407203,"(4.6, 13.5, 13.12962962962963)","(4.0, 4.5, 4.376470588235295)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 27.75)","(91.0, 360.0, 330.0)","(1.5, 1.68, 1.61375)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:11.545231,"(4.6, 13.5, 13.12962962962963)","(4.0, 4.5, 4.376470588235295)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 27.75)","(91.0, 360.0, 330.0)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:12.790699,"(4.6, 13.5, 13.12962962962963)","(4.0, 4.5, 4.4)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 28.384615384615383)","(91.0, 360.0, 330.0)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:13.997350,"(4.6, 13.5, 13.12962962962963)","(4.0, 4.5, 4.430232558139535)","(41.0, 200.0, 189.28571428571428)","(21.0, 36.0, 28.384615384615383)","(91.0, 360.0, 330.0)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:15.191420,"(4.6, 13.5, 13.22972972972973)","(4.0, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.75)","(91.0, 360.0, 330.0)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.9875)"
12-01-2023 13:54:16.354262,"(4.6, 13.5, 13.22972972972973)","(4.0, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 360.0, 330.0)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.69)"
12-01-2023 13:54:17.499760,"(4.6, 13.5, 13.22972972972973)","(4.0, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 28.0)","(91.0, 360.0, 319.0909090909091)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.69)"
12-01-2023 13:54:18.702760,"(4.6, 13.5, 13.22972972972973)","(4.0, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 510.0, 442.0)","(1.5, 1.67, 1.6193103448275863)","(15.0, 28.0, 20.69)"
12-01-2023 13:54:19.867183,"(5.5, 13.5, 13.22972972972973)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 442.0)","(1.5, 1.67, 1.6193103448275863)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:20.839000,"(5.5, 13.5, 13.22972972972973)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 442.0)","(1.5, 1.67, 1.6193103448275863)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:22.010961,"(5.5, 13.5, 13.22972972972973)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 442.0)","(1.5, 1.67, 1.6193103448275863)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:23.220325,"(5.5, 13.5, 13.1875)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 355.0)","(1.5, 1.67, 1.6193103448275863)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:24.303474,"(5.5, 13.5, 13.166666666666666)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 195.65217391304347)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 360.0)","(1.5, 1.67, 1.6193103448275863)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:25.527404,"(5.5, 13.5, 13.166666666666666)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 193.75)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 360.0)","(1.5, 1.67, 1.6193103448275863)","(14.0, 28.0, 20.822222222222223)"
12-01-2023 13:54:26.713963,"(5.5, 13.5, 13.166666666666666)","(3.8, 4.5, 4.430232558139535)","(41.0, 200.0, 259.2)","(21.0, 36.0, 28.0)","(91.0, 500.0, 360.0)","(1.5, 1.67, 1.6462903225806451)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:27.700951,"(5.5, 13.5, 13.166666666666666)","(3.8, 4.5, 4.430232558139535)","(41.0, 280.0, 259.2)","(21.0, 36.0, 28.0)","(91.0, 500.0, 360.0)","(1.5, 1.67, 1.6133333333333335)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:28.854537,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.430232558139535)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 290.0)","(1.5, 1.67, 1.6154545454545455)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:30.072758,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.430232558139535)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 28.0)","(91.0, 360.0, 290.0)","(1.5, 1.67, 1.6154545454545455)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:31.277851,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.4605263157894735)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 27.529411764705884)","(91.0, 360.0, 290.0)","(1.5, 1.67, 1.625)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:32.497008,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 27.529411764705884)","(91.0, 360.0, 285.0)","(1.5, 1.67, 1.625)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:33.666214,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 28.0)","(91.0, 350.0, 285.0)","(1.5, 1.67, 1.6166666666666667)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:34.811647,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 28.0)","(91.0, 350.0, 285.0)","(1.5, 1.67, 1.6166666666666667)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:36.021965,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 285.0)","(1.5, 1.67, 1.625)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:37.224854,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 258.33333333333337)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 285.0)","(1.5, 1.67, 1.6187500000000001)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:38.364426,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 350.0, 280.0)","(1.5, 1.68, 1.62)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:39.514961,"(5.5, 12.0, 11.983870967741936)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 280.0)","(1.5, 1.69, 1.6172727272727274)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:40.614202,"(5.5, 13.0, 12.863636363636363)","(3.8, 4.5, 4.466666666666667)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 350.0, 280.0)","(1.5, 1.69, 1.6136363636363638)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:41.745344,"(5.5, 13.0, 12.863636363636363)","(3.8, 4.5, 4.466666666666667)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 280.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:42.878295,"(5.5, 14.0, 13.705882352941178)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 280.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:43.945692,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 350.0, 280.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:45.084066,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 355.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:46.278711,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 500.0, 355.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:47.568016,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 500.0, 355.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:48.748198,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 268.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:49.882502,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 500.0, 285.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:51.077819,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.5, 4.465909090909091)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 280.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:52.115735,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.6, 4.5625)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 350.0, 275.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:53.305273,"(5.5, 14.0, 13.487179487179487)","(3.8, 4.6, 4.55)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 340.0, 275.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:54.552277,"(5.5, 14.0, 13.444444444444445)","(3.8, 4.6, 4.473076923076923)","(41.0, 280.0, 254.0)","(21.0, 36.0, 28.0)","(91.0, 340.0, 314.0)","(1.5, 1.69, 1.6134782608695653)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:55.684299,"(5.5, 14.0, 12.933333333333334)","(3.8, 4.7, 4.533962264150944)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 340.0, 314.0)","(1.5, 1.69, 1.613076923076923)","(14.0, 28.0, 20.69)"
12-01-2023 13:54:56.700212,"(5.5, 14.0, 12.933333333333334)","(3.8, 4.7, 4.455555555555556)","(41.0, 280.0, 254.0)","(21.0, 36.0, 27.529411764705884)","(91.0, 340.0, 314.0)","(1.5, 1.69, 1.6011764705882354)","(14.0, 28.0, 26.0625)"
12-01-2023 13:54:58.018701,"(5.5, 13.0, 12.318181818181818)","(3.8, 4.7, 4.6375)","(41.0, 280.0, 268.1818181818182)","(21.0, 36.0, 27.6)","(91.0, 340.0, 314.0)","(1.5, 1.61, 1.616)","(14.0, 27.0, 20.76595744680851)"
12-01-2023 13:54:59.247345,"(5.5, 13.0, 12.307692307692308)","(3.8, 4.7, 4.6375)","(41.0, 280.0, 268.1818181818182)","(21.0, 36.0, 27.6)","(91.0, 340.0, 314.0)","(1.5, 1.62, 1.6133333333333333)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:00.362823,"(5.5, 13.0, 12.294117647058824)","(3.8, 4.7, 4.625)","(41.0, 280.0, 268.1818181818182)","(21.0, 36.0, 27.6)","(91.0, 340.0, 314.0)","(1.5, 1.63, 1.6199999999999999)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:01.740194,"(6.0, 13.0, 12.606060606060606)","(3.8, 4.7, 4.616666666666666)","(41.0, 280.0, 268.1818181818182)","(21.0, 36.0, 28.125)","(91.0, 340.0, 314.0)","(1.5, 1.63, 1.6199999999999999)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:02.916760,"(6.0, 13.0, 12.606060606060606)","(3.8, 4.7, 4.616666666666666)","(41.0, 280.0, 268.1818181818182)","(21.0, 36.0, 27.6)","(91.0, 340.0, 314.0)","(1.5, 1.63, 1.6109090909090908)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:04.315295,"(6.0, 13.0, 12.606060606060606)","(3.8, 4.7, 4.616666666666666)","(41.0, 280.0, 220.0)","(21.0, 36.0, 27.6)","(91.0, 340.0, 314.0)","(1.5, 1.63, 1.6109090909090908)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:05.621348,"(6.0, 13.0, 12.606060606060606)","(3.8, 4.7, 4.616666666666666)","(41.0, 280.0, 220.0)","(21.0, 36.0, 28.125)","(91.0, 340.0, 284.6666666666667)","(1.5, 1.63, 1.6199999999999999)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:06.858959,"(6.0, 13.0, 12.606060606060606)","(3.8, 4.7, 4.616666666666666)","(41.0, 280.0, 220.0)","(21.0, 36.0, 28.125)","(91.0, 490.0, 435.0)","(1.5, 1.63, 1.6199999999999999)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:07.912421,"(7.0, 13.0, 12.606060606060606)","(3.8, 4.7, 4.66875)","(61.0, 280.0, 220.0)","(21.0, 36.0, 27.6)","(101.0, 480.0, 435.0)","(1.4, 1.63, 1.6199999999999999)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:09.106321,"(7.0, 13.0, 12.606060606060606)","(3.8, 4.9, 4.813157894736842)","(61.0, 280.0, 232.0)","(21.0, 36.0, 27.6)","(101.0, 480.0, 435.0)","(1.4, 1.63, 1.5907142857142857)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:10.341298,"(7.0, 13.0, 12.606060606060606)","(3.8, 4.9, 4.889655172413794)","(61.0, 280.0, 232.0)","(21.0, 36.0, 28.125)","(101.0, 480.0, 435.0)","(1.4, 1.6, 1.626153846153846)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:11.513369,"(7.0, 13.0, 12.606060606060606)","(3.8, 4.9, 4.848888888888888)","(61.0, 280.0, 232.0)","(21.0, 36.0, 28.0)","(101.0, 480.0, 435.0)","(1.4, 1.63, 1.6125)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:12.725869,"(7.0, 13.0, 12.657894736842104)","(3.8, 5.0, 4.848888888888888)","(61.0, 280.0, 213.33333333333334)","(21.0, 34.0, 31.6)","(101.0, 480.0, 385.0)","(1.4, 1.63, 1.5885714285714287)","(14.0, 28.0, 20.793478260869566)"
12-01-2023 13:55:14.004471,"(7.0, 13.0, 12.63888888888889)","(3.8, 5.0, 4.911111111111111)","(61.0, 280.0, 217.77777777777777)","(21.0, 34.0, 28.272727272727273)","(101.0, 480.0, 385.0)","(1.4, 1.6, 1.5933333333333335)","(14.0, 28.0, 21.310344827586206)"
12-01-2023 13:55:15.198742,"(7.0, 13.0, 12.767857142857142)","(3.8, 5.0, 4.911111111111111)","(61.0, 280.0, 217.77777777777777)","(21.0, 34.0, 29.5)","(101.0, 480.0, 385.0)","(1.4, 1.6, 1.5933333333333335)","(14.0, 27.0, 20.4)"
12-01-2023 13:55:16.295673,"(7.0, 13.0, 12.833333333333334)","(3.8, 4.9, 4.889655172413794)","(61.0, 280.0, 217.77777777777777)","(21.0, 32.0, 27.90909090909091)","(101.0, 480.0, 385.0)","(1.4, 1.6, 1.5885714285714287)","(14.0, 27.0, 20.142857142857142)"
12-01-2023 13:55:17.554945,"(7.0, 13.0, 12.8375)","(3.8, 4.9, 4.889655172413794)","(61.0, 280.0, 217.77777777777777)","(21.0, 32.0, 27.833333333333332)","(101.0, 480.0, 360.0)","(1.4, 1.6, 1.5992857142857144)","(14.0, 27.0, 20.0)"
12-01-2023 13:55:18.721297,"(7.0, 13.0, 12.808823529411764)","(3.8, 4.9, 4.889655172413794)","(61.0, 280.0, 214.54545454545453)","(21.0, 32.0, 27.833333333333332)","(101.0, 480.0, 321.1111111111111)","(1.4, 1.61, 1.6127272727272728)","(14.0, 27.0, 24.375)"
12-01-2023 13:55:19.818563,"(7.0, 13.0, 12.808823529411764)","(3.8, 4.9, 4.889655172413794)","(61.0, 260.0, 214.54545454545453)","(21.0, 32.0, 27.833333333333332)","(101.0, 340.0, 306.0)","(1.4, 1.62, 1.6025)","(14.0, 26.0, 24.375)"
12-01-2023 13:55:20.999831,"(7.0, 13.0, 12.808823529411764)","(3.8, 4.9, 4.889655172413794)","(61.0, 260.0, 214.54545454545453)","(21.0, 32.0, 27.833333333333332)","(101.0, 340.0, 295.0)","(1.4, 1.62, 1.592857142857143)","(14.0, 26.0, 24.375)"
12-01-2023 13:55:22.152838,"(7.0, 13.0, 12.8375)","(3.8, 5.0, 4.911111111111111)","(61.0, 260.0, 214.54545454545453)","(21.0, 32.0, 28.5)","(101.0, 340.0, 290.0)","(1.4, 1.6, 1.592857142857143)","(14.0, 26.0, 20.073529411764707)"
12-01-2023 13:55:23.288611,"(7.0, 13.0, 12.855555555555556)","(3.8, 5.0, 4.911111111111111)","(61.0, 260.0, 213.07692307692307)","(21.0, 30.0, 28.5)","(101.0, 330.0, 316.6666666666667)","(1.4, 1.6, 1.5894736842105264)","(14.0, 26.0, 21.15)"
12-01-2023 13:55:24.436192,"(7.0, 13.0, 12.855555555555556)","(3.8, 5.0, 4.966666666666667)","(61.0, 250.0, 213.07692307692307)","(21.0, 30.0, 28.5)","(101.0, 330.0, 316.6666666666667)","(1.4, 1.6, 1.592857142857143)","(14.0, 25.0, 20.307692307692307)"
12-01-2023 13:55:25.655248,"(7.0, 13.0, 12.855555555555556)","(3.8, 5.0, 4.966666666666667)","(61.0, 250.0, 213.07692307692307)","(21.0, 30.0, 28.5)","(101.0, 330.0, 316.6666666666667)","(1.4, 1.6, 1.5894736842105264)","(14.0, 23.0, 20.125)"
12-01-2023 13:55:26.750484,"(7.0, 13.0, 12.984848484848484)","(3.8, 5.0, 4.705555555555556)","(61.0, 250.0, 213.07692307692307)","(21.0, 30.0, 27.272727272727273)","(101.0, 330.0, 260.0)","(1.4, 1.6, 1.6142857142857143)","(14.0, 22.0, 20.571428571428573)"
12-01-2023 13:55:27.906195,"(7.0, 14.5, 13.833333333333334)","(3.8, 4.7, 4.785714285714286)","(61.0, 250.0, 214.0)","(21.0, 30.0, 27.5)","(101.0, 330.0, 260.0)","(1.4, 1.62, 1.605263157894737)","(14.0, 22.0, 19.564102564102566)"
12-01-2023 13:55:29.138958,"(7.0, 14.5, 13.833333333333334)","(3.8, 4.8, 4.8076923076923075)","(61.0, 250.0, 194.44444444444446)","(21.0, 28.0, 27.333333333333332)","(101.0, 330.0, 306.6666666666667)","(1.4, 1.61, 1.6042307692307693)","(14.0, 22.0, 19.625)"
