,Zabellsareringing,Poppie Socks,Pride Of Dixie,Sharp Pride,Side Cash,Cellar Champ,Driving Ambition,Emmjay,Les Goh,Iron Ruler,Lonhro Lily,Military Manoeuver,Siasha Jewel,Grosses Plain
05-01-2023 13:26:29.124972,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 50.75)","(21.0, 36.0, 33.0)","(12.0, 19.5, 16.833333333333332)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 7.6, 7.583157894736842)","(10.0, 22.0, 17.5)","(11.0, 19.5, 17.40909090909091)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.892307692307693)","(71.0, 150.0, 136.66666666666669)"
05-01-2023 13:26:30.938319,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 50.75)","(21.0, 36.0, 33.0)","(12.0, 19.5, 16.833333333333332)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 7.6, 7.583157894736842)","(10.0, 22.0, 17.5)","(11.0, 18.5, 17.3)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.892307692307693)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:32.683384,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 46.5)","(21.0, 36.0, 33.0)","(12.0, 19.5, 18.375)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 7.6, 7.583157894736842)","(10.0, 22.0, 19.5)","(11.0, 18.0, 18.055555555555557)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.892307692307693)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:34.409521,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 46.5)","(21.0, 36.0, 31.666666666666668)","(12.0, 19.5, 18.375)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 7.6, 7.583157894736842)","(10.0, 22.0, 19.5)","(11.0, 18.5, 18.055555555555557)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.66)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:36.172890,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.666666666666668)","(12.0, 19.5, 18.375)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 7.6, 8.3375)","(10.0, 22.0, 19.5)","(11.0, 18.5, 18.5)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.8625)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:37.838542,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.666666666666668)","(12.0, 19.5, 18.75)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 8.4, 8.340594059405941)","(10.0, 22.0, 19.5)","(11.0, 19.5, 18.5)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.6000000000000005)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:39.447477,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 27.5)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.666666666666668)","(12.0, 19.5, 18.75)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 8.4, 8.297142857142857)","(10.0, 22.0, 19.5)","(11.0, 19.5, 18.5)","(4.6, 5.4, 5.2725)","(4.6, 6.2, 5.9)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:41.199133,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 190.0)","(21.0, 29.0, 26.0)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.666666666666668)","(12.0, 19.5, 18.75)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 11.2)","(7.0, 8.4, 8.16)","(10.0, 22.0, 19.5)","(11.0, 19.5, 18.5)","(4.6, 5.4, 5.5875)","(4.6, 6.0, 5.9222222222222225)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:42.955828,"(8.5, 10.0, 9.714285714285714)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.0)","(12.0, 19.5, 18.75)","(101.0, 220.0, 188.57142857142856)","(9.0, 11.5, 10.133333333333333)","(7.0, 8.2, 7.968)","(10.0, 22.0, 19.692307692307693)","(11.0, 19.5, 18.5)","(4.6, 5.9, 5.753846153846154)","(4.6, 6.4, 6.277777777777779)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:44.715516,"(8.5, 10.0, 9.5)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.0)","(12.0, 19.5, 18.75)","(101.0, 220.0, 146.66666666666666)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(10.0, 22.0, 19.692307692307693)","(11.0, 19.5, 18.5)","(4.6, 5.8, 5.733333333333333)","(4.6, 6.4, 5.58)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:46.361283,"(8.5, 11.0, 9.5)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.6)","(12.0, 19.5, 18.75)","(101.0, 220.0, 188.57142857142856)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(10.0, 22.0, 19.692307692307693)","(11.0, 19.5, 18.5)","(4.6, 5.8, 5.5)","(4.6, 6.0, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:48.069998,"(8.5, 10.5, 10.021052631578947)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 55.0, 46.5)","(21.0, 34.0, 31.6)","(12.0, 19.5, 18.75)","(101.0, 220.0, 188.57142857142856)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(10.0, 22.0, 19.692307692307693)","(11.0, 19.5, 18.5)","(4.6, 5.8, 5.428571428571429)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:49.757533,"(8.5, 10.5, 9.741666666666667)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 55.0, 43.666666666666664)","(21.0, 34.0, 31.6)","(12.0, 19.0, 17.25)","(101.0, 220.0, 188.57142857142856)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(11.0, 22.0, 17.285714285714285)","(10.0, 19.5, 16.8125)","(4.6, 5.8, 5.428571428571429)","(4.6, 5.9, 5.7)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:51.462263,"(8.5, 10.5, 9.741666666666667)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 60.0, 48.5)","(21.0, 34.0, 32.0)","(12.0, 20.0, 16.625)","(101.0, 210.0, 140.0)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(11.0, 22.0, 17.285714285714285)","(10.0, 19.0, 17.6)","(4.6, 5.8, 5.428571428571429)","(4.6, 6.0, 5.58)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:53.132717,"(8.5, 10.5, 9.741666666666667)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 80.0, 50.333333333333336)","(21.0, 34.0, 32.0)","(12.0, 20.0, 17.25)","(101.0, 200.0, 177.77777777777777)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(11.0, 22.0, 17.285714285714285)","(10.0, 19.0, 17.6)","(4.6, 5.8, 5.428571428571429)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:54.799549,"(8.5, 10.5, 9.741666666666667)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 75.0, 49.4)","(21.0, 34.0, 32.0)","(12.0, 19.0, 18.61111111111111)","(101.0, 200.0, 140.0)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(11.0, 22.0, 17.285714285714285)","(10.0, 19.0, 16.5)","(4.6, 5.8, 5.4879999999999995)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:56.348563,"(8.5, 10.5, 9.741666666666667)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 95.0, 49.4)","(21.0, 34.0, 32.0)","(12.0, 19.0, 19.1)","(101.0, 200.0, 140.0)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(11.0, 22.0, 17.285714285714285)","(10.0, 17.5, 17.0)","(4.6, 5.8, 5.4879999999999995)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:57.902528,"(8.5, 10.5, 9.741666666666667)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 26.0)","(31.0, 95.0, 49.4)","(21.0, 34.0, 32.0)","(12.0, 20.0, 18.68181818181818)","(101.0, 200.0, 140.0)","(9.0, 12.0, 10.133333333333333)","(7.0, 8.0, 7.968)","(11.0, 22.0, 17.285714285714285)","(10.0, 17.5, 16.7)","(4.6, 5.8, 5.4879999999999995)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:26:59.554019,"(8.5, 10.5, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 28.0, 25.5)","(31.0, 95.0, 53.666666666666664)","(21.0, 34.0, 30.8)","(12.0, 19.0, 18.833333333333332)","(101.0, 200.0, 174.28571428571428)","(9.0, 12.0, 10.5)","(7.0, 8.0, 7.584)","(11.0, 22.0, 17.285714285714285)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.8, 5.5)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:01.263134,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 25.5)","(31.0, 85.0, 48.5)","(21.0, 32.0, 30.8)","(12.0, 19.5, 18.833333333333332)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.6, 7.584)","(11.0, 22.0, 17.285714285714285)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.7, 5.5)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:02.904096,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 25.5)","(31.0, 80.0, 56.5)","(21.0, 32.0, 30.8)","(12.0, 19.5, 19.055555555555557)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.6, 7.583157894736842)","(11.0, 22.0, 19.692307692307693)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.7, 5.5)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:04.598014,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 25.5)","(31.0, 75.0, 57.0)","(21.0, 32.0, 30.0)","(12.0, 19.5, 19.055555555555557)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.6, 7.583157894736842)","(11.0, 22.0, 19.692307692307693)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.7, 5.5)","(4.6, 5.9, 5.833333333333334)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:06.611370,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 25.0)","(31.0, 95.0, 52.25)","(21.0, 32.0, 30.0)","(12.0, 19.5, 19.055555555555557)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.6, 7.583157894736842)","(11.0, 22.0, 19.692307692307693)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.7, 5.5)","(4.6, 5.8, 5.7)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:08.456290,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 26.0, 26.2)","(31.0, 95.0, 64.0)","(21.0, 32.0, 30.0)","(12.0, 19.5, 16.63157894736842)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.6, 7.787096774193548)","(11.0, 22.0, 19.692307692307693)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.7, 5.5)","(4.6, 5.8, 5.7)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:10.267906,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 26.2)","(31.0, 90.0, 53.666666666666664)","(21.0, 32.0, 30.0)","(12.0, 19.0, 16.75)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.8, 7.64)","(11.0, 22.0, 19.692307692307693)","(10.0, 17.5, 16.333333333333332)","(4.6, 5.7, 5.621739130434783)","(4.6, 5.8, 5.7)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:12.080935,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 26.2)","(31.0, 85.0, 53.666666666666664)","(21.0, 32.0, 30.0)","(12.0, 19.0, 16.75)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.8, 7.64)","(11.0, 22.0, 19.692307692307693)","(10.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.621739130434783)","(4.6, 5.8, 5.7)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:13.839649,"(8.5, 10.0, 9.7)","(91.0, 220.0, 146.66666666666666)","(21.0, 27.0, 26.2)","(31.0, 85.0, 59.0)","(21.0, 32.0, 30.0)","(12.0, 19.0, 16.75)","(101.0, 200.0, 174.28571428571428)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.8, 7.64)","(11.0, 22.0, 19.692307692307693)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.561538461538461)","(4.6, 5.8, 5.7)","(71.0, 150.0, 131.25)"
05-01-2023 13:27:15.682150,"(8.5, 10.0, 9.7)","(91.0, 220.0, 185.0)","(21.0, 27.0, 28.0)","(31.0, 80.0, 48.5)","(21.0, 32.0, 30.0)","(12.0, 19.0, 16.384615384615383)","(101.0, 200.0, 175.0)","(9.0, 11.5, 11.071428571428571)","(7.0, 7.8, 7.825806451612904)","(11.0, 22.0, 19.692307692307693)","(11.0, 17.5, 17.34090909090909)","(4.6, 5.7, 5.58)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:17.389140,"(8.5, 10.0, 9.7)","(91.0, 220.0, 185.0)","(21.0, 29.0, 28.25)","(31.0, 80.0, 50.333333333333336)","(21.0, 32.0, 30.8)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.6, 7.6909090909090905)","(11.0, 22.0, 17.416666666666668)","(11.0, 17.5, 16.666666666666668)","(4.6, 5.7, 5.45)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:19.142776,"(8.5, 10.0, 9.7)","(91.0, 220.0, 185.0)","(21.0, 29.0, 28.25)","(31.0, 75.0, 54.0)","(21.0, 32.0, 30.8)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.6, 7.6909090909090905)","(11.0, 22.0, 17.285714285714285)","(11.0, 17.5, 16.875)","(4.6, 5.7, 5.4)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:20.889229,"(8.5, 10.0, 9.7)","(91.0, 220.0, 185.0)","(21.0, 29.0, 28.25)","(31.0, 70.0, 47.0)","(21.0, 32.0, 30.8)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.6, 7.6909090909090905)","(11.0, 22.0, 17.285714285714285)","(11.0, 17.5, 16.875)","(4.6, 5.7, 5.4)","(4.6, 5.4, 5.366666666666667)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:22.601503,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 29.0, 26.666666666666668)","(31.0, 65.0, 49.0)","(21.0, 32.0, 37.5)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.6, 8.189473684210526)","(11.0, 22.0, 17.285714285714285)","(11.0, 17.5, 16.25)","(4.6, 5.7, 5.621739130434783)","(4.6, 5.4, 5.366666666666667)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:24.331069,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.666666666666668)","(31.0, 60.0, 43.666666666666664)","(21.0, 46.0, 38.4)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.4, 7.8999999999999995)","(11.0, 22.0, 17.285714285714285)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.4)","(4.6, 5.4, 5.366666666666667)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:26.048782,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.666666666666668)","(31.0, 55.0, 43.666666666666664)","(21.0, 44.0, 39.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.2, 8.047058823529412)","(11.0, 22.0, 17.285714285714285)","(11.0, 17.5, 16.25)","(4.6, 5.7, 5.621739130434783)","(4.6, 5.4, 5.366666666666667)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:27.937911,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.666666666666668)","(31.0, 55.0, 43.666666666666664)","(21.0, 48.0, 39.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.4, 7.714285714285714)","(11.0, 22.0, 17.285714285714285)","(11.0, 17.5, 16.25)","(4.6, 5.7, 5.494285714285715)","(4.6, 5.4, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:29.807908,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.666666666666668)","(31.0, 55.0, 43.666666666666664)","(21.0, 48.0, 42.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.0, 7.714285714285714)","(11.0, 22.0, 19.642857142857142)","(11.0, 17.5, 16.25)","(4.6, 5.7, 5.452941176470588)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:31.884231,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.666666666666668)","(31.0, 55.0, 43.666666666666664)","(21.0, 48.0, 42.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.5)","(7.0, 8.0, 7.714285714285714)","(11.0, 22.0, 19.642857142857142)","(11.0, 17.5, 16.25)","(4.6, 5.7, 5.452941176470588)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:33.933599,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 27.555555555555557)","(31.0, 55.0, 43.666666666666664)","(21.0, 48.0, 34.8)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.5, 10.11111111111111)","(7.0, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.875)","(4.6, 5.7, 5.452941176470588)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:35.588108,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.5)","(31.0, 55.0, 43.666666666666664)","(21.0, 42.0, 37.333333333333336)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 12.0, 10.25)","(7.0, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.2625)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:37.237749,"(8.5, 10.0, 9.77142857142857)","(91.0, 220.0, 185.0)","(21.0, 28.0, 26.5)","(31.0, 55.0, 43.666666666666664)","(21.0, 40.0, 37.333333333333336)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.0, 10.25)","(7.0, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.2625)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:38.955866,"(8.5, 10.0, 9.77142857142857)","(81.0, 220.0, 185.0)","(20.0, 27.0, 25.8)","(31.0, 55.0, 43.666666666666664)","(21.0, 42.0, 35.333333333333336)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.0, 10.25)","(6.5, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.2625)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:40.616125,"(8.5, 10.0, 9.77142857142857)","(81.0, 220.0, 185.0)","(20.0, 27.0, 26.526315789473685)","(31.0, 55.0, 43.666666666666664)","(21.0, 42.0, 36.666666666666664)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.0, 10.25)","(6.5, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.875)","(4.6, 5.7, 5.472972972972973)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:42.273738,"(8.5, 10.0, 9.77142857142857)","(81.0, 220.0, 185.0)","(20.0, 27.0, 26.526315789473685)","(31.0, 55.0, 43.666666666666664)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(9.0, 11.0, 10.25)","(6.5, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.472727272727273)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:44.074155,"(8.5, 10.0, 9.77142857142857)","(81.0, 220.0, 185.0)","(20.0, 27.0, 26.526315789473685)","(31.0, 55.0, 43.666666666666664)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.666666666666667)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.65625)","(4.6, 5.5, 5.38)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:45.777126,"(8.5, 10.0, 9.77142857142857)","(81.0, 220.0, 185.0)","(20.0, 27.0, 26.526315789473685)","(31.0, 55.0, 43.666666666666664)","(21.0, 42.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.666666666666667)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.833333333333332)","(4.6, 5.7, 5.3)","(4.6, 5.5, 5.26)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:47.396761,"(8.5, 10.0, 9.77142857142857)","(81.0, 210.0, 190.0)","(20.0, 27.0, 26.526315789473685)","(31.0, 55.0, 43.666666666666664)","(21.0, 42.0, 35.333333333333336)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.714285714285714)","(11.0, 22.0, 19.5)","(11.0, 17.5, 16.333333333333332)","(4.6, 5.6, 5.3)","(4.6, 5.5, 5.25)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:49.188605,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 175.0)","(19.0, 27.0, 26.526315789473685)","(31.0, 110.0, 58.66666666666667)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.666666666666667)","(11.0, 22.0, 19.5)","(11.0, 17.0, 16.333333333333332)","(4.6, 5.6, 5.3)","(4.6, 5.4, 5.258823529411765)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:50.938885,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 175.0)","(19.0, 27.0, 26.526315789473685)","(31.0, 100.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.714285714285714)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.25)","(4.6, 5.6, 5.3)","(4.6, 5.4, 5.258823529411765)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:52.653325,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 175.0)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.6869565217391305)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.25)","(4.6, 5.6, 5.449999999999999)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:54.341335,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 175.0)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1)","(101.0, 200.0, 175.0)","(8.5, 11.0, 10.25)","(6.5, 8.0, 7.6909090909090905)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.333333333333332)","(4.6, 5.6, 5.449999999999999)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 137.5)"
05-01-2023 13:27:56.111482,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 185.71428571428572)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.1875)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.714285714285714)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.333333333333332)","(4.6, 5.6, 5.449999999999999)","(4.6, 5.4, 5.2176470588235295)","(71.0, 150.0, 140.0)"
05-01-2023 13:27:57.636648,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 171.42857142857144)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 19.0, 17.25)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.6909090909090905)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.0)","(4.6, 5.6, 5.449999999999999)","(4.6, 5.9, 5.333333333333333)","(71.0, 150.0, 140.0)"
