,Elite Bullet,Just Ellie,Bob Barker,Mount Gower,Slam The Door,Winlock Benji,Royal Carmilla,More Dollars
134,"[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 45, 499699), 12.0, 24.0]"
135,"[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 46, 635539), 12.0, 24.0]"
136,"[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 47, 783269), 12.0, 24.0]"
137,"[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 49, 17546), 12.0, 24.0]"
138,"[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 50, 167928), 12.0, 24.0]"
139,"[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 51, 331295), 12.0, 24.0]"
140,"[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 52, 501570), 12.0, 24.0]"
141,"[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 53, 684664), 12.0, 24.0]"
142,"[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 54, 854072), 12.0, 24.0]"
143,"[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 56, 53419), 12.0, 24.0]"
144,"[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 57, 238819), 12.0, 24.0]"
145,"[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 58, 417426), 12.0, 24.0]"
146,"[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 35, 59, 600519), 12.0, 24.0]"
147,"[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 36, 0, 765324), 12.0, 24.0]"
148,"[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 4.2, 10.5]","[datetime.datetime(2022, 11, 28, 18, 36, 1, 964014), 12.0, 18.0]"
149,"[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 3, 128867), 12.0, 18.0]"
150,"[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 12.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 4, 285211), 12.0, 18.0]"
151,"[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 5, 440232), 12.0, 18.0]"
152,"[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 6, 601661), 12.0, 18.0]"
153,"[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 7, 755917), 12.0, 18.0]"
154,"[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 8, 890172), 12.0, 18.0]"
155,"[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 10, 27627), 12.0, 18.0]"
156,"[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 11, 159381), 12.0, 18.0]"
157,"[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 12, 298179), 12.0, 18.0]"
158,"[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 13, 430919), 12.0, 18.0]"
159,"[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 14, 590969), 12.0, 18.0]"
160,"[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 15, 753237), 12.0, 18.0]"
161,"[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 16, 912919), 12.0, 18.0]"
162,"[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 18, 50589), 12.0, 18.0]"
163,"[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 19, 182208), 12.0, 18.0]"
164,"[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 20, 327757), 12.0, 18.0]"
165,"[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 21, 459550), 12.0, 18.0]"
166,"[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 22, 600376), 12.0, 18.0]"
167,"[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 23, 735789), 12.0, 18.0]"
168,"[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 24, 887035), 12.0, 18.0]"
169,"[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 11.0, 18.5]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 4.2, 11.5]","[datetime.datetime(2022, 11, 28, 18, 36, 26, 20810), 12.0, 17.5]"
170,"[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 11.0, 18.0]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 36, 27, 157277), 12.0, 17.5]"
171,"[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 11.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 36, 28, 306166), 12.0, 17.5]"
172,"[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 11.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 36, 29, 446090), 12.0, 17.5]"
173,"[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 11.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 36, 30, 624986), 12.0, 17.5]"
174,"[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 12.0, 27.0]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 11.0, 17.5]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 36, 31, 815267), 12.0, 17.5]"
