,Tinker Yvonne,Go Gigi Go,Lamont Bale,Atomic Cabang,Autumn Doll,Rebel May Road,Dr Xander,Ricky Bobby Riot
07-12-2022 13:59:17.229076,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.4000000000000004)"
07-12-2022 13:59:18.492576,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.4000000000000004)"
07-12-2022 13:59:19.623572,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.4000000000000004)"
07-12-2022 13:59:20.759050,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.4000000000000004)"
07-12-2022 13:59:21.910504,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.2818181818181817)"
07-12-2022 13:59:23.065163,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.2818181818181817)"
07-12-2022 13:59:24.324496,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.2818181818181817)"
07-12-2022 13:59:25.489204,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.2818181818181817)"
07-12-2022 13:59:26.660911,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.2818181818181817)"
07-12-2022 13:59:27.840119,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.1767058823529415)"
07-12-2022 13:59:28.968640,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.66, 2.270434782608696)"
07-12-2022 13:59:30.210517,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.265)"
07-12-2022 13:59:31.447959,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.186875)"
07-12-2022 13:59:32.694859,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.186875)"
07-12-2022 13:59:33.872837,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.186875)"
07-12-2022 13:59:35.118804,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.186875)"
07-12-2022 13:59:36.335171,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.186875)"
07-12-2022 13:59:37.493209,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.64, 2.255)"
07-12-2022 13:59:38.657840,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.2)","(2.05, 2.6, 2.255)"
07-12-2022 13:59:39.849918,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.275)","(2.05, 2.6, 2.183125)"
07-12-2022 13:59:40.974848,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.275)","(2.05, 2.6, 2.183125)"
07-12-2022 13:59:42.063242,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.014285714285714)","(2.05, 2.6, 2.183125)"
07-12-2022 13:59:43.086678,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 10.8)","(2.05, 2.6, 2.183125)"
07-12-2022 13:59:44.291067,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 10.8)","(2.05, 2.6, 2.183125)"
07-12-2022 13:59:45.587809,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 10.8)","(2.05, 2.6, 2.305)"
07-12-2022 13:59:47.048783,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.2)","(2.05, 2.58, 2.305)"
07-12-2022 13:59:48.257363,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.305)"
07-12-2022 13:59:49.406217,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:50.671229,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:51.893611,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:53.238613,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:54.375223,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:55.539308,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:56.718968,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:57.874558,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 13:59:59.338792,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 11.95)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:00.536358,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 10.717391304347826)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:01.827515,"(8.5, 15.5, 13.833333333333334)","(11.0, 13.0, 11.166666666666666)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:03.042809,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 11.166666666666666)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:04.239992,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 11.166666666666666)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:05.598315,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 11.166666666666666)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 58.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:06.982373,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.66)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:08.223663,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.66)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:09.438352,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.66)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:10.643890,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.66)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:11.814956,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.66)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:12.986931,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.66)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:14.209037,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.583333333333334)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:15.387085,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.2)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:16.675114,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:17.952677,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:19.461759,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:20.802861,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2600000000000002)"
07-12-2022 14:00:22.106936,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.58, 2.2840000000000003)"
07-12-2022 14:00:23.532435,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:24.928215,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.636363636363637)","(15.0, 70.0, 52.0)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:26.268674,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.0)","(15.0, 70.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:27.572164,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:28.839652,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 26.066666666666666)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:30.121807,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.6)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:31.371903,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.285714285714285)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:32.627596,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.285714285714285)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:33.854199,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.285714285714285)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:35.131934,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 23.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 12.336842105263159)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:36.456957,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 11.95)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:37.794755,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:39.145822,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:40.412150,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:41.685614,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 27.0, 28.333333333333332)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:43.004414,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 32.0, 25.88888888888889)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:44.246853,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 32.0, 26.5)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:45.560683,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 32.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:47.052049,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(14.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 32.0, 25.0)","(15.0, 80.0, 47.14285714285714)","(5.5, 13.0, 10.9)","(2.05, 2.5, 2.2840000000000003)"
07-12-2022 14:00:48.421061,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 32.0, 25.0)","(16.0, 80.0, 54.4)","(6.0, 13.0, 10.9)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:49.804314,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 32.0, 27.0)","(16.0, 85.0, 54.4)","(6.0, 13.0, 10.9)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:51.254546,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 85.0, 54.4)","(6.0, 13.0, 10.9)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:52.665181,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 85.0, 54.4)","(6.0, 13.0, 10.9)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:53.974399,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 85.0, 54.4)","(6.0, 13.0, 10.9)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:55.310045,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 85.0, 54.33333333333333)","(6.0, 13.0, 10.75)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:56.601463,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 95.0, 54.33333333333333)","(6.0, 13.0, 10.369230769230768)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:57.837762,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 95.0, 62.66666666666667)","(6.0, 13.0, 10.666666666666666)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:00:59.321095,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 120.0, 72.0)","(6.0, 12.5, 11.125)","(2.0, 2.5, 2.2840000000000003)"
07-12-2022 14:01:00.622379,"(8.5, 15.5, 13.833333333333334)","(11.0, 12.5, 10.37037037037037)","(13.0, 21.0, 18.375)","(4.6, 5.7, 5.128571428571429)","(15.0, 30.0, 27.0)","(16.0, 110.0, 72.0)","(6.0, 12.5, 10.4375)","(2.0, 2.5, 2.2840000000000003)"
