,Boo Too,Jefferson Security,Sweet T,Allegheny Hero,Jubas Yankee One,Monkey Wrench,Chartered Course
12-01-2023 10:13:37.689112,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5616216216216217)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:38.640291,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5616216216216217)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:39.628971,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:40.728804,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:41.801869,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:42.829364,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:43.866342,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:44.852523,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:45.941829,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:47.050377,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:48.177764,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:49.313382,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:50.383058,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:51.351097,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:52.333736,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.42)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:53.300923,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.42)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:54.284485,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.53)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.7)"
12-01-2023 10:13:55.287073,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.4849999999999999)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:13:56.191549,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5605405405405406)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:13:57.091735,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5605405405405406)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:13:58.104628,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5605405405405406)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:13:59.048256,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5605405405405406)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:00.101088,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5605405405405406)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:01.065815,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.5605405405405406)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:02.288037,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.495)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:03.363203,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.495)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.6)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:04.358670,"(15.0, 180.0, 156.0)","(1.26, 1.58, 1.495)","(14.0, 32.0, 22.25)","(11.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(12.0, 27.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:05.502928,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.495)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:06.546526,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.495)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:07.758304,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.495)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:08.866879,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.495)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:09.984414,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.4849999999999999)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:11.102934,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.4849999999999999)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:12.281689,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.4849999999999999)","(14.0, 34.0, 23.25)","(11.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(12.0, 26.0, 20.0)","(10.0, 38.0, 30.75)"
12-01-2023 10:14:13.445392,"(15.0, 190.0, 164.57142857142856)","(1.26, 1.58, 1.4849999999999999)","(12.0, 34.0, 23.25)","(10.0, 23.0, 16.75)","(31.0, 230.0, 160.66666666666666)","(11.0, 26.0, 20.0)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:14.554554,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 34.0, 22.25)","(10.0, 23.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 26.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:15.713272,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:16.765941,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:17.816485,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:18.843217,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:19.821641,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:20.874036,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:22.003839,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:23.018088,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:24.008639,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:25.017054,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:26.109697,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:27.257903,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:28.603205,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:29.595503,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:30.611435,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:31.669158,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:32.793320,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:33.811159,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:34.722287,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:35.842525,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:36.941425,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:37.946333,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:38.955748,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:39.987019,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:41.005226,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:42.052007,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:43.110988,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:44.160014,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:45.222789,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:46.215219,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:47.242524,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:48.308455,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:49.361873,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:50.554276,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:51.541170,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:52.553905,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:53.669180,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:54.684397,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:55.760077,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.25)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:56.895827,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:58.134414,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:14:59.249031,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:00.297667,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:01.248141,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:02.437135,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:03.708041,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:04.967972,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:06.119412,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:07.255270,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:08.449057,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:09.558376,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:10.541389,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:11.614849,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:12.724929,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:13.792367,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:14.781048,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 22.96)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:15.830787,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4106060606060604)","(12.0, 32.0, 24.6)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:16.898179,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 23.04)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:18.017908,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.58, 1.4849999999999999)","(12.0, 32.0, 24.6)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:18.993365,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.56, 1.386)","(12.0, 32.0, 24.6)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:20.069946,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.54, 1.3851612903225805)","(12.0, 32.0, 24.6)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:21.178384,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.54, 1.3851612903225805)","(12.0, 32.0, 24.6)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
12-01-2023 10:15:22.245601,"(17.0, 190.0, 164.57142857142856)","(1.3, 1.54, 1.3851612903225805)","(12.0, 32.0, 23.200000000000003)","(10.0, 24.0, 17.25)","(31.0, 230.0, 160.66666666666666)","(11.0, 27.0, 20.6)","(9.0, 38.0, 30.75)"
