,Boo Too,Jefferson Security,Sweet T,Allegheny Hero,Jubas Yankee One,Monkey Wrench,Chartered Course
12-01-2023 10:21:37.749518,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 206.71428571428572)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:38.881187,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:40.100794,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:41.371222,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:42.492010,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:43.621666,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:44.955619,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:46.136105,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:47.294084,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:48.487558,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:49.667313,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:50.869288,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:51.929834,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:52.907437,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:54.007589,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:55.006883,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:56.160415,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:57.335743,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 21.625)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:58.523474,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 23.961538461538463)","(12.0, 32.0, 24.8)"
12-01-2023 10:21:59.655503,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.0)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:00.792793,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.0)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:01.832797,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.0)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:02.844487,"(12.0, 22.0, 17.666666666666668)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.0)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:03.919699,"(12.0, 22.0, 18.75)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:05.069408,"(12.0, 22.0, 18.75)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:06.091689,"(12.0, 22.0, 18.75)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:07.145591,"(12.0, 22.0, 18.75)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:08.321778,"(12.0, 22.0, 18.75)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:09.490176,"(12.0, 22.0, 18.75)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:10.614728,"(12.0, 22.0, 20.555555555555557)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:11.684770,"(12.0, 22.0, 20.555555555555557)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:12.766090,"(12.0, 22.0, 20.555555555555557)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:13.834166,"(12.0, 22.0, 20.555555555555557)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:14.927841,"(12.0, 22.0, 20.555555555555557)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:16.039529,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:17.100319,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:18.128274,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:19.187937,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:20.318630,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:21.346839,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:22.461786,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:23.612357,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:24.760717,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:25.821694,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:26.962924,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.8)","(18.0, 150.0, 37.5)","(41.0, 220.0, 98.66666666666666)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:28.073569,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:29.219956,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:30.336917,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:31.350948,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:32.320967,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:33.343018,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:34.398487,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:35.449385,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:36.487870,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:37.553180,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:38.671341,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:39.738939,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:40.768314,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 129.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:41.753343,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:42.824029,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:43.837590,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:44.778040,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:45.831510,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:46.969545,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:48.061051,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:49.106193,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:50.185877,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:51.271990,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:52.322159,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 147.2)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:53.334298,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 159.33333333333331)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:54.313078,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 179.55555555555554)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:55.360051,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 179.55555555555554)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:56.433791,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 179.55555555555554)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:57.462209,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 179.55555555555554)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:58.529235,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 179.55555555555554)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:22:59.662000,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:00.791321,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:01.875552,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:02.895451,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:03.930692,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:04.998358,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:06.046754,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:07.102262,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:08.284271,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:09.463523,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 37.5)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:10.655647,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:11.781677,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:12.932213,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:14.026197,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.8)"
12-01-2023 10:23:15.076769,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.4)"
12-01-2023 10:23:16.080598,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.4)"
12-01-2023 10:23:17.185894,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 75.0)","(41.0, 220.0, 100.0)","(13.0, 25.0, 20.2)","(12.0, 32.0, 24.4)"
12-01-2023 10:23:18.262206,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 98.07692307692308)","(41.0, 220.0, 100.0)","(13.0, 25.0, 22.333333333333332)","(12.0, 32.0, 22.75)"
12-01-2023 10:23:19.225043,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 98.07692307692308)","(41.0, 220.0, 100.0)","(13.0, 25.0, 19.25)","(12.0, 32.0, 22.75)"
12-01-2023 10:23:20.282760,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 98.07692307692308)","(41.0, 220.0, 100.0)","(13.0, 25.0, 19.25)","(12.0, 32.0, 22.75)"
12-01-2023 10:23:21.373710,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 98.07692307692308)","(41.0, 220.0, 100.0)","(13.0, 25.0, 19.25)","(12.0, 32.0, 22.75)"
12-01-2023 10:23:22.496086,"(12.0, 22.0, 20.142857142857142)","(1.28, 1.52, 1.4964705882352942)","(9.0, 11.0, 10.714285714285714)","(18.0, 150.0, 98.07692307692308)","(41.0, 220.0, 100.0)","(13.0, 25.0, 19.25)","(12.0, 32.0, 22.75)"
