,Solar Toby,Kraken Stan,Crymelon Ivy,Crymelon Neptune,Targan Bale,Sin City Angel
10-01-2023 14:49:50.379677,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:51.299475,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:52.199661,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:53.097005,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:54.316416,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:55.370354,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:56.249739,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:57.294403,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:58.330949,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:49:59.391948,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:00.369240,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:01.362334,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:02.400924,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:03.347910,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:04.390886,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:05.348910,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:06.186217,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:07.115978,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:08.051466,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:09.069125,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:10.006324,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:10.919191,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:11.836458,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:12.808690,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:13.769910,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:14.629813,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:15.637213,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:16.699435,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:17.626519,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:18.652043,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:19.793155,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 163.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:20.803172,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 190.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:21.888383,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:22.974265,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:23.976543,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:24.866414,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:25.832048,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:26.735242,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:27.664887,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:28.665936,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:29.680520,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:30.662091,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:31.680617,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:32.694003,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:33.628413,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:34.592497,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:35.593399,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:50:36.682414,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.685)","(2.45, 3.75, 3.1722222222222225)"
10-01-2023 14:50:37.736406,"(8.5, 18.0, 12.0)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 1.76, 1.6716666666666666)","(2.45, 3.75, 2.55)"
10-01-2023 14:50:38.747268,"(8.5, 18.0, 16.847058823529412)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.5, 1.7036486486486486)","(2.45, 3.75, 2.55)"
10-01-2023 14:50:39.605598,"(8.5, 18.0, 15.257142857142858)","(19.0, 60.0, 36.94444444444444)","(13.0, 32.0, 28.2)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.5, 1.7036486486486486)","(2.45, 3.75, 2.55)"
10-01-2023 14:50:40.593103,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 36.94444444444444)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.7828571428571427)","(2.45, 3.75, 2.919230769230769)"
10-01-2023 14:50:41.602453,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.7828571428571427)","(2.45, 3.75, 2.919230769230769)"
10-01-2023 14:50:42.510558,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.7021052631578946)","(2.45, 3.75, 2.919230769230769)"
10-01-2023 14:50:43.556076,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.833913043478261)","(2.45, 3.75, 2.8633333333333333)"
10-01-2023 14:50:44.561578,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.833913043478261)","(2.45, 3.75, 2.8633333333333333)"
10-01-2023 14:50:45.783898,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 230.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:46.998373,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:48.131435,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:49.236777,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:50.354106,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:51.411755,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:52.421008,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:53.393344,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:54.351087,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:55.331299,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:56.362387,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:57.376547,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:58.319737,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 230.0, 130.0)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:50:59.395213,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:00.476806,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.9266666666666665)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:01.446006,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 220.0, 188.33333333333334)","(1.7, 2.46, 1.8446153846153845)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:02.421889,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8446153846153845)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:03.335825,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8446153846153845)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:04.366638,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8446153846153845)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:05.351099,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8446153846153845)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:06.372543,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8446153846153845)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:07.446706,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8766666666666667)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:08.409955,"(8.5, 18.0, 12.266666666666667)","(19.0, 60.0, 39.25)","(13.0, 32.0, 22.75)","(31.0, 200.0, 171.66666666666666)","(1.7, 2.46, 1.8766666666666667)","(2.45, 3.75, 3.0949999999999998)"
10-01-2023 14:51:09.419599,"(8.5, 14.0, 10.32)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 22.75)","(31.0, 200.0, 143.33333333333331)","(1.7, 2.46, 1.8766666666666667)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:10.479230,"(8.5, 14.0, 9.84)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 143.33333333333331)","(1.7, 2.42, 1.8586363636363636)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:11.495926,"(8.5, 14.0, 9.84)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 143.33333333333331)","(1.7, 2.42, 1.875909090909091)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:12.554468,"(8.5, 14.0, 9.84)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 172.22222222222223)","(1.7, 2.42, 1.875909090909091)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:13.519875,"(8.5, 17.0, 11.533333333333333)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.42, 1.875909090909091)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:14.472166,"(8.5, 17.0, 11.533333333333333)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.42, 1.8931818181818183)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:15.461546,"(8.5, 17.0, 11.533333333333333)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.42, 1.8931818181818183)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:16.529478,"(8.5, 17.0, 11.533333333333333)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.42, 1.987)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:17.416770,"(8.5, 17.0, 11.533333333333333)","(19.0, 60.0, 30.705882352941178)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 1.987)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:18.376190,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 30.705882352941178)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 2.064)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:19.403302,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 30.705882352941178)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 1.9481818181818182)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:20.330083,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 30.705882352941178)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 1.91)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:21.390814,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 30.705882352941178)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 2.064)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:22.388711,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 30.705882352941178)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 2.064)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:23.287764,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 2.064)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:24.403525,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 1.91)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:25.510218,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.4, 1.904)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:26.538128,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.38, 1.904)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:27.554108,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.38, 1.9536363636363636)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:28.554804,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 190.0, 172.22222222222223)","(1.7, 2.38, 1.918)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:29.548754,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 34.46153846153847)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.38, 1.918)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:30.477407,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.38, 1.918)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:31.507841,"(8.5, 17.0, 12.066666666666666)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.38, 2.1405263157894736)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:32.521844,"(8.5, 13.5, 10.379999999999999)","(19.0, 60.0, 32.333333333333336)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.38, 1.932)","(2.45, 3.45, 2.978666666666667)"
10-01-2023 14:51:33.441431,"(8.5, 18.0, 12.4)","(19.0, 60.0, 28.875)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.38, 1.926)","(2.45, 3.45, 3.045)"
10-01-2023 14:51:34.538384,"(8.5, 18.0, 12.4)","(19.0, 60.0, 28.875)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.36, 1.8769999999999998)","(2.45, 3.65, 3.045)"
10-01-2023 14:51:35.624496,"(8.5, 18.0, 12.4)","(19.0, 60.0, 28.875)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.36, 1.8769999999999998)","(2.45, 3.65, 3.045)"
10-01-2023 14:51:36.666106,"(8.5, 18.0, 12.4)","(19.0, 60.0, 28.875)","(13.0, 32.0, 19.666666666666668)","(31.0, 200.0, 181.11111111111111)","(1.7, 2.36, 1.8769999999999998)","(2.45, 3.65, 2.952)"
