,Cala Jane,Hittheroadjack Nz,Another Statement,Bombadier Jujon,Rock Bottom Nz,Tommy Lincoln Nz,Make Mine Memphis,Deus Ex Nz,Infatuation Nz,Our Major Day,Northview Hustler Nz
07-01-2023 17:15:59.720482,"(21.0, 34.0, 32.44444444444444)","(31.0, 99999, 99990)","(19.0, 26.0, 23.5)","(11.0, 13.5, 13.046875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.625)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 330.0, 355.8333333333333)","(2.7, 99999, 99990)"
07-01-2023 17:16:01.038467,"(21.0, 34.0, 32.588235294117645)","(31.0, 99999, 99990)","(19.0, 25.0, 23.875)","(11.0, 13.5, 13.045454545454545)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.625)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 370.0, 343.8461538461538)","(2.7, 99999, 99990)"
07-01-2023 17:16:02.425220,"(21.0, 34.0, 32.588235294117645)","(31.0, 99999, 99990)","(19.0, 25.0, 22.75)","(11.0, 13.5, 13.045454545454545)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 26.2)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 370.0, 354.2857142857143)","(2.7, 99999, 99990)"
07-01-2023 17:16:03.796507,"(21.0, 34.0, 31.81818181818182)","(31.0, 99999, 99990)","(19.0, 25.0, 23.875)","(11.0, 13.5, 13.03125)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 27.0, 26.2)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 351.57894736842104)","(2.7, 99999, 99990)"
07-01-2023 17:16:05.158554,"(21.0, 34.0, 31.81818181818182)","(31.0, 99999, 99990)","(19.0, 25.0, 23.875)","(11.0, 13.5, 13.03125)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 27.0, 26.2)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 360.0, 351.57894736842104)","(2.7, 99999, 99990)"
07-01-2023 17:16:06.639189,"(21.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 25.0, 23.875)","(11.0, 13.5, 13.03125)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 27.0, 26.2)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 360.0, 328.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:08.077724,"(21.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 25.0, 22.727272727272727)","(11.0, 13.5, 12.642857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 27.0, 26.2)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 350.0, 332.63157894736844)","(2.7, 99999, 99990)"
07-01-2023 17:16:09.414257,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.181818181818183)","(11.0, 13.5, 12.642857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 27.0, 26.428571428571427)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 340.0, 317.0)","(2.7, 99999, 99990)"
07-01-2023 17:16:10.813080,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.34285714285714)","(11.0, 13.5, 12.642857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 27.0, 27.666666666666668)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 330.0, 326.6666666666667)","(2.7, 99999, 99990)"
07-01-2023 17:16:12.181752,"(26.0, 34.0, 31.692307692307693)","(31.0, 99999, 99990)","(19.0, 26.0, 23.615384615384617)","(11.0, 13.5, 12.642857142857142)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 26.08108108108108)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 340.0, 326.6666666666667)","(2.7, 99999, 99990)"
07-01-2023 17:16:13.526329,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.675)","(11.0, 13.5, 12.5)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.375)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 340.0, 314.0)","(2.7, 99999, 99990)"
07-01-2023 17:16:14.873353,"(26.0, 34.0, 33.27272727272727)","(31.0, 99999, 99990)","(19.0, 26.0, 23.55263157894737)","(11.0, 13.0, 12.5)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.375)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 314.0)","(2.7, 99999, 99990)"
07-01-2023 17:16:16.216196,"(26.0, 32.0, 31.636363636363637)","(31.0, 99999, 99990)","(19.0, 26.0, 23.685714285714287)","(11.0, 13.0, 12.5)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.375)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 314.0)","(2.7, 99999, 99990)"
07-01-2023 17:16:17.517055,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.685714285714287)","(11.0, 13.0, 12.5)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.375)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 314.0)","(2.7, 99999, 99990)"
07-01-2023 17:16:18.811295,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.685714285714287)","(11.0, 13.0, 12.5)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.333333333333332)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:20.150780,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.685714285714287)","(11.0, 13.5, 12.794117647058824)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 28.333333333333332)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:21.551452,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.685714285714287)","(11.0, 13.5, 12.794117647058824)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 28.0)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:22.845995,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.975)","(11.0, 13.0, 12.875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.17142857142857)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:24.243663,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.975)","(11.0, 13.0, 12.875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.333333333333332)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:25.521883,"(26.0, 34.0, 31.5)","(31.0, 99999, 99990)","(19.0, 26.0, 23.975)","(11.0, 13.0, 12.875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.11764705882353)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:26.785900,"(26.0, 34.0, 31.714285714285715)","(31.0, 99999, 99990)","(19.0, 26.0, 23.975)","(11.0, 13.0, 12.875)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.17142857142857)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 304.5)","(2.7, 99999, 99990)"
07-01-2023 17:16:28.088944,"(26.0, 34.0, 31.714285714285715)","(31.0, 99999, 99990)","(19.0, 26.0, 24.296296296296298)","(11.0, 13.0, 13.166666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.181818181818183)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 310.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:29.376020,"(26.0, 34.0, 32.11764705882353)","(31.0, 99999, 99990)","(19.0, 26.0, 24.296296296296298)","(11.0, 13.5, 13.75)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.181818181818183)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:30.702239,"(26.0, 34.0, 32.11764705882353)","(31.0, 99999, 99990)","(19.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.181818181818183)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 303.6363636363636)","(2.7, 99999, 99990)"
07-01-2023 17:16:31.950542,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(19.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.457142857142856)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:33.228592,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(19.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.457142857142856)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 303.6363636363636)","(2.7, 99999, 99990)"
07-01-2023 17:16:34.497490,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(19.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.457142857142856)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:35.832439,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(19.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.457142857142856)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:37.183944,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(20.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.736842105263158)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:38.477777,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(20.0, 26.0, 24.357142857142858)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 26.736842105263158)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:39.873408,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:41.277636,"(26.0, 34.0, 32.22222222222222)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:42.671542,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 303.6363636363636)","(2.7, 99999, 99990)"
07-01-2023 17:16:44.178721,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:45.649259,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.964285714285714)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 303.6363636363636)","(2.7, 99999, 99990)"
07-01-2023 17:16:47.085641,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.964285714285714)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:48.537719,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.964285714285714)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 303.6363636363636)","(2.7, 99999, 99990)"
07-01-2023 17:16:50.010659,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.322580645161292)","(11.0, 14.5, 13.964285714285714)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.75)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:51.411656,"(26.0, 34.0, 32.57142857142857)","(31.0, 99999, 99990)","(20.0, 26.0, 24.424242424242426)","(11.0, 14.5, 14.083333333333334)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 27.09090909090909)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 303.6363636363636)","(2.7, 99999, 99990)"
07-01-2023 17:16:52.904197,"(26.0, 34.0, 33.0)","(31.0, 99999, 99990)","(20.0, 26.0, 24.424242424242426)","(11.0, 14.5, 14.083333333333334)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.09090909090909)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:54.338653,"(26.0, 34.0, 33.0)","(31.0, 99999, 99990)","(20.0, 26.0, 24.424242424242426)","(11.0, 14.5, 13.944444444444445)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.09090909090909)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:55.829399,"(26.0, 38.0, 35.333333333333336)","(31.0, 99999, 99990)","(20.0, 26.0, 24.424242424242426)","(11.0, 14.5, 13.944444444444445)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.09090909090909)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:57.357318,"(26.0, 38.0, 36.285714285714285)","(31.0, 99999, 99990)","(20.0, 26.0, 24.424242424242426)","(11.0, 14.5, 13.944444444444445)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.09090909090909)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:16:58.805274,"(26.0, 38.0, 36.285714285714285)","(31.0, 99999, 99990)","(20.0, 26.0, 24.545454545454547)","(11.0, 14.5, 13.666666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.454545454545453)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:00.294959,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 14.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 28.0, 27.416666666666668)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:01.793854,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.454545454545453)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:03.263053,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.454545454545453)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:04.697195,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.454545454545453)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:06.126177,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.454545454545453)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:07.595863,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.454545454545453)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:09.085927,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:10.552540,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.142857142857142)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:11.978492,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.454545454545455)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:13.410374,"(26.0, 38.0, 36.46153846153846)","(31.0, 99999, 99990)","(20.0, 26.0, 24.5)","(11.0, 15.0, 14.454545454545455)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:14.833923,"(26.0, 38.0, 33.2)","(31.0, 99999, 99990)","(20.0, 24.0, 23.285714285714285)","(11.0, 14.5, 13.666666666666666)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 308.57142857142856)","(2.7, 99999, 99990)"
07-01-2023 17:17:16.245861,"(26.0, 38.0, 35.333333333333336)","(31.0, 99999, 99990)","(20.0, 24.0, 23.545454545454547)","(11.0, 14.5, 13.666666666666666)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 320.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:17.671492,"(26.0, 38.0, 34.57142857142857)","(31.0, 99999, 99990)","(20.0, 24.0, 23.545454545454547)","(11.0, 14.5, 13.666666666666666)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:19.114289,"(26.0, 38.0, 34.57142857142857)","(31.0, 99999, 99990)","(20.0, 24.0, 23.545454545454547)","(11.0, 14.5, 13.666666666666666)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:20.556549,"(26.0, 38.0, 34.57142857142857)","(31.0, 99999, 99990)","(20.0, 24.0, 23.545454545454547)","(11.0, 14.5, 12.944444444444445)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.384615384615383)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:22.077596,"(26.0, 38.0, 34.57142857142857)","(31.0, 99999, 99990)","(20.0, 24.0, 23.6)","(11.0, 13.0, 13.818181818181818)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.51219512195122)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:23.638763,"(26.0, 38.0, 35.333333333333336)","(31.0, 99999, 99990)","(20.0, 24.0, 23.6)","(11.0, 14.5, 13.964285714285714)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.51219512195122)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:25.173133,"(26.0, 38.0, 36.588235294117645)","(31.0, 99999, 99990)","(20.0, 24.0, 23.642857142857142)","(11.0, 14.5, 13.545454545454545)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.51219512195122)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 245.23809523809524)","(2.7, 99999, 99990)"
07-01-2023 17:17:26.666811,"(26.0, 38.0, 37.53846153846154)","(31.0, 99999, 99990)","(20.0, 24.0, 24.428571428571427)","(11.0, 14.0, 13.6)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.166666666666668)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.05882352941177)","(2.7, 99999, 99990)"
07-01-2023 17:17:28.209953,"(26.0, 38.0, 37.53846153846154)","(31.0, 99999, 99990)","(20.0, 25.0, 24.428571428571427)","(11.0, 14.0, 13.6)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.057142857142857)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.05882352941177)","(2.7, 99999, 99990)"
07-01-2023 17:17:29.602997,"(26.0, 38.0, 37.53846153846154)","(31.0, 99999, 99990)","(20.0, 25.0, 23.15)","(11.0, 14.0, 13.964285714285714)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.06451612903226)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.05882352941177)","(2.7, 99999, 99990)"
07-01-2023 17:17:31.029282,"(26.0, 40.0, 38.0)","(31.0, 99999, 99990)","(20.0, 26.0, 24.434782608695652)","(11.0, 14.5, 14.535714285714286)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.129032258064516)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.05882352941177)","(2.7, 99999, 99990)"
07-01-2023 17:17:32.506357,"(26.0, 40.0, 38.285714285714285)","(31.0, 99999, 99990)","(20.0, 26.0, 24.363636363636363)","(11.0, 15.0, 14.058823529411764)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.066666666666666)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.05882352941177)","(2.7, 99999, 99990)"
07-01-2023 17:17:34.494525,"(26.0, 42.0, 38.0)","(31.0, 99999, 99990)","(20.0, 26.0, 28.632075471698112)","(11.0, 15.0, 13.916666666666666)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.0625)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.82608695652175)","(2.7, 99999, 99990)"
07-01-2023 17:17:36.305356,"(26.0, 40.0, 38.0)","(31.0, 99999, 99990)","(20.0, 29.0, 27.266666666666666)","(11.0, 15.0, 13.916666666666666)","(6.5, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.0625)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.82608695652175)","(2.7, 99999, 99990)"
07-01-2023 17:17:37.961381,"(26.0, 40.0, 39.0)","(41.0, 99999, 99990)","(20.0, 29.0, 27.58823529411765)","(11.0, 15.0, 12.573529411764707)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.242424242424242)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.72727272727275)","(2.7, 99999, 99990)"
