,Know Malice,Homebush Allison,Rowdy Esmay,Homebush Sabre,Tane Mahuta,Rockdale Flora,Flashback Fred
340,"[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 43, 756145), 3.5, 7.2]"
341,"[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 44, 868174), 3.5, 7.2]"
342,"[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 45, 983612), 3.5, 7.2]"
343,"[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 47, 93045), 3.5, 7.2]"
344,"[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 48, 207783), 3.5, 7.2]"
345,"[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 49, 321515), 3.5, 7.2]"
346,"[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 50, 447605), 3.5, 7.2]"
347,"[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 51, 569964), 3.5, 7.2]"
348,"[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 52, 718628), 3.5, 7.2]"
349,"[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 53, 853907), 3.5, 7.2]"
350,"[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 54, 987821), 3.5, 7.2]"
351,"[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 56, 109110), 3.5, 7.2]"
352,"[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 57, 230604), 3.5, 7.2]"
353,"[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 58, 338287), 3.5, 7.2]"
354,"[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 47, 59, 459392), 3.5, 7.2]"
355,"[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 0, 572718), 3.5, 7.2]"
356,"[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 1, 690553), 3.5, 7.2]"
357,"[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 2, 801270), 3.5, 7.2]"
358,"[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 3, 919344), 3.5, 7.2]"
359,"[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 5, 32567), 3.5, 7.2]"
360,"[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 6, 142743), 3.5, 7.2]"
361,"[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 7, 265246), 3.5, 7.2]"
362,"[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 8, 382813), 3.5, 7.2]"
363,"[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 9, 511006), 3.5, 7.2]"
364,"[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 10, 624507), 3.5, 7.2]"
365,"[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 11, 743835), 3.5, 7.2]"
366,"[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 12, 855475), 3.5, 7.2]"
367,"[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 13, 972415), 3.5, 7.2]"
368,"[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 15, 84364), 3.5, 7.2]"
369,"[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 16, 199715), 3.5, 7.2]"
370,"[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 17, 311332), 3.5, 7.2]"
371,"[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 18, 426591), 3.5, 7.2]"
372,"[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 19, 540452), 3.5, 7.2]"
373,"[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 20, 656096), 3.5, 7.2]"
374,"[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 21, 767008), 3.5, 7.2]"
375,"[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 22, 880744), 3.5, 7.2]"
376,"[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 23, 991841), 3.5, 7.2]"
377,"[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 25, 103775), 3.5, 7.2]"
378,"[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 26, 217515), 3.5, 7.2]"
379,"[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 27, 328535), 3.5, 7.2]"
380,"[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 28, 444733), 3.5, 7.2]"
381,"[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 29, 555509), 3.5, 7.2]"
382,"[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 30, 670056), 3.5, 7.2]"
383,"[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 31, 781757), 3.5, 7.2]"
384,"[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 32, 896083), 3.5, 7.2]"
385,"[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 4.6, 7.8]","[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 31.0, 340.0]","[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 2.2, 3.65]","[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 21.0, 220.0]","[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 10.0, 21.0]","[datetime.datetime(2022, 11, 28, 11, 48, 34, 9961), 3.5, 7.2]"
