,Feisty Jane,Charlie Dee,Teddy Sandel,Aces Shadow,Village Lover
304,"[datetime.datetime(2022, 11, 28, 12, 11, 10, 575357), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 10, 575357), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 10, 575357), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 10, 575357), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 10, 575357), 12.0, 16.5]"
305,"[datetime.datetime(2022, 11, 28, 12, 11, 11, 710669), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 11, 710669), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 11, 710669), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 11, 710669), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 11, 710669), 12.0, 16.5]"
306,"[datetime.datetime(2022, 11, 28, 12, 11, 12, 834969), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 12, 834969), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 12, 834969), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 12, 834969), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 12, 834969), 12.0, 16.5]"
307,"[datetime.datetime(2022, 11, 28, 12, 11, 13, 974212), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 13, 974212), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 13, 974212), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 13, 974212), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 13, 974212), 12.0, 16.0]"
308,"[datetime.datetime(2022, 11, 28, 12, 11, 15, 99155), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 15, 99155), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 15, 99155), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 15, 99155), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 15, 99155), 12.0, 16.0]"
309,"[datetime.datetime(2022, 11, 28, 12, 11, 16, 241994), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 16, 241994), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 16, 241994), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 16, 241994), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 16, 241994), 12.0, 16.0]"
310,"[datetime.datetime(2022, 11, 28, 12, 11, 17, 387534), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 17, 387534), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 17, 387534), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 17, 387534), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 17, 387534), 12.0, 16.0]"
311,"[datetime.datetime(2022, 11, 28, 12, 11, 18, 527216), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 18, 527216), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 18, 527216), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 18, 527216), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 18, 527216), 12.0, 16.0]"
312,"[datetime.datetime(2022, 11, 28, 12, 11, 19, 679894), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 19, 679894), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 19, 679894), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 19, 679894), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 19, 679894), 12.0, 16.0]"
313,"[datetime.datetime(2022, 11, 28, 12, 11, 20, 821807), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 20, 821807), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 20, 821807), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 20, 821807), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 20, 821807), 12.0, 16.0]"
314,"[datetime.datetime(2022, 11, 28, 12, 11, 21, 965166), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 21, 965166), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 21, 965166), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 21, 965166), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 21, 965166), 12.0, 16.0]"
315,"[datetime.datetime(2022, 11, 28, 12, 11, 23, 102137), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 23, 102137), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 23, 102137), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 23, 102137), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 23, 102137), 12.0, 16.0]"
316,"[datetime.datetime(2022, 11, 28, 12, 11, 24, 249603), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 24, 249603), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 24, 249603), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 24, 249603), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 24, 249603), 12.0, 16.0]"
317,"[datetime.datetime(2022, 11, 28, 12, 11, 25, 401274), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 25, 401274), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 25, 401274), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 25, 401274), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 25, 401274), 12.0, 16.0]"
318,"[datetime.datetime(2022, 11, 28, 12, 11, 26, 542120), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 26, 542120), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 26, 542120), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 26, 542120), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 26, 542120), 12.0, 16.0]"
319,"[datetime.datetime(2022, 11, 28, 12, 11, 27, 670223), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 27, 670223), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 27, 670223), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 27, 670223), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 27, 670223), 12.0, 16.0]"
320,"[datetime.datetime(2022, 11, 28, 12, 11, 28, 807677), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 28, 807677), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 28, 807677), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 28, 807677), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 28, 807677), 12.0, 16.0]"
321,"[datetime.datetime(2022, 11, 28, 12, 11, 29, 929381), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 29, 929381), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 29, 929381), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 29, 929381), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 29, 929381), 12.0, 16.0]"
322,"[datetime.datetime(2022, 11, 28, 12, 11, 31, 65016), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 31, 65016), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 31, 65016), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 31, 65016), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 31, 65016), 12.0, 16.0]"
323,"[datetime.datetime(2022, 11, 28, 12, 11, 32, 195230), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 32, 195230), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 32, 195230), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 32, 195230), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 32, 195230), 12.0, 16.0]"
324,"[datetime.datetime(2022, 11, 28, 12, 11, 33, 323295), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 33, 323295), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 33, 323295), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 33, 323295), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 33, 323295), 12.0, 16.0]"
325,"[datetime.datetime(2022, 11, 28, 12, 11, 34, 451226), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 34, 451226), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 34, 451226), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 34, 451226), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 34, 451226), 12.0, 16.0]"
326,"[datetime.datetime(2022, 11, 28, 12, 11, 35, 569218), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 35, 569218), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 35, 569218), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 35, 569218), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 35, 569218), 12.0, 16.0]"
327,"[datetime.datetime(2022, 11, 28, 12, 11, 36, 704320), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 36, 704320), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 36, 704320), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 36, 704320), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 36, 704320), 12.0, 16.0]"
328,"[datetime.datetime(2022, 11, 28, 12, 11, 37, 837679), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 37, 837679), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 37, 837679), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 37, 837679), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 37, 837679), 12.0, 16.0]"
329,"[datetime.datetime(2022, 11, 28, 12, 11, 38, 971681), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 38, 971681), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 38, 971681), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 38, 971681), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 38, 971681), 12.0, 16.0]"
330,"[datetime.datetime(2022, 11, 28, 12, 11, 40, 100155), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 40, 100155), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 40, 100155), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 40, 100155), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 40, 100155), 12.0, 16.0]"
331,"[datetime.datetime(2022, 11, 28, 12, 11, 41, 233407), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 41, 233407), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 41, 233407), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 41, 233407), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 41, 233407), 12.0, 16.0]"
332,"[datetime.datetime(2022, 11, 28, 12, 11, 42, 363236), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 42, 363236), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 42, 363236), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 42, 363236), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 42, 363236), 12.0, 16.0]"
333,"[datetime.datetime(2022, 11, 28, 12, 11, 43, 490719), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 43, 490719), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 43, 490719), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 43, 490719), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 43, 490719), 12.0, 16.0]"
334,"[datetime.datetime(2022, 11, 28, 12, 11, 44, 617027), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 44, 617027), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 44, 617027), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 44, 617027), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 44, 617027), 12.0, 16.0]"
335,"[datetime.datetime(2022, 11, 28, 12, 11, 45, 736945), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 45, 736945), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 45, 736945), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 45, 736945), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 45, 736945), 12.0, 16.0]"
336,"[datetime.datetime(2022, 11, 28, 12, 11, 46, 869629), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 46, 869629), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 46, 869629), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 46, 869629), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 46, 869629), 12.0, 16.0]"
337,"[datetime.datetime(2022, 11, 28, 12, 11, 47, 988329), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 47, 988329), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 47, 988329), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 47, 988329), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 47, 988329), 12.0, 16.0]"
338,"[datetime.datetime(2022, 11, 28, 12, 11, 49, 116676), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 49, 116676), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 49, 116676), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 49, 116676), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 49, 116676), 12.0, 16.0]"
339,"[datetime.datetime(2022, 11, 28, 12, 11, 50, 242293), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 50, 242293), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 50, 242293), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 50, 242293), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 50, 242293), 12.0, 16.0]"
340,"[datetime.datetime(2022, 11, 28, 12, 11, 51, 375781), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 51, 375781), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 51, 375781), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 51, 375781), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 51, 375781), 12.0, 16.0]"
341,"[datetime.datetime(2022, 11, 28, 12, 11, 52, 497335), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 52, 497335), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 52, 497335), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 52, 497335), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 52, 497335), 12.0, 16.0]"
342,"[datetime.datetime(2022, 11, 28, 12, 11, 53, 641253), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 53, 641253), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 53, 641253), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 53, 641253), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 53, 641253), 12.0, 16.0]"
343,"[datetime.datetime(2022, 11, 28, 12, 11, 54, 789820), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 54, 789820), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 54, 789820), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 54, 789820), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 54, 789820), 12.0, 16.0]"
344,"[datetime.datetime(2022, 11, 28, 12, 11, 55, 987621), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 55, 987621), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 55, 987621), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 55, 987621), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 55, 987621), 12.0, 16.0]"
345,"[datetime.datetime(2022, 11, 28, 12, 11, 57, 207966), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 57, 207966), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 57, 207966), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 57, 207966), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 57, 207966), 12.0, 16.0]"
346,"[datetime.datetime(2022, 11, 28, 12, 11, 58, 356466), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 58, 356466), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 58, 356466), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 58, 356466), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 58, 356466), 12.0, 16.0]"
347,"[datetime.datetime(2022, 11, 28, 12, 11, 59, 527256), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 11, 59, 527256), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 11, 59, 527256), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 11, 59, 527256), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 11, 59, 527256), 12.0, 16.0]"
348,"[datetime.datetime(2022, 11, 28, 12, 12, 0, 652888), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 0, 652888), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 0, 652888), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 0, 652888), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 0, 652888), 12.0, 16.0]"
349,"[datetime.datetime(2022, 11, 28, 12, 12, 1, 778789), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 1, 778789), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 1, 778789), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 1, 778789), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 1, 778789), 12.0, 16.0]"
350,"[datetime.datetime(2022, 11, 28, 12, 12, 2, 901132), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 2, 901132), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 2, 901132), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 2, 901132), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 2, 901132), 12.0, 16.0]"
351,"[datetime.datetime(2022, 11, 28, 12, 12, 4, 42673), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 4, 42673), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 4, 42673), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 4, 42673), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 4, 42673), 12.0, 16.0]"
352,"[datetime.datetime(2022, 11, 28, 12, 12, 5, 170418), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 5, 170418), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 5, 170418), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 5, 170418), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 5, 170418), 12.0, 16.0]"
353,"[datetime.datetime(2022, 11, 28, 12, 12, 6, 344245), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 6, 344245), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 6, 344245), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 6, 344245), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 6, 344245), 12.0, 16.0]"
354,"[datetime.datetime(2022, 11, 28, 12, 12, 7, 561905), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 7, 561905), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 7, 561905), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 7, 561905), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 7, 561905), 12.0, 16.0]"
355,"[datetime.datetime(2022, 11, 28, 12, 12, 8, 692586), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 8, 692586), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 8, 692586), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 8, 692586), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 8, 692586), 12.0, 16.0]"
356,"[datetime.datetime(2022, 11, 28, 12, 12, 10, 40648), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 10, 40648), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 10, 40648), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 10, 40648), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 10, 40648), 12.0, 16.0]"
357,"[datetime.datetime(2022, 11, 28, 12, 12, 11, 241426), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 11, 241426), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 11, 241426), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 11, 241426), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 11, 241426), 12.0, 16.0]"
358,"[datetime.datetime(2022, 11, 28, 12, 12, 12, 391473), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 12, 391473), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 12, 391473), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 12, 391473), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 12, 391473), 12.0, 16.0]"
359,"[datetime.datetime(2022, 11, 28, 12, 12, 13, 524509), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 13, 524509), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 13, 524509), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 13, 524509), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 13, 524509), 12.0, 16.0]"
360,"[datetime.datetime(2022, 11, 28, 12, 12, 14, 665970), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 14, 665970), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 14, 665970), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 14, 665970), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 14, 665970), 12.0, 16.0]"
361,"[datetime.datetime(2022, 11, 28, 12, 12, 15, 794473), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 15, 794473), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 15, 794473), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 15, 794473), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 15, 794473), 12.0, 16.0]"
362,"[datetime.datetime(2022, 11, 28, 12, 12, 16, 924765), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 16, 924765), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 16, 924765), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 16, 924765), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 16, 924765), 12.0, 16.0]"
363,"[datetime.datetime(2022, 11, 28, 12, 12, 18, 54259), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 18, 54259), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 18, 54259), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 18, 54259), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 18, 54259), 12.0, 16.0]"
364,"[datetime.datetime(2022, 11, 28, 12, 12, 19, 196102), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 19, 196102), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 19, 196102), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 19, 196102), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 19, 196102), 12.0, 16.0]"
365,"[datetime.datetime(2022, 11, 28, 12, 12, 20, 326058), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 20, 326058), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 20, 326058), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 20, 326058), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 20, 326058), 12.0, 16.0]"
366,"[datetime.datetime(2022, 11, 28, 12, 12, 21, 461596), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 21, 461596), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 21, 461596), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 21, 461596), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 21, 461596), 12.0, 16.0]"
367,"[datetime.datetime(2022, 11, 28, 12, 12, 22, 578711), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 22, 578711), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 22, 578711), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 22, 578711), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 22, 578711), 12.0, 16.0]"
368,"[datetime.datetime(2022, 11, 28, 12, 12, 23, 701849), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 12, 23, 701849), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 12, 23, 701849), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 12, 23, 701849), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 12, 23, 701849), 12.0, 16.0]"
