,Mitcham Xena,Rowdys Rebel,Homebush Zip,Oliviero,Homebush Flick,Nighthawk Blazer,Baptiste,Mr Bigwig
06-01-2023 09:12:40.194499,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 19.633333333333333)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:41.242807,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 19.633333333333333)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:42.269697,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 19.633333333333333)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:43.316898,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 19.633333333333333)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:44.367917,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 19.633333333333333)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:45.372719,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.328947368421053)","(19.0, 80.0, 67.3)","(10.0, 22.0, 19.633333333333333)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:46.406491,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:47.438269,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:48.491356,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:49.525088,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:50.594380,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:51.655316,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:52.668626,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:53.736485,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:54.778338,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:55.753109,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:56.807476,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:57.799786,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:58.796760,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:12:59.781985,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:00.759727,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:01.720977,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:02.722055,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:03.689851,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:04.724333,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:05.757013,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:06.755681,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:07.750383,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:08.755140,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:09.777514,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:10.779480,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:11.805711,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:12.809567,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:13.827784,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:14.829627,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:15.850755,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:16.870679,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:17.854142,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 8.347368421052632)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:18.841792,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:19.834825,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:20.843763,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:21.842316,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:22.860128,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:23.850597,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:24.837664,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:25.833631,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:26.827462,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:27.863287,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:28.865874,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.663333333333334)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:29.884769,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:30.920619,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:31.889276,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:32.897409,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:33.874796,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:34.876263,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:35.887215,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:36.908007,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:37.906004,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:38.932053,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:39.926932,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:40.940545,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:41.942017,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:42.920399,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:43.884258,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:44.890258,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:45.870464,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:46.859248,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:47.868146,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:48.853087,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:49.872037,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:50.907075,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:51.920979,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:52.926187,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:53.987408,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:54.998548,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:55.984921,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:56.961917,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:58.099883,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:13:59.119902,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:14:00.150210,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
06-01-2023 09:14:01.190846,"(7.0, 13.5, 12.553333333333335)","(5.5, 11.0, 7.176923076923076)","(19.0, 80.0, 67.3)","(10.0, 22.0, 21.446153846153848)","(19.0, 80.0, 67.3)","(15.0, 130.0, 77.04545454545455)","(2.3, 3.75, 2.7083333333333335)","(3.4, 7.0, 5.027777777777778)"
