,Mitcham Xena,Rowdys Rebel,Homebush Zip,Oliviero,Homebush Flick,Nighthawk Blazer,Baptiste,Mr Bigwig
06-01-2023 09:22:47.937918,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.707692307692309)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:49.028953,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.527272727272727)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:50.086769,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.527272727272727)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:51.219998,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.527272727272727)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:52.277907,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.527272727272727)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:53.339703,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.527272727272727)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:54.418704,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.527272727272727)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:55.643822,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:56.807234,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:57.920522,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:22:59.217197,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:00.462583,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:01.661142,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2529411764705882)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:02.781537,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2399999999999998)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:03.895378,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2399999999999998)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:05.080517,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2541176470588233)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:06.328648,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2541176470588233)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:07.539734,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2541176470588233)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:08.760693,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2541176470588233)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:09.974601,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2541176470588233)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:11.122978,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.1266666666666665)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:12.308470,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.1266666666666665)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:13.435140,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.1266666666666665)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:14.572436,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.1266666666666665)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:15.747644,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 85.75)","(2.3, 3.3, 3.1266666666666665)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:16.874018,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:17.963911,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:19.101392,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:20.198398,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:21.313827,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:22.463209,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:23.608452,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:24.832766,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.0828571428571427)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:26.063944,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:27.140724,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:28.370134,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:29.559313,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:30.793845,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:31.969156,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:33.377189,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:34.818900,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:36.081549,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:37.293931,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:38.436034,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:39.539708,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:40.665752,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:41.833678,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:42.978221,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:44.146200,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 85.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:45.300405,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 100.0, 55.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:46.514277,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:47.698808,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:48.899943,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:50.087995,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 5.4025)"
06-01-2023 09:23:51.251798,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.975)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 55.75)","(2.3, 3.3, 3.2448275862068963)","(3.4, 6.4, 4.617857142857143)"
06-01-2023 09:23:52.482646,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.771428571428572)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 60.7)","(2.3, 3.3, 3.2448275862068963)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:23:53.722594,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.771428571428572)","(19.0, 160.0, 112.16666666666666)","(15.0, 130.0, 60.7)","(2.3, 3.3, 3.2448275862068963)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:23:54.937707,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 10.100000000000001)","(19.0, 160.0, 88.25)","(15.0, 130.0, 60.7)","(2.3, 3.3, 3.2448275862068963)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:23:56.090673,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.3, 3.2448275862068963)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:23:57.343405,"(7.0, 13.0, 10.2)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.3, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:23:58.651820,"(7.0, 13.5, 11.466666666666667)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 10.7)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:23:59.923394,"(7.0, 13.5, 11.466666666666667)","(5.5, 9.4, 5.844444444444445)","(19.0, 150.0, 105.5)","(10.0, 14.0, 10.7)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:24:01.317299,"(7.0, 13.5, 11.466666666666667)","(5.5, 9.4, 7.4)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:24:02.646866,"(7.0, 13.5, 11.466666666666667)","(5.5, 9.4, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:24:03.980267,"(7.0, 13.5, 11.466666666666667)","(5.5, 11.5, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:24:05.446064,"(7.0, 13.5, 11.466666666666667)","(5.5, 11.5, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.8714285714285714)","(3.4, 4.7, 4.617857142857143)"
06-01-2023 09:24:06.940316,"(7.0, 13.5, 11.466666666666667)","(5.5, 11.5, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.75, 2.84)","(3.4, 4.7, 4.4125)"
06-01-2023 09:24:08.219864,"(7.0, 13.5, 11.466666666666667)","(5.5, 11.5, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.0, 2.84)","(3.4, 4.7, 4.4125)"
06-01-2023 09:24:09.473795,"(7.0, 13.5, 11.466666666666667)","(5.5, 11.5, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.0, 2.84)","(3.4, 4.7, 4.4125)"
06-01-2023 09:24:10.661401,"(7.0, 13.5, 11.466666666666667)","(5.5, 11.5, 7.84)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.0, 2.7109375)","(3.4, 4.7, 4.4125)"
06-01-2023 09:24:11.864920,"(7.0, 13.5, 12.483333333333334)","(5.5, 11.5, 9.466666666666667)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 3.0, 2.795714285714286)","(3.4, 4.7, 4.4125)"
06-01-2023 09:24:13.097794,"(7.0, 13.5, 12.483333333333334)","(5.5, 11.5, 9.466666666666667)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 2.96, 2.795714285714286)","(3.4, 4.7, 4.4125)"
06-01-2023 09:24:14.308228,"(7.0, 13.5, 12.483333333333334)","(5.5, 11.5, 10.192857142857143)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 2.96, 2.836)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:15.554345,"(7.0, 13.5, 12.483333333333334)","(5.5, 11.5, 10.192857142857143)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 2.94, 2.868)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:16.808256,"(7.0, 14.0, 12.899999999999999)","(5.5, 11.5, 10.192857142857143)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 2.98, 2.868)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:18.260148,"(7.0, 14.0, 10.9)","(5.5, 11.5, 10.192857142857143)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 60.7)","(2.3, 2.98, 2.868)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:20.219889,"(7.0, 14.0, 10.9)","(5.5, 11.5, 10.192857142857143)","(19.0, 150.0, 105.5)","(10.0, 14.0, 12.745454545454546)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.98, 2.842857142857143)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:21.750051,"(7.0, 14.0, 10.9)","(5.5, 11.5, 10.192857142857143)","(19.0, 150.0, 55.0)","(10.0, 14.0, 12.984615384615385)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 3.0, 2.5595238095238093)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:23.174785,"(7.0, 14.0, 10.9)","(5.5, 11.5, 7.535)","(19.0, 150.0, 55.0)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 3.0, 2.5595238095238093)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:24.685753,"(7.0, 14.0, 10.9)","(5.5, 11.5, 7.535)","(19.0, 150.0, 55.0)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 3.0, 2.7)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:26.095739,"(7.0, 14.0, 10.9)","(5.5, 11.5, 7.535)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.7)","(3.4, 4.7, 4.615384615384615)"
06-01-2023 09:24:27.366512,"(7.0, 14.0, 10.7)","(5.5, 11.5, 7.535)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.7)","(3.4, 4.7, 4.550000000000001)"
06-01-2023 09:24:28.754628,"(7.0, 14.0, 10.7)","(5.5, 11.5, 7.535)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.7)","(3.4, 4.7, 4.35)"
06-01-2023 09:24:30.083048,"(7.0, 14.0, 10.7)","(5.5, 11.5, 7.535)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.6966666666666668)","(3.4, 4.7, 4.4375)"
06-01-2023 09:24:31.390917,"(7.0, 14.0, 10.7)","(5.5, 11.5, 10.381818181818183)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.6966666666666668)","(3.4, 4.7, 3.74)"
06-01-2023 09:24:32.690789,"(7.0, 14.0, 10.7)","(5.5, 11.5, 10.381818181818183)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.6966666666666668)","(3.4, 3.95, 3.74)"
06-01-2023 09:24:34.060536,"(7.0, 14.0, 10.7)","(5.5, 11.5, 10.381818181818183)","(19.0, 150.0, 105.5)","(10.0, 14.0, 11.48)","(19.0, 160.0, 88.75)","(15.0, 130.0, 43.75)","(2.3, 2.74, 2.6966666666666668)","(3.4, 3.95, 4.4375)"
