,Angelique,Bedaub,Excel Dor,Mishani Royale,Miss Joelene,Mixed Spice,Shes A Rogue,Tracys Spirit,Trifling
07-01-2023 13:14:36.001053,"(21.0, 30.0, 29.747603833865814)","(10.0, 12.5, 12.398550724637682)","(2.6, 3.05, 3.0277499999999997)","(17.0, 22.0, 21.105263157894736)","(15.0, 18.5, 18.29126213592233)","(101.0, 150.0, 148.5185185185185)","(3.6, 4.1, 4.0057189542483655)","(5.0, 5.8, 5.796385542168674)","(31.0, 38.0, 37.073891625615765)"
07-01-2023 13:14:37.252804,"(21.0, 30.0, 29.747603833865814)","(10.0, 12.5, 12.398550724637682)","(2.6, 3.05, 3.029228100607112)","(17.0, 22.0, 21.11111111111111)","(15.0, 18.5, 18.297169811320753)","(101.0, 150.0, 148.5185185185185)","(3.6, 4.1, 4.00768)","(5.0, 5.8, 5.720408163265306)","(31.0, 38.0, 37.082926829268295)"
07-01-2023 13:14:38.544262,"(21.0, 30.0, 29.74920634920635)","(10.0, 12.5, 12.388379204892967)","(2.6, 3.05, 3.0271118262268706)","(17.0, 22.0, 21.11111111111111)","(15.0, 18.5, 18.297169811320753)","(101.0, 150.0, 148.66666666666666)","(3.6, 4.1, 4.007234726688103)","(5.0, 5.8, 5.766666666666667)","(31.0, 38.0, 37.082926829268295)"
07-01-2023 13:14:39.860176,"(21.0, 30.0, 29.7375)","(10.0, 12.5, 12.388379204892967)","(2.6, 3.05, 3.0271118262268706)","(17.0, 22.0, 21.11111111111111)","(15.0, 18.5, 18.297169811320753)","(101.0, 150.0, 148.66666666666666)","(3.6, 4.1, 4.011503067484663)","(5.0, 5.8, 5.748507462686567)","(31.0, 38.0, 36.983783783783785)"
07-01-2023 13:14:41.143247,"(21.0, 30.0, 29.7375)","(10.0, 12.5, 12.372262773722628)","(2.6, 3.05, 3.028618968386023)","(17.0, 22.0, 21.11111111111111)","(15.0, 18.5, 18.297169811320753)","(101.0, 150.0, 148.85714285714286)","(3.6, 4.1, 4.0107361963190185)","(5.0, 5.8, 5.748507462686567)","(31.0, 38.0, 36.983783783783785)"
07-01-2023 13:14:42.425390,"(21.0, 30.0, 29.735015772870664)","(10.0, 12.5, 12.377622377622378)","(2.6, 3.05, 3.028618968386023)","(17.0, 22.0, 21.11111111111111)","(15.0, 18.5, 18.258426966292134)","(101.0, 150.0, 147.5609756097561)","(3.6, 4.1, 3.9879965457685667)","(5.0, 5.8, 5.736111111111111)","(31.0, 38.0, 36.983783783783785)"
07-01-2023 13:14:43.831090,"(21.0, 30.0, 29.742671009771986)","(10.0, 12.5, 12.373702422145328)","(2.6, 3.05, 3.035142118863049)","(17.0, 22.0, 21.283783783783782)","(15.0, 18.5, 18.278350515463917)","(101.0, 150.0, 148.23529411764707)","(3.6, 4.0, 3.9873514431239387)","(5.0, 5.8, 5.736111111111111)","(31.0, 38.0, 36.983783783783785)"
07-01-2023 13:14:45.520270,"(21.0, 30.0, 29.73489932885906)","(10.0, 12.5, 12.378472222222221)","(2.6, 3.05, 3.036466165413534)","(17.0, 22.0, 21.301369863013697)","(15.0, 18.5, 18.273684210526316)","(101.0, 150.0, 148.28571428571428)","(3.6, 4.0, 3.988520801232666)","(5.0, 5.8, 5.760230547550432)","(31.0, 38.0, 36.98924731182796)"
07-01-2023 13:14:46.814538,"(21.0, 30.0, 29.73489932885906)","(10.0, 12.5, 12.379725085910653)","(2.6, 3.05, 3.0314408770555987)","(17.0, 22.0, 21.32857142857143)","(15.0, 18.5, 18.270408163265305)","(101.0, 150.0, 148.28571428571428)","(3.6, 4.0, 3.9771657754010694)","(5.0, 5.8, 5.698245614035088)","(31.0, 38.0, 36.99465240641711)"
07-01-2023 13:14:48.065246,"(21.0, 30.0, 29.955555555555556)","(10.0, 12.5, 12.572802197802197)","(2.6, 3.05, 3.0325212464589235)","(17.0, 22.0, 21.520361990950228)","(15.0, 18.5, 18.377717391304348)","(101.0, 150.0, 155.0)","(3.6, 4.0, 3.983911077618689)","(5.0, 5.7, 5.775786163522013)","(31.0, 38.0, 37.10344827586207)"
07-01-2023 13:14:49.332572,"(21.0, 30.0, 29.955555555555556)","(10.0, 13.0, 12.570478723404255)","(2.7, 3.05, 3.033151183970856)","(17.0, 22.0, 21.53240740740741)","(15.0, 18.5, 18.352941176470587)","(101.0, 160.0, 154.28571428571428)","(3.6, 4.0, 3.9910927456382)","(5.0, 5.8, 5.782105263157894)","(31.0, 38.0, 37.10344827586207)"
07-01-2023 13:14:50.625522,"(21.0, 32.0, 30.904109589041095)","(10.0, 13.0, 12.318713450292398)","(2.7, 3.05, 3.034082397003745)","(17.0, 22.0, 21.53240740740741)","(15.0, 18.5, 18.341059602649008)","(101.0, 160.0, 154.28571428571428)","(3.6, 4.0, 3.9910927456382)","(5.0, 5.8, 5.782291666666667)","(31.0, 38.0, 37.10344827586207)"
07-01-2023 13:14:51.869690,"(21.0, 32.0, 30.904109589041095)","(10.0, 13.0, 12.425287356321839)","(2.7, 3.05, 3.0338913455464307)","(18.0, 22.0, 21.53240740740741)","(15.0, 18.5, 18.348684210526315)","(101.0, 160.0, 157.14285714285714)","(3.7, 4.0, 3.9910927456382)","(5.0, 5.8, 5.792567567567567)","(31.0, 38.0, 37.10344827586207)"
07-01-2023 13:14:53.158238,"(21.0, 32.0, 30.904109589041095)","(10.0, 12.5, 12.425287356321839)","(2.7, 3.05, 3.0374389392882066)","(18.0, 22.0, 21.502463054187192)","(15.0, 18.5, 18.316)","(101.0, 160.0, 157.03703703703704)","(3.7, 4.0, 3.9850359712230214)","(5.0, 5.8, 5.793059936908517)","(31.0, 38.0, 36.79127725856698)"
07-01-2023 13:14:54.442821,"(21.0, 32.0, 30.73015873015873)","(10.0, 12.5, 12.427238805970148)","(2.7, 3.05, 3.036832740213523)","(18.0, 22.0, 21.51904761904762)","(15.0, 18.5, 18.325757575757574)","(101.0, 160.0, 151.8181818181818)","(3.6, 4.0, 3.98343949044586)","(5.0, 5.8, 5.793292682926829)","(31.0, 38.0, 36.78260869565217)"
07-01-2023 13:14:55.703309,"(21.0, 32.0, 30.840579710144926)","(10.0, 12.5, 12.427238805970148)","(2.7, 3.05, 3.0368701206529454)","(18.0, 22.0, 21.507317073170732)","(15.0, 18.5, 17.983606557377048)","(101.0, 170.0, 152.5)","(3.7, 4.0, 3.984257748776509)","(5.0, 5.8, 5.793292682926829)","(31.0, 38.0, 36.78260869565217)"
07-01-2023 13:14:56.955501,"(21.0, 32.0, 31.56756756756757)","(10.0, 12.5, 12.427238805970148)","(2.7, 3.05, 3.0366522366522366)","(18.0, 22.0, 21.507317073170732)","(15.0, 18.0, 17.99579831932773)","(101.0, 170.0, 152.5)","(3.7, 4.0, 3.957772020725389)","(5.0, 5.8, 5.785532994923858)","(31.0, 38.0, 36.78260869565217)"
07-01-2023 13:14:58.222659,"(21.0, 34.0, 31.83132530120482)","(10.0, 12.5, 12.427238805970148)","(2.7, 3.05, 3.0357801691006916)","(18.0, 22.0, 21.507317073170732)","(15.0, 18.5, 17.979674796747968)","(101.0, 170.0, 152.5)","(3.6, 4.0, 3.957772020725389)","(5.0, 5.8, 5.789807162534435)","(31.0, 38.0, 36.78260869565217)"
07-01-2023 13:14:59.425524,"(21.0, 36.0, 33.08571428571429)","(10.0, 12.5, 12.419753086419753)","(2.7, 3.05, 3.04536354056902)","(18.0, 22.0, 21.507317073170732)","(15.0, 18.5, 17.973684210526315)","(101.0, 170.0, 152.5)","(3.6, 4.0, 3.957772020725389)","(5.0, 5.8, 5.789212827988338)","(31.0, 38.0, 36.78260869565217)"
07-01-2023 13:15:00.624450,"(21.0, 36.0, 33.266666666666666)","(10.0, 12.5, 12.42687747035573)","(2.7, 3.05, 3.045422885572139)","(18.0, 22.0, 21.533333333333335)","(15.0, 18.5, 17.973684210526315)","(101.0, 170.0, 152.5)","(3.6, 4.0, 3.944683026584867)","(5.0, 5.8, 5.7875)","(31.0, 38.0, 36.86896551724138)"
07-01-2023 13:15:01.836849,"(21.0, 36.0, 33.266666666666666)","(10.0, 12.5, 12.469565217391304)","(2.7, 3.05, 3.0451832460732984)","(18.0, 22.0, 21.533333333333335)","(15.0, 18.5, 17.933962264150942)","(101.0, 170.0, 152.5)","(3.6, 3.95, 3.975632911392405)","(5.0, 5.8, 5.7860902255639095)","(31.0, 38.0, 36.86896551724138)"
07-01-2023 13:15:02.990910,"(21.0, 36.0, 33.289256198347104)","(10.0, 12.5, 12.469565217391304)","(2.7, 3.05, 3.044497607655502)","(18.0, 22.0, 21.533333333333335)","(15.0, 18.5, 17.918181818181818)","(101.0, 170.0, 152.5)","(3.6, 4.0, 3.9317819148936173)","(5.0, 5.8, 5.7877887788778875)","(31.0, 38.0, 36.86896551724138)"
07-01-2023 13:15:04.125842,"(21.0, 36.0, 33.289256198347104)","(10.0, 12.5, 12.469565217391304)","(2.7, 3.05, 3.044497607655502)","(18.0, 22.0, 21.615384615384617)","(15.0, 18.5, 17.91269841269841)","(101.0, 170.0, 153.52941176470588)","(3.7, 3.95, 3.933098591549296)","(5.0, 5.8, 5.825190839694656)","(31.0, 38.0, 36.89562289562289)"
07-01-2023 13:15:05.240259,"(21.0, 36.0, 33.206896551724135)","(10.0, 12.5, 12.472)","(2.7, 3.05, 3.041304347826087)","(18.0, 22.0, 21.634146341463413)","(15.0, 18.0, 17.933333333333334)","(101.0, 170.0, 153.52941176470588)","(3.7, 3.95, 3.933098591549296)","(5.0, 5.9, 5.824626865671641)","(31.0, 38.0, 36.89562289562289)"
07-01-2023 13:15:06.380195,"(21.0, 36.0, 33.3)","(10.0, 12.5, 12.471774193548388)","(2.7, 3.1, 3.0566380133715376)","(18.0, 22.0, 21.634146341463413)","(15.0, 18.0, 17.933333333333334)","(101.0, 170.0, 153.52941176470588)","(3.7, 3.95, 3.933098591549296)","(5.0, 5.9, 5.824626865671641)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:07.542604,"(21.0, 36.0, 33.16417910447761)","(10.0, 12.5, 12.471774193548388)","(2.7, 3.1, 3.0524948024948024)","(18.0, 22.0, 21.634146341463413)","(15.0, 18.0, 17.933333333333334)","(101.0, 170.0, 156.0)","(3.7, 3.95, 3.93558352402746)","(5.0, 5.9, 5.797807017543859)","(31.0, 38.0, 36.857142857142854)"
07-01-2023 13:15:08.702869,"(21.0, 36.0, 33.16417910447761)","(10.0, 12.5, 12.471774193548388)","(2.7, 3.1, 3.05298353909465)","(18.0, 22.0, 21.634146341463413)","(15.0, 18.0, 17.933333333333334)","(101.0, 170.0, 156.0)","(3.7, 3.95, 3.94901185770751)","(5.0, 5.8, 5.797807017543859)","(31.0, 38.0, 36.857142857142854)"
07-01-2023 13:15:09.891819,"(21.0, 36.0, 33.07692307692308)","(10.0, 12.5, 12.461538461538462)","(2.7, 3.1, 3.0482446206115514)","(18.0, 22.0, 21.634146341463413)","(15.0, 18.0, 17.943661971830984)","(101.0, 170.0, 151.33333333333334)","(3.6, 3.95, 3.976086956521739)","(5.0, 5.8, 5.798076923076923)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:11.049435,"(21.0, 36.0, 33.205882352941174)","(10.0, 12.5, 12.446236559139784)","(2.7, 3.05, 3.0365686274509804)","(18.0, 22.0, 21.653179190751445)","(15.0, 18.0, 17.943661971830984)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.972568578553616)","(5.0, 5.8, 5.798076923076923)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:12.224334,"(21.0, 36.0, 33.26618705035971)","(10.0, 12.5, 12.446236559139784)","(2.7, 3.05, 3.0372979214780598)","(18.0, 22.0, 21.653179190751445)","(15.0, 18.0, 17.94736842105263)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.9754464285714284)","(5.0, 5.8, 5.842450142450143)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:13.380789,"(21.0, 36.0, 34.12987012987013)","(10.0, 12.5, 12.446236559139784)","(2.7, 3.05, 3.039876543209876)","(18.0, 22.0, 21.653179190751445)","(15.0, 18.0, 17.945205479452056)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.975336322869955)","(5.0, 5.9, 5.842450142450143)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:14.529616,"(21.0, 36.0, 34.12987012987013)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.043063583815029)","(18.0, 22.0, 21.554878048780488)","(15.0, 18.0, 18.041984732824428)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.9648706896551724)","(5.0, 5.9, 5.859744408945687)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:15.654558,"(21.0, 36.0, 34.2)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.0424290220820187)","(18.0, 22.0, 21.554878048780488)","(15.0, 18.5, 18.023809523809526)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.9648706896551724)","(5.0, 5.9, 5.859485530546624)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:16.852762,"(21.0, 36.0, 34.08)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.0426332288401254)","(18.0, 22.0, 21.554878048780488)","(15.0, 18.5, 17.875)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.9648106904231626)","(5.0, 5.9, 5.858415841584159)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:18.153754,"(21.0, 36.0, 33.12280701754386)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.0487455197132616)","(18.0, 22.0, 21.525974025974026)","(15.0, 18.5, 17.875)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.962605042016807)","(5.0, 5.9, 5.852727272727273)","(31.0, 38.0, 36.87671232876713)"
07-01-2023 13:15:19.475252,"(21.0, 36.0, 33.12280701754386)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.032450331125828)","(18.0, 22.0, 21.78640776699029)","(15.0, 18.5, 17.875)","(101.0, 170.0, 151.33333333333334)","(3.6, 4.0, 3.9295698924731184)","(5.0, 5.9, 5.874117647058823)","(31.0, 38.0, 36.849122807017544)"
07-01-2023 13:15:20.970869,"(21.0, 36.0, 32.84615384615385)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.1, 3.037121212121212)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.5, 17.919753086419753)","(101.0, 170.0, 151.33333333333334)","(3.6, 3.95, 3.9320574162679427)","(5.0, 5.9, 5.870666666666667)","(31.0, 38.0, 36.849122807017544)"
07-01-2023 13:15:22.267930,"(21.0, 36.0, 32.51063829787234)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.037121212121212)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.0, 17.919753086419753)","(101.0, 170.0, 151.33333333333334)","(3.6, 3.95, 3.9320574162679427)","(5.0, 5.9, 5.870666666666667)","(31.0, 38.0, 36.849122807017544)"
07-01-2023 13:15:23.521820,"(21.0, 36.0, 32.51063829787234)","(10.0, 12.5, 12.448275862068966)","(2.7, 3.05, 3.037121212121212)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.0, 17.919753086419753)","(101.0, 170.0, 151.33333333333334)","(3.6, 3.95, 3.9320574162679427)","(5.0, 5.9, 5.870666666666667)","(31.0, 38.0, 36.849122807017544)"
07-01-2023 13:15:24.807466,"(21.0, 34.0, 33.4)","(10.0, 12.5, 12.458)","(2.7, 3.05, 3.044277108433735)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.0, 17.919753086419753)","(101.0, 160.0, 149.6)","(3.6, 3.95, 3.942256637168142)","(5.0, 5.9, 5.86)","(31.0, 38.0, 36.849122807017544)"
07-01-2023 13:15:26.000396,"(21.0, 34.0, 33.4)","(10.0, 12.5, 12.477083333333333)","(2.7, 3.05, 3.044277108433735)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.0, 17.94736842105263)","(101.0, 160.0, 149.6)","(3.6, 3.95, 3.9422222222222225)","(5.0, 5.9, 5.808333333333334)","(31.0, 38.0, 36.794117647058826)"
07-01-2023 13:15:27.191442,"(21.0, 34.0, 33.4)","(10.0, 12.5, 12.476086956521739)","(2.7, 3.05, 3.044277108433735)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.0, 17.94736842105263)","(101.0, 160.0, 148.75)","(3.6, 3.95, 3.9427385892116185)","(5.0, 5.9, 5.808333333333334)","(31.0, 38.0, 35.676923076923075)"
07-01-2023 13:15:28.363623,"(21.0, 34.0, 33.4)","(10.0, 13.0, 12.503296703296703)","(2.7, 3.05, 3.044277108433735)","(18.0, 22.0, 21.6864406779661)","(15.0, 18.0, 17.94736842105263)","(101.0, 160.0, 148.75)","(3.6, 3.95, 3.9582159624413147)","(5.0, 5.9, 5.871794871794872)","(31.0, 36.0, 35.472972972972975)"
07-01-2023 13:15:29.547555,"(21.0, 34.0, 33.4)","(10.0, 12.5, 12.497727272727273)","(2.7, 3.05, 3.042028985507246)","(18.0, 22.0, 21.78640776699029)","(15.0, 18.0, 17.86904761904762)","(101.0, 160.0, 148.75)","(3.6, 4.0, 3.9582159624413147)","(5.0, 5.9, 5.7784810126582276)","(31.0, 36.0, 35.406451612903226)"
07-01-2023 13:15:30.688187,"(21.0, 34.0, 33.4)","(10.0, 12.5, 12.497727272727273)","(2.7, 3.05, 3.043623188405797)","(18.0, 22.0, 21.78640776699029)","(15.0, 18.0, 17.86904761904762)","(101.0, 160.0, 148.75)","(3.6, 4.0, 3.955276381909548)","(5.0, 5.8, 5.766990291262136)","(31.0, 36.0, 35.406451612903226)"
07-01-2023 13:15:31.859561,"(21.0, 36.0, 33.12)","(10.0, 12.5, 12.497685185185185)","(2.7, 3.05, 3.0282894736842105)","(18.0, 22.0, 21.78640776699029)","(15.0, 18.0, 17.86904761904762)","(101.0, 160.0, 147.3684210526316)","(3.6, 4.0, 3.955276381909548)","(5.0, 5.8, 5.766346153846154)","(31.0, 36.0, 35.333333333333336)"
07-01-2023 13:15:33.036148,"(21.0, 36.0, 33.12)","(10.0, 12.5, 12.497685185185185)","(2.7, 3.05, 3.0370967741935484)","(18.0, 22.0, 21.803571428571427)","(15.0, 18.0, 17.88421052631579)","(101.0, 160.0, 150.0)","(3.6, 4.0, 3.964541832669323)","(5.0, 5.8, 5.775177304964539)","(31.0, 36.0, 35.358024691358025)"
07-01-2023 13:15:34.179090,"(21.0, 36.0, 33.473684210526315)","(10.0, 12.5, 12.497695852534562)","(2.7, 3.05, 3.0370967741935484)","(18.0, 22.0, 21.803571428571427)","(15.0, 18.0, 17.88421052631579)","(101.0, 160.0, 150.0)","(3.6, 4.0, 3.964541832669323)","(5.0, 5.8, 5.775177304964539)","(31.0, 36.0, 35.32876712328767)"
07-01-2023 13:15:35.301697,"(21.0, 36.0, 33.473684210526315)","(10.0, 12.5, 12.497695852534562)","(2.7, 3.05, 3.01425855513308)","(18.0, 22.0, 21.803571428571427)","(15.0, 18.0, 17.88421052631579)","(101.0, 160.0, 150.0)","(3.6, 4.0, 3.964541832669323)","(5.0, 5.8, 5.775177304964539)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:36.428846,"(21.0, 36.0, 33.473684210526315)","(10.0, 12.5, 12.49780701754386)","(2.7, 3.1, 3.0425531914893615)","(18.0, 22.0, 21.803571428571427)","(15.0, 18.0, 17.873563218390803)","(101.0, 160.0, 148.57142857142858)","(3.6, 4.0, 3.964541832669323)","(5.0, 5.8, 5.747328244274809)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:37.577616,"(21.0, 36.0, 33.473684210526315)","(10.0, 12.5, 12.49780701754386)","(2.7, 3.1, 3.0420245398773007)","(18.0, 22.0, 21.803571428571427)","(15.0, 18.0, 17.873563218390803)","(101.0, 160.0, 148.57142857142858)","(3.6, 4.0, 3.964541832669323)","(5.0, 5.8, 5.74609375)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:38.782761,"(21.0, 36.0, 33.473684210526315)","(10.0, 12.5, 12.486666666666666)","(2.7, 3.1, 3.043816631130064)","(18.0, 22.0, 21.803571428571427)","(15.0, 18.0, 17.873563218390803)","(101.0, 160.0, 148.57142857142858)","(3.6, 4.0, 3.964541832669323)","(5.0, 5.8, 5.7448)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:39.953304,"(21.0, 36.0, 32.93617021276596)","(10.0, 12.5, 12.486666666666666)","(2.7, 3.1, 3.043816631130064)","(18.0, 22.0, 21.782608695652176)","(15.0, 18.0, 17.873563218390803)","(101.0, 160.0, 148.57142857142858)","(3.6, 4.0, 3.9699324324324325)","(5.0, 5.8, 5.7448)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:41.127724,"(21.0, 36.0, 32.93617021276596)","(10.0, 12.5, 12.487234042553192)","(2.7, 3.1, 3.0696078431372547)","(18.0, 22.0, 21.782608695652176)","(15.0, 18.0, 17.85326086956522)","(101.0, 160.0, 148.57142857142858)","(3.6, 4.0, 3.9699324324324325)","(5.0, 5.8, 5.7448)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:42.292872,"(21.0, 36.0, 33.23076923076923)","(10.0, 12.5, 12.487234042553192)","(2.7, 3.1, 3.0392156862745097)","(18.0, 22.0, 21.782608695652176)","(15.0, 18.0, 17.754545454545454)","(101.0, 160.0, 163.68421052631578)","(3.6, 4.0, 3.9699324324324325)","(5.0, 5.8, 5.737272727272727)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:43.412186,"(21.0, 36.0, 33.23076923076923)","(10.0, 12.5, 12.487234042553192)","(2.7, 3.1, 3.039306358381503)","(18.0, 22.0, 21.782608695652176)","(15.0, 18.0, 17.725806451612904)","(101.0, 170.0, 163.68421052631578)","(3.6, 4.0, 3.981891891891892)","(5.0, 5.8, 5.737272727272727)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:44.529603,"(21.0, 36.0, 33.23076923076923)","(10.0, 13.0, 12.582362728785357)","(2.7, 3.05, 3.0299607072691552)","(18.0, 22.0, 21.73170731707317)","(15.0, 18.0, 17.725806451612904)","(101.0, 170.0, 163.68421052631578)","(3.6, 4.0, 3.981891891891892)","(5.0, 5.8, 5.735514018691589)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:45.671552,"(21.0, 36.0, 33.23076923076923)","(10.0, 13.0, 12.582362728785357)","(2.7, 3.05, 3.0301169590643275)","(18.0, 22.0, 21.73170731707317)","(15.0, 18.0, 17.725806451612904)","(101.0, 170.0, 163.68421052631578)","(3.6, 4.0, 3.981891891891892)","(5.0, 5.8, 5.735514018691589)","(31.0, 36.0, 35.35947712418301)"
07-01-2023 13:15:46.766588,"(21.0, 36.0, 33.12280701754386)","(10.0, 13.0, 12.582362728785357)","(2.7, 3.05, 3.0162531017369725)","(18.0, 22.0, 21.952380952380953)","(15.0, 18.0, 17.72093023255814)","(101.0, 170.0, 166.25)","(3.6, 4.1, 4.016627634660422)","(5.0, 5.8, 5.730097087378641)","(31.0, 36.0, 35.18478260869565)"
07-01-2023 13:15:47.890642,"(21.0, 36.0, 33.3968253968254)","(10.0, 13.0, 12.592532467532468)","(2.7, 3.05, 3.007910447761194)","(18.0, 22.0, 21.952380952380953)","(15.0, 18.0, 17.72093023255814)","(101.0, 170.0, 166.25)","(3.6, 4.1, 4.025366876310272)","(5.0, 5.8, 5.731)","(31.0, 36.0, 35.18478260869565)"
07-01-2023 13:15:48.925081,"(21.0, 36.0, 33.3968253968254)","(10.0, 13.0, 12.592532467532468)","(2.7, 3.05, 2.9979505664263644)","(18.0, 22.0, 21.948453608247423)","(15.0, 18.0, 17.72093023255814)","(101.0, 170.0, 166.25)","(3.6, 4.1, 4.025366876310272)","(5.0, 5.8, 5.731)","(31.0, 36.0, 35.18478260869565)"
07-01-2023 13:15:50.017409,"(21.0, 36.0, 33.3968253968254)","(10.0, 13.0, 12.592532467532468)","(2.7, 3.05, 2.998417112299465)","(18.0, 22.0, 21.948453608247423)","(15.0, 18.0, 17.74468085106383)","(101.0, 170.0, 166.36363636363637)","(3.6, 4.1, 4.0287999999999995)","(5.0, 5.8, 5.7439024390243905)","(31.0, 36.0, 35.11330049261084)"
07-01-2023 13:15:51.191891,"(21.0, 36.0, 33.588235294117645)","(10.0, 13.0, 12.60031847133758)","(2.7, 3.05, 2.986666666666667)","(18.0, 22.0, 21.954954954954957)","(15.0, 18.0, 17.808988764044944)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.033398821218075)","(5.0, 5.8, 5.753378378378378)","(31.0, 36.0, 35.13461538461539)"
07-01-2023 13:15:52.288675,"(21.0, 36.0, 33.78378378378378)","(10.0, 13.0, 12.6078125)","(2.7, 3.0, 2.986666666666667)","(18.0, 22.0, 21.954954954954957)","(15.0, 18.0, 17.831683168316832)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.033398821218075)","(5.0, 5.8, 5.762903225806451)","(31.0, 36.0, 35.13461538461539)"
07-01-2023 13:15:53.365435,"(21.0, 36.0, 33.91304347826087)","(10.0, 13.0, 12.6078125)","(2.7, 2.98, 2.975014836795252)","(18.0, 22.0, 21.95689655172414)","(15.0, 18.0, 17.978571428571428)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.033398821218075)","(5.0, 5.8, 5.776973684210526)","(31.0, 36.0, 35.13461538461539)"
07-01-2023 13:15:54.531953,"(21.0, 36.0, 33.91304347826087)","(10.0, 13.0, 12.6078125)","(2.7, 2.98, 2.972566371681416)","(18.0, 22.0, 21.917355371900825)","(15.0, 18.0, 17.978571428571428)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.033398821218075)","(5.0, 5.8, 5.773451327433628)","(31.0, 36.0, 35.13461538461539)"
07-01-2023 13:15:55.639559,"(21.0, 36.0, 33.91304347826087)","(10.0, 13.0, 12.6078125)","(2.7, 2.98, 2.9938805970149254)","(18.0, 22.0, 21.913793103448278)","(15.0, 18.0, 17.945945945945947)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.033398821218075)","(5.0, 5.8, 5.773451327433628)","(31.0, 36.0, 35.13461538461539)"
07-01-2023 13:15:56.750068,"(21.0, 36.0, 33.91304347826087)","(10.0, 13.0, 12.607476635514018)","(2.7, 3.0, 2.9981512605042018)","(18.0, 22.0, 21.918032786885245)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.038653846153846)","(5.0, 5.8, 5.777777777777778)","(31.0, 36.0, 35.15094339622642)"
07-01-2023 13:15:57.876989,"(21.0, 36.0, 34.02739726027397)","(10.0, 13.0, 12.613496932515337)","(2.7, 3.0, 2.9914303797468356)","(18.0, 22.0, 21.918032786885245)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.046744186046512)","(5.0, 5.8, 5.810280373831776)","(31.0, 36.0, 35.15094339622642)"
07-01-2023 13:15:59.048365,"(21.0, 36.0, 34.02739726027397)","(10.0, 13.0, 12.616169544740973)","(2.7, 3.05, 2.9585185185185185)","(18.0, 22.0, 21.918032786885245)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.049875930521091)","(5.0, 5.9, 5.767307692307693)","(31.0, 36.0, 35.15094339622642)"
07-01-2023 13:16:00.206279,"(21.0, 36.0, 34.02739726027397)","(10.0, 13.0, 12.648706896551724)","(2.7, 2.98, 2.959351851851852)","(18.0, 22.0, 21.918032786885245)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.09055944055944)","(5.0, 5.8, 5.767307692307693)","(31.0, 36.0, 35.15094339622642)"
