,Narito,Aspen Chase,The Great Houdini,Smokeshow,Compassionate,Passeggiata
07-01-2023 12:25:15.859843,"(5.0, 6.0, 5.949707602339181)","(10.0, 12.5, 12.1)","(4.6, 5.5, 5.479601990049751)","(10.0, 11.0, 10.723577235772357)","(17.0, 21.0, 19.647058823529413)","(2.15, 2.42, 2.405200803212851)"
07-01-2023 12:25:16.881630,"(5.0, 6.0, 5.945212765957447)","(10.0, 12.5, 12.131578947368421)","(4.6, 5.5, 5.48)","(9.0, 11.0, 10.75943396226415)","(17.0, 21.0, 19.641509433962263)","(2.15, 2.42, 2.4023143564356433)"
07-01-2023 12:25:17.875345,"(5.0, 6.0, 5.945212765957447)","(10.0, 12.5, 12.131578947368421)","(4.6, 5.5, 5.48)","(9.0, 11.0, 10.673076923076923)","(17.0, 21.0, 19.641509433962263)","(2.15, 2.42, 2.401206896551724)"
07-01-2023 12:25:18.830620,"(5.0, 6.0, 5.945212765957447)","(10.0, 12.5, 12.279220779220779)","(4.6, 5.5, 5.483269961977187)","(9.0, 11.0, 10.673076923076923)","(17.0, 21.0, 19.641509433962263)","(2.15, 2.42, 2.4010814419225635)"
07-01-2023 12:25:19.830970,"(5.0, 6.0, 5.974603174603175)","(10.0, 12.5, 12.3)","(4.6, 5.5, 5.48021978021978)","(9.0, 11.0, 10.612676056338028)","(17.0, 21.0, 19.636363636363637)","(2.15, 2.42, 2.400287081339713)"
07-01-2023 12:25:20.813939,"(5.0, 6.2, 6.004395604395604)","(10.0, 12.0, 11.964285714285714)","(4.6, 5.5, 5.48021978021978)","(9.0, 11.0, 10.893356643356643)","(17.0, 21.0, 19.636363636363637)","(2.15, 2.42, 2.4020076238881827)"
07-01-2023 12:25:21.828166,"(5.0, 6.2, 6.008771929824562)","(10.0, 12.5, 12.406666666666666)","(4.6, 5.5, 5.483269961977187)","(9.0, 11.0, 10.786713286713287)","(17.0, 21.0, 19.537037037037038)","(2.15, 2.42, 2.4020076238881827)"
07-01-2023 12:25:22.800279,"(5.0, 6.2, 6.008113590263692)","(10.0, 12.5, 12.452380952380953)","(4.6, 5.5, 5.485034013605442)","(9.0, 11.0, 10.760784313725491)","(17.0, 20.0, 19.535714285714285)","(2.15, 2.42, 2.404508534432019)"
07-01-2023 12:25:23.767703,"(5.0, 6.2, 6.008113590263692)","(10.0, 12.5, 12.055555555555555)","(4.6, 5.5, 5.491240875912409)","(9.0, 11.0, 10.766283524904214)","(17.0, 20.0, 19.535714285714285)","(2.15, 2.42, 2.4047855811062773)"
07-01-2023 12:25:24.742612,"(5.0, 6.2, 6.006147540983607)","(10.0, 12.5, 12.0)","(4.6, 5.5, 5.491240875912409)","(9.0, 11.0, 10.772200772200772)","(17.0, 20.0, 19.535714285714285)","(2.15, 2.42, 2.4050065019505853)"
07-01-2023 12:25:25.808896,"(5.0, 6.2, 6.006147540983607)","(10.0, 12.5, 12.0)","(4.6, 5.5, 5.491240875912409)","(9.0, 11.0, 10.772200772200772)","(17.0, 20.0, 19.535714285714285)","(2.15, 2.42, 2.405171255876427)"
07-01-2023 12:25:26.840399,"(5.0, 6.2, 6.006147540983607)","(10.0, 12.5, 12.0)","(4.6, 5.5, 5.487698412698412)","(9.0, 11.0, 10.796812749003983)","(17.0, 20.0, 18.984848484848484)","(2.15, 2.42, 2.4057079318013344)"
07-01-2023 12:25:27.769208,"(5.0, 6.2, 6.0339285714285715)","(10.0, 12.0, 11.98936170212766)","(4.6, 5.5, 5.487698412698412)","(9.0, 11.0, 10.815450643776824)","(17.0, 19.0, 18.984848484848484)","(2.15, 2.42, 2.405686853766617)"
07-01-2023 12:25:28.777545,"(5.0, 6.2, 6.024528301886792)","(10.0, 12.0, 11.98936170212766)","(4.6, 5.5, 5.486666666666666)","(9.0, 11.0, 10.518518518518519)","(17.0, 19.0, 18.97945205479452)","(2.15, 2.42, 2.4059414225941422)"
07-01-2023 12:25:29.875922,"(5.0, 6.2, 5.947424511545293)","(10.0, 12.0, 11.81081081081081)","(4.6, 5.5, 5.489454545454546)","(9.0, 11.0, 10.523333333333333)","(17.0, 19.0, 18.97761194029851)","(2.15, 2.42, 2.406379155435759)"
07-01-2023 12:25:30.906834,"(5.0, 6.0, 5.996739130434783)","(10.0, 12.0, 11.81081081081081)","(4.6, 5.5, 5.489454545454546)","(9.0, 11.0, 10.513605442176871)","(17.0, 19.0, 18.96825396825397)","(2.15, 2.42, 2.4065236818588023)"
07-01-2023 12:25:31.905186,"(5.0, 6.0, 5.996739130434783)","(10.0, 12.0, 11.81081081081081)","(4.6, 5.5, 5.489454545454546)","(9.0, 11.0, 10.513605442176871)","(17.0, 19.0, 18.964912280701753)","(2.15, 2.42, 2.4061136363636364)"
07-01-2023 12:25:32.900271,"(5.0, 6.0, 5.996739130434783)","(10.0, 12.0, 11.81081081081081)","(4.6, 5.5, 5.489454545454546)","(9.0, 11.0, 10.586705202312139)","(17.0, 19.0, 18.964912280701753)","(2.15, 2.42, 2.405245508982036)"
07-01-2023 12:25:33.922412,"(5.0, 6.0, 5.996739130434783)","(10.0, 12.0, 11.81081081081081)","(4.6, 5.5, 5.489454545454546)","(9.0, 11.0, 10.586705202312139)","(17.0, 19.0, 18.977011494252874)","(2.15, 2.42, 2.405245508982036)"
07-01-2023 12:25:34.928140,"(5.0, 6.0, 5.997810218978103)","(10.0, 12.0, 11.766666666666667)","(4.6, 5.5, 5.487111111111111)","(9.0, 11.0, 10.586705202312139)","(17.0, 19.0, 18.977011494252874)","(2.15, 2.42, 2.40625)"
07-01-2023 12:25:35.904711,"(5.0, 6.0, 5.985350318471338)","(10.0, 12.0, 11.731884057971014)","(4.6, 5.5, 5.487111111111111)","(9.0, 11.0, 10.5)","(17.0, 19.0, 18.977011494252874)","(2.1, 2.42, 2.406714628297362)"
07-01-2023 12:25:36.873306,"(5.0, 6.0, 5.985350318471338)","(10.0, 12.0, 11.731884057971014)","(4.6, 5.5, 5.487111111111111)","(9.0, 11.0, 10.487455197132617)","(17.0, 19.0, 18.977011494252874)","(2.1, 2.42, 2.4072139303482585)"
07-01-2023 12:25:37.874107,"(5.0, 6.0, 5.973863636363636)","(10.0, 12.0, 11.731884057971014)","(4.6, 5.5, 5.487111111111111)","(9.0, 11.0, 10.576923076923077)","(17.0, 19.0, 18.977011494252874)","(2.1, 2.42, 2.4147169811320754)"
07-01-2023 12:25:38.967477,"(5.0, 5.9, 5.871875)","(10.0, 12.0, 11.784883720930232)","(4.6, 5.5, 5.487111111111111)","(9.0, 11.0, 10.6)","(17.0, 19.0, 18.977011494252874)","(2.1, 2.42, 2.4147517730496455)"
07-01-2023 12:25:39.983841,"(5.0, 6.0, 5.859574468085106)","(10.0, 12.0, 11.85)","(4.6, 5.5, 5.486190476190476)","(9.0, 11.0, 10.674418604651162)","(17.0, 19.0, 20.149425287356323)","(2.1, 2.42, 2.43056)"
07-01-2023 12:25:40.933238,"(5.0, 6.0, 5.817391304347826)","(10.0, 12.0, 11.99)","(4.6, 5.5, 5.482051282051282)","(9.0, 11.0, 10.674418604651162)","(17.0, 21.0, 20.136363636363637)","(2.1, 2.46, 2.4482553191489362)"
07-01-2023 12:25:41.966193,"(5.0, 6.0, 5.805633802816901)","(10.0, 12.0, 11.987804878048781)","(4.6, 5.5, 5.485106382978723)","(9.0, 11.0, 10.717021276595744)","(17.0, 21.0, 20.136363636363637)","(2.1, 2.46, 2.4509090909090907)"
07-01-2023 12:25:43.077680,"(5.0, 6.0, 5.88018018018018)","(10.0, 12.0, 11.77027027027027)","(4.6, 5.5, 5.481042654028436)","(9.0, 11.0, 10.73384030418251)","(17.0, 21.0, 20.136363636363637)","(2.1, 2.46, 2.450721649484536)"
07-01-2023 12:25:44.129257,"(5.0, 6.0, 5.88)","(10.0, 12.0, 11.92931392931393)","(4.6, 5.5, 5.481042654028436)","(9.0, 11.0, 10.73384030418251)","(17.0, 21.0, 20.136363636363637)","(2.1, 2.46, 2.441818181818182)"
07-01-2023 12:25:45.126748,"(5.0, 6.0, 5.874576271186441)","(10.0, 12.0, 11.871345029239766)","(4.6, 5.5, 5.481042654028436)","(9.0, 11.0, 10.73384030418251)","(17.0, 21.0, 20.136363636363637)","(2.1, 2.46, 2.4476923076923076)"
07-01-2023 12:25:46.173712,"(5.0, 6.0, 5.874576271186441)","(10.0, 12.0, 11.85632183908046)","(4.6, 5.6, 5.56025641025641)","(9.0, 11.0, 10.73384030418251)","(17.0, 21.0, 20.136363636363637)","(2.1, 2.44, 2.4312676056338027)"
07-01-2023 12:25:47.234825,"(5.0, 6.2, 5.817849898580121)","(10.0, 12.0, 11.8585086042065)","(4.6, 5.6, 5.56025641025641)","(9.0, 11.0, 10.723320158102768)","(17.0, 21.0, 20.16176470588235)","(2.1, 2.46, 2.429777777777778)"
07-01-2023 12:25:48.330561,"(5.0, 6.0, 5.925714285714285)","(10.0, 12.0, 11.861804222648752)","(4.6, 5.6, 5.56025641025641)","(9.0, 11.0, 10.71774193548387)","(17.0, 21.0, 20.16176470588235)","(2.1, 2.46, 2.425745856353591)"
07-01-2023 12:25:49.387911,"(5.0, 6.0, 5.96875)","(10.0, 12.0, 11.861804222648752)","(4.6, 5.6, 5.56025641025641)","(9.0, 11.0, 10.700787401574804)","(17.0, 21.0, 20.0)","(2.1, 2.46, 2.414257425742574)"
07-01-2023 12:25:50.534307,"(5.0, 6.2, 5.8419417475728155)","(10.0, 12.0, 11.491525423728813)","(4.6, 5.6, 5.534042553191489)","(9.0, 11.0, 10.6875)","(17.0, 21.0, 20.65765765765766)","(2.1, 2.42, 2.4435555555555557)"
07-01-2023 12:25:51.703124,"(5.0, 6.0, 5.944444444444445)","(10.0, 11.5, 11.491434689507495)","(4.6, 5.6, 5.534042553191489)","(9.0, 11.0, 10.6875)","(17.0, 21.0, 20.65137614678899)","(2.1, 2.46, 2.4425882352941177)"
07-01-2023 12:25:52.841508,"(5.0, 6.0, 5.938775510204081)","(10.0, 11.5, 11.491434689507495)","(4.6, 5.6, 5.534042553191489)","(9.0, 11.0, 10.692)","(17.0, 21.0, 20.65137614678899)","(2.1, 2.46, 2.4404651162790696)"
07-01-2023 12:25:53.925303,"(5.0, 6.0, 5.886075949367089)","(10.0, 11.5, 11.491434689507495)","(4.6, 5.6, 5.5285714285714285)","(9.0, 11.0, 10.688841201716738)","(17.0, 21.0, 20.63809523809524)","(2.1, 2.46, 2.4354820415879015)"
07-01-2023 12:25:55.040302,"(5.0, 6.0, 5.877551020408164)","(10.0, 12.0, 11.909274193548388)","(4.6, 5.6, 5.489473684210527)","(9.0, 11.0, 10.688841201716738)","(17.0, 21.0, 20.63809523809524)","(2.1, 2.48, 2.4366331198536137)"
07-01-2023 12:25:56.109838,"(5.0, 6.2, 5.813080895008605)","(10.0, 12.0, 11.468944099378882)","(4.6, 5.5, 5.588535031847133)","(9.0, 11.0, 10.701171875)","(17.0, 21.0, 20.54237288135593)","(2.1, 2.48, 2.4359736594543744)"
07-01-2023 12:25:57.191841,"(5.0, 6.0, 5.863157894736842)","(10.0, 11.5, 11.468152866242038)","(4.6, 5.6, 5.543283582089552)","(9.0, 11.0, 10.66593886462882)","(17.0, 21.0, 20.48076923076923)","(2.1, 2.48, 2.4176554174067495)"
07-01-2023 12:25:58.149964,"(5.0, 6.0, 5.956906077348067)","(10.0, 11.5, 11.466814159292035)","(4.6, 5.7, 5.543283582089552)","(9.0, 11.0, 10.66593886462882)","(17.0, 21.0, 20.48076923076923)","(2.1, 2.42, 2.4188515406162465)"
07-01-2023 12:25:59.091495,"(5.0, 6.0, 5.95)","(10.0, 11.5, 11.46881496881497)","(4.6, 5.7, 5.537209302325581)","(9.0, 11.0, 10.658482142857142)","(17.0, 21.0, 20.48076923076923)","(2.1, 2.42, 2.4188515406162465)"
07-01-2023 12:26:00.208700,"(5.0, 6.0, 5.888679245283019)","(10.0, 11.5, 11.468287526427062)","(4.6, 5.7, 5.613934426229508)","(9.0, 11.0, 10.686170212765957)","(17.0, 21.0, 20.77777777777778)","(2.1, 2.42, 2.437808988764045)"
07-01-2023 12:26:01.390334,"(5.0, 6.0, 5.859060402684563)","(10.0, 11.5, 11.456932773109244)","(4.6, 5.7, 5.6171875)","(9.0, 11.0, 10.68324607329843)","(17.0, 21.0, 20.7375)","(2.1, 2.44, 2.4293617021276597)"
07-01-2023 12:26:02.433294,"(5.0, 5.9, 5.870967741935484)","(10.0, 11.5, 11.456932773109244)","(4.6, 5.7, 5.656410256410257)","(9.0, 11.0, 10.689265536723164)","(17.0, 21.0, 20.728813559322035)","(2.1, 2.44, 2.434430379746835)"
07-01-2023 12:26:03.378095,"(5.0, 6.0, 5.879452054794521)","(10.0, 11.5, 11.466887417218542)","(4.6, 5.6, 5.558536585365854)","(9.0, 11.0, 10.689265536723164)","(17.0, 21.0, 20.728813559322035)","(2.1, 2.48, 2.414364406779661)"
07-01-2023 12:26:04.526713,"(5.0, 6.0, 5.979294117647059)","(10.0, 11.5, 11.474874371859297)","(4.6, 5.7, 5.676079734219269)","(9.0, 10.5, 10.34468085106383)","(17.0, 21.0, 20.728813559322035)","(2.1, 2.42, 2.4149311926605503)"
07-01-2023 12:26:05.616734,"(5.0, 6.0, 5.98955223880597)","(10.0, 11.5, 11.474874371859297)","(4.6, 5.7, 5.676079734219269)","(9.0, 10.5, 10.29954954954955)","(17.0, 21.0, 20.728813559322035)","(2.1, 2.42, 2.416343001261034)"
07-01-2023 12:26:06.555962,"(5.0, 6.2, 5.910470409711685)","(10.0, 11.5, 11.474874371859297)","(4.6, 5.7, 5.676079734219269)","(9.0, 10.5, 10.29954954954955)","(17.0, 21.0, 20.728813559322035)","(2.1, 2.42, 2.4368181818181816)"
07-01-2023 12:26:07.661579,"(5.0, 6.2, 5.910470409711685)","(10.0, 11.5, 11.498220640569395)","(4.6, 5.7, 5.674350649350649)","(9.0, 10.5, 10.2991452991453)","(17.0, 21.0, 20.728813559322035)","(2.1, 2.44, 2.4226543209876543)"
07-01-2023 12:26:08.782837,"(5.0, 6.0, 5.987218045112782)","(10.0, 11.5, 11.490367775831874)","(4.6, 5.7, 5.678965517241379)","(9.0, 10.5, 10.263157894736842)","(17.0, 21.0, 20.796296296296298)","(2.1, 2.44, 2.4281183932346724)"
07-01-2023 12:26:10.030781,"(5.0, 6.2, 5.946276595744681)","(10.0, 11.5, 11.467445742904841)","(4.6, 5.7, 5.680258899676375)","(9.0, 10.5, 10.25830258302583)","(17.0, 21.0, 20.796296296296298)","(2.1, 2.44, 2.4288381330685205)"
07-01-2023 12:26:11.110093,"(5.0, 6.2, 5.945729303547964)","(10.0, 11.5, 11.467445742904841)","(4.6, 5.7, 5.678965517241379)","(9.0, 10.5, 10.24904214559387)","(17.0, 21.0, 20.770833333333332)","(2.1, 2.44, 2.43007299270073)"
07-01-2023 12:26:11.969979,"(5.0, 6.2, 5.940495867768595)","(10.0, 11.5, 11.469096671949288)","(4.6, 5.7, 5.678965517241379)","(9.0, 10.5, 10.24904214559387)","(17.0, 21.0, 20.770833333333332)","(2.1, 2.44, 2.43007299270073)"
07-01-2023 12:26:13.022661,"(5.0, 6.2, 5.934649122807018)","(10.0, 11.5, 11.468949044585987)","(4.6, 5.7, 5.677407407407408)","(9.0, 10.5, 10.238)","(17.0, 21.0, 20.74418604651163)","(2.1, 2.42, 2.4319246861924686)"
07-01-2023 12:26:14.095803,"(5.0, 6.0, 5.965833333333333)","(10.0, 11.5, 11.453823953823953)","(4.6, 5.7, 5.679109589041096)","(9.0, 10.5, 10.224193548387097)","(17.0, 21.0, 20.710526315789473)","(2.1, 2.44, 2.4334649122807015)"
07-01-2023 12:26:15.094297,"(5.0, 6.0, 5.959803921568628)","(10.0, 11.5, 11.453216374269006)","(4.6, 5.7, 5.677655677655678)","(9.0, 10.5, 10.29)","(17.0, 21.0, 20.785714285714285)","(2.1, 2.44, 2.425732484076433)"
07-01-2023 12:26:16.092303,"(5.0, 6.0, 5.9541176470588235)","(10.0, 11.5, 11.44542772861357)","(4.6, 5.7, 5.671014492753623)","(9.0, 10.5, 10.323643410852712)","(17.0, 21.0, 20.785714285714285)","(2.1, 2.44, 2.433684210526316)"
07-01-2023 12:26:17.189005,"(5.0, 6.0, 5.912977099236642)","(10.0, 11.5, 11.465981012658228)","(4.6, 5.7, 5.670093457943925)","(9.0, 10.5, 10.402564102564103)","(17.0, 21.0, 20.866666666666667)","(2.1, 2.44, 2.438939393939394)"
07-01-2023 12:26:18.406558,"(5.0, 6.0, 5.901626016260163)","(10.0, 11.5, 11.463375796178344)","(4.6, 5.7, 5.661170212765957)","(9.0, 10.5, 10.366310160427808)","(17.0, 21.0, 20.272727272727273)","(2.1, 2.44, 2.4364935064935063)"
07-01-2023 12:26:19.362205,"(5.0, 6.0, 5.921052631578948)","(10.0, 11.5, 11.463375796178344)","(4.6, 5.7, 5.661170212765957)","(9.0, 10.5, 10.366310160427808)","(17.0, 21.0, 20.02912621359223)","(2.1, 2.44, 2.450148367952522)"
07-01-2023 12:26:20.388593,"(5.0, 5.9, 5.892546583850932)","(10.0, 11.5, 11.445226917057903)","(4.6, 5.7, 5.637244897959183)","(9.0, 10.5, 10.352813852813853)","(17.0, 21.0, 20.03960396039604)","(2.1, 2.46, 2.450322580645161)"
07-01-2023 12:26:21.546823,"(5.0, 5.9, 5.896247240618102)","(10.0, 11.5, 11.454106280193237)","(4.6, 5.7, 5.628235294117647)","(9.0, 10.5, 10.343434343434344)","(17.0, 21.0, 19.906976744186046)","(2.1, 2.46, 2.4512350597609562)"
07-01-2023 12:26:22.557503,"(5.0, 5.9, 5.896247240618102)","(10.0, 11.5, 11.454106280193237)","(4.6, 5.7, 5.628235294117647)","(9.0, 10.5, 10.288135593220339)","(17.0, 21.0, 19.886029411764707)","(2.1, 2.46, 2.45025641025641)"
07-01-2023 12:26:23.629075,"(5.0, 5.9, 5.896247240618102)","(10.0, 11.5, 11.439252336448599)","(4.6, 5.7, 5.635046728971963)","(9.0, 10.5, 10.323308270676693)","(17.0, 21.0, 19.937956204379564)","(2.1, 2.46, 2.4482779456193353)"
07-01-2023 12:26:24.765760,"(5.0, 5.9, 5.894989106753813)","(10.0, 11.5, 11.454106280193237)","(4.6, 5.7, 5.641871921182266)","(9.0, 10.5, 10.389140271493213)","(17.0, 21.0, 19.941176470588236)","(2.1, 2.46, 2.4481345565749235)"
07-01-2023 12:26:25.931645,"(5.0, 5.9, 5.894989106753813)","(10.0, 11.5, 11.446854663774403)","(4.6, 5.7, 5.627096774193548)","(9.0, 10.5, 10.411894273127754)","(17.0, 21.0, 19.859504132231404)","(2.1, 2.46, 2.4510599078341015)"
07-01-2023 12:26:27.044324,"(5.0, 5.9, 5.895212765957448)","(10.0, 11.5, 11.48426966292135)","(4.6, 5.7, 5.56)","(9.0, 10.5, 10.566666666666666)","(17.0, 21.0, 19.79032258064516)","(2.1, 2.46, 2.4559643916913947)"
07-01-2023 12:26:28.044842,"(5.0, 5.9, 5.867241379310345)","(10.0, 11.5, 11.48426966292135)","(4.6, 5.6, 5.56)","(9.0, 11.0, 10.5)","(17.0, 21.0, 19.894736842105264)","(2.1, 2.46, 2.4628112449799198)"
07-01-2023 12:26:29.215696,"(5.0, 6.0, 5.922543352601156)","(10.0, 11.5, 11.493333333333334)","(4.6, 5.6, 5.611818181818181)","(9.0, 10.5, 10.469135802469136)","(17.0, 20.0, 19.48421052631579)","(2.1, 2.48, 2.4732777777777777)"
07-01-2023 12:26:30.669161,"(5.0, 5.9, 5.828421052631579)","(10.0, 11.5, 11.876494023904382)","(4.6, 5.7, 5.573684210526316)","(9.0, 10.5, 10.456709956709958)","(17.0, 21.0, 20.321739130434782)","(2.1, 2.48, 2.474742857142857)"
07-01-2023 12:26:32.072465,"(5.0, 6.0, 5.8)","(10.0, 12.0, 11.93394495412844)","(4.6, 5.6, 5.579381443298969)","(9.0, 10.5, 10.490157480314961)","(17.0, 21.0, 20.42056074766355)","(2.1, 2.48, 2.4585714285714286)"
07-01-2023 12:26:33.264269,"(5.0, 5.8, 5.754761904761905)","(10.0, 12.0, 11.93394495412844)","(4.6, 5.6, 5.578181818181818)","(9.0, 10.5, 10.490458015267176)","(17.0, 21.0, 19.469135802469136)","(2.1, 2.46, 2.454838709677419)"
07-01-2023 12:26:34.493461,"(5.0, 5.8, 5.762443438914027)","(10.0, 12.0, 11.868686868686869)","(4.6, 5.6, 5.591005291005291)","(9.0, 10.5, 10.48936170212766)","(17.0, 19.5, 19.469135802469136)","(2.1, 2.46, 2.472178387650086)"
07-01-2023 12:26:35.818023,"(5.0, 5.8, 5.76)","(10.0, 12.0, 11.929663608562691)","(4.6, 5.7, 5.562311557788945)","(9.0, 10.5, 10.454545454545455)","(17.0, 19.5, 20.299145299145298)","(2.1, 2.48, 2.4722137404580153)"
07-01-2023 12:26:36.994921,"(5.0, 5.9, 5.82)","(10.0, 12.0, 11.937694704049845)","(4.6, 5.7, 5.567096774193549)","(9.0, 10.5, 10.682492581602373)","(17.0, 21.0, 20.347368421052632)","(2.1, 2.48, 2.47325)"
07-01-2023 12:26:38.220382,"(5.0, 5.9, 5.82)","(10.0, 12.0, 11.918181818181818)","(4.6, 5.7, 5.601492537313433)","(9.0, 11.0, 10.471698113207546)","(17.0, 21.0, 20.24271844660194)","(2.1, 2.48, 2.4769620253164555)"
07-01-2023 12:26:39.392654,"(5.0, 5.9, 5.868253968253969)","(10.0, 12.0, 11.936708860759493)","(4.6, 5.7, 5.397478991596639)","(9.0, 10.5, 10.741071428571429)","(17.0, 21.0, 19.63235294117647)","(2.1, 2.48, 2.4615668202764978)"
07-01-2023 12:26:40.533258,"(5.0, 5.9, 5.870149253731344)","(10.0, 12.0, 11.927244582043343)","(4.6, 5.4, 5.385384615384615)","(9.0, 11.0, 10.695205479452055)","(17.0, 21.0, 20.13888888888889)","(2.1, 2.5, 2.4691891891891893)"
07-01-2023 12:26:41.738226,"(5.0, 5.8, 5.770212765957447)","(10.0, 12.0, 11.935275080906148)","(4.6, 5.4, 5.394736842105264)","(10.0, 11.0, 10.688461538461539)","(17.0, 21.0, 19.67142857142857)","(2.15, 2.48, 2.4479876160990712)"
07-01-2023 12:26:42.926779,"(5.0, 5.9, 5.82912087912088)","(10.0, 12.0, 11.933554817275748)","(4.6, 5.4, 5.394736842105264)","(10.0, 11.0, 10.704379562043796)","(17.0, 21.0, 20.409523809523808)","(2.15, 2.5, 2.4630155210643014)"
07-01-2023 12:26:44.075508,"(5.0, 5.9, 5.797596153846154)","(10.0, 12.0, 11.933554817275748)","(4.6, 5.4, 5.368789808917198)","(10.0, 11.0, 10.720689655172414)","(17.0, 21.0, 20.403846153846153)","(2.15, 2.5, 2.482752100840336)"
07-01-2023 12:26:45.325578,"(5.0, 5.8, 5.770666666666666)","(10.0, 12.0, 11.954545454545455)","(4.6, 5.5, 5.487837837837838)","(10.0, 11.0, 10.720689655172414)","(17.0, 21.0, 20.38)","(2.15, 2.5, 2.461899641577061)"
07-01-2023 12:26:46.455756,"(5.0, 5.8, 5.770666666666666)","(10.0, 12.0, 11.954545454545455)","(4.6, 5.5, 5.48974358974359)","(10.0, 11.0, 10.676470588235293)","(17.0, 21.0, 20.159663865546218)","(2.15, 2.5, 2.437308176100629)"
07-01-2023 12:26:47.448958,"(5.0, 5.9, 5.818384401114206)","(10.0, 12.0, 11.977031802120141)","(4.6, 5.5, 5.48974358974359)","(10.0, 11.0, 10.616883116883116)","(17.0, 21.0, 20.159663865546218)","(2.15, 2.44, 2.437227979274611)"
07-01-2023 12:26:48.577092,"(5.0, 5.9, 5.8188571428571425)","(10.0, 12.0, 11.963917525773196)","(4.6, 5.5, 5.506666666666667)","(10.0, 11.0, 10.613924050632912)","(17.0, 21.0, 19.950819672131146)","(2.15, 2.44, 2.4366666666666665)"
07-01-2023 12:26:49.713517,"(5.0, 5.9, 5.818282548476454)","(10.0, 12.0, 11.980456026058633)","(4.6, 5.6, 5.551246537396121)","(10.0, 11.0, 10.555276381909549)","(17.0, 20.0, 20.666666666666668)","(2.15, 2.44, 2.454870395634379)"
07-01-2023 12:26:50.862782,"(5.0, 5.9, 5.820448179271708)","(10.0, 12.0, 11.965299684542586)","(4.6, 5.6, 5.549350649350649)","(10.0, 11.0, 10.484913793103448)","(17.0, 21.0, 20.659574468085108)","(2.15, 2.46, 2.471830985915493)"
07-01-2023 12:26:51.985435,"(5.0, 5.9, 5.805038759689922)","(10.0, 12.0, 11.955465587044534)","(4.6, 5.6, 5.499095022624434)","(10.0, 10.5, 10.487179487179487)","(17.0, 21.0, 20.659574468085108)","(2.15, 2.48, 2.4612172088142708)"
07-01-2023 12:26:53.009351,"(5.0, 5.9, 5.8188741721854305)","(10.0, 12.0, 11.898268398268398)","(4.6, 5.5, 5.490871369294606)","(10.0, 10.5, 10.487179487179487)","(17.0, 21.0, 20.640449438202246)","(2.15, 2.5, 2.461183673469388)"
07-01-2023 12:26:54.170336,"(5.0, 5.9, 5.830344827586207)","(10.0, 12.0, 11.859375)","(4.6, 5.5, 5.489387755102041)","(10.0, 10.5, 10.487179487179487)","(17.0, 21.0, 20.640449438202246)","(2.15, 2.5, 2.4610760667903526)"
07-01-2023 12:26:55.277640,"(5.0, 5.9, 5.844982698961938)","(10.0, 12.0, 11.859375)","(4.6, 5.5, 5.489387755102041)","(10.0, 10.5, 10.485645933014354)","(17.0, 21.0, 20.640449438202246)","(2.15, 2.5, 2.4610770659238623)"
07-01-2023 12:26:56.299295,"(5.0, 5.9, 5.844982698961938)","(10.0, 12.0, 11.859375)","(4.6, 5.5, 5.489387755102041)","(10.0, 10.5, 10.485645933014354)","(17.0, 21.0, 20.0)","(2.15, 2.5, 2.4505810397553516)"
07-01-2023 12:26:57.509043,"(5.0, 5.9, 5.8205)","(10.0, 12.0, 11.83710407239819)","(4.6, 5.6, 5.56156862745098)","(10.0, 11.0, 10.433884297520661)","(17.0, 21.0, 19.944444444444443)","(2.15, 2.5, 2.4598319327731093)"
07-01-2023 12:26:58.721325,"(5.0, 5.9, 5.779130434782609)","(10.0, 12.0, 11.570175438596491)","(4.6, 5.6, 5.558474576271186)","(10.0, 11.0, 10.440389294403893)","(17.0, 21.0, 19.86)","(2.15, 2.46, 2.4826993865030675)"
07-01-2023 12:26:59.871385,"(5.0, 5.8, 5.727333333333333)","(10.0, 12.0, 11.570175438596491)","(4.6, 5.6, 5.558474576271186)","(10.0, 11.0, 10.440389294403893)","(17.0, 21.0, 19.86)","(2.15, 2.5, 2.481658536585366)"
07-01-2023 12:27:00.915337,"(5.0, 5.8, 5.725625)","(10.0, 12.0, 11.56857142857143)","(4.6, 5.5, 5.494897959183674)","(10.0, 11.0, 10.429268292682927)","(17.0, 21.0, 19.86)","(2.15, 2.5, 2.481658536585366)"
07-01-2023 12:27:02.025595,"(5.0, 5.8, 5.755021834061135)","(10.0, 12.0, 11.572727272727272)","(4.6, 5.5, 5.474181818181818)","(10.0, 11.0, 10.57473309608541)","(17.0, 21.0, 20.25)","(2.15, 2.5, 2.4514786967418547)"
07-01-2023 12:27:03.168958,"(5.0, 5.8, 5.7439024390243905)","(10.0, 12.0, 11.571782178217822)","(4.6, 5.5, 5.474181818181818)","(10.0, 11.0, 10.5)","(17.0, 21.0, 19.903846153846153)","(2.15, 2.46, 2.452286689419795)"
07-01-2023 12:27:04.303178,"(5.0, 5.9, 5.830357142857143)","(10.0, 11.5, 11.473451327433628)","(4.6, 5.6, 5.545061728395061)","(10.0, 11.0, 10.434782608695652)","(17.0, 21.0, 19.45)","(2.15, 2.48, 2.47774011299435)"
