,Sirius Bill,Shes Sleek,Galloping Black,Just As Nice,Rubeson,Silver Skylark,Sirius Suzie,Skylark Bully
06-01-2023 13:53:46.063028,"(3.9, 5.9, 5.166666666666667)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.7827586206896555)","(11.0, 21.0, 20.0)","(2.7, 3.35, 2.9419999999999997)","(21.0, 65.0, 60.5)","(4.6, 6.2, 5.463636363636364)","(101.0, 520.0, 315.0)"
06-01-2023 13:53:47.278356,"(3.9, 5.9, 4.957142857142857)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.7827586206896555)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 65.0, 60.5)","(4.6, 6.2, 5.463636363636364)","(101.0, 520.0, 315.0)"
06-01-2023 13:53:48.523830,"(3.9, 5.9, 5.166666666666667)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.7827586206896555)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 65.0, 60.5)","(4.6, 6.2, 5.438461538461539)","(101.0, 520.0, 275.0)"
06-01-2023 13:53:49.832759,"(3.9, 5.9, 5.166666666666667)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.8919999999999995)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.0405263157894735)","(21.0, 65.0, 60.5)","(4.6, 6.2, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:51.163436,"(3.9, 5.9, 5.166666666666667)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.7)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(21.0, 65.0, 60.5)","(4.6, 5.6, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:52.427823,"(3.9, 5.9, 5.35)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.828571428571428)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(21.0, 65.0, 60.5)","(4.6, 5.6, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:53.673791,"(3.9, 5.9, 5.075)","(8.5, 14.0, 11.375)","(4.2, 6.0, 5.828571428571428)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(21.0, 65.0, 60.5)","(4.6, 5.6, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:54.873139,"(3.9, 5.9, 5.35)","(8.5, 14.0, 12.055555555555555)","(4.2, 6.0, 5.828571428571428)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(21.0, 65.0, 60.5)","(4.6, 5.6, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:56.382602,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.25)","(4.2, 6.0, 5.922580645161291)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(21.0, 65.0, 60.5)","(4.6, 5.6, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:57.704532,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.25)","(4.2, 6.0, 5.922580645161291)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(21.0, 65.0, 60.5)","(4.6, 5.6, 5.317142857142857)","(101.0, 440.0, 275.0)"
06-01-2023 13:53:59.042622,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.25)","(4.0, 6.0, 5.922580645161291)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 65.0, 60.5)","(5.0, 5.6, 5.317142857142857)","(91.0, 440.0, 275.0)"
06-01-2023 13:54:00.229498,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.25)","(4.0, 6.0, 5.922580645161291)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 65.0, 60.5)","(5.0, 5.6, 5.317142857142857)","(91.0, 440.0, 275.0)"
06-01-2023 13:54:01.478509,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.922580645161291)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 65.0, 54.92307692307692)","(5.0, 5.6, 5.317142857142857)","(91.0, 440.0, 275.0)"
06-01-2023 13:54:02.783138,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.922580645161291)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 60.0, 54.92307692307692)","(5.0, 5.6, 5.128571428571428)","(91.0, 440.0, 275.0)"
06-01-2023 13:54:04.032993,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.128571428571428)","(91.0, 440.0, 186.0)"
06-01-2023 13:54:05.191234,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.1499999999999995)","(91.0, 490.0, 295.0)"
06-01-2023 13:54:06.361706,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.123846153846154)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.1499999999999995)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:07.703231,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.1330769230769233)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.1499999999999995)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:09.015090,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.1330769230769233)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.1499999999999995)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:10.392077,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.1330769230769233)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.1499999999999995)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:11.861522,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(5.0, 5.6, 5.633333333333334)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:13.403938,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(5.0, 5.9, 5.633333333333334)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:15.185377,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.907692307692308)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(5.0, 5.9, 5.633333333333334)","(91.0, 490.0, 300.0)"
06-01-2023 13:54:17.147756,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.838461538461538)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(91.0, 490.0, 300.0)"
06-01-2023 13:54:18.480717,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(91.0, 490.0, 186.0)"
06-01-2023 13:54:19.722802,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(91.0, 490.0, 186.0)"
06-01-2023 13:54:21.188848,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 56.33333333333333)","(4.6, 5.9, 5.633333333333334)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:22.578036,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 56.33333333333333)","(4.6, 5.9, 5.633333333333334)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:23.842803,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 56.33333333333333)","(4.6, 5.9, 5.633333333333334)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:25.241679,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(91.0, 480.0, 295.0)"
06-01-2023 13:54:26.444930,"(4.0, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.0, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(20.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:27.671453,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:28.853567,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:30.048809,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:31.408111,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:32.733697,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:34.126184,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:35.410723,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:36.531821,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:37.762009,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:39.047411,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:40.273601,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:41.431063,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:42.676340,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:43.877026,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:45.133213,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.7, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:46.285838,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:47.398520,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:48.531805,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:49.783615,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:50.875698,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:51.934367,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.0)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:53.119464,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.875)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:54.334746,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.875)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:55.518468,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.875)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:56.812678,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.875)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:58.030547,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.666666666666668)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:54:59.133646,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.666666666666668)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:00.368946,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.22222222222222)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.633333333333334)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:01.607238,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.6)","(2.8, 3.35, 3.01)","(21.0, 60.0, 58.42857142857143)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:02.762188,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 19.6)","(2.8, 3.35, 2.92625)","(21.0, 60.0, 58.0)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:03.971931,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.25)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 57.5)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:05.189260,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.25)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 57.0)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:06.328078,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.25)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 57.42857142857143)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:07.508584,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.25)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:08.807177,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.25)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.7857142857142865)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:10.033320,"(3.9, 5.9, 5.075)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.615384615384617)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.442857142857143)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:11.233984,"(3.9, 5.9, 5.392307692307693)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.615384615384617)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.442857142857143)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:12.453217,"(3.9, 5.9, 5.392307692307693)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.642857142857142)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.442857142857143)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:13.673991,"(3.9, 5.9, 5.428571428571429)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.807692307692307)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.442857142857143)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:14.826308,"(3.9, 5.9, 5.428571428571429)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.5)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.442857142857143)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:16.079203,"(3.9, 5.9, 5.6937500000000005)","(8.5, 14.0, 12.653846153846153)","(4.2, 6.0, 5.927586206896551)","(11.0, 21.0, 20.642857142857142)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.442857142857143)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:17.256985,"(3.9, 5.9, 5.639130434782609)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:18.371637,"(3.9, 5.9, 5.639130434782609)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:19.570618,"(3.9, 5.9, 5.75)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:20.813704,"(3.9, 5.9, 5.75)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:22.132763,"(3.9, 5.9, 5.75)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.3, 2.9166666666666665)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 186.0)"
06-01-2023 13:55:23.408635,"(3.9, 5.9, 5.75)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.3, 2.9518181818181817)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 490.0, 295.0)"
06-01-2023 13:55:24.643828,"(3.9, 5.9, 5.733333333333333)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.75)","(2.8, 3.25, 2.9518181818181817)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:25.849960,"(3.9, 5.9, 5.733333333333333)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.25, 2.9035294117647057)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:27.084699,"(3.9, 5.9, 5.733333333333333)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.2, 2.9035294117647057)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:28.340125,"(3.9, 5.9, 5.733333333333333)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.75)","(2.8, 3.2, 2.9035294117647057)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:29.591876,"(3.9, 5.9, 5.733333333333333)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.2, 2.9035294117647057)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:30.737302,"(3.9, 5.9, 5.514285714285714)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.2, 2.9035294117647057)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
06-01-2023 13:55:31.860553,"(3.9, 5.9, 5.514285714285714)","(9.0, 14.0, 12.653846153846153)","(4.4, 6.0, 5.927586206896551)","(11.0, 21.0, 20.583333333333332)","(2.8, 3.2, 2.9035294117647057)","(21.0, 60.0, 58.2)","(4.6, 5.9, 5.536363636363636)","(101.0, 480.0, 295.0)"
