,Amuri Andy,Know Ratio,Caesar Lies,Made The Cut,Nighthawk Jink,Right On Ramsay,Miss Adobe,Homebush Archie
16-12-2022 11:49:16.042574,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:17.152785,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:18.441365,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:19.596652,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:20.898727,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 19.55)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 153.33333333333331)","(14.0, 140.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:22.228477,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 153.33333333333331)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:23.504494,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:24.844835,"(1.95, 2.06, 1.9894117647058824)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:26.122793,"(1.95, 2.06, 1.9894117647058824)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:27.462979,"(1.95, 2.06, 1.9894117647058824)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:28.750166,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:30.031698,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:31.325328,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:32.586205,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:33.896005,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:35.154292,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:36.377192,"(1.95, 2.06, 1.9676923076923076)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.351111111111111)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:37.621619,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.114285714285714)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:38.979368,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 5.114285714285714)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:40.477287,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:42.111357,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:43.527671,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:44.866928,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:46.257987,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:47.700335,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.75)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:49.026701,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 19.55)","(2.35, 6.2, 3.976470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:50.417547,"(1.95, 2.06, 1.9188235294117646)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.2, 4.0440000000000005)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:51.743791,"(1.95, 2.06, 2.0019354838709678)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.8529411764705883)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:52.996708,"(1.95, 2.06, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.8529411764705883)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:54.379983,"(1.95, 2.06, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.7375)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:56.267837,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.7375)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:57.910226,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.7375)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:59.598495,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:01.198640,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:02.822200,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:04.336505,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:05.796315,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:07.166078,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:08.613439,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 3.922857142857143)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:10.148893,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.9, 4.885)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:11.776819,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 4.885)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:13.203833,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 4.885)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:14.666071,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 4.885)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:16.209317,"(1.95, 2.02, 1.9849999999999999)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 5.316470588235294)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:17.778627,"(1.95, 2.02, 1.9237499999999998)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 5.201538461538462)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:19.289469,"(1.95, 2.02, 1.9237499999999998)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 5.201538461538462)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:20.514309,"(1.95, 2.02, 2.006082474226804)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 5.7, 5.624615384615384)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:21.761479,"(1.95, 2.02, 2.006082474226804)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.2, 4.867777777777778)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:22.985211,"(1.95, 2.02, 2.006082474226804)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.867777777777778)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:24.233236,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.867777777777778)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:25.453913,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.867777777777778)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:26.637756,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.867777777777778)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:50:27.864630,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.43)","(19.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 33.85714285714286)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:29.155211,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.43)","(19.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 33.85714285714286)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:30.524831,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.43)","(19.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 33.85714285714286)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:31.990517,"(1.95, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.35, 6.4, 4.43)","(19.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 33.85714285714286)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:33.273808,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.4, 6.4, 4.43)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 82.0)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:34.478263,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.4, 6.4, 4.747741935483871)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:35.768449,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.2)","(2.4, 6.4, 3.215)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:36.946952,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 35.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.4, 3.536)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:38.217728,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 35.22222222222222)","(10.0, 23.0, 16.2)","(2.4, 6.0, 4.532)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:39.448153,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 5.9, 4.5920000000000005)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:40.775358,"(1.9, 2.02, 1.9963157894736843)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.0, 4.5920000000000005)","(20.0, 230.0, 114.36363636363637)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:42.431810,"(1.9, 2.02, 2.0183636363636364)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.0, 4.5920000000000005)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:43.921177,"(1.9, 2.04, 2.0183636363636364)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.0, 4.5920000000000005)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:45.349727,"(1.9, 2.04, 2.0183636363636364)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.0, 4.454666666666666)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:46.709816,"(1.9, 2.04, 2.0183636363636364)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.2, 5.034545454545455)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:48.119930,"(1.9, 2.04, 2.0183636363636364)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 16.2)","(2.4, 6.0, 5.034545454545455)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:49.647278,"(1.9, 2.04, 2.0183636363636364)","(13.0, 42.0, 22.333333333333336)","(10.0, 23.0, 15.7)","(2.4, 6.0, 5.034545454545455)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 87.23076923076923)","(21.0, 240.0, 107.4)"
16-12-2022 11:50:51.034401,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.0, 5.034545454545455)","(20.0, 230.0, 71.375)","(31.0, 310.0, 108.57142857142857)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:50:52.401412,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.0, 5.034545454545455)","(20.0, 230.0, 71.375)","(31.0, 310.0, 148.57142857142856)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:50:53.709238,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.0, 4.967272727272727)","(20.0, 230.0, 71.375)","(31.0, 450.0, 148.57142857142856)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:50:54.974507,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.4, 4.967272727272727)","(20.0, 230.0, 71.375)","(31.0, 450.0, 148.57142857142856)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:50:56.284208,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.4, 4.967272727272727)","(20.0, 230.0, 71.375)","(31.0, 450.0, 98.33333333333333)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:50:57.556899,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.4, 4.967272727272727)","(20.0, 230.0, 71.375)","(31.0, 450.0, 98.33333333333333)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:50:58.842264,"(1.9, 2.04, 1.89125)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.4, 4.967272727272727)","(20.0, 230.0, 71.375)","(31.0, 450.0, 98.33333333333333)","(15.0, 150.0, 82.0)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:00.239489,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.0, 4.712727272727273)","(20.0, 230.0, 71.375)","(31.0, 450.0, 149.28571428571428)","(15.0, 150.0, 59.666666666666664)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:01.737022,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.0, 5.470000000000001)","(20.0, 230.0, 71.375)","(31.0, 450.0, 149.28571428571428)","(15.0, 150.0, 59.666666666666664)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:03.177204,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 5.077999999999999)","(20.0, 230.0, 71.375)","(31.0, 450.0, 149.28571428571428)","(15.0, 150.0, 46.5625)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:04.743369,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.077999999999999)","(20.0, 230.0, 71.375)","(31.0, 450.0, 149.28571428571428)","(15.0, 100.0, 46.5625)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:06.450454,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.077999999999999)","(21.0, 230.0, 71.375)","(31.0, 450.0, 149.28571428571428)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:07.942376,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.077999999999999)","(21.0, 230.0, 71.375)","(31.0, 450.0, 149.28571428571428)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:51:09.318071,"(1.9, 2.04, 1.9741176470588235)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.077999999999999)","(21.0, 230.0, 132.3846153846154)","(31.0, 450.0, 223.0)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:10.739019,"(1.9, 2.04, 2.006060606060606)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.077999999999999)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 223.0)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
