,Fenton,Ovoid,Reckless Intention,Zillions,Cmon Mate,Charlie Foxtrot,Cyclone Rupert,Lims Synergy,Pennypacker,Star Legacy
08-01-2023 14:46:07.280593,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.428571428571429)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.926923076923076)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:08.541368,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.428571428571429)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.926923076923076)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:09.782476,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.428571428571429)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.926923076923076)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:11.095115,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.926923076923076)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:12.259392,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:13.435913,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:14.648074,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:15.875199,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:17.194868,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:18.445634,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:19.707454,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 65.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 24.333333333333332)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:20.887413,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 90.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 38.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:22.000147,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 14.36)","(11.0, 36.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:23.156293,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 17.0, 15.5)","(11.0, 36.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:24.321993,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 16.5, 15.5)","(11.0, 36.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:25.558162,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 150.0)","(12.0, 16.5, 15.5)","(11.0, 36.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:26.967410,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 73.85714285714286)","(101.0, 220.0, 213.0)","(31.0, 200.0, 100.0)","(12.0, 16.5, 15.5)","(11.0, 36.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4633027522935778)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:28.226427,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 73.85714285714286)","(101.0, 220.0, 213.0)","(31.0, 200.0, 100.0)","(12.0, 16.5, 15.5)","(11.0, 36.0, 28.6)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:29.441333,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 85.0, 70.28571428571428)","(101.0, 220.0, 213.0)","(31.0, 200.0, 100.0)","(12.0, 16.5, 15.5)","(11.0, 36.0, 25.0)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:30.613187,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 80.0, 70.28571428571428)","(101.0, 220.0, 213.0)","(31.0, 200.0, 100.0)","(12.0, 16.5, 15.5)","(11.0, 30.0, 25.0)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:31.848632,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 80.0, 70.28571428571428)","(101.0, 220.0, 213.0)","(31.0, 200.0, 100.0)","(12.0, 16.5, 15.5)","(11.0, 30.0, 25.0)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:33.065205,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 80.0, 70.28571428571428)","(101.0, 220.0, 213.0)","(31.0, 200.0, 100.0)","(12.0, 16.5, 15.5)","(11.0, 30.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:34.293603,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.921739130434783)","(41.0, 80.0, 70.28571428571428)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 16.5, 15.5)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:35.587533,"(7.5, 12.0, 10.8)","(5.0, 8.2, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 16.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:36.874019,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:38.038475,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:39.255703,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:40.430542,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:41.631172,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:43.087865,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:44.379794,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:45.581611,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.125)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:46.800754,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 29.0, 26.125)","(3.6, 5.1, 4.7727272727272725)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:47.958815,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 29.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:49.140742,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:50.349611,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:51.689091,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:52.943113,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:54.100155,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:55.243445,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.86)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:56.446400,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:57.604947,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:58.758937,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:46:59.971721,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:01.230318,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:02.458182,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:03.844240,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:05.053665,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4649507119386636)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:06.230429,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:07.536648,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:08.899055,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:10.194665,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 15.333333333333334)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:11.416381,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:12.592904,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:13.721408,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.68)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:14.883202,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:16.125309,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:17.437192,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:18.741500,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 97.33333333333334)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.9559999999999995)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:20.081728,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 161.5)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.725)","(2.25, 2.5, 2.4827213822894167)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:21.371432,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 161.5)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.71111111111111)","(2.25, 2.5, 2.4810874704491725)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:22.607543,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 71.66666666666667)","(101.0, 220.0, 213.0)","(31.0, 200.0, 161.5)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 5.1, 4.406763285024155)","(2.25, 2.5, 2.4827213822894167)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:23.841158,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 161.5)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.4827213822894167)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:25.092137,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 161.5)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.4827213822894167)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:26.380469,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 172.0)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.483453981385729)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:27.686716,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 172.0)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 23.8)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.483453981385729)","(101.0, 220.0, 146.66666666666666)"
08-01-2023 14:47:28.907581,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 60.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 172.0)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 26.6875)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.483453981385729)","(101.0, 220.0, 165.0)"
08-01-2023 14:47:30.089520,"(7.5, 12.0, 10.8)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 149.33333333333331)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 26.6875)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.483453981385729)","(101.0, 220.0, 165.0)"
08-01-2023 14:47:31.318547,"(7.5, 12.0, 10.9)","(5.0, 7.8, 7.733333333333333)","(41.0, 80.0, 70.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 169.6)","(12.0, 15.5, 14.521739130434783)","(11.0, 28.0, 26.6875)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.483453981385729)","(101.0, 220.0, 165.0)"
08-01-2023 14:47:32.587137,"(7.5, 12.0, 10.9)","(5.0, 7.8, 7.828571428571428)","(41.0, 80.0, 68.0)","(101.0, 220.0, 213.0)","(31.0, 200.0, 169.6)","(12.0, 15.5, 14.75)","(11.0, 28.0, 26.6875)","(3.6, 4.6, 4.406763285024155)","(2.25, 2.5, 2.483453981385729)","(101.0, 220.0, 165.0)"
