,Floral Marg,Limitless Speed,Inconsequential,Wild Rumour,New To Me,Jebrynah Astra,Galileo Brae
16-12-2022 13:02:25.227119,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 7.078787878787879)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 6.0, 5.380645161290323)","(31.0, 230.0, 93.5)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:26.118116,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 7.078787878787879)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 6.0, 5.380645161290323)","(31.0, 230.0, 93.5)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:27.078186,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 7.078787878787879)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.53888888888889)","(31.0, 230.0, 93.5)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:28.061781,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 7.078787878787879)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.5)","(31.0, 230.0, 93.5)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:29.229923,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.5)","(31.0, 230.0, 93.5)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:30.146290,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.5)","(31.0, 230.0, 93.5)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:31.144823,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.5)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:32.485325,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:33.568709,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:34.661683,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:35.808202,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.233333333333333)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:36.868516,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.26)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:37.889005,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:38.828695,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:39.782579,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:40.743350,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 3.3, 3.0238095238095237)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:41.809338,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 2.96, 2.9085714285714284)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.233333333333333)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:42.866037,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 2.96, 2.9085714285714284)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:43.851749,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 2.96, 2.9085714285714284)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:44.946534,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 2.96, 2.9085714285714284)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.42)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:46.037999,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 6.718181818181819)","(2.25, 2.96, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.9, 5.26)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:47.104621,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.8, 7.12)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.375)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:48.172307,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.6, 7.25)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.375)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 24.666666666666668)"
16-12-2022 13:02:49.224607,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.413636363636363)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:50.171865,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.413636363636363)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:51.265069,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.413636363636363)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:52.369116,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.392)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:53.547913,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.94, 2.83)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.392)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:54.655609,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.92, 2.8666666666666667)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.657142857142857)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:55.684932,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.92, 2.8666666666666667)","(6.0, 8.0, 6.852173913043478)","(4.8, 5.8, 5.723076923076923)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:56.721526,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 7.052173913043478)","(2.25, 2.92, 2.8036363636363633)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.723076923076923)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 25.142857142857142)"
16-12-2022 13:02:57.751675,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.92, 2.8036363636363633)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.723076923076923)","(31.0, 230.0, 180.36363636363637)","(12.0, 28.0, 26.666666666666668)"
16-12-2022 13:02:58.732715,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8635294117647057)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.723076923076923)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 26.666666666666668)"
16-12-2022 13:02:59.757802,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8635294117647057)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.723076923076923)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 26.666666666666668)"
16-12-2022 13:03:00.811579,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8834146341463414)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.723076923076923)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 26.666666666666668)"
16-12-2022 13:03:01.820057,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8834146341463414)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 26.666666666666668)"
16-12-2022 13:03:02.776495,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.893913043478261)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:03.774702,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.9296969696969697)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:04.840922,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.9296969696969697)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:05.836722,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.88)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:06.907564,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.893333333333333)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:07.898469,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.893333333333333)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:08.868701,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.893333333333333)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:09.855921,"(4.0, 6.8, 6.359999999999999)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.893333333333333)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:10.926704,"(4.2, 6.8, 6.386206896551724)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.96, 2.8548571428571425)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:11.987440,"(4.2, 6.8, 6.386206896551724)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8617142857142857)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.0)"
16-12-2022 13:03:12.959485,"(4.2, 6.8, 6.386206896551724)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8771428571428572)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.728571428571429)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.333333333333332)"
16-12-2022 13:03:13.975270,"(4.2, 6.8, 6.386206896551724)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8952941176470586)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.746666666666666)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.333333333333332)"
16-12-2022 13:03:15.025963,"(4.2, 6.8, 6.4363636363636365)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8870967741935485)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.746666666666666)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.333333333333332)"
16-12-2022 13:03:16.086688,"(4.2, 6.8, 6.4363636363636365)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8870967741935485)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.746666666666666)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 27.333333333333332)"
16-12-2022 13:03:17.137368,"(4.2, 6.8, 6.4363636363636365)","(7.0, 7.4, 6.978947368421053)","(2.25, 2.98, 2.8870967741935485)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.7)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:18.302895,"(4.2, 6.8, 6.4363636363636365)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8771428571428572)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.7)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:19.425712,"(4.2, 6.8, 6.5777777777777775)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8771428571428572)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.7)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:20.402501,"(4.2, 6.8, 6.4363636363636365)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8771428571428572)","(6.0, 8.0, 7.006451612903225)","(4.8, 5.8, 5.7)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:21.429679,"(4.2, 6.8, 6.4363636363636365)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8771428571428572)","(6.0, 8.0, 7.430769230769231)","(4.8, 5.8, 5.733333333333333)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:22.448263,"(4.2, 6.8, 6.235294117647059)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8648)","(6.0, 7.8, 7.2749999999999995)","(4.8, 5.8, 5.733333333333333)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:23.429066,"(4.2, 6.8, 6.363636363636363)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8648)","(6.0, 7.8, 7.2749999999999995)","(4.8, 5.8, 5.75)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:24.415644,"(4.2, 6.8, 6.363636363636363)","(7.0, 7.4, 6.828571428571428)","(2.25, 2.98, 2.8449999999999998)","(6.0, 7.8, 7.2749999999999995)","(4.8, 5.8, 5.75)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:25.409636,"(4.2, 6.8, 6.376470588235295)","(7.0, 7.4, 7.0)","(2.25, 2.68, 2.6766666666666667)","(6.0, 7.8, 7.16)","(4.8, 6.0, 5.828571428571428)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:26.349981,"(4.2, 6.8, 6.32)","(7.0, 7.4, 6.929411764705883)","(2.25, 2.7, 2.6349333333333336)","(6.0, 7.8, 7.104347826086957)","(4.8, 6.0, 5.828571428571428)","(41.0, 230.0, 180.36363636363637)","(13.0, 28.0, 25.142857142857142)"
16-12-2022 13:03:27.283903,"(4.2, 6.8, 6.4)","(7.0, 7.4, 6.929411764705883)","(2.25, 2.7, 2.6349333333333336)","(6.0, 7.8, 7.104347826086957)","(4.8, 6.0, 5.8769230769230765)","(41.0, 230.0, 184.5)","(13.0, 28.0, 25.75)"
16-12-2022 13:03:28.452139,"(4.2, 6.8, 6.714285714285714)","(7.0, 7.4, 7.446153846153846)","(2.25, 2.6, 2.685)","(6.0, 7.8, 7.226086956521739)","(4.8, 6.2, 6.242857142857142)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:29.540914,"(4.2, 7.0, 6.782608695652174)","(7.0, 7.6, 7.215384615384615)","(2.25, 2.7, 2.685)","(6.0, 7.8, 6.883333333333333)","(4.8, 6.6, 5.85)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:30.567148,"(4.2, 7.0, 6.5)","(7.0, 7.6, 7.215384615384615)","(2.25, 2.7, 2.685)","(6.0, 7.8, 6.883333333333333)","(4.8, 6.6, 5.85)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:31.663239,"(4.2, 7.0, 6.733333333333333)","(7.0, 7.4, 7.0)","(2.25, 2.7, 2.6862500000000002)","(6.0, 7.8, 7.341666666666667)","(4.8, 6.6, 5.7562500000000005)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:32.759474,"(4.2, 7.2, 6.5)","(7.0, 7.4, 7.0)","(2.25, 2.7, 2.690769230769231)","(6.0, 7.8, 7.341666666666667)","(4.8, 6.6, 5.7562500000000005)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:33.827658,"(4.2, 7.2, 6.5)","(7.0, 7.4, 7.0)","(2.25, 2.7, 2.6725000000000003)","(6.0, 7.8, 7.341666666666667)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:34.906283,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 6.955555555555556)","(2.25, 2.7, 2.688421052631579)","(6.0, 7.8, 7.341666666666667)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:35.962011,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 6.955555555555556)","(2.25, 2.7, 2.688421052631579)","(6.0, 7.8, 7.341666666666667)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.5)"
16-12-2022 13:03:37.036439,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.7, 2.688421052631579)","(6.0, 7.8, 7.188888888888888)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 27.076923076923077)"
16-12-2022 13:03:38.007274,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.72, 2.6624000000000003)","(6.0, 7.8, 7.188888888888888)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 27.076923076923077)"
16-12-2022 13:03:39.021612,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.72, 2.68)","(6.0, 7.8, 7.188888888888888)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 27.076923076923077)"
16-12-2022 13:03:40.098230,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.713333333333333)","(6.0, 7.8, 7.188888888888888)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 27.25)"
16-12-2022 13:03:41.194818,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.713333333333333)","(6.0, 7.8, 7.336842105263158)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 27.25)"
16-12-2022 13:03:42.317905,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.7264)","(6.0, 7.8, 7.336842105263158)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:43.447778,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.7264)","(6.0, 7.8, 7.336842105263158)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:44.544112,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.7264)","(6.0, 7.8, 7.336842105263158)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:45.531937,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.7264)","(6.0, 7.8, 7.336842105263158)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:46.636253,"(4.2, 7.2, 6.800000000000001)","(7.0, 7.4, 6.955555555555556)","(2.25, 2.76, 2.6941176470588233)","(6.0, 7.8, 7.066666666666666)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:47.732254,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 6.955555555555556)","(2.25, 2.76, 2.7199999999999998)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 95.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:48.706979,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.76, 2.723333333333333)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 110.0)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:49.700174,"(4.2, 7.2, 6.640000000000001)","(7.0, 7.4, 7.24)","(2.25, 2.78, 2.7472340425531914)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 183.33333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:50.743257,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.4, 7.24)","(2.25, 2.8, 2.7842857142857143)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 183.33333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:51.893653,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.4, 6.92)","(2.25, 2.78, 2.7157142857142857)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 230.0, 155.83333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:53.083653,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.2, 6.9)","(2.25, 2.78, 2.7157142857142857)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 220.0, 150.5263157894737)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:54.264309,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.2, 6.9)","(2.25, 2.78, 2.7157142857142857)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 220.0, 150.5263157894737)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:55.378425,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.2, 6.9)","(2.25, 2.78, 2.7157142857142857)","(6.0, 7.8, 7.221052631578948)","(4.8, 6.6, 5.747368421052632)","(41.0, 220.0, 197.08333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:56.502942,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.2, 6.9)","(2.25, 2.8, 2.7636363636363637)","(6.0, 7.8, 7.066666666666666)","(4.8, 6.6, 5.747368421052632)","(41.0, 210.0, 197.08333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:57.656918,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.0, 6.8)","(2.25, 2.78, 2.741904761904762)","(6.0, 7.8, 7.36)","(4.8, 6.6, 5.747368421052632)","(41.0, 210.0, 197.08333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:58.786013,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.0, 6.8)","(2.25, 2.78, 2.752)","(6.0, 7.8, 7.36)","(4.8, 6.6, 5.747368421052632)","(41.0, 210.0, 197.08333333333331)","(13.0, 28.0, 26.0)"
16-12-2022 13:03:59.893742,"(4.2, 7.2, 6.584615384615385)","(7.0, 7.0, 6.8)","(2.25, 2.78, 2.767272727272727)","(6.0, 7.8, 7.36)","(4.8, 6.6, 5.747368421052632)","(41.0, 210.0, 197.08333333333331)","(13.0, 28.0, 26.0)"
