,Showem Simon,Dont Yoube Naughty,Beau Hart,Bella Godiva,Just One Good One Nz,Trioli,Non Passare,Rocco Variety,Subtle Advice
12-01-2023 14:02:03.708368,"(21.0, 50.0, 45.5)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 8.8, 8.55)","(1.95, 99999, 99990)","(7.5, 11.0, 9.875)","(7.0, 9.2, 9.083333333333332)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.433333333333334)"
12-01-2023 14:02:05.203989,"(21.0, 48.0, 43.63636363636363)","(101.0, 220.0, 166.66666666666666)","(101.0, 220.0, 200.0)","(5.0, 8.8, 8.4)","(1.95, 99999, 99990)","(7.5, 11.0, 9.875)","(7.0, 9.2, 8.9)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.433333333333334)"
12-01-2023 14:02:06.745944,"(21.0, 48.0, 40.5)","(101.0, 220.0, 166.66666666666666)","(101.0, 220.0, 200.0)","(5.0, 9.0, 8.4)","(1.95, 99999, 99990)","(7.5, 11.0, 9.875)","(7.0, 9.4, 7.775)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.433333333333334)"
12-01-2023 14:02:08.214609,"(21.0, 48.0, 43.333333333333336)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 9.0, 9.1)","(1.95, 99999, 99990)","(7.5, 11.0, 9.875)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.2)"
12-01-2023 14:02:09.702653,"(21.0, 55.0, 46.666666666666664)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 9.6, 8.877777777777778)","(1.95, 99999, 99990)","(7.5, 11.0, 10.15)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.333333333333334)"
12-01-2023 14:02:11.058439,"(21.0, 55.0, 46.666666666666664)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 9.6, 8.980952380952381)","(1.95, 99999, 99990)","(7.5, 10.5, 9.947368421052632)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.333333333333334)"
12-01-2023 14:02:12.462511,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 194.28571428571428)","(101.0, 220.0, 200.0)","(5.0, 9.6, 8.5)","(1.95, 99999, 99990)","(7.5, 10.5, 9.947368421052632)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.466666666666667)"
12-01-2023 14:02:13.851325,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 153.33333333333334)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.176923076923076)","(1.95, 99999, 99990)","(7.5, 10.5, 9.1875)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.466666666666667)"
12-01-2023 14:02:15.261603,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.1)","(1.95, 99999, 99990)","(7.5, 10.5, 9.947368421052632)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.466666666666667)"
12-01-2023 14:02:16.643354,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 8.6)","(1.95, 99999, 99990)","(7.5, 10.5, 9.947368421052632)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.466666666666667)"
12-01-2023 14:02:18.106465,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 8.964705882352941)","(1.95, 99999, 99990)","(7.5, 10.5, 9.1875)","(7.0, 9.4, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:19.465036,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.933333333333334)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:20.876603,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 10.027777777777779)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:22.330478,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.4375)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:23.814813,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.4375)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:25.426642,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.4375)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:27.087660,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.4375)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:28.772150,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.4375)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:30.269470,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.5)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.3)"
12-01-2023 14:02:31.639375,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 11.0, 8.714285714285714)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.5)"
12-01-2023 14:02:33.004206,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 200.0)","(5.0, 9.6, 9.142857142857142)","(1.95, 99999, 99990)","(7.5, 10.5, 9.333333333333334)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 10.133333333333333)"
12-01-2023 14:02:34.462312,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.6)","(1.95, 99999, 99990)","(7.5, 10.5, 9.333333333333334)","(7.0, 9.2, 8.233333333333334)","(8.5, 10.0, 9.5)","(6.5, 12.0, 11.118181818181819)"
12-01-2023 14:02:35.883952,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 165.0)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.6)","(1.95, 99999, 99990)","(7.5, 10.5, 9.866666666666667)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.5, 9.916666666666666)"
12-01-2023 14:02:37.247798,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 9.78125)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.5, 10.272727272727273)"
12-01-2023 14:02:38.689027,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 9.2)","(1.95, 99999, 99990)","(7.5, 10.5, 9.78125)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.5, 10.428571428571429)"
12-01-2023 14:02:40.122091,"(21.0, 55.0, 45.714285714285715)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 9.78125)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.5)"
12-01-2023 14:02:41.588148,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 8.714285714285714)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.0, 9.666666666666668)"
12-01-2023 14:02:43.091092,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 9.25)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.0)"
12-01-2023 14:02:44.567832,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 9.805555555555555)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.0, 9.714285714285714)"
12-01-2023 14:02:46.002877,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 9.805555555555555)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.55)"
12-01-2023 14:02:47.465124,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 9.2)","(1.95, 99999, 99990)","(7.5, 10.5, 8.583333333333332)","(7.0, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:48.862629,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 8.528571428571428)","(7.0, 9.4, 8.6)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:50.251705,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 9.2)","(1.95, 99999, 99990)","(7.5, 10.5, 10.17142857142857)","(7.0, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:51.537698,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 10.5, 9.266666666666667)","(7.0, 9.2, 8.24)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:52.856520,"(21.0, 55.0, 49.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 11.0, 9.55)","(7.0, 9.2, 8.333333333333334)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:54.304969,"(21.0, 55.0, 49.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 9.2)","(1.95, 99999, 99990)","(7.5, 10.5, 10.6)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:55.780267,"(21.0, 55.0, 49.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:57.197564,"(21.0, 55.0, 49.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 11.0, 10.120000000000001)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:58.593066,"(21.0, 55.0, 49.8)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.71111111111111)","(1.95, 99999, 99990)","(7.5, 11.0, 9.82)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:02:59.956626,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.6, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 10.5, 10.120000000000001)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:03:01.376179,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.4, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:03:02.777990,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.4, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 11.0, 9.879999999999999)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.6)","(6.5, 11.0, 10.1)"
12-01-2023 14:03:04.229730,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.4, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 11.0, 10.345454545454546)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.1)"
12-01-2023 14:03:05.585612,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.4, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 10.5, 10.04)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 9.666666666666668)"
12-01-2023 14:03:06.873543,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.4, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 11.0, 10.04)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 9.666666666666668)"
12-01-2023 14:03:08.235647,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 204.0)","(5.0, 9.4, 8.959999999999999)","(1.95, 99999, 99990)","(7.5, 11.0, 10.266666666666667)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.2)"
12-01-2023 14:03:09.634338,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.2, 9.28)","(1.95, 99999, 99990)","(7.5, 11.0, 10.266666666666667)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 9.666666666666668)"
12-01-2023 14:03:11.109593,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.6, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.511111111111111)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 9.666666666666668)"
12-01-2023 14:03:12.588984,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.7)","(6.5, 11.0, 10.127272727272727)"
12-01-2023 14:03:13.977315,"(21.0, 55.0, 46.333333333333336)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.5)","(6.5, 11.0, 9.628571428571428)"
12-01-2023 14:03:15.374991,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.5)","(6.5, 11.0, 9.628571428571428)"
12-01-2023 14:03:16.735336,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.2)","(7.0, 9.0, 8.166666666666666)","(8.5, 10.0, 9.5)","(6.5, 11.0, 9.628571428571428)"
12-01-2023 14:03:18.047956,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.333333333333334)","(7.0, 9.0, 8.4)","(8.5, 10.0, 9.485714285714286)","(6.5, 11.0, 10.316666666666666)"
12-01-2023 14:03:19.408974,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.333333333333334)","(7.0, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(6.5, 10.5, 10.133333333333333)"
12-01-2023 14:03:20.908636,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 9.057142857142857)","(1.95, 99999, 99990)","(7.5, 11.0, 10.333333333333334)","(7.0, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(6.5, 10.5, 10.133333333333333)"
12-01-2023 14:03:22.179449,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 8.8)","(1.95, 99999, 99990)","(7.5, 11.0, 10.4)","(7.0, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(6.5, 10.5, 10.133333333333333)"
12-01-2023 14:03:23.476290,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 8.8)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(6.5, 10.5, 10.05)"
12-01-2023 14:03:24.873320,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.0, 9.4, 8.399999999999999)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(7.0, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(6.5, 10.5, 10.133333333333333)"
12-01-2023 14:03:26.287012,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.5, 9.2, 8.563636363636363)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.4)","(8.5, 10.0, 9.6)","(7.0, 10.5, 10.133333333333333)"
12-01-2023 14:03:27.709020,"(21.0, 55.0, 51.25)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.5, 9.2, 9.0)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(7.0, 10.5, 10.9)"
12-01-2023 14:03:29.050171,"(21.0, 55.0, 48.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.5, 9.2, 9.0)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(7.0, 11.5, 9.925)"
12-01-2023 14:03:30.366877,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 205.45454545454544)","(5.5, 9.4, 9.0)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(7.0, 11.5, 9.925)"
12-01-2023 14:03:31.763364,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 202.85714285714286)","(5.5, 9.2, 8.563636363636363)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(7.0, 11.5, 9.925)"
12-01-2023 14:03:33.376784,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 202.85714285714286)","(5.5, 9.2, 8.563636363636363)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.4)","(8.5, 10.0, 9.485714285714286)","(7.0, 11.5, 9.925)"
12-01-2023 14:03:34.923555,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 202.85714285714286)","(5.5, 9.2, 8.563636363636363)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 8.8, 8.166666666666666)","(8.5, 10.0, 9.5)","(7.0, 11.5, 9.916666666666666)"
12-01-2023 14:03:36.371690,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 202.85714285714286)","(5.5, 9.2, 8.563636363636363)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.0, 8.166666666666666)","(8.5, 10.0, 9.5)","(7.0, 11.5, 10.0)"
12-01-2023 14:03:37.949656,"(21.0, 55.0, 46.5)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 208.0)","(5.5, 9.2, 8.563636363636363)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.0, 8.166666666666666)","(8.5, 10.0, 9.5)","(7.0, 11.5, 10.0)"
12-01-2023 14:03:39.485299,"(21.0, 55.0, 51.25)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 208.0)","(5.5, 9.2, 8.242105263157894)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.0, 8.714285714285714)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.45)"
12-01-2023 14:03:40.829588,"(21.0, 55.0, 51.25)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 208.0)","(5.5, 9.0, 8.200000000000001)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.0, 8.8)","(8.5, 10.0, 9.6)","(7.0, 11.5, 9.916666666666666)"
12-01-2023 14:03:42.270941,"(21.0, 55.0, 50.666666666666664)","(101.0, 220.0, 201.8181818181818)","(101.0, 220.0, 208.0)","(5.5, 8.8, 7.36)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.6, 8.3)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.0)"
12-01-2023 14:03:43.734975,"(21.0, 55.0, 46.5)","(101.0, 220.0, 201.8181818181818)","(101.0, 220.0, 208.0)","(5.5, 8.8, 7.9)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.8, 8.3)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.45)"
12-01-2023 14:03:45.211759,"(21.0, 55.0, 46.5)","(101.0, 220.0, 201.8181818181818)","(101.0, 220.0, 208.0)","(5.5, 8.8, 7.9)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.8, 8.3)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.55)"
12-01-2023 14:03:46.772121,"(21.0, 55.0, 46.5)","(101.0, 220.0, 201.8181818181818)","(101.0, 220.0, 208.0)","(5.5, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.8, 8.3)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.55)"
12-01-2023 14:03:48.359600,"(21.0, 55.0, 46.5)","(101.0, 220.0, 201.8181818181818)","(101.0, 220.0, 208.0)","(5.5, 8.8, 7.675000000000001)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.8, 8.3)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.55)"
12-01-2023 14:03:49.859164,"(21.0, 55.0, 46.5)","(101.0, 220.0, 201.8181818181818)","(101.0, 220.0, 208.0)","(5.5, 8.8, 8.329411764705883)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.8, 8.8)","(8.5, 10.0, 9.6)","(7.0, 11.5, 10.55)"
12-01-2023 14:03:51.492225,"(21.0, 55.0, 51.25)","(101.0, 220.0, 157.5)","(101.0, 220.0, 208.0)","(5.5, 8.8, 8.4)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.483333333333333)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.142857142857142)"
12-01-2023 14:03:52.970975,"(21.0, 55.0, 49.0)","(101.0, 220.0, 187.5)","(101.0, 220.0, 208.0)","(5.5, 8.8, 8.933333333333334)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.483333333333333)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.2)"
12-01-2023 14:03:54.434555,"(21.0, 55.0, 49.0)","(101.0, 210.0, 153.75)","(101.0, 220.0, 208.0)","(5.5, 9.6, 8.964705882352941)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.066666666666666)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.018181818181818)"
12-01-2023 14:03:55.822747,"(21.0, 55.0, 49.0)","(101.0, 210.0, 150.0)","(101.0, 220.0, 190.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.066666666666666)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.333333333333332)"
