,Bear Bonus,Billy Nailer,Shaquille,Authority,Stylish Rico,Alpha Ruler,Hendy,Bert And Kenny
14-12-2022 12:43:07.770647,"(3.4, 3.7, 3.60625)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.2, 6.523076923076923)","(51.0, 420.0, 217.0)","(7.5, 17.0, 15.0)","(61.0, 330.0, 171.1764705882353)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 18.75)"
14-12-2022 12:43:08.829627,"(3.3, 3.7, 3.4326732673267326)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.2, 6.582857142857143)","(71.0, 420.0, 262.5)","(8.0, 17.0, 15.0)","(81.0, 330.0, 195.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.8125)"
14-12-2022 12:43:09.948789,"(3.3, 3.65, 3.488235294117647)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.2, 6.523076923076923)","(71.0, 420.0, 272.72727272727275)","(8.0, 17.0, 15.0)","(81.0, 330.0, 195.0)","(3.0, 3.95, 3.5918367346938775)","(12.0, 20.0, 18.75)"
14-12-2022 12:43:11.092355,"(3.3, 3.65, 3.4625)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.2, 6.32)","(71.0, 420.0, 272.72727272727275)","(8.0, 17.0, 15.0)","(81.0, 330.0, 197.36842105263156)","(3.0, 3.95, 3.5918367346938775)","(12.0, 20.0, 19.11764705882353)"
14-12-2022 12:43:12.171404,"(3.3, 3.6, 3.4333333333333336)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.0, 6.333333333333334)","(71.0, 420.0, 272.72727272727275)","(8.0, 17.0, 15.0)","(81.0, 330.0, 214.0909090909091)","(3.0, 3.95, 3.6325581395348836)","(12.0, 20.0, 18.333333333333332)"
14-12-2022 12:43:13.658920,"(3.3, 3.55, 3.4055555555555554)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.0, 6.333333333333334)","(71.0, 420.0, 272.72727272727275)","(8.0, 17.0, 15.0)","(81.0, 330.0, 214.0909090909091)","(3.0, 3.95, 3.6325581395348836)","(12.0, 20.0, 19.11764705882353)"
14-12-2022 12:43:14.929842,"(3.3, 3.55, 3.4055555555555554)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.0, 6.304347826086957)","(71.0, 420.0, 318.75)","(8.0, 17.0, 15.37037037037037)","(81.0, 330.0, 235.55555555555554)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 18.51851851851852)"
14-12-2022 12:43:16.005078,"(3.3, 3.55, 3.4369565217391305)","(6.0, 7.8, 7.068292682926829)","(4.4, 7.0, 6.304347826086957)","(71.0, 420.0, 318.75)","(8.0, 17.0, 15.37037037037037)","(81.0, 330.0, 237.69230769230768)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 19.31818181818182)"
14-12-2022 12:43:17.164021,"(3.3, 3.5, 3.46)","(6.0, 7.6, 6.904347826086957)","(4.4, 7.0, 6.515151515151516)","(71.0, 420.0, 328.2352941176471)","(8.0, 17.0, 15.37037037037037)","(81.0, 330.0, 235.55555555555554)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 18.653846153846153)"
14-12-2022 12:43:18.242309,"(3.2, 3.5, 3.4763157894736842)","(6.0, 7.6, 6.904347826086957)","(4.6, 7.0, 6.428571428571429)","(71.0, 420.0, 328.2352941176471)","(8.0, 17.0, 14.23076923076923)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 18.392857142857142)"
14-12-2022 12:43:19.296278,"(3.2, 3.5, 3.4763157894736842)","(6.0, 7.6, 6.993939393939394)","(4.6, 7.0, 6.515151515151516)","(71.0, 420.0, 303.0)","(8.0, 17.0, 14.23076923076923)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 19.130434782608695)"
14-12-2022 12:43:20.319207,"(3.2, 3.5, 3.4763157894736842)","(6.0, 7.6, 6.885714285714285)","(4.6, 7.0, 6.515151515151516)","(71.0, 420.0, 328.2352941176471)","(8.0, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 18.653846153846153)"
14-12-2022 12:43:21.407297,"(3.2, 3.5, 3.4763157894736842)","(6.0, 7.4, 7.25)","(4.6, 6.8, 6.46)","(71.0, 420.0, 364.28571428571433)","(8.0, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.95, 3.5979166666666664)","(12.0, 20.0, 18.392857142857142)"
14-12-2022 12:43:22.478286,"(3.2, 3.5, 3.4911764705882353)","(6.0, 7.4, 7.28)","(4.6, 6.8, 6.5)","(71.0, 410.0, 312.77777777777777)","(8.0, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.95, 3.7714285714285714)","(12.0, 20.0, 18.653846153846153)"
14-12-2022 12:43:23.506298,"(3.2, 3.5, 3.4911764705882353)","(6.0, 7.4, 7.16)","(4.6, 6.8, 6.5)","(71.0, 410.0, 312.77777777777777)","(8.0, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.9, 3.784)","(12.0, 20.0, 18.703703703703702)"
14-12-2022 12:43:24.544071,"(3.2, 3.5, 3.4911764705882353)","(6.0, 7.4, 7.16)","(4.6, 6.8, 6.5)","(71.0, 410.0, 290.95238095238096)","(8.5, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.85, 3.645714285714286)","(12.0, 20.0, 16.0)"
14-12-2022 12:43:25.531389,"(3.2, 3.5, 3.4911764705882353)","(6.0, 7.2, 7.155555555555556)","(4.6, 6.6, 6.546666666666666)","(71.0, 410.0, 290.95238095238096)","(8.5, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.85, 3.645714285714286)","(12.0, 20.0, 16.0)"
14-12-2022 12:43:26.522884,"(3.2, 3.5, 3.4911764705882353)","(6.0, 7.2, 7.1)","(4.6, 6.8, 6.390243902439025)","(71.0, 410.0, 290.95238095238096)","(8.5, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.85, 3.645714285714286)","(12.0, 20.0, 16.0625)"
14-12-2022 12:43:27.519418,"(3.2, 3.5, 3.4911764705882353)","(6.0, 7.2, 7.155555555555556)","(4.6, 6.6, 6.46)","(71.0, 410.0, 285.0)","(8.5, 17.0, 15.434782608695652)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.85, 3.645714285714286)","(12.0, 20.0, 18.5)"
14-12-2022 12:43:28.537628,"(3.2, 3.6, 3.5666666666666664)","(6.0, 7.0, 6.95)","(4.6, 6.6, 6.546666666666666)","(71.0, 410.0, 238.125)","(8.5, 17.0, 15.714285714285715)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.85, 3.645714285714286)","(12.0, 20.0, 18.857142857142858)"
14-12-2022 12:43:29.552093,"(3.2, 3.6, 3.564705882352941)","(6.0, 7.0, 6.911111111111111)","(4.6, 6.6, 6.488888888888889)","(71.0, 410.0, 273.8095238095238)","(8.5, 17.0, 15.56)","(81.0, 330.0, 248.69565217391306)","(3.0, 3.85, 3.645714285714286)","(12.0, 20.0, 17.0)"
14-12-2022 12:43:30.647902,"(3.2, 3.6, 3.5666666666666664)","(6.0, 7.0, 6.7375)","(4.6, 6.6, 6.447619047619048)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(3.0, 3.85, 3.568888888888889)","(12.0, 20.0, 17.863636363636363)"
14-12-2022 12:43:31.778054,"(3.2, 3.6, 3.563157894736842)","(6.0, 6.8, 6.666666666666667)","(4.6, 6.6, 6.257142857142857)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(3.0, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:32.794749,"(3.2, 3.6, 3.561111111111111)","(6.0, 6.8, 6.666666666666667)","(4.6, 6.6, 6.257142857142857)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(3.0, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:33.833330,"(3.2, 3.6, 3.581578947368421)","(6.0, 6.8, 6.7272727272727275)","(4.6, 6.4, 6.185714285714286)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(3.0, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:34.926630,"(3.2, 3.65, 3.5999999999999996)","(6.0, 7.0, 6.550000000000001)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(3.0, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:35.991181,"(3.2, 3.65, 3.5999999999999996)","(6.0, 7.0, 6.607692307692308)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 294.44444444444446)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(3.0, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:37.092509,"(3.2, 3.65, 3.5999999999999996)","(6.0, 6.8, 6.514285714285714)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.310344827586206)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:38.218687,"(3.2, 3.65, 3.6315789473684212)","(6.0, 6.8, 6.628571428571429)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 245.0)","(2.9, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:39.286511,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.611764705882353)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.166666666666668)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:40.384620,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.5636363636363635)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.310344827586206)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.85, 3.568888888888889)","(12.0, 19.5, 17.863636363636363)"
14-12-2022 12:43:41.480418,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.4941176470588236)","(4.6, 6.4, 6.090476190476191)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.270833333333332)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.85, 3.5444444444444443)","(12.0, 19.5, 18.07894736842105)"
14-12-2022 12:43:42.588650,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.4941176470588236)","(4.6, 6.2, 6.166666666666667)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.270833333333332)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.8, 3.5444444444444443)","(12.0, 19.5, 18.07894736842105)"
14-12-2022 12:43:43.626596,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.4941176470588236)","(4.6, 6.2, 6.166666666666667)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.396551724137932)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.8, 3.5444444444444443)","(12.0, 19.5, 18.07894736842105)"
14-12-2022 12:43:44.690494,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.453333333333334)","(4.6, 6.2, 6.166666666666667)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.396551724137932)","(81.0, 330.0, 257.1428571428571)","(2.9, 3.8, 3.5444444444444443)","(12.0, 19.5, 18.07894736842105)"
14-12-2022 12:43:45.746178,"(3.2, 3.7, 3.6174311926605505)","(6.0, 6.8, 6.54)","(4.6, 6.2, 6.166666666666667)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.396551724137932)","(81.0, 330.0, 262.0)","(2.9, 3.8, 3.52)","(12.0, 19.5, 18.07894736842105)"
14-12-2022 12:43:46.778970,"(3.2, 3.6, 3.3382550335570467)","(6.0, 6.8, 6.453333333333334)","(4.6, 6.4, 6.081818181818182)","(71.0, 410.0, 286.8421052631579)","(8.5, 17.0, 16.5)","(81.0, 330.0, 262.0)","(2.9, 3.8, 3.52)","(12.0, 19.5, 18.07894736842105)"
14-12-2022 12:43:47.847133,"(3.2, 3.6, 3.3417721518987342)","(6.0, 6.8, 6.573913043478261)","(4.6, 6.4, 6.081818181818182)","(71.0, 410.0, 323.3333333333333)","(8.5, 17.0, 15.5)","(81.0, 330.0, 226.15384615384616)","(2.9, 3.8, 3.52)","(12.0, 19.5, 17.625)"
14-12-2022 12:43:48.871795,"(3.2, 3.55, 3.542307692307692)","(6.0, 6.8, 6.54)","(4.6, 6.4, 6.081818181818182)","(71.0, 410.0, 323.3333333333333)","(8.5, 19.5, 15.833333333333334)","(81.0, 330.0, 226.15384615384616)","(2.9, 3.8, 3.52)","(12.0, 22.0, 17.555555555555557)"
14-12-2022 12:43:49.927753,"(3.2, 3.55, 3.4794117647058824)","(6.0, 7.4, 7.133333333333334)","(4.6, 6.4, 6.233333333333333)","(71.0, 410.0, 323.3333333333333)","(8.5, 19.5, 17.173076923076923)","(81.0, 330.0, 223.33333333333334)","(2.9, 3.8, 3.555813953488372)","(12.0, 22.0, 18.923076923076923)"
14-12-2022 12:43:51.256398,"(3.2, 3.55, 3.5)","(6.0, 7.4, 7.213793103448276)","(4.6, 6.2, 5.9941176470588236)","(71.0, 410.0, 333.0769230769231)","(8.5, 19.5, 17.548387096774192)","(81.0, 330.0, 223.33333333333334)","(2.9, 3.8, 3.555813953488372)","(12.0, 22.0, 19.083333333333332)"
14-12-2022 12:43:52.552655,"(3.1, 3.55, 3.4923076923076923)","(6.0, 7.4, 7.213793103448276)","(4.6, 6.2, 6.116666666666667)","(81.0, 410.0, 266.6666666666667)","(9.0, 19.5, 17.819444444444443)","(91.0, 330.0, 245.0)","(2.9, 3.8, 3.5234042553191487)","(13.0, 22.0, 19.586206896551722)"
14-12-2022 12:43:53.685212,"(3.1, 3.55, 3.525)","(6.0, 7.4, 7.213793103448276)","(4.6, 6.2, 6.1375)","(81.0, 400.0, 266.6666666666667)","(9.0, 19.5, 17.819444444444443)","(91.0, 320.0, 235.0)","(2.9, 3.8, 3.51)","(13.0, 22.0, 19.586206896551722)"
14-12-2022 12:43:54.754809,"(3.1, 3.55, 3.4681818181818183)","(6.0, 7.4, 7.300000000000001)","(4.6, 6.0, 5.9625)","(81.0, 400.0, 266.6666666666667)","(9.0, 19.5, 17.819444444444443)","(91.0, 310.0, 235.0)","(2.9, 3.8, 3.51)","(13.0, 22.0, 19.666666666666668)"
14-12-2022 12:43:56.191840,"(3.1, 3.55, 3.3892857142857142)","(6.0, 7.4, 7.266666666666667)","(4.6, 6.0, 5.88421052631579)","(81.0, 400.0, 266.6666666666667)","(9.0, 19.5, 16.833333333333332)","(91.0, 310.0, 235.0)","(2.9, 3.8, 3.492857142857143)","(13.0, 22.0, 19.444444444444443)"
14-12-2022 12:43:57.490749,"(3.1, 3.55, 3.3892857142857142)","(6.0, 7.4, 7.24)","(4.6, 6.2, 5.88421052631579)","(81.0, 400.0, 266.6666666666667)","(9.0, 19.5, 17.692307692307693)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.75, 3.4615384615384617)","(13.0, 21.0, 18.34375)"
14-12-2022 12:43:58.684052,"(3.1, 3.55, 3.5083333333333333)","(6.0, 7.4, 7.24)","(4.6, 6.2, 5.88421052631579)","(81.0, 400.0, 266.6666666666667)","(9.0, 22.0, 19.75)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.5, 3.3984375)","(13.0, 19.0, 18.045454545454547)"
14-12-2022 12:43:59.937167,"(3.1, 3.55, 3.5083333333333333)","(6.0, 7.4, 7.553846153846154)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 314.2857142857143)","(9.0, 20.0, 19.775)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.45, 3.3954545454545455)","(13.0, 19.0, 18.166666666666668)"
14-12-2022 12:44:01.029136,"(3.1, 3.55, 3.5083333333333333)","(6.0, 7.6, 7.553846153846154)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 314.2857142857143)","(9.0, 20.0, 19.775)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.4, 3.375)","(13.0, 19.0, 17.9)"
14-12-2022 12:44:02.084081,"(3.1, 3.55, 3.4923076923076923)","(6.0, 7.6, 7.4799999999999995)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 266.6666666666667)","(9.0, 20.0, 19.775)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.45, 3.3954545454545455)","(13.0, 19.0, 18.85)"
14-12-2022 12:44:03.260792,"(3.1, 3.55, 3.5142857142857142)","(6.0, 7.6, 7.4799999999999995)","(4.6, 6.2, 5.9222222222222225)","(81.0, 400.0, 280.0)","(9.0, 20.0, 18.666666666666668)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.4, 3.3954545454545455)","(13.0, 19.0, 19.6)"
14-12-2022 12:44:04.363284,"(3.1, 3.55, 3.4785714285714286)","(6.0, 7.6, 7.54)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 280.0)","(9.0, 20.0, 19.3)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.4, 3.3954545454545455)","(13.0, 21.0, 20.0)"
14-12-2022 12:44:05.376802,"(3.1, 3.55, 3.4785714285714286)","(6.0, 7.6, 7.4799999999999995)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 316.6666666666667)","(9.0, 19.5, 19.25)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.4, 3.3954545454545455)","(13.0, 22.0, 20.0)"
14-12-2022 12:44:06.325615,"(3.1, 3.55, 3.525)","(6.0, 7.6, 7.4799999999999995)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 316.6666666666667)","(9.0, 19.5, 19.30952380952381)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.35, 3.3403846153846155)","(13.0, 22.0, 20.0)"
14-12-2022 12:44:07.337800,"(3.1, 3.55, 3.525)","(6.0, 7.6, 7.54)","(4.6, 6.2, 6.1000000000000005)","(81.0, 400.0, 316.6666666666667)","(9.0, 19.5, 19.166666666666668)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.4, 3.325806451612903)","(13.0, 22.0, 20.0)"
14-12-2022 12:44:08.624205,"(3.1, 3.55, 3.525)","(6.0, 7.6, 7.56)","(4.6, 6.2, 5.991666666666667)","(81.0, 400.0, 316.6666666666667)","(9.0, 20.0, 18.823529411764707)","(91.0, 310.0, 238.57142857142856)","(2.9, 3.35, 3.325)","(13.0, 22.0, 21.55)"
14-12-2022 12:44:09.854080,"(3.1, 3.55, 3.525)","(6.0, 8.2, 8.146341463414634)","(4.6, 6.2, 5.842857142857143)","(81.0, 400.0, 243.75)","(9.0, 20.0, 18.823529411764707)","(91.0, 310.0, 217.14285714285714)","(2.9, 3.35, 3.3216216216216217)","(13.0, 22.0, 21.55)"
14-12-2022 12:44:10.926081,"(3.1, 3.55, 3.520833333333333)","(6.0, 8.2, 8.146341463414634)","(4.6, 6.2, 5.842857142857143)","(81.0, 400.0, 243.75)","(9.0, 20.0, 19.36)","(91.0, 310.0, 210.0)","(2.9, 3.35, 3.26)","(13.0, 22.0, 19.11111111111111)"
14-12-2022 12:44:12.005901,"(3.1, 3.55, 3.4633333333333334)","(6.0, 8.8, 8.556521739130435)","(4.6, 6.0, 5.955555555555556)","(81.0, 400.0, 243.75)","(9.0, 19.5, 19.428571428571427)","(91.0, 310.0, 240.0)","(2.9, 3.3, 3.260869565217391)","(13.0, 22.0, 19.043478260869566)"
14-12-2022 12:44:13.092394,"(3.1, 3.55, 3.414285714285714)","(6.0, 8.8, 8.285714285714285)","(4.6, 6.0, 5.963636363636364)","(81.0, 400.0, 243.75)","(9.0, 20.0, 19.428571428571427)","(91.0, 310.0, 240.0)","(2.9, 3.3, 3.260869565217391)","(13.0, 22.0, 19.043478260869566)"
14-12-2022 12:44:14.158646,"(3.1, 3.55, 3.470833333333333)","(6.0, 8.8, 8.292307692307691)","(4.6, 6.0, 5.955555555555556)","(81.0, 400.0, 243.75)","(9.0, 20.0, 19.05263157894737)","(91.0, 310.0, 240.0)","(2.9, 3.3, 3.219047619047619)","(13.0, 20.0, 19.5)"
14-12-2022 12:44:15.251280,"(3.1, 3.55, 3.470833333333333)","(6.0, 8.8, 8.328571428571427)","(4.6, 6.0, 5.955555555555556)","(81.0, 400.0, 191.66666666666666)","(9.0, 20.0, 19.515151515151516)","(91.0, 310.0, 240.0)","(2.9, 3.3, 3.2083333333333335)","(13.0, 19.5, 19.25)"
14-12-2022 12:44:16.259294,"(3.1, 3.55, 3.493478260869565)","(6.0, 8.2, 8.193548387096774)","(4.6, 5.9, 5.825)","(81.0, 400.0, 270.0)","(9.0, 20.0, 19.515151515151516)","(91.0, 310.0, 240.0)","(2.9, 3.3, 3.2083333333333335)","(13.0, 19.5, 18.90909090909091)"
14-12-2022 12:44:17.295214,"(3.1, 3.55, 3.520833333333333)","(6.0, 8.2, 8.193548387096774)","(4.6, 5.9, 5.866666666666667)","(81.0, 400.0, 313.3333333333333)","(9.0, 16.0, 14.571428571428571)","(91.0, 310.0, 243.33333333333334)","(2.9, 3.35, 3.2785714285714285)","(13.0, 20.0, 18.90909090909091)"
14-12-2022 12:44:18.316531,"(3.1, 3.55, 3.5153846153846153)","(6.0, 8.8, 8.25)","(4.6, 5.9, 5.825)","(81.0, 400.0, 270.0)","(9.0, 15.5, 15.333333333333334)","(91.0, 310.0, 243.33333333333334)","(2.9, 3.45, 3.36)","(13.0, 21.0, 20.727272727272727)"
14-12-2022 12:44:19.370725,"(3.1, 3.55, 3.5153846153846153)","(6.0, 8.8, 8.32)","(4.6, 5.9, 5.814285714285714)","(81.0, 400.0, 270.0)","(9.0, 15.5, 15.346153846153847)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.45, 3.3884615384615384)","(13.0, 21.0, 19.894736842105264)"
14-12-2022 12:44:20.534926,"(3.1, 3.6, 3.541666666666667)","(6.0, 8.8, 7.477777777777778)","(4.6, 5.9, 5.72)","(81.0, 400.0, 313.3333333333333)","(9.0, 15.5, 15.227272727272727)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.6, 3.438)","(13.0, 22.0, 19.941176470588236)"
14-12-2022 12:44:21.574714,"(3.1, 3.6, 3.5250000000000004)","(6.0, 8.0, 7.88)","(4.6, 5.9, 5.733333333333333)","(81.0, 400.0, 313.3333333333333)","(9.0, 15.5, 15.285714285714285)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.55, 3.4333333333333336)","(13.0, 22.0, 20.333333333333332)"
14-12-2022 12:44:22.778411,"(3.1, 3.6, 3.525)","(6.0, 7.6, 7.56)","(4.6, 5.9, 5.771428571428571)","(81.0, 400.0, 270.0)","(9.0, 15.5, 15.375)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.45, 3.417391304347826)","(13.0, 22.0, 19.272727272727273)"
14-12-2022 12:44:24.063880,"(3.1, 3.6, 3.577777777777778)","(6.0, 7.4, 7.62)","(4.6, 5.9, 5.830769230769231)","(81.0, 400.0, 313.3333333333333)","(9.0, 15.5, 15.375)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.45, 3.417391304347826)","(13.0, 22.0, 19.272727272727273)"
14-12-2022 12:44:25.140602,"(3.1, 3.6, 3.577777777777778)","(6.0, 7.8, 7.62)","(4.6, 5.9, 5.830769230769231)","(81.0, 400.0, 313.3333333333333)","(9.0, 15.5, 15.392857142857142)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.45, 3.414285714285714)","(13.0, 22.0, 19.272727272727273)"
14-12-2022 12:44:26.219709,"(3.1, 3.6, 3.566666666666667)","(6.0, 7.6, 7.5)","(4.6, 5.9, 5.775)","(81.0, 400.0, 270.0)","(9.0, 15.5, 15.421052631578947)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.45, 3.417391304347826)","(13.0, 22.0, 20.714285714285715)"
14-12-2022 12:44:27.335643,"(3.1, 3.6, 3.566666666666667)","(6.0, 7.6, 7.306666666666667)","(4.6, 5.9, 5.852631578947369)","(81.0, 400.0, 331.57894736842104)","(9.0, 15.5, 15.421052631578947)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.45, 3.430769230769231)","(13.0, 22.0, 21.08695652173913)"
14-12-2022 12:44:28.532187,"(3.1, 3.6, 3.568421052631579)","(6.0, 7.6, 7.158620689655172)","(4.6, 5.9, 5.852631578947369)","(81.0, 400.0, 311.875)","(10.0, 15.5, 15.421052631578947)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.45, 3.4545454545454546)","(13.0, 23.0, 20.77777777777778)"
14-12-2022 12:44:29.694746,"(3.1, 3.6, 3.561904761904762)","(6.0, 7.4, 7.0)","(4.6, 5.9, 5.852631578947369)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.421052631578947)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.55, 3.492857142857143)","(13.0, 23.0, 20.77777777777778)"
14-12-2022 12:44:30.779478,"(3.1, 3.6, 3.552)","(6.0, 7.0, 6.9)","(4.6, 5.9, 5.852631578947369)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 14.923076923076923)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.6, 3.481818181818182)","(13.0, 23.0, 20.77777777777778)"
14-12-2022 12:44:31.900448,"(3.1, 3.6, 3.5763157894736843)","(6.0, 6.8, 6.675)","(4.6, 5.9, 5.84375)","(81.0, 390.0, 330.4761904761905)","(10.0, 16.0, 14.923076923076923)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.55, 3.481818181818182)","(13.0, 23.0, 20.77777777777778)"
14-12-2022 12:44:32.938191,"(3.1, 3.6, 3.576923076923077)","(6.0, 6.8, 6.618181818181818)","(4.6, 5.9, 5.800000000000001)","(81.0, 390.0, 330.4761904761905)","(10.0, 16.0, 14.923076923076923)","(91.0, 310.0, 255.55555555555554)","(2.9, 3.55, 3.481818181818182)","(13.0, 23.0, 20.77777777777778)"
14-12-2022 12:44:33.969495,"(3.1, 3.6, 3.5869565217391304)","(6.0, 6.8, 6.675)","(4.6, 5.9, 5.84)","(81.0, 390.0, 330.4761904761905)","(10.0, 16.0, 14.923076923076923)","(91.0, 310.0, 196.25)","(2.9, 3.55, 3.4710526315789476)","(13.0, 23.0, 20.77777777777778)"
14-12-2022 12:44:35.021352,"(3.1, 3.6, 3.5869565217391304)","(6.0, 7.0, 6.914285714285715)","(4.6, 5.9, 5.800000000000001)","(81.0, 390.0, 330.4761904761905)","(10.0, 16.0, 14.923076923076923)","(91.0, 310.0, 196.25)","(2.9, 3.55, 3.4785714285714286)","(13.0, 23.0, 20.8)"
