,Rich Link,Hidden Agenda,Shaye,Thatll Do Neo,Blue Hornet,Just Like Mick,Run West,Milligan
12-01-2023 18:45:52.889880,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:45:53.962796,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:45:55.051622,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:45:56.250033,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 345.0)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:45:57.445258,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:45:58.535601,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:45:59.640292,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:00.838779,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.641666666666667)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:02.017777,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 6.0, 5.641666666666667)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:03.212119,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 6.0, 5.641666666666667)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:04.339902,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 6.0, 5.641666666666667)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:05.506673,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 557.0)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:06.758271,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 557.0)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:07.905943,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 557.0)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:09.044322,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 557.0)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:10.181825,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 420.71428571428567)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:11.379928,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 420.71428571428567)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:12.529246,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 194.0)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 446.9230769230769)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:13.578285,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:14.634117,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:15.686729,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:16.877063,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:17.985683,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:19.006326,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:20.131813,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:21.284496,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:22.408695,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:23.508284,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:24.601807,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:25.657020,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:26.712595,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:27.926282,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:29.054333,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:30.292617,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:31.462286,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:32.656595,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:33.841212,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 360.5882352941176)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:34.922330,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.933333333333334)","(41.0, 350.0, 194.0)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 143.33333333333334)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:36.082022,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 74.44444444444444)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 347.5)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:37.066869,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 5.475)","(41.0, 350.0, 74.44444444444444)","(5.0, 7.6, 7.119999999999999)","(12.0, 34.0, 17.6)","(101.0, 610.0, 347.5)","(3.2, 5.1, 4.7299999999999995)"
12-01-2023 18:46:38.186365,"(3.9, 5.7, 4.566666666666666)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.8, 4.1)","(41.0, 350.0, 74.44444444444444)","(5.0, 7.6, 6.066666666666666)","(12.0, 34.0, 17.6)","(101.0, 610.0, 347.5)","(3.2, 5.1, 3.9)"
12-01-2023 18:46:39.281001,"(3.9, 5.7, 4.566666666666666)","(6.5, 11.0, 8.285714285714286)","(3.7, 5.9, 4.1)","(41.0, 350.0, 74.44444444444444)","(5.0, 7.6, 6.066666666666666)","(12.0, 34.0, 20.333333333333332)","(101.0, 610.0, 347.5)","(3.2, 5.1, 3.9)"
12-01-2023 18:46:40.337275,"(3.9, 5.7, 4.566666666666666)","(6.5, 11.0, 8.625)","(3.7, 5.8, 4.533333333333333)","(41.0, 350.0, 74.44444444444444)","(5.0, 7.6, 5.571428571428571)","(12.0, 34.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 5.1, 3.9)"
12-01-2023 18:46:41.377100,"(3.9, 5.7, 4.566666666666666)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.3)","(41.0, 340.0, 141.33333333333331)","(5.0, 7.2, 5.571428571428571)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 5.1, 3.9)"
12-01-2023 18:46:42.433665,"(3.9, 5.7, 4.566666666666666)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.3)","(41.0, 350.0, 76.22222222222223)","(5.0, 7.2, 5.571428571428571)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 5.1, 4.872222222222222)"
12-01-2023 18:46:43.499916,"(3.9, 5.7, 4.566666666666666)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.3)","(41.0, 350.0, 76.22222222222223)","(5.0, 7.2, 5.571428571428571)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 5.1, 3.7)"
12-01-2023 18:46:44.563929,"(3.9, 5.7, 4.566666666666666)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 6.163636363636364)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 4.9, 3.5250000000000004)"
12-01-2023 18:46:45.736805,"(3.9, 5.7, 5.275)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 6.0)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.5250000000000004)"
12-01-2023 18:46:47.145086,"(3.9, 5.7, 5.275)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.884615384615385)"
12-01-2023 18:46:48.356096,"(3.9, 5.7, 5.275)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.884615384615385)"
12-01-2023 18:46:49.560298,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.884615384615385)"
12-01-2023 18:46:50.831099,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.884615384615385)"
12-01-2023 18:46:51.932424,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.884615384615385)"
12-01-2023 18:46:53.037456,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.872727272727273)"
12-01-2023 18:46:54.158705,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.872727272727273)"
12-01-2023 18:46:55.304114,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:46:56.386208,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:46:57.537337,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:46:58.667509,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 347.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:46:59.741645,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 552.2222222222222)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:01.003087,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:02.136370,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:03.415495,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:04.616434,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.742857142857143)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:05.715358,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.2, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:06.803882,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:08.116230,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:09.226087,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.2, 7.8)","(3.7, 5.9, 4.185714285714286)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:10.242969,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.9, 4.9)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:11.378850,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.9, 4.9)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:12.526375,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.9, 4.9)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:13.630308,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.9, 4.9)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:14.657414,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.8, 4.533333333333333)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:15.784394,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:16.820742,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:17.870853,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:18.858266,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:19.880843,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:21.323329,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:22.406145,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 23.833333333333336)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:23.495603,"(3.9, 5.7, 5.133333333333334)","(6.5, 9.0, 7.8)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 25.9)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.5)"
12-01-2023 18:47:24.745121,"(3.9, 5.7, 5.390909090909091)","(6.5, 9.0, 8.1)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 25.9)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.725)"
12-01-2023 18:47:25.985898,"(3.9, 5.7, 5.390909090909091)","(6.5, 9.0, 8.1)","(3.7, 5.7, 4.8)","(41.0, 350.0, 67.66666666666667)","(5.0, 7.0, 5.875)","(12.0, 29.0, 25.9)","(101.0, 610.0, 352.5)","(3.2, 3.95, 3.7375000000000003)"
