,Russian Berry,Black Compass,Aston Samba,Rear View Mirror,Zilker Park,Kaheem Bale,Meteor Monelli,Call Me Marley
06-01-2023 16:22:29.540533,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 32.0, 17.916666666666664)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.0, 14.5)","(3.4, 4.9, 3.59375)"
06-01-2023 16:22:30.780059,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 32.0, 17.916666666666664)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.0, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:31.868836,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 32.0, 17.916666666666664)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:32.894237,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 32.0, 17.916666666666664)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:34.128677,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 32.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:35.296512,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:36.410112,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:37.561998,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:38.820323,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:40.044881,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:41.287444,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:42.530262,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:43.674623,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:44.865912,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.7454545454545456)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:46.013643,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.953846153846154)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:47.086890,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 31.181818181818183)","(9.0, 30.0, 21.25)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:48.180621,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 35.9375)","(9.0, 30.0, 15.416666666666666)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:49.421453,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 30.0, 14.583333333333334)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:50.588887,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 30.0, 14.583333333333334)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:51.746134,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 30.0, 14.583333333333334)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:52.927807,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 30.0, 14.583333333333334)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:54.108969,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 30.0, 12.964285714285714)","(21.0, 120.0, 66.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:55.245948,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 110.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:56.397144,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:57.472992,"(4.0, 7.8, 5.179166666666666)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:58.598445,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:22:59.676845,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:00.809930,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:01.987852,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:03.137519,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:04.268230,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:05.415193,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:06.486715,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 50.15625)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:07.628222,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 65.0, 60.46875)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:08.823123,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:09.974621,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:11.359164,"(4.0, 8.2, 5.2958333333333325)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 14.0625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:12.833999,"(4.0, 8.2, 4.885)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 13.625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:14.219833,"(4.0, 8.2, 5.317391304347826)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 13.625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:15.582419,"(4.0, 8.2, 5.317391304347826)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 13.625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:16.891358,"(4.0, 8.2, 5.317391304347826)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 13.625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:18.138331,"(4.0, 8.2, 5.317391304347826)","(2.6, 4.2, 2.9230769230769234)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 13.625)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 3.8000000000000003)"
06-01-2023 16:23:19.412341,"(4.0, 8.2, 5.317391304347826)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 12.615384615384615)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:20.623012,"(4.0, 8.2, 5.989999999999999)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 32.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:21.759246,"(4.0, 8.2, 5.989999999999999)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:22.860841,"(4.0, 8.2, 5.989999999999999)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:24.038372,"(4.0, 8.2, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:25.245205,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:26.449716,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:27.699364,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:28.932887,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:30.218145,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:31.447492,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:32.619099,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:33.735790,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 60.46875)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:34.894357,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 52.27272727272727)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:35.982549,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:37.089160,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:38.222870,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.223529411764706)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:39.486152,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.3, 2.7914285714285714)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:40.747140,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.2, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:41.954274,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:43.210440,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:44.499315,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:45.802106,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:47.179431,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:48.321429,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:49.582586,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 23.13888888888889)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:50.750136,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:52.095220,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:53.294347,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 13.833333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:54.638439,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 28.0, 21.694444444444443)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:55.794715,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:56.891876,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:58.175908,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:23:59.377620,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:24:00.517107,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:24:01.650331,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:24:02.841049,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:24:03.958298,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 14.75)","(3.4, 4.9, 4.075)"
06-01-2023 16:24:05.033051,"(4.0, 8.0, 5.903333333333333)","(2.6, 4.1, 3.38)","(21.0, 80.0, 62.05882352941177)","(9.0, 26.0, 14.333333333333334)","(21.0, 120.0, 76.88888888888889)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 12.375)","(3.4, 4.9, 4.05)"
06-01-2023 16:24:06.060306,"(4.0, 7.8, 6.1)","(2.6, 4.0, 3.8225)","(21.0, 75.0, 67.0)","(9.0, 25.0, 18.5)","(21.0, 110.0, 102.0909090909091)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 12.375)","(3.4, 4.8, 4.05)"
06-01-2023 16:24:07.181035,"(4.0, 7.8, 6.1)","(2.6, 4.0, 3.3)","(21.0, 75.0, 67.0)","(9.0, 25.0, 23.964285714285715)","(21.0, 110.0, 102.0909090909091)","(10.0, 11.5, 10.333333333333334)","(10.0, 19.5, 12.375)","(3.4, 4.8, 4.05)"
