,Ravioli,Awesome Fred,Tralee Doll,Bundy Rose,Shimmy Debacle,Little Olivia,Full Of Zip,Hidden Houdini
04-01-2023 11:32:53.787749,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 85.0, 36.666666666666664)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:32:54.848230,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 38.333333333333336)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:32:55.939161,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 38.333333333333336)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:32:57.015551,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 38.333333333333336)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:32:58.104751,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 38.333333333333336)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:32:59.136491,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 38.333333333333336)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:33:00.195122,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 38.333333333333336)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:33:01.297831,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 66.85714285714286)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:33:02.364076,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 20.916666666666668)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:33:03.408766,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 20.916666666666668)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:33:04.416517,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.384615384615385)","(14.0, 48.0, 20.916666666666668)","(6.0, 11.0, 6.818181818181818)"
04-01-2023 11:33:05.466317,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.309090909090909)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.55)","(14.0, 48.0, 20.916666666666668)","(6.0, 11.0, 6.966666666666667)"
04-01-2023 11:33:06.540059,"(1.9, 2.92, 2.335384615384615)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.418181818181818)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:07.623396,"(1.9, 2.92, 2.335384615384615)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.32)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:08.694997,"(1.9, 2.92, 2.335384615384615)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.32)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:09.779921,"(1.9, 2.92, 2.335384615384615)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.32)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:10.846687,"(1.9, 2.92, 2.335384615384615)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.32)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:11.862050,"(1.9, 2.92, 2.335384615384615)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.32)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.6, 6.416666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.783333333333333)"
04-01-2023 11:33:12.843273,"(1.9, 2.92, 2.0666666666666664)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.32)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.8, 5.35)","(14.0, 48.0, 20.916666666666668)","(6.0, 11.0, 6.966666666666667)"
04-01-2023 11:33:13.870271,"(1.9, 2.92, 2.3415384615384616)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.636363636363637)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.2, 5.35)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:14.880861,"(1.9, 2.92, 2.3415384615384616)","(41.0, 240.0, 88.5)","(3.8, 7.0, 4.942857142857142)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.2, 5.35)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:15.886399,"(1.9, 2.92, 2.3415384615384616)","(41.0, 240.0, 88.5)","(3.8, 7.0, 4.942857142857142)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.2, 5.35)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:16.870017,"(1.9, 2.92, 2.3415384615384616)","(41.0, 240.0, 88.5)","(3.8, 7.0, 4.942857142857142)","(31.0, 95.0, 52.5)","(101.0, 650.0, 385.0)","(4.4, 6.2, 5.35)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:17.908158,"(1.9, 2.92, 2.3415384615384616)","(41.0, 240.0, 105.33333333333333)","(3.8, 7.0, 4.942857142857142)","(31.0, 95.0, 49.90909090909091)","(101.0, 650.0, 385.0)","(4.4, 6.2, 5.35)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:18.967321,"(1.9, 2.9, 2.3633333333333333)","(41.0, 240.0, 88.5)","(3.8, 7.0, 4.942857142857142)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 385.0)","(4.4, 6.2, 6.416666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.783333333333333)"
04-01-2023 11:33:20.056613,"(1.9, 2.9, 2.0775)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.533333333333333)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 208.33333333333331)","(4.4, 6.8, 5.65)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.670588235294118)"
04-01-2023 11:33:21.097469,"(1.9, 2.9, 2.375)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.9)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 208.33333333333331)","(4.4, 6.8, 5.65)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.670588235294118)"
04-01-2023 11:33:22.098701,"(1.9, 2.9, 2.375)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.85)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 208.33333333333331)","(4.4, 6.8, 5.65)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.670588235294118)"
04-01-2023 11:33:23.106222,"(1.9, 2.9, 2.375)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.85)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 208.33333333333331)","(4.4, 6.8, 5.65)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.670588235294118)"
04-01-2023 11:33:24.115321,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.85)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.8, 5.65)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.670588235294118)"
04-01-2023 11:33:25.124086,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.85)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.8, 5.65)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.670588235294118)"
04-01-2023 11:33:26.113104,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.85)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.8, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.933333333333334)"
04-01-2023 11:33:27.133034,"(1.9, 2.92, 2.056)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.0285714285714285)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:28.182510,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.371428571428571)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:29.186960,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.371428571428571)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:30.194882,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.371428571428571)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:31.243400,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.371428571428571)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:32.383761,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.371428571428571)","(31.0, 90.0, 49.90909090909091)","(101.0, 650.0, 178.88888888888889)","(4.4, 6.6, 5.55)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:33.419645,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.371428571428571)","(31.0, 90.0, 34.875)","(101.0, 650.0, 196.66666666666666)","(4.4, 6.6, 5.433333333333334)","(14.0, 48.0, 29.666666666666664)","(6.0, 9.6, 6.966666666666667)"
04-01-2023 11:33:34.460285,"(1.9, 2.92, 2.344)","(41.0, 240.0, 88.5)","(3.8, 7.0, 6.181818181818182)","(31.0, 90.0, 35.75)","(101.0, 650.0, 196.66666666666666)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:35.470945,"(1.9, 2.92, 2.344)","(41.0, 240.0, 88.5)","(3.8, 7.0, 6.181818181818182)","(31.0, 90.0, 35.75)","(101.0, 650.0, 196.66666666666666)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:36.431507,"(1.9, 2.92, 2.344)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.8)","(31.0, 90.0, 35.75)","(101.0, 650.0, 395.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:37.413473,"(1.9, 2.92, 2.344)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.8)","(31.0, 90.0, 35.75)","(101.0, 650.0, 395.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:38.404607,"(1.9, 2.92, 2.344)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.8)","(31.0, 90.0, 35.75)","(101.0, 650.0, 395.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:39.413223,"(1.9, 2.88, 2.42)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.8)","(31.0, 90.0, 35.75)","(101.0, 650.0, 395.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.783333333333333)"
04-01-2023 11:33:40.481280,"(1.9, 2.88, 2.42)","(41.0, 240.0, 88.5)","(3.8, 7.0, 5.8)","(31.0, 90.0, 35.75)","(101.0, 650.0, 395.0)","(4.4, 6.6, 4.866666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 11.0, 6.966666666666667)"
04-01-2023 11:33:41.552167,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 130.90909090909093)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 380.0)","(4.4, 6.2, 4.866666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:42.582906,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 70.28571428571428)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 380.0)","(4.4, 6.2, 4.866666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:43.628011,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 380.0)","(4.4, 6.2, 4.866666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:44.657136,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 380.0)","(4.4, 6.2, 4.866666666666666)","(14.0, 48.0, 24.785714285714285)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:45.661481,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 98.57142857142857)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 380.0)","(4.4, 6.2, 4.866666666666666)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:46.654322,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 170.0)","(4.4, 6.2, 4.866666666666666)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:47.658065,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 90.0, 35.75)","(101.0, 650.0, 170.0)","(4.4, 6.2, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.933333333333334)"
04-01-2023 11:33:48.698537,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 90.0, 35.75)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:49.676231,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 90.0, 35.75)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:50.702913,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 90.0, 37.5)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:51.691667,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 37.5)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:52.722869,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 37.5)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:53.795579,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 37.5)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.933333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.933333333333334)"
04-01-2023 11:33:54.868053,"(1.9, 2.92, 2.056)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 37.5)","(101.0, 650.0, 170.0)","(4.4, 6.6, 4.914285714285714)","(14.0, 48.0, 22.0)","(6.0, 9.6, 6.966666666666667)"
04-01-2023 11:33:55.943702,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 34.333333333333336)","(101.0, 650.0, 170.0)","(4.4, 6.8, 4.914285714285714)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:56.937094,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 34.333333333333336)","(101.0, 650.0, 170.0)","(4.4, 6.8, 4.914285714285714)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:57.985199,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 170.0)","(4.4, 6.8, 4.914285714285714)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:58.927968,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 170.0)","(4.4, 6.8, 4.914285714285714)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:33:59.936282,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 170.0)","(4.4, 6.8, 4.914285714285714)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:00.902803,"(1.9, 2.92, 2.3285714285714287)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 170.0)","(4.4, 6.8, 5.699999999999999)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.783333333333333)"
04-01-2023 11:34:01.878654,"(1.9, 2.92, 2.056)","(41.0, 240.0, 91.5)","(3.8, 7.0, 5.8)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 385.0)","(4.4, 6.8, 4.8999999999999995)","(14.0, 48.0, 22.0)","(6.0, 11.0, 7.083333333333334)"
04-01-2023 11:34:02.852053,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 216.66666666666669)","(4.4, 6.4, 4.8999999999999995)","(14.0, 48.0, 22.0)","(6.0, 10.5, 7.083333333333334)"
04-01-2023 11:34:03.850423,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 216.66666666666669)","(4.4, 6.4, 4.8999999999999995)","(14.0, 48.0, 22.0)","(6.0, 10.5, 7.083333333333334)"
04-01-2023 11:34:04.821030,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 216.66666666666669)","(4.4, 6.4, 4.8999999999999995)","(14.0, 48.0, 22.0)","(6.0, 10.5, 7.083333333333334)"
04-01-2023 11:34:05.875707,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 216.66666666666669)","(4.4, 6.4, 4.8999999999999995)","(14.0, 48.0, 22.0)","(6.0, 10.5, 7.083333333333334)"
04-01-2023 11:34:06.994695,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 216.66666666666669)","(4.4, 6.4, 4.8999999999999995)","(14.0, 48.0, 22.0)","(6.0, 10.5, 7.083333333333334)"
04-01-2023 11:34:08.122620,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.345454545454546)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.4, 4.783333333333333)","(14.0, 48.0, 22.0)","(6.0, 10.5, 6.783333333333333)"
04-01-2023 11:34:09.192924,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 5.8)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.729411764705882)","(14.0, 48.0, 22.0)","(6.0, 11.0, 6.966666666666667)"
04-01-2023 11:34:10.313855,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.729411764705882)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:11.420135,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.729411764705882)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:12.552113,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.729411764705882)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:13.570270,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.729411764705882)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:14.626606,"(1.9, 2.92, 2.309285714285714)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.729411764705882)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:15.707865,"(1.9, 2.92, 2.056)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.4)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.8, 4.833333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:16.799358,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.290909090909091)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.0, 4.833333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:17.929636,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.290909090909091)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.0, 4.833333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:19.075448,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.290909090909091)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.0, 4.833333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
04-01-2023 11:34:20.198521,"(1.9, 2.92, 2.315714285714286)","(41.0, 240.0, 91.5)","(3.8, 7.0, 6.290909090909091)","(31.0, 85.0, 32.38461538461539)","(101.0, 650.0, 187.77777777777777)","(4.4, 6.0, 4.833333333333333)","(14.0, 48.0, 22.0)","(6.0, 9.8, 6.966666666666667)"
