,Ravioli,Awesome Fred,Tralee Doll,Bundy Rose,Shimmy Debacle,Little Olivia,Full Of Zip,Hidden Houdini
04-01-2023 11:26:43.220001,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 168.0)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 52.22222222222222)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 34.041666666666664)","(6.0, 11.0, 9.28125)"
04-01-2023 11:26:44.384060,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 168.0)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 52.22222222222222)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 34.041666666666664)","(6.0, 11.0, 9.28125)"
04-01-2023 11:26:45.555708,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 168.0)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:46.706391,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:47.843776,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:49.224417,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:50.558818,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.466666666666667)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:51.926130,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.4, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:53.226277,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:54.517800,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:55.774877,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:56.872266,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:58.005305,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:26:59.111303,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:00.284733,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 372.5)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:01.436650,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 558.3333333333334)","(4.4, 7.2, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:02.671906,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 558.3333333333334)","(4.4, 7.6, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:03.959466,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 558.3333333333334)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:05.133527,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 558.3333333333334)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:06.327916,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:07.741316,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:09.113471,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:10.330821,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:11.494311,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.8, 5.355555555555555)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:12.680870,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:13.826499,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:14.970975,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:16.107415,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:17.192423,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:18.289419,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:19.429965,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:20.547203,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:21.689633,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:22.833198,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:23.996776,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:25.138876,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:26.205581,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:27.273407,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:28.394044,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:29.507782,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:30.584226,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:31.679105,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:32.742668,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:33.828761,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:34.982425,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:36.052783,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:37.226253,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:38.298603,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:39.372587,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 588.8888888888889)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:40.468113,"(1.95, 3.05, 2.081111111111111)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 560.0)","(4.4, 7.6, 5.157575757575757)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:41.502964,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 560.0)","(4.4, 7.6, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:42.522534,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 560.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:43.553715,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 560.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:44.590412,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 560.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:45.658340,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:46.784133,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:47.833914,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:48.854531,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:49.917058,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:50.973016,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:52.074547,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:53.166849,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:54.187493,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:55.240480,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:56.312558,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:57.338431,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:58.336045,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:27:59.338058,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:00.374458,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:01.432312,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:02.516448,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.6, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:03.621559,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.6, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:04.714439,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.6, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:05.813345,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.6, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:06.929277,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.6, 6.308333333333334)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:08.049513,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.6, 6.061538461538461)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:09.090909,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.4, 6.061538461538461)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:10.195921,"(1.95, 3.05, 2.069)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.4, 6.061538461538461)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:11.321319,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 5.296296296296297)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.4, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:12.355632,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 4.4526315789473685)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:13.387916,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 4.4526315789473685)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:14.484330,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 4.4526315789473685)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
04-01-2023 11:28:15.554341,"(1.95, 3.05, 2.0205555555555557)","(41.0, 300.0, 160.23529411764707)","(3.8, 7.4, 4.4526315789473685)","(31.0, 85.0, 45.66666666666667)","(101.0, 650.0, 590.0)","(4.4, 7.2, 5.4)","(14.0, 48.0, 27.375)","(6.0, 11.0, 8.45)"
