,Danish Prince,Tympanist,Green Shadows,Wategos,Wineglass Bay,Semana
07-01-2023 11:41:32.069740,"(8.0, 9.2, 9.063687150837989)","(8.5, 9.8, 9.633333333333335)","(2.5, 3.2, 3.1661073825503356)","(10.0, 12.0, 11.94)","(5.0, 6.2, 6.067768595041322)","(3.9, 4.8, 4.774074074074074)"
07-01-2023 11:41:33.205207,"(8.0, 9.2, 9.063687150837989)","(8.5, 9.8, 9.633333333333335)","(2.5, 3.2, 3.1661073825503356)","(10.0, 12.0, 11.94)","(5.0, 6.2, 6.067768595041322)","(3.9, 4.8, 4.774074074074074)"
07-01-2023 11:41:34.281997,"(8.0, 9.2, 9.085074626865671)","(8.5, 9.8, 9.633333333333335)","(2.5, 3.2, 3.1752450980392157)","(10.0, 12.0, 11.94)","(5.0, 6.2, 6.062068965517241)","(3.9, 4.8, 4.774074074074074)"
07-01-2023 11:41:35.348792,"(8.0, 9.2, 9.085074626865671)","(8.5, 9.8, 9.633333333333335)","(2.5, 3.2, 3.16988416988417)","(10.0, 12.0, 11.431192660550458)","(5.0, 6.2, 6.053731343283582)","(3.9, 4.8, 4.828988326848249)"
07-01-2023 11:41:36.359239,"(8.0, 9.2, 9.06551724137931)","(8.5, 9.4, 9.341463414634147)","(2.5, 3.2, 3.16988416988417)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.053731343283582)","(3.9, 4.9, 4.82950495049505)"
07-01-2023 11:41:37.376126,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.337391304347825)","(2.5, 3.2, 3.16988416988417)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.053731343283582)","(3.9, 4.9, 4.831368421052631)"
07-01-2023 11:41:38.281924,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.337391304347825)","(2.5, 3.2, 3.1731958762886596)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.053731343283582)","(3.9, 4.9, 4.831368421052631)"
07-01-2023 11:41:39.322600,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.337391304347825)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.831041666666667)"
07-01-2023 11:41:40.369380,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.337391304347825)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.831041666666667)"
07-01-2023 11:41:41.596393,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.292941176470588)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.831041666666667)"
07-01-2023 11:41:42.868226,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.292941176470588)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.831041666666667)"
07-01-2023 11:41:43.948460,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.292941176470588)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.831041666666667)"
07-01-2023 11:41:45.011908,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.292941176470588)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.819196428571429)"
07-01-2023 11:41:46.033840,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.292941176470588)","(2.5, 3.2, 3.185526315789474)","(10.0, 11.5, 11.431192660550458)","(5.0, 6.2, 6.048062015503876)","(3.9, 4.9, 4.819196428571429)"
07-01-2023 11:41:47.270702,"(8.0, 9.2, 9.057575757575757)","(8.5, 9.4, 9.292941176470588)","(2.5, 3.2, 3.2042168674698797)","(10.0, 11.5, 12.1015625)","(5.0, 6.2, 6.062)","(3.9, 4.9, 4.732599118942732)"
07-01-2023 11:41:48.479468,"(8.0, 9.2, 9.057575757575757)","(9.0, 9.4, 9.206382978723404)","(2.6, 3.25, 3.2161764705882354)","(9.0, 12.5, 11.8625)","(5.0, 6.2, 6.051666666666667)","(3.8, 4.9, 4.736633663366337)"
07-01-2023 11:41:49.603500,"(8.0, 9.2, 9.057575757575757)","(9.0, 9.4, 9.206382978723404)","(2.6, 3.25, 3.2161764705882354)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.051666666666667)","(3.8, 4.9, 4.737755102040817)"
07-01-2023 11:41:50.886261,"(8.0, 9.0, 8.728813559322033)","(9.0, 9.4, 9.2075)","(2.6, 3.25, 3.2192307692307693)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.051666666666667)","(3.8, 4.9, 4.734579439252337)"
07-01-2023 11:41:52.010482,"(8.0, 9.0, 8.728813559322033)","(9.0, 9.4, 9.2075)","(2.6, 3.25, 3.2192307692307693)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.045217391304348)","(3.8, 4.9, 4.734579439252337)"
07-01-2023 11:41:52.936313,"(8.0, 8.8, 8.657142857142857)","(9.0, 9.4, 9.2075)","(2.6, 3.25, 3.2192307692307693)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.045217391304348)","(3.8, 4.9, 4.734579439252337)"
07-01-2023 11:41:54.060799,"(8.0, 8.6, 8.26153846153846)","(9.0, 9.4, 9.2075)","(2.6, 3.25, 3.1864864864864866)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.045217391304348)","(3.8, 4.9, 4.734579439252337)"
07-01-2023 11:41:55.128731,"(8.0, 8.6, 8.296551724137931)","(9.0, 9.4, 9.2075)","(2.6, 3.2, 3.222972972972973)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.045217391304348)","(3.8, 4.9, 4.734579439252337)"
07-01-2023 11:41:56.383277,"(8.0, 8.4, 8.232)","(9.0, 9.4, 9.247619047619047)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.045217391304348)","(3.8, 4.9, 4.819230769230769)"
07-01-2023 11:41:57.491585,"(8.0, 8.0, 7.929032258064516)","(9.0, 9.4, 9.283333333333333)","(2.6, 3.25, 3.219135802469136)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.0495238095238095)","(3.8, 4.9, 4.819230769230769)"
07-01-2023 11:41:58.500998,"(8.0, 9.0, 8.714285714285714)","(9.0, 9.4, 9.283333333333333)","(2.6, 3.25, 3.219135802469136)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.053703703703704)","(3.8, 4.9, 4.819230769230769)"
07-01-2023 11:41:59.510769,"(8.0, 9.0, 8.6)","(9.0, 9.4, 9.351724137931035)","(2.6, 3.25, 3.209016393442623)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.053703703703704)","(3.8, 4.9, 4.832258064516129)"
07-01-2023 11:42:00.472857,"(8.0, 9.0, 8.246511627906976)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.053703703703704)","(3.8, 4.9, 4.834630350194552)"
07-01-2023 11:42:01.548551,"(8.0, 9.0, 8.246511627906976)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.053703703703704)","(3.8, 4.9, 4.834630350194552)"
07-01-2023 11:42:02.624845,"(8.0, 9.0, 8.246511627906976)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.053703703703704)","(3.8, 4.9, 4.834630350194552)"
07-01-2023 11:42:03.798346,"(8.0, 9.0, 8.246511627906976)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 12.216981132075471)","(5.0, 6.2, 6.053703703703704)","(3.8, 4.9, 4.834630350194552)"
07-01-2023 11:42:04.876237,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.046601941747573)","(3.8, 4.9, 4.834630350194552)"
07-01-2023 11:42:05.887746,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.046601941747573)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:06.909251,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.046601941747573)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:08.084486,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.079389312977099)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:09.290536,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.084552845528456)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:10.475914,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.222972972972973)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.084552845528456)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:11.601616,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.084552845528456)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:12.583177,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.357142857142856)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.084552845528456)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:13.554470,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.372549019607842)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.084552845528456)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:14.453083,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.389090909090909)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.084552845528456)","(3.8, 4.9, 4.8464285714285715)"
07-01-2023 11:42:15.464144,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.6, 9.389090909090909)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.133333333333334)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:16.466863,"(8.0, 8.4, 8.169230769230769)","(9.0, 9.8, 9.486956521739131)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.133333333333334)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:17.578860,"(8.0, 9.0, 8.44)","(9.0, 9.8, 9.444444444444445)","(2.6, 3.25, 3.227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.133333333333334)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:18.686246,"(8.0, 9.0, 8.87076923076923)","(9.0, 9.8, 9.46896551724138)","(2.6, 3.25, 3.223913043478261)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.1287671232876715)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:20.113821,"(8.0, 9.0, 8.87076923076923)","(9.0, 9.8, 9.525925925925925)","(2.6, 3.25, 3.2227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.1287671232876715)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:21.121618,"(8.0, 9.0, 8.87076923076923)","(9.0, 9.6, 9.525925925925925)","(2.6, 3.25, 3.2227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.1287671232876715)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:22.170670,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.525925925925925)","(2.6, 3.25, 3.2227272727272727)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.150943396226415)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:23.185533,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.525925925925925)","(2.6, 3.25, 3.2227272727272727)","(9.0, 12.5, 11.657142857142857)","(5.0, 6.2, 6.150943396226415)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:24.320889,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.1957142857142857)","(9.0, 12.5, 11.657142857142857)","(5.0, 6.2, 6.150943396226415)","(3.8, 4.9, 4.8372384937238495)"
07-01-2023 11:42:25.445351,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.2316326530612245)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.174757281553398)","(3.8, 4.9, 4.720731707317073)"
07-01-2023 11:42:26.545772,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.2441176470588236)","(9.0, 12.5, 11.907894736842104)","(5.0, 6.2, 6.174509803921569)","(3.8, 4.8, 4.7155844155844155)"
07-01-2023 11:42:27.667625,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.236111111111111)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.2, 6.460869565217391)","(3.8, 4.8, 4.67103825136612)"
07-01-2023 11:42:28.654193,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.2441176470588236)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.6, 6.460869565217391)","(3.8, 4.7, 4.67103825136612)"
07-01-2023 11:42:29.597030,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.2441176470588236)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.8, 6.283333333333333)","(3.8, 4.7, 4.693827160493827)"
07-01-2023 11:42:30.602881,"(8.0, 9.0, 8.92)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.2441176470588236)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.8, 6.285714285714286)","(3.8, 4.9, 4.693827160493827)"
07-01-2023 11:42:31.622177,"(8.0, 9.0, 8.947826086956521)","(9.0, 9.6, 9.595652173913043)","(2.6, 3.25, 3.2441176470588236)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.8, 6.438095238095238)","(3.8, 4.9, 4.704191616766467)"
07-01-2023 11:42:32.596670,"(8.0, 9.0, 8.973248407643313)","(9.0, 10.5, 10.104)","(2.6, 3.25, 3.2441176470588236)","(9.0, 12.5, 11.971830985915492)","(5.0, 6.8, 6.30752688172043)","(3.8, 4.9, 4.7392523364485974)"
07-01-2023 11:42:33.643030,"(8.0, 8.8, 8.707692307692309)","(9.0, 10.5, 10.1734375)","(2.6, 3.25, 3.2077617328519854)","(9.0, 12.5, 12.272727272727273)","(5.0, 6.6, 6.357788944723619)","(3.8, 4.8, 4.766666666666667)"
07-01-2023 11:42:34.701667,"(8.0, 8.8, 8.69060773480663)","(9.0, 9.8, 9.770909090909091)","(2.6, 3.3, 3.2133689839572193)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.357788944723619)","(3.8, 4.8, 4.766666666666667)"
07-01-2023 11:42:35.617940,"(8.0, 8.8, 8.69060773480663)","(9.0, 10.5, 10.218978102189782)","(2.6, 3.3, 3.2133689839572193)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.381714285714286)","(3.8, 4.8, 4.697165991902834)"
07-01-2023 11:42:36.595296,"(8.0, 8.8, 8.691412742382273)","(9.0, 10.5, 9.69)","(2.6, 3.15, 3.1209511568123394)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.381714285714286)","(3.8, 4.9, 4.717486338797815)"
07-01-2023 11:42:37.495017,"(8.0, 8.8, 8.691412742382273)","(9.0, 10.5, 9.69)","(2.6, 3.15, 3.1209511568123394)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.357219251336899)","(3.8, 4.9, 4.716)"
07-01-2023 11:42:38.551386,"(8.0, 9.2, 9.103225806451611)","(9.0, 10.5, 10.114285714285714)","(2.6, 3.15, 3.1209511568123394)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.355056179775281)","(3.8, 4.9, 4.716)"
07-01-2023 11:42:39.562267,"(8.0, 9.2, 9.147540983606557)","(9.0, 10.5, 10.114285714285714)","(2.6, 3.15, 3.1209511568123394)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.355056179775281)","(3.8, 4.9, 4.716)"
07-01-2023 11:42:40.538292,"(8.0, 9.2, 9.147540983606557)","(9.0, 10.5, 10.114285714285714)","(2.6, 3.15, 3.1209511568123394)","(9.0, 12.5, 12.198795180722891)","(5.0, 6.4, 6.355056179775281)","(3.8, 4.9, 4.748484848484848)"
07-01-2023 11:42:41.504616,"(8.0, 9.2, 9.125581395348837)","(9.0, 10.5, 10.095238095238095)","(2.6, 3.15, 3.120528967254408)","(9.0, 12.0, 11.953125)","(5.0, 6.2, 6.185882352941177)","(3.8, 4.8, 4.748484848484848)"
07-01-2023 11:42:42.442681,"(8.0, 9.2, 9.125581395348837)","(9.0, 10.5, 10.105263157894736)","(2.6, 3.15, 3.120528967254408)","(9.0, 12.0, 11.953125)","(5.0, 6.2, 6.185882352941177)","(3.8, 4.8, 4.748484848484848)"
07-01-2023 11:42:43.434194,"(8.0, 9.2, 9.125581395348837)","(9.0, 10.5, 10.105263157894736)","(2.6, 3.15, 3.120528967254408)","(9.0, 12.0, 11.953125)","(5.0, 6.2, 6.184795321637427)","(3.8, 4.8, 4.7372093023255815)"
07-01-2023 11:42:44.371892,"(8.0, 9.2, 9.127272727272727)","(9.0, 10.5, 10.093023255813954)","(2.6, 3.15, 3.1204773869346734)","(9.0, 12.0, 11.953125)","(5.0, 6.2, 6.18433734939759)","(3.8, 4.8, 4.7372093023255815)"
07-01-2023 11:42:45.357077,"(8.0, 9.2, 9.127272727272727)","(9.0, 10.5, 10.093023255813954)","(2.6, 3.15, 3.1204773869346734)","(9.0, 12.0, 11.953125)","(5.0, 6.2, 6.18433734939759)","(3.8, 4.8, 4.7372093023255815)"
07-01-2023 11:42:46.296832,"(8.0, 9.2, 9.127272727272727)","(9.0, 10.5, 10.093023255813954)","(2.6, 3.15, 3.1204773869346734)","(9.0, 12.0, 11.849397590361447)","(5.0, 6.2, 6.381147540983607)","(3.8, 4.8, 4.663679245283019)"
07-01-2023 11:42:47.339751,"(8.0, 9.6, 9.344516129032257)","(9.0, 10.5, 10.116666666666667)","(2.6, 3.15, 3.1169268292682926)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.6, 6.38036809815951)","(3.8, 4.9, 4.663679245283019)"
07-01-2023 11:42:48.378251,"(8.0, 9.6, 9.344516129032257)","(9.0, 10.5, 10.116666666666667)","(2.6, 3.15, 3.1169268292682926)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.38036809815951)","(3.8, 4.9, 4.601785714285714)"
07-01-2023 11:42:49.328293,"(8.0, 9.4, 9.297058823529412)","(9.0, 10.5, 10.116666666666667)","(2.6, 3.15, 3.119789674952199)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601785714285714)"
07-01-2023 11:42:50.237857,"(8.0, 9.4, 9.297058823529412)","(8.5, 10.5, 10.116666666666667)","(2.6, 3.15, 3.119789674952199)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601935483870967)"
07-01-2023 11:42:51.154035,"(8.0, 9.4, 9.297058823529412)","(8.5, 10.5, 10.116666666666667)","(2.6, 3.15, 3.119789674952199)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601935483870967)"
07-01-2023 11:42:52.136613,"(8.0, 9.4, 9.297058823529412)","(8.5, 10.5, 10.116666666666667)","(2.6, 3.15, 3.1204545454545456)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601935483870967)"
07-01-2023 11:42:53.089055,"(8.0, 9.4, 9.297058823529412)","(8.5, 10.5, 10.116666666666667)","(2.6, 3.15, 3.1204545454545456)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601935483870967)"
07-01-2023 11:42:54.041036,"(8.0, 9.4, 9.297058823529412)","(8.5, 10.5, 10.116666666666667)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601935483870967)"
07-01-2023 11:42:54.987405,"(8.0, 9.4, 9.29051094890511)","(8.5, 10.5, 10.317460317460318)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.381395348837209)","(3.8, 4.9, 4.601485148514851)"
07-01-2023 11:42:56.012063,"(8.0, 9.0, 8.691633466135459)","(8.5, 10.5, 10.317460317460318)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.3578947368421055)","(3.8, 4.9, 4.6049999999999995)"
07-01-2023 11:42:56.981582,"(8.0, 9.0, 8.681538461538462)","(8.5, 10.5, 10.317460317460318)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.3578947368421055)","(3.8, 4.8, 4.6049999999999995)"
07-01-2023 11:42:57.908525,"(8.0, 9.0, 8.67142857142857)","(8.5, 10.5, 10.367816091954023)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.351515151515152)","(3.8, 4.8, 4.6060606060606055)"
07-01-2023 11:42:58.830001,"(8.0, 9.0, 8.67142857142857)","(8.5, 10.5, 10.367816091954023)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.351515151515152)","(3.8, 4.8, 4.6060606060606055)"
07-01-2023 11:42:59.747825,"(8.0, 9.0, 8.67142857142857)","(8.5, 10.5, 10.367816091954023)","(2.6, 3.15, 3.1174646354733406)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.351515151515152)","(3.8, 4.8, 4.6060606060606055)"
07-01-2023 11:43:00.780629,"(8.0, 9.0, 8.67142857142857)","(8.5, 10.5, 10.367816091954023)","(2.6, 3.15, 3.1183010262257698)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.351515151515152)","(3.8, 4.8, 4.6060606060606055)"
07-01-2023 11:43:01.773552,"(8.0, 9.0, 8.67142857142857)","(8.5, 11.0, 10.615384615384615)","(2.6, 3.15, 3.1218623481781376)","(9.0, 12.5, 11.931818181818182)","(5.0, 6.4, 6.351515151515152)","(3.8, 4.8, 4.6060606060606055)"
07-01-2023 11:43:02.704030,"(8.0, 9.0, 8.67142857142857)","(8.5, 11.0, 10.615384615384615)","(2.6, 3.15, 3.1218623481781376)","(9.0, 12.5, 11.922222222222222)","(5.0, 6.4, 6.347058823529412)","(3.8, 4.8, 4.602941176470588)"
07-01-2023 11:43:03.717935,"(8.0, 9.0, 8.654275092936803)","(8.5, 11.0, 10.785714285714286)","(2.6, 3.15, 3.1235550708833153)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.275)","(3.8, 4.7, 4.5827956989247305)"
07-01-2023 11:43:04.653609,"(8.0, 9.0, 8.696551724137931)","(8.5, 11.0, 10.787878787878787)","(2.6, 3.15, 3.1223903966597075)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.275)","(3.8, 4.6, 4.5827956989247305)"
07-01-2023 11:43:05.611991,"(8.0, 9.0, 8.696551724137931)","(8.5, 11.0, 10.787878787878787)","(2.6, 3.15, 3.1223903966597075)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.275)","(3.8, 4.6, 4.5827956989247305)"
07-01-2023 11:43:06.500879,"(8.0, 9.0, 8.696551724137931)","(8.5, 11.0, 10.787878787878787)","(2.6, 3.15, 3.1223903966597075)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.275)","(3.8, 4.6, 4.5827956989247305)"
07-01-2023 11:43:07.529375,"(8.0, 9.0, 8.696551724137931)","(8.5, 11.0, 10.787878787878787)","(2.6, 3.15, 3.1229411764705883)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.275)","(3.8, 4.6, 4.581176470588235)"
07-01-2023 11:43:08.603858,"(8.0, 9.0, 8.696551724137931)","(8.5, 11.0, 10.787878787878787)","(2.6, 3.15, 3.1229411764705883)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.275)","(3.8, 4.6, 4.581176470588235)"
07-01-2023 11:43:09.625643,"(8.0, 9.0, 8.696551724137931)","(8.5, 11.0, 10.787878787878787)","(2.6, 3.15, 3.1229411764705883)","(9.0, 12.5, 11.850877192982455)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
07-01-2023 11:43:10.601612,"(8.0, 9.0, 8.6955223880597)","(8.5, 11.0, 10.78125)","(2.6, 3.15, 3.1229032258064517)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
07-01-2023 11:43:11.499165,"(8.0, 9.0, 8.6955223880597)","(8.5, 11.0, 10.78125)","(2.6, 3.15, 3.1229032258064517)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
07-01-2023 11:43:12.472337,"(8.0, 9.0, 8.687755102040816)","(8.5, 11.0, 10.78125)","(2.6, 3.15, 3.1227567567567567)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
07-01-2023 11:43:13.443483,"(8.0, 9.0, 8.687755102040816)","(8.5, 11.0, 10.78125)","(2.6, 3.15, 3.123572228443449)","(9.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
07-01-2023 11:43:14.444477,"(8.0, 9.0, 8.687755102040816)","(9.0, 11.0, 10.78125)","(2.6, 3.15, 3.1263125)","(10.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
07-01-2023 11:43:15.421931,"(8.0, 9.0, 8.687755102040816)","(9.0, 11.0, 10.78125)","(2.6, 3.15, 3.1263125)","(10.0, 12.5, 11.839285714285714)","(5.0, 6.4, 6.272131147540984)","(3.8, 4.6, 4.582142857142857)"
